,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.1975021,-2.37955,"('uninfluential', 'influential')",-0.10529818,-0.24926877,-1.1514002,-1.3144094,0.1630092
10,-1.9653726,-1.872844,"('unsympathetic', 'sympathetic')",-0.0061853565,-0.03461922,-0.985779,-0.9537316,-0.0320474
0,-1.8603618,-1.9264413,"('unsociable', 'sociable')",-0.22800958,-0.39093703,-1.0441856,-1.1586891,0.1145035
12,-1.8474698,-1.7854276,"('unsupportive', 'supportive')",-1.4534768,-1.5127352,-1.6504734,-1.6490815,-0.0013919
9,-1.8068744,-1.7841727,"('unaffectionate', 'caring')",0.7994623,0.68561685,-0.503706,-0.5492779,0.0455719
8,-1.6498137,-1.6940215,"('unaffectionate', 'affectionate')",0.14395887,0.008076906,-0.7529274,-0.8429723,0.0900449
69,1.6327798,1.3894602,"('lazy', 'industrious')",-0.7025734,-0.7838996,0.4651032,0.3027803,0.1623229
72,-1.5305372,-1.4388136,"('unambitious', 'ambitious')",-0.82850087,-0.694821,-1.1795191,-1.0668173,-0.1127018
1,-1.4949694,-1.7272252,"('unfriendly', 'friendly')",1.2144847,0.8515839,-0.1402423,-0.4378206,0.2975783
43,-1.4703548,-1.5282646,"('irresponsible', 'responsible')",0.80869716,0.69728845,-0.3308288,-0.4154881,0.0846593
18,-1.3940476,-1.0667124,"('disagreeable', 'welcoming')",-0.37162802,-0.3836776,-0.8828378,-0.725195,-0.1576428
73,1.3811121,1.5313668,"('helpless', 'self-reliant')",-2.9183228,-2.6446915,-0.7686054,-0.5566623,-0.2119431
35,1.3612065,1.2219098,"('corrupt', 'incorrupt')",-0.62476563,-0.72277784,0.3682204,0.249566,0.1186544
41,-1.2719494,-1.1084309,"('unforgiving', 'forgiving')",0.10412502,0.020058345,-0.5839122,-0.5441862,-0.039726
51,-1.2642117,-1.0944182,"('uneducated', 'educated')",0.86106575,0.9108247,-0.201573,-0.0917967,-0.1097763
55,-1.2542347,-1.2000804,"('incompetent', 'clever')",0.45052108,0.4004602,-0.4018568,-0.3998101,-0.0020467
63,-1.2334253,-1.2611794,"('unperceptive', 'insightful')",1.4517567,1.3019358,0.1091657,0.0203782,0.0887875
84,1.1918161,1.2774693,"('inferior', 'superior')",1.1461227,1.2142231,1.1689694,1.2458463,-0.0768769
28,-1.177815,-1.2030247,"('disloyal', 'loyal')",1.2513388,1.0294701,0.0367619,-0.0867773,0.1235392
45,-1.1524248,-1.2455809,"('incompetent', 'competent')",0.049951226,-0.1495369,-0.5512368,-0.6975589,0.1463221
13,-1.0437448,-1.0382941,"('impolite', 'polite')",0.1602036,0.15644431,-0.4417706,-0.4409249,-0.0008457
24,-1.0107753,-1.073811,"('dishonest', 'honest')",0.7210212,0.82453924,-0.1448771,-0.1246359,-0.0202412
3,-1.0100387,-0.88380927,"('repellent', 'pleasant')",0.06481709,0.13525519,-0.4726108,-0.3742771,-0.0983337
62,-0.99207807,-0.8169099,"('incompetent', 'brilliant')",0.45174977,0.7259486,-0.2701641,-0.0454807,-0.2246834
44,0.9621239,0.9204135,"('prejudiced', 'unprejudiced')",-1.4131835,-1.3039044,-0.2255298,-0.1917455,-0.0337843
75,0.93896043,1.0083619,"('meek', 'impulsive')",-0.43959028,-0.3303499,0.2496851,0.339006,-0.0893209
54,-0.88841844,-0.79687905,"('incapable', 'capable')",0.8531539,1.0515642,-0.0176323,0.1273426,-0.1449749
67,0.8356067,0.9276319,"('doubtful', 'determined')",-0.27877757,-0.08539386,0.2784145,0.421119,-0.1427045
48,-0.8316007,-0.8541361,"('unintelligent', 'intelligent')",0.96981674,0.92248106,0.069108,0.0341725,0.0349355
78,-0.82475036,-0.6714527,"('nonresilient', 'resilient')",0.2814911,0.15920235,-0.2716296,-0.2561252,-0.0155044
23,-0.8050312,-0.77514195,"('insincere', 'sincere')",5.817906,5.6002507,2.5064373,2.4125543,0.093883
7,-0.80226487,-0.9128938,"('insensitive', 'sensitive')",0.93284667,0.6715777,0.0652909,-0.120658,0.1859489
57,-0.7974379,-1.1831943,"('unimaginative', 'imaginative')",-1.9525324,-2.2218187,-1.3749852,-1.7025065,0.3275213
6,-0.7190481,-0.9180422,"('distant', 'open')",-0.2334488,-0.40181506,-0.4762484,-0.6599286,0.1836802
14,-0.6996789,-0.684683,"('antisocial', 'social')",-0.5452638,-0.5654415,-0.6224713,-0.6250622,0.0025909
31,-0.690595,-0.8567055,"('evil', 'good')",-1.6316772,-1.8392581,-1.161136,-1.3479818,0.1868458
25,-0.6823275,-0.6391958,"('egoistic', 'altruistic')",1.1656325,1.215576,0.2416525,0.2881901,-0.0465376
70,-0.6799605,-0.6860922,"('lethargic', 'energetic')",1.0790776,1.0860581,0.1995586,0.199983,-0.0004244
38,-0.6784573,-0.67735183,"('untruthful', 'truthful')",0.032817923,0.09751715,-0.3228197,-0.2899173,-0.0329024
32,-0.6634701,-0.6573673,"('unkind', 'kind')",0.95275825,0.94248885,0.1446441,0.1425608,0.0020833
46,-0.62883157,-0.7970974,"('uncompetitive', 'competitive')",-0.06450605,-0.0989479,-0.3466688,-0.4480226,0.1013538
33,0.6068075,0.5268761,"('wrong', 'right')",-0.8415228,-0.8661946,-0.1173577,-0.1696593,0.0523016
74,-0.5691194,-0.594339,"('undedicated', 'dedicated')",0.30868167,0.12870234,-0.1302189,-0.2328183,0.1025994
27,-0.54622954,-0.51699275,"('hardhearted', 'softhearted')",1.0499123,0.8141918,0.2518414,0.1485995,0.1032419
50,0.524644,0.6651616,"('clumsy', 'skillful')",0.21263868,0.20142293,0.3686413,0.4332923,-0.064651
42,0.5241543,0.6583797,"('unreliable', 'reliable')",-2.576156,-2.3213108,-1.0260007,-0.8314655,-0.1945352
80,-0.512156,-0.6651526,"('dominated', 'dominating')",-1.0453267,-1.0174487,-0.7787414,-0.8413006,0.0625592
53,-0.50421876,-0.7407338,"('uncreative', 'creative')",1.2333313,0.97085285,0.3645563,0.1150595,0.2494968
59,0.48514223,0.508001,"('foolish', 'wise')",0.35798,0.21944673,0.4215611,0.3637239,0.0578372
81,-0.48441982,-0.3769119,"('submissive', 'aggressive')",-0.30347252,0.04451788,-0.3939462,-0.166197,-0.2277492
58,-0.48202464,-0.40597185,"('undiscriminating', 'discriminating')",0.075189136,-0.03617673,-0.2034177,-0.2210743,0.0176566
77,-0.47978652,-0.51193696,"('unmotivated', 'motivated')",-0.77855366,-0.7080086,-0.6291701,-0.6099728,-0.0191973
21,-0.46520847,-0.33776054,"('immoral', 'moral')",-0.6575325,-0.50917965,-0.5613705,-0.4234701,-0.1379004
52,-0.45707458,-0.4149217,"('irrational', 'rational')",-0.5598468,-0.61147606,-0.5084607,-0.5131989,0.0047382
40,-0.43320435,-0.38990998,"('stingy', 'generous')",-1.30353,-1.4967535,-0.8683672,-0.9433317,0.0749645
22,-0.38751763,-0.51571363,"('untrustworthy', 'trustworthy')",-0.72792643,-0.88742155,-0.557722,-0.7015676,0.1438456
5,-0.37500244,-0.523609,"('distant', 'outgoing')",-0.5470241,-0.63125765,-0.4610133,-0.5774333,0.11642
66,-0.3637424,-0.40952864,"('inactive', 'active')",0.49635628,0.27727157,0.0663069,-0.0661285,0.1324354
39,0.3443603,0.24439599,"('exploitative', 'cooperative')",0.08937895,0.10707475,0.2168696,0.1757354,0.0411342
15,0.33424056,0.06155026,"('boring', 'funny')",0.33233798,0.27658197,0.3332893,0.1690661,0.1642232
