,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
65,-0.2488671,-0.3397343,"('insecure', 'secure')",-0.74184746,-0.8810501,0.84959066,0.82168204,-0.5936264,-0.41734436,-0.1836876,-0.2041117,0.0204241
72,0.24225491,0.47422162,"('unambitious', 'ambitious')",-0.27521586,0.04050065,0.45734727,0.6487316,-0.9868562,-0.7902482,-0.1406175,0.0933014,-0.2339189
35,0.21064132,0.2576721,"('corrupt', 'incorrupt')",0.26152793,0.38900772,-1.6644675,-1.7408807,-0.23118888,-0.32313657,-0.3558718,-0.3543344,-0.0015374
19,0.20448655,0.24657008,"('inhospitable', 'hospitable')",-0.6714988,-0.48592103,-1.6208698,-1.6812471,-0.15536776,-0.16371064,-0.5608125,-0.5210772,-0.0397353
68,0.1984821,0.24704188,"('dependent', 'independent')",-0.8006708,-0.7925927,-0.5766659,-0.678469,-0.81522924,-0.8442821,-0.498521,-0.5170755,0.0185545
81,-0.19668998,-0.05201773,"('submissive', 'aggressive')",-0.31811547,-0.42070583,1.5806297,1.6346639,-0.7774152,-0.62111634,0.0721023,0.135206,-0.0631037
59,-0.18943536,-0.30422136,"('foolish', 'wise')",0.55857486,0.6256966,-1.1535896,-1.317727,0.61179584,0.59859324,-0.0431636,-0.0994146,0.056251
38,0.18675849,0.21853095,"('untruthful', 'truthful')",0.02282235,0.08052925,-0.88456625,-0.8717487,-0.19607535,-0.12204698,-0.2177652,-0.1736839,-0.0440813
44,0.17788064,0.16802227,"('prejudiced', 'unprejudiced')",0.74148685,0.82317597,-0.20885538,-0.05289761,-1.2425389,-1.3172339,-0.1330067,-0.0947333,-0.0382734
83,-0.16553915,-0.3533165,"('powerless', 'powerful')",0.539589,0.41993755,0.2088015,0.17379004,-0.6631807,-0.6876066,-0.0200823,-0.1117989,0.0917166
2,0.16414799,0.20530206,"('unlikable', 'likable')",1.2067156,1.3577886,1.7257302,1.7641501,0.6842235,0.74893,0.9452043,1.0190427,-0.0738384
28,0.16399176,-0.15483892,"('disloyal', 'loyal')",-0.6126108,-1.0369147,-0.42206717,-0.6732302,0.6461841,0.55135643,-0.0561255,-0.3284068,0.2722813
80,0.15587737,0.14749151,"('dominated', 'dominating')",-0.09161304,-0.13984331,0.9610095,0.98334503,-1.1391963,-1.1758994,-0.0284806,-0.0462265,0.0177459
15,-0.14708893,-0.07033201,"('boring', 'funny')",0.3031906,0.5348464,-1.1932473,-1.1340164,0.35953507,0.34075385,-0.1694026,-0.082187,-0.0872156
7,0.14331576,0.06840749,"('insensitive', 'sensitive')",-0.4351275,-0.65933466,0.23523113,0.17091633,0.86319107,0.84609354,0.2016526,0.1065207,0.0951319
61,-0.11548605,-0.3417115,"('illogical', 'logical')",-0.6032105,-0.9111833,0.0657748,-0.15052801,0.16550247,0.041916564,-0.1218548,-0.3403766,0.2185218
56,-0.1150829,0.17034732,"('impractical', 'practical')",0.25938553,0.54457885,0.6920588,0.8411698,-0.1698128,-0.03169804,0.1666372,0.3810995,-0.2144623
48,0.11171475,0.26090086,"('unintelligent', 'intelligent')",-0.82493037,-0.81428,-0.52613485,-0.5448722,0.0868026,0.1265002,-0.288137,-0.2429378,-0.0451992
20,0.093112305,0.3006946,"('rough', 'thoughtful')",0.5118059,0.61839694,1.2501315,1.4713249,1.1597596,1.2379336,0.7537023,0.9070876,-0.1533853
74,0.07972466,0.2101984,"('undedicated', 'dedicated')",0.50209,0.5816656,1.0795771,1.1038136,0.25177416,0.16866699,0.4782915,0.5160862,-0.0377947
52,-0.0786847,-0.28842607,"('irrational', 'rational')",0.06319815,-0.09068845,-0.79502857,-1.0809487,0.10427816,-0.14897072,-0.1765592,-0.4022585,0.2256993
88,0.07864622,0.09316468,"('low', 'eminent')",-0.33695108,-0.30582723,-1.4067209,-1.3743937,0.029321006,0.07054481,-0.4089262,-0.3791279,-0.0297983
6,0.049598955,-0.117508225,"('distant', 'open')",0.59855676,0.5355761,-1.4268042,-1.6654329,0.7177333,0.58421916,-0.0152288,-0.1657865,0.1505577
63,0.036818758,0.028602008,"('unperceptive', 'insightful')",0.067211196,-0.07696527,1.2505894,1.1831588,0.84391373,0.98658115,0.5496333,0.5303442,0.0192891
9,0.029092122,-0.0819377,"('unaffectionate', 'caring')",0.108230375,-0.18552756,-0.202606,-0.49842644,1.085336,0.98094565,0.2550131,0.0537635,0.2012496
54,0.013071658,-0.15627411,"('incapable', 'capable')",0.45950237,0.4800856,0.08017224,-0.11738765,1.1057982,1.0489463,0.4146361,0.3138425,0.1007936
