,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
73,1.6385765,1.4454626,"('helpless', 'self-reliant')",1.0668247,0.9561226,0.11413176,-0.026481243,-2.9704661,-3.0044687,-0.0377333,-0.1573412,0.1196079
49,-1.4065235,-1.3736144,"('unable', 'able')",-1.3146839,-1.0620956,-1.2492461,-1.1664877,-0.41803268,-0.33236367,-1.0971216,-0.9836403,-0.1134813
47,-1.322341,-1.2442209,"('stupid', 'smart')",-0.5517288,-0.2494331,0.42540812,0.5884265,5.4569483,5.6806326,1.0020716,1.1938512,-0.1917796
66,1.319108,1.2831935,"('inactive', 'active')",1.5303181,1.2952384,1.0141951,0.73312515,1.5348735,1.2607433,1.3496237,1.1430751,0.2065486
0,-1.2613238,-1.2884932,"('unsociable', 'sociable')",-1.5166247,-1.7129134,0.25861153,0.13666373,-0.8021761,-0.7911434,-0.8303783,-0.9139716,0.0835933
39,1.2583036,1.0782751,"('exploitative', 'cooperative')",0.8524665,0.6880527,1.8955355,1.8668355,0.07890556,0.10467969,1.0213028,0.9344608,0.086842
16,-1.2416613,-1.3518574,"('unpopular', 'popular')",0.047852434,0.07656868,-0.31882018,-0.25561827,0.53887516,0.49099344,-0.2434385,-0.2599784,0.0165399
82,-1.1798271,-0.8365006,"('poor', 'rich')",-1.4347155,-1.0978075,-0.57502174,-0.40712228,5.5144916,5.638914,0.5812318,0.8243709,-0.2431391
45,-1.1594315,-1.3353537,"('incompetent', 'competent')",-0.91198516,-0.8611632,-0.010525204,0.1040434,-0.5534703,-0.533873,-0.6588531,-0.6565866,-0.0022665
29,-1.1550987,-1.1941524,"('unfair', 'fair')",-0.8631646,-0.8555439,-0.6787583,-0.69943655,-0.8622658,-0.85672843,-0.8898219,-0.9014653,0.0116434
53,-1.0925635,-1.3268679,"('uncreative', 'creative')",-0.75897145,-1.1186473,-0.30416527,-0.5660545,0.93091285,0.8258837,-0.3061968,-0.5464215,0.2402247
69,0.9904926,0.9407799,"('lazy', 'industrious')",2.4978473,2.6772969,0.58891803,0.6339785,-0.093359664,-0.14427182,0.9959746,1.0269458,-0.0309712
77,-0.9201515,-1.1620604,"('unmotivated', 'motivated')",-0.48733634,-0.8304444,0.55983496,0.4225114,-1.087177,-1.2006631,-0.4837075,-0.6926641,0.2089566
55,-0.8752344,-0.9268009,"('incompetent', 'clever')",-1.2614952,-1.397343,0.7272752,0.7166916,-0.37821057,-0.37994024,-0.4469163,-0.4968481,0.0499318
36,-0.84980875,-1.1322727,"('hostile', 'amicable')",0.669491,0.59201217,-1.3480551,-1.6542877,0.29353878,0.17823744,-0.3087085,-0.5040777,0.1953692
62,-0.8279129,-0.7180967,"('incompetent', 'brilliant')",-0.20131871,0.047057845,0.7780896,0.9497193,0.017342998,0.26604047,-0.0584498,0.1361803,-0.1946301
3,-0.8160245,-0.8761073,"('repellent', 'pleasant')",-1.0192689,-1.2102109,0.77088374,0.7889521,0.15453778,0.17606167,-0.2274679,-0.2803261,0.0528582
86,-0.7923825,-0.87979305,"('uninfluential', 'influential')",-0.906085,-1.1296139,-0.13096632,-0.3311783,-0.40368488,-0.46822757,-0.5582797,-0.7022032,0.1439235
78,-0.7914489,-0.87828183,"('nonresilient', 'resilient')",0.049263053,0.041114062,1.0256436,1.0780929,0.3379093,0.35903993,0.1553418,0.1499913,0.0053505
22,-0.7858668,-1.0230266,"('untrustworthy', 'trustworthy')",-0.72200805,-0.6937737,0.3015948,0.46322352,-1.2071867,-1.0220608,-0.6033667,-0.5689094,-0.0344573
1,-0.78295463,-1.0028325,"('unfriendly', 'friendly')",0.03351926,-0.27808002,-0.30155224,-0.5681121,1.7272058,1.5744803,0.1690545,-0.0686361,0.2376906
41,-0.77581596,-0.85211235,"('unforgiving', 'forgiving')",-0.3733118,-0.42396155,0.551913,0.5593215,-0.099100456,-0.090049274,-0.1740788,-0.2017004,0.0276216
57,-0.7659802,-1.1969581,"('unimaginative', 'imaginative')",-0.9933196,-1.4012485,-0.55725235,-0.8641579,-2.4250581,-2.6077142,-1.1854026,-1.5175197,0.3321171
32,-0.76297945,-0.5660021,"('unkind', 'kind')",-1.4279586,-1.3717929,0.011111006,0.036887452,0.5375691,0.6375485,-0.4105645,-0.3158398,-0.0947247
8,-0.72058094,-0.7870154,"('unaffectionate', 'affectionate')",-0.0059957877,-0.068986736,-0.7273392,-0.9214959,0.42907378,0.36470163,-0.2562105,-0.3531991,0.0969886
42,0.71835655,0.33134,"('unreliable', 'reliable')",0.5487671,0.3671593,1.1311158,0.98916495,-2.4741788,-2.5129297,-0.0189848,-0.2063164,0.1873316
40,0.71162903,0.44855294,"('stingy', 'generous')",0.28548822,-0.02693685,0.63286,0.44389054,-1.4774686,-1.6345408,0.0381272,-0.1922585,0.2303857
46,-0.7101326,-0.83257735,"('uncompetitive', 'competitive')",-0.5609528,-0.89753664,1.3812728,1.3085613,-0.78687084,-0.85952705,-0.1691709,-0.3202699,0.151099
71,0.70099366,0.7875685,"('diffident', 'self-confident')",0.67945534,0.6463548,0.5233617,0.40842843,0.6933367,0.60090643,0.6492869,0.6108145,0.0384724
14,-0.6885581,-0.44476798,"('antisocial', 'social')",0.26110718,0.28831014,1.6846287,1.8925604,-0.87598145,-0.66165596,0.0952991,0.2686117,-0.1733126
12,0.6521259,0.5436866,"('unsupportive', 'supportive')",0.2574159,0.13384797,1.0513239,0.940506,-1.6132588,-1.6272545,0.0869017,-0.0023035,0.0892052
64,0.65155846,0.35063076,"('shy', 'confident')",0.0430011,-0.2805551,1.2258112,1.0092148,-6.3174644,-6.358548,-1.0992734,-1.3198144,0.220541
67,0.65038216,0.8785875,"('doubtful', 'determined')",0.27780277,0.5005054,0.84709466,0.9668856,-0.35800812,-0.24612322,0.3543178,0.5249638,-0.170646
23,-0.64474416,-0.45054525,"('insincere', 'sincere')",-0.8113805,-0.7773414,0.0788888,0.14906994,5.406914,5.4956107,1.0074196,1.1041985,-0.0967789
31,-0.59432936,-0.91524583,"('evil', 'good')",0.5817496,0.4017108,-0.6610377,-0.84333074,-0.9312578,-1.0241939,-0.4012188,-0.5952649,0.1940461
34,-0.594135,-0.46361855,"('mean', 'honorable')",-0.3674395,-0.10199116,0.079150684,0.18035135,5.708509,5.866941,1.2065213,1.3704207,-0.1638994
26,0.5441665,0.38605154,"('hardhearted', 'benevolent')",1.6212821,1.5591625,0.96370745,0.88131654,1.6190519,1.6033845,1.187052,1.1074787,0.0795733
70,0.5434131,0.55697703,"('lethargic', 'energetic')",-0.047990143,-0.1699191,0.5984757,0.5872691,0.800182,0.90968597,0.4735202,0.4710033,0.0025169
79,0.5380724,0.3484502,"('wavering', 'unwavering')",0.06283672,0.15783101,-1.5015917,-1.5791808,0.03169418,0.0013321023,-0.2172471,-0.2678919,0.0506448
18,0.49640572,0.4871204,"('disagreeable', 'welcoming')",0.8603132,0.82976854,-0.47042882,-0.5317154,-0.6139194,-0.61600494,0.0680927,0.0422921,0.0258006
58,0.4858646,0.2526874,"('undiscriminating', 'discriminating')",0.5386784,0.16984744,0.9042266,0.75674516,0.23091538,0.14240992,0.5399212,0.3304225,0.2094987
33,0.48115736,0.18352227,"('wrong', 'right')",1.4894118,1.2227294,0.30616266,0.10884618,-0.102367386,-0.3251188,0.5435911,0.2974948,0.2460963
87,-0.47970042,-0.38642028,"('unsuccessful', 'successful')",0.5478776,0.62542325,1.3025672,1.3999954,0.94020504,0.9408726,0.5777374,0.6449677,-0.0672303
13,-0.4676637,-0.23328951,"('impolite', 'polite')",0.07562971,0.08210233,0.25916857,0.4127429,-0.3602554,-0.21891263,-0.1232802,0.0106608,-0.133941
27,0.46747345,0.43453726,"('hardhearted', 'softhearted')",-0.53287613,-0.5139164,-0.3005917,-0.34765878,1.5916615,1.4605651,0.3064167,0.2583818,0.0480349
51,0.45472828,0.5737818,"('uneducated', 'educated')",-0.050933994,-0.015281506,0.30241817,0.18881159,0.12957072,0.15613082,0.2089458,0.2258607,-0.0169149
30,-0.44414067,-0.46122035,"('intolerant', 'tolerant')",-0.37430477,-0.46343845,0.29389513,0.17090425,1.0028856,1.0197309,0.1195838,0.0664941,0.0530897
43,0.40488946,0.35124105,"('irresponsible', 'responsible')",-0.40466994,-0.52370226,0.62804514,0.60796916,0.35533965,0.34576678,0.2459011,0.1953187,0.0505824
37,-0.37343967,-0.3717796,"('fake', 'genuine')",-0.34497452,-0.58664316,-0.365032,-0.4748315,0.33374107,0.2673485,-0.1874263,-0.2914764,0.1040501
25,-0.37273812,-0.40766025,"('egoistic', 'altruistic')",0.5208051,0.47758296,-0.018786624,-0.09191774,1.4168737,1.2952654,0.3865385,0.3183176,0.0682209
24,0.36194652,0.38810867,"('dishonest', 'honest')",-0.6039169,-0.64988476,-0.5910896,-0.6218393,0.421298,0.5414178,-0.1029405,-0.0855494,-0.0173911
50,0.3510426,0.21494053,"('clumsy', 'skillful')",0.16857636,0.2846698,-0.33242294,-0.28205127,0.36191028,0.3979509,0.1372766,0.1538775,-0.0166009
21,-0.34516183,-0.42287508,"('immoral', 'moral')",-0.43917125,-0.73238724,0.2919349,0.27993563,-0.9944763,-0.9973216,-0.3717186,-0.4681621,0.0964435
85,0.3393553,-0.048423637,"('insignificant', 'prestigious')",0.64194196,0.309963,-0.64205384,-0.91217744,0.5948896,0.34695464,0.2335332,-0.0759209,0.3094541
84,0.33660847,0.1663948,"('inferior', 'superior')",0.10960833,0.03625832,0.019749252,-0.037276324,0.7919224,0.7228275,0.3144721,0.2220511,0.092421
17,-0.3344849,-0.29725304,"('nasty', 'nice')",-1.0296936,-0.75409067,-1.1231413,-0.960579,-0.5010267,-0.45765302,-0.7470866,-0.6173939,-0.1296927
11,-0.33361235,-0.13010614,"('unhelpful', 'helpful')",-0.36845797,-0.34541854,-0.45710778,-0.37328398,1.4978081,1.6977106,0.0846575,0.2122255,-0.127568
4,-0.3120028,-0.4619139,"('disliked', 'liked')",-0.034145385,0.010594832,-0.7145993,-0.8304756,-6.363583,-6.3395324,-1.8560827,-1.9053317,0.049249
75,0.30987668,0.49471116,"('meek', 'impulsive')",0.6596029,0.96108156,-0.8951612,-0.7076727,-0.45134586,-0.32480988,-0.0942569,0.1058275,-0.2000844
60,-0.29144898,-0.035926607,"('inefficient', 'efficient')",-0.36050242,-0.24043477,1.1748602,1.422914,-0.40989503,-0.1761622,0.0282534,0.2425976,-0.2143442
76,0.2672892,0.56541824,"('anxious', 'daring')",0.2733928,0.45368573,0.99733907,1.1640146,0.2104124,0.41982508,0.4371084,0.6507359,-0.2136275
10,-0.26010528,-0.54844743,"('unsympathetic', 'sympathetic')",-1.7037246,-2.0061011,-0.35953316,-0.49061894,-0.30485025,-0.37230492,-0.6570534,-0.8543681,0.1973147
5,-0.25212672,-0.320777,"('distant', 'outgoing')",0.54302925,0.5826359,-1.2182754,-1.2896631,-0.040819906,0.00013975054,-0.2420482,-0.2569161,0.0148679
