,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.0409157,-2.0105648,"('unfriendly', 'friendly')",0.463208,0.45974734,-0.2912634,-0.25132042,-0.08281076,-0.21237114,-1.8153679,-1.8957974,1.9029936,1.8040111,-0.3106927,-0.3510492,0.0403565
42,1.4720011,1.4782166,"('unreliable', 'reliable')",1.2365822,1.2210824,1.5511209,1.5850905,1.2052082,1.2865423,0.63782036,0.64191633,-2.7654228,-2.5754557,0.5562183,0.6062321,-0.0500138
31,-1.4052054,-1.399173,"('evil', 'good')",-1.5877311,-1.6306504,-0.5307292,-0.5787474,-3.3851485,-3.4459221,-1.7762389,-2.0456197,-1.5508136,-1.7753509,-1.7059778,-1.8125772,0.1065994
36,-1.3616709,-1.3945504,"('hostile', 'amicable')",-1.3038203,-1.4948533,0.39647213,0.12927887,-2.4041457,-2.681635,-2.0470767,-2.647826,0.1969758,-0.17311135,-1.0872109,-1.3771162,0.2899053
6,-1.2977307,-1.1140232,"('distant', 'open')",-0.074146755,-0.10217332,0.011998691,0.10016416,-2.3836129,-2.498612,-1.6086533,-1.7530475,0.5012723,0.4662547,-0.8084788,-0.8169062,0.0084274
53,-1.2852405,-1.2514738,"('uncreative', 'creative')",0.930244,0.95597506,0.17531191,0.17637709,-0.14775074,-0.084176265,-0.2799768,-0.35010758,1.4503454,1.4126946,0.1404889,0.1432148,-0.0027259
39,1.0760953,0.86789006,"('exploitative', 'cooperative')",1.022542,1.0257802,0.99415654,1.0871158,1.6628546,1.6341851,0.16109245,-0.036680393,-0.2146688,-0.17107418,0.7836787,0.7345361,0.0491426
64,1.0375166,0.88798004,"('shy', 'confident')",1.0863918,1.0093265,1.0389433,0.95547515,0.94528055,0.98876953,1.2704986,1.2160505,-6.291797,-6.3035917,-0.1521943,-0.207665,0.0554707
76,1.0330967,1.0115817,"('anxious', 'daring')",0.84185666,0.8809345,1.0903052,1.1152741,1.5580227,1.6000577,0.75628644,0.9182938,0.5018085,0.5594844,0.9635627,1.014271,-0.0507083
25,-0.9602831,-0.82706076,"('egoistic', 'altruistic')",-0.30097833,-0.30952257,-0.005152732,0.03337382,-0.38739228,-0.44154567,-1.5117549,-1.5676914,1.11119,1.0982885,-0.3423952,-0.335693,-0.0067022
62,0.94334817,1.1321776,"('incompetent', 'brilliant')",1.4096397,1.6393632,-0.22552407,-0.046528384,2.3766491,2.577683,0.4097966,0.6615505,0.035195123,0.23055696,0.8248509,1.0324671,-0.2076162
73,0.91342956,0.97124684,"('helpless', 'self-reliant')",0.34024107,0.25259688,0.701636,0.7464766,-0.19459525,-0.35105625,-0.07476674,-0.2577863,-3.958239,-3.8941364,-0.3787157,-0.4221098,0.0433941
19,-0.9098173,-0.7603967,"('inhospitable', 'hospitable')",-1.5765158,-1.5993332,-1.1901069,-1.1814061,-2.4118078,-2.49069,-0.8943424,-0.87113625,-0.2757929,-0.3440355,-1.2097305,-1.207833,-0.0018975
86,-0.8937243,-1.0404514,"('uninfluential', 'influential')",0.65117395,0.57050043,-0.86897385,-0.9623111,1.4488852,1.3983947,-1.0688933,-0.9161079,-0.21961375,-0.26800168,-0.1585243,-0.2029962,0.0444719
87,0.88967365,0.7365506,"('unsuccessful', 'successful')",1.592288,1.5105327,1.5053964,1.3499796,1.7080923,1.7317061,1.0819682,1.0962081,0.8449285,0.7419064,1.2703911,1.1944806,0.0759105
5,-0.887626,-0.64948934,"('distant', 'outgoing')",-0.15681034,-0.06543046,0.003331177,0.1852726,-2.564391,-2.5802112,-1.173504,-1.2704166,-0.13605899,-0.08466675,-0.8191764,-0.744157,-0.0750194
2,0.80726,0.7774357,"('unlikable', 'likable')",1.339033,1.3784194,1.7567619,1.7851684,2.4426558,2.3529572,0.52683014,0.25811237,0.7022337,0.5647159,1.2624625,1.1861348,0.0763277
13,0.74104714,0.58149403,"('impolite', 'polite')",1.8439679,1.852931,0.4021312,0.4670703,3.5827417,3.7097526,0.5258454,0.6671377,0.07138385,0.14789724,1.1945196,1.2377138,-0.0431942
50,0.7406651,0.9025916,"('clumsy', 'skillful')",-0.13954976,-0.21746206,1.8551404,1.7267032,-0.28958395,-0.32006708,0.64329004,0.44909847,0.69321936,0.83731616,0.5838636,0.56303,0.0208336
20,-0.7320736,-0.65010786,"('rough', 'thoughtful')",-0.2756728,-0.36732754,0.0315913,0.019972283,0.37391087,0.26069963,-0.35613394,-0.4752694,0.9927395,0.95708877,0.0057269,-0.0424907,0.0482176
