,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.5245076,-1.5884069,"('hostile', 'amicable')",0.3284054,0.30371577,-0.20406568,-0.35937864,-0.3473838,-0.55646515,0.6879241,0.7514236,-0.2119255,-0.2898222,0.0778967
73,1.3773164,1.3665332,"('helpless', 'self-reliant')",1.4506797,1.5334818,1.0421458,0.98316854,1.0797014,1.0703098,-3.4401674,-3.4688396,0.3019352,0.2969307,0.0050045
40,1.2819732,1.1483592,"('stingy', 'generous')",0.6307702,0.49132407,0.011755161,-0.002210468,0.11141037,0.012085851,-1.5654018,-1.7454294,0.0941014,-0.0191742,0.1132756
16,-1.2811334,-1.2648845,"('unpopular', 'popular')",0.05016405,0.06745011,-0.2717393,-0.2550415,-0.28699815,-0.3592543,0.72507983,0.765173,-0.2129254,-0.2093114,-0.003614
26,1.2648598,1.2295157,"('hardhearted', 'benevolent')",1.7164432,1.5481935,1.3609,1.2608442,2.1699975,2.0984905,2.115006,1.9551646,1.7254414,1.6184418,0.1069996
12,1.1816783,1.2631137,"('unsupportive', 'supportive')",-0.17969623,-0.32959738,0.22736408,0.22765563,-0.8017126,-0.74712014,-1.8271356,-1.7947568,-0.2799004,-0.276141,-0.0037594
66,1.181128,1.3764129,"('inactive', 'active')",0.11155568,0.26267207,-0.048053637,0.078525215,0.42082986,0.5445663,1.3533074,1.3219819,0.6037535,0.7168317,-0.1130782
29,-1.1641814,-0.9939865,"('unfair', 'fair')",-0.52355146,-0.35929704,-0.19318482,-0.10349247,-1.1747805,-1.0638987,-0.45184925,-0.5122549,-0.7015095,-0.6065859,-0.0949236
47,-1.1593448,-0.96093464,"('stupid', 'smart')",-1.1397526,-1.022977,-0.33764756,-0.23270917,-0.023951635,0.28131694,5.477868,5.8187275,0.5634343,0.7766847,-0.2132504
77,-1.1127754,-0.9622165,"('unmotivated', 'motivated')",-1.2369809,-1.2712312,-0.36123234,-0.29849833,-1.0181478,-0.87059224,-1.3372103,-1.1920825,-1.0132693,-0.9189241,-0.0943452
49,-1.110559,-0.9654589,"('unable', 'able')",-0.996984,-0.90945184,-0.62270725,-0.4913187,-1.46615,-1.2560347,-0.7964227,-0.59928256,-0.9985647,-0.8443094,-0.1542553
31,-1.0554243,-1.0582678,"('evil', 'good')",0.3546464,0.322265,0.18459769,0.040168464,0.17213592,-0.06804426,-0.79603606,-0.8359598,-0.2280161,-0.3199677,0.0919516
51,1.0160455,1.1896355,"('uneducated', 'educated')",-0.28133917,-0.38543072,-0.69437444,-0.6346628,-0.007907562,0.14428449,0.35085535,0.31187096,0.0766559,0.1251395,-0.0484836
48,0.93377954,0.93907005,"('unintelligent', 'intelligent')",-0.3451685,-0.49223197,-0.36971846,-0.40186146,-1.1611629,-1.1527836,0.36700797,0.3772787,-0.1150525,-0.1461057,0.0310532
24,0.91695154,1.0016745,"('dishonest', 'honest')",-1.0961101,-1.1228241,-0.965936,-0.9897716,-0.9500647,-0.82679677,0.8991797,1.1624315,-0.2391959,-0.1550573,-0.0841386
39,0.9100969,0.7982434,"('exploitative', 'cooperative')",-0.60495085,-0.70693856,-0.34746104,-0.42611524,0.8489625,0.82297224,0.095388405,0.16951567,0.1804072,0.1315355,0.0488717
10,0.8736027,0.8923252,"('unsympathetic', 'sympathetic')",-2.574312,-2.8279963,-1.6765654,-1.8070877,-1.6717259,-1.4586197,-0.5339003,-0.40091342,-1.1165802,-1.1204583,0.0038781
27,0.86133355,0.98919314,"('hardhearted', 'softhearted')",-0.29107752,-0.154063,-0.34673914,-0.24700427,-0.54197645,-0.39982632,1.8279732,1.7064352,0.3019027,0.3789469,-0.0770442
80,0.8397029,0.9452658,"('dominated', 'dominating')",-0.070583016,0.035601184,0.31756815,0.4943583,0.7931149,0.8581896,-1.4365273,-1.5096192,0.0886551,0.1647592,-0.0761041
74,0.8336451,0.8971055,"('undedicated', 'dedicated')",-0.8818214,-1.1437417,-0.16968715,-0.34280613,-0.35932347,-0.27517822,-0.12796646,0.03226041,-0.1410307,-0.166472,0.0254413
81,0.8039915,0.8459848,"('submissive', 'aggressive')",-0.66454196,-0.80700403,-0.36715314,-0.3566212,-0.20318823,0.032854985,-1.3319452,-1.2419974,-0.3525674,-0.3053566,-0.0472108
0,-0.7985618,-0.7652615,"('unsociable', 'sociable')",-2.2100806,-2.4440396,-1.5076923,-1.589701,-0.72272617,-0.56339693,-0.99286926,-0.86796486,-1.2463861,-1.2460728,-0.0003133
34,-0.7876483,-0.58848685,"('mean', 'honorable')",-1.0388746,-0.9051037,-1.1636838,-1.0640842,-0.67701375,-0.48685107,5.903143,6.039761,0.4471845,0.599047,-0.1518625
72,0.7804346,0.6490113,"('unambitious', 'ambitious')",0.5200232,0.58104146,0.89583844,0.87479264,-0.6702641,-0.65617764,-1.0075468,-0.7697342,0.1036971,0.1357867,-0.0320896
28,0.778665,0.59547335,"('disloyal', 'loyal')",-1.0255198,-1.3980546,-0.31751785,-0.5975911,-0.9369951,-1.0047673,0.8735194,1.0089707,-0.1255697,-0.2791938,0.1536241
1,-0.76243937,-0.78091824,"('unfriendly', 'friendly')",-0.73764825,-1.0257914,0.17671338,-0.070212096,-0.6292595,-0.62033343,2.1973093,2.3177388,0.0489351,-0.0359033,0.0848384
78,-0.7471245,-0.64436126,"('nonresilient', 'resilient')",-0.7576889,-0.7997226,0.06474781,0.10022043,-0.37215304,-0.34361774,0.26211238,0.35160655,-0.3100213,-0.2671749,-0.0428464
5,-0.71898776,-0.71588534,"('distant', 'outgoing')",0.666317,0.66379905,0.7175244,0.6389009,-0.4787261,-0.5102648,0.0918823,0.1941043,0.055602,0.0541308,0.0014712
86,0.6789142,0.6097663,"('uninfluential', 'influential')",-0.21591581,-0.647674,0.60542464,0.41892684,-0.43581474,-0.4395324,-0.10920319,-0.083236724,0.104681,-0.02835,0.133031
64,0.66770875,0.60660803,"('shy', 'confident')",-0.09217888,-0.21191277,0.10948654,0.034285426,0.79981107,0.79326963,-7.0548625,-7.0652933,-1.114007,-1.1686086,0.0546016
76,0.6346909,0.7401127,"('anxious', 'daring')",-1.3602215,-1.3233896,-0.83484507,-0.74449855,-0.23772874,0.19804576,-0.44052565,-0.29746044,-0.447726,-0.285438,-0.162288
83,-0.6311142,-0.6922841,"('powerless', 'powerful')",0.44262832,0.40790296,1.1094719,1.094768,-0.3376501,-0.43692517,-1.1632278,-1.1069005,-0.1159784,-0.1466877,0.0307093
22,-0.6247179,-0.42561266,"('untrustworthy', 'trustworthy')",-1.8752298,-1.8271858,-1.6053329,-1.5532051,-0.61755115,-0.3417931,-1.3645277,-1.1049415,-1.217472,-1.0505476,-0.1669244
82,-0.612629,-0.40776113,"('poor', 'rich')",-1.6815733,-1.6945319,-1.6168242,-1.5897592,-0.7224162,-0.44643143,6.0289917,6.421963,0.2791098,0.4566958,-0.177586
43,0.6019907,0.7201419,"('irresponsible', 'responsible')",-1.4420686,-1.5054613,-0.80368173,-0.8573113,-1.4348534,-1.0578417,0.3253374,0.5828556,-0.5506551,-0.4235233,-0.1271318
8,-0.59979045,-0.7379479,"('unaffectionate', 'affectionate')",-0.37178913,-0.6699613,-0.41059577,-0.58230215,-1.3969712,-1.4399595,0.9742984,1.2780206,-0.3609696,-0.43043,0.0694604
