,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
66,1.359679,1.1452265,"('inactive', 'active')",1.5640069,1.4560609,1.4469337,1.339675,1.6160691,1.6216542,1.4966722,1.3906541,0.1060181
10,-1.3379399,-0.9026469,"('unsympathetic', 'sympathetic')",-0.114832416,-0.16508068,-1.3179346,-1.1370975,-0.012666123,-0.11389737,-0.6958433,-0.5796806,-0.1161627
86,-1.3139744,-1.1791307,"('uninfluential', 'influential')",-0.024184741,0.0053335894,-1.3556263,-1.1298143,0.49321207,0.4138558,-0.5501434,-0.4724389,-0.0777045
11,-1.3121108,-1.1249368,"('unhelpful', 'helpful')",-1.017092,-1.0681969,-1.0463222,-0.97625625,1.9192631,1.9851785,-0.3640655,-0.2960529,-0.0680126
19,1.2833184,1.0148262,"('inhospitable', 'hospitable')",-0.6334636,-0.5779974,-0.4684458,-0.42684445,-0.048134446,0.060714077,0.0333186,0.0176746,0.015644
15,1.258595,0.99427265,"('boring', 'funny')",0.43673065,0.3112812,-0.29390615,-0.3003254,0.59873277,0.6762626,0.500038,0.4203728,0.0796652
2,1.2077192,1.2424763,"('unlikable', 'likable')",1.4126086,1.5480136,1.5381432,1.4401644,0.73590094,0.8151893,1.223593,1.2614609,-0.0378679
70,-1.2028337,-0.91048515,"('lethargic', 'energetic')",0.4335272,0.40543476,-1.7890066,-1.3927451,0.56043696,0.7113412,-0.499469,-0.2966136,-0.2028554
82,-1.1736647,-0.9683415,"('poor', 'rich')",-0.21061385,0.07964003,-0.93267155,-0.8096001,6.2016087,6.309302,0.9711646,1.15275,-0.1815854
71,1.1713006,0.94470227,"('diffident', 'self-confident')",-0.05095841,-0.12384621,-0.3797,-0.40070528,0.67711926,0.51277965,0.3544404,0.2332326,0.1212078
73,1.0868706,1.1770214,"('helpless', 'self-reliant')",-0.52427393,-0.3821945,1.1833823,1.0419406,-3.489582,-3.7093375,-0.4359008,-0.4681425,0.0322417
81,-1.038334,-0.82809424,"('submissive', 'aggressive')",0.39811945,0.45398015,-0.9920714,-0.7029408,-0.84092283,-0.6790348,-0.6183022,-0.4390225,-0.1792797
21,-1.0366352,-1.0671023,"('immoral', 'moral')",0.12806724,0.05259607,-1.8838438,-1.9495091,-0.8543646,-0.9868943,-0.9116941,-0.9877275,0.0760334
23,-0.9913106,-0.93126196,"('insincere', 'sincere')",-0.39460346,-0.4544898,-1.5659071,-1.6275859,5.947708,6.048242,0.7489717,0.7587261,-0.0097544
22,-0.989276,-0.8390313,"('untrustworthy', 'trustworthy')",-0.4949368,-0.39511195,-1.1163207,-1.0795844,-1.2513909,-1.1759636,-0.9629811,-0.8724228,-0.0905583
60,-0.9800185,-0.95283854,"('inefficient', 'efficient')",0.02235958,-0.13805461,-1.1546344,-1.1122049,0.29164144,0.2784355,-0.4551629,-0.4811656,0.0260027
48,-0.9676012,-0.86589855,"('unintelligent', 'intelligent')",0.14390479,0.033831056,-1.9200714,-1.9302703,0.9132844,0.63981193,-0.4576208,-0.5306314,0.0730106
45,-0.95947814,-0.52967376,"('incompetent', 'competent')",-0.26696995,0.079982385,-1.9289248,-1.7432237,-0.30999723,-0.5596728,-0.8663425,-0.6881469,-0.1781956
36,0.92751867,0.67044896,"('hostile', 'amicable')",-0.18830009,-0.21484771,0.73269886,0.4946831,0.62598985,0.33080745,0.5244768,0.320273,0.2042038
55,-0.9214423,-0.5699345,"('incompetent', 'clever')",0.41122922,0.43762708,-1.0570605,-0.93481886,0.11823698,-0.1220549,-0.3622591,-0.2972953,-0.0649638
63,-0.88210297,-0.7499771,"('unperceptive', 'insightful')",0.98648417,0.9815163,-1.1027199,-0.99280286,1.7293797,1.5452842,0.1827602,0.1960051,-0.0132449
65,-0.8666589,-0.764585,"('insecure', 'secure')",0.21110313,0.11041099,-1.2473558,-1.1908562,-0.8194392,-0.78941536,-0.6805877,-0.6586114,-0.0219763
54,0.84757286,0.8079296,"('incapable', 'capable')",0.6846829,0.68673867,0.013974883,0.0132253915,1.4894176,1.4975861,0.7589121,0.75137,0.0075421
87,0.81219375,0.897183,"('unsuccessful', 'successful')",1.9659158,2.0584202,1.5292287,1.5599438,1.3058748,1.1792921,1.4033033,1.4237098,-0.0204065
84,0.8081175,0.8739694,"('inferior', 'superior')",1.2392341,1.2265203,0.64863795,0.7248782,0.9385659,0.8996319,0.9086389,0.93125,-0.0226111
51,-0.80426633,-0.74330556,"('uneducated', 'educated')",0.87100047,1.1389501,-0.62314606,-0.44663617,1.2029642,1.1318958,0.1616381,0.270226,-0.1085879
0,-0.7882754,-0.63754475,"('unsociable', 'sociable')",0.30406067,0.37933457,-0.23109624,-0.16061716,-0.18858005,-0.248968,-0.2259728,-0.1669488,-0.059024
43,-0.7772723,-0.5369764,"('irresponsible', 'responsible')",-0.29235396,-0.20201391,-1.1354563,-1.0046924,0.54734004,0.74792844,-0.4144356,-0.2489386,-0.165497
52,0.7513129,0.47516403,"('irrational', 'rational')",0.2993049,0.14269927,-0.37345237,-0.5135463,0.33323005,-0.024400989,0.2525989,0.019979,0.2326199
13,-0.7476055,-0.775906,"('impolite', 'polite')",-0.4358942,-0.5068631,-0.47900084,-0.46121633,-0.25380906,-0.14649746,-0.4790774,-0.4726208,-0.0064566
31,0.7416296,0.36439142,"('evil', 'good')",-0.17328627,-0.39398852,0.7904193,0.4894099,-0.861367,-1.2243035,0.1243489,-0.1911227,0.3154716
24,-0.73517793,-0.6751265,"('dishonest', 'honest')",-0.22683021,-0.30695474,-1.6344552,-1.6778756,0.7194201,0.9180269,-0.4692608,-0.4354825,-0.0337783
32,-0.727029,-0.7650436,"('unkind', 'kind')",0.18747717,0.16238703,-1.0931739,-1.1178337,0.8258335,0.97850525,-0.2017231,-0.1854963,-0.0162268
67,0.71796894,0.6782513,"('doubtful', 'determined')",0.10653572,0.3018704,-0.08610982,0.14941278,-0.36916476,-0.031214789,0.0923075,0.2745799,-0.1822724
7,-0.6731657,-0.57324326,"('insensitive', 'sensitive')",-0.3428231,-0.42308038,-1.5242758,-1.4979256,0.91584927,0.7632019,-0.4061038,-0.4327618,0.026658
62,-0.6664175,-0.24722506,"('incompetent', 'brilliant')",-0.3714532,-0.15592244,-0.9890627,-0.7271913,0.42934632,0.5465374,-0.3993968,-0.1459504,-0.2534464
28,-0.65579146,-0.461772,"('disloyal', 'loyal')",-0.19070758,-0.1466493,-1.3692263,-1.2195121,0.7274091,0.5457648,-0.3720791,-0.3205422,-0.0515369
14,-0.6422959,-0.22954088,"('antisocial', 'social')",0.8184045,1.2071567,-0.026449885,0.2658914,-0.8564005,-0.6880341,-0.1766855,0.1388683,-0.3155538
26,0.60242754,0.65166336,"('hardhearted', 'benevolent')",2.100097,2.3718004,1.2717239,1.3497808,1.516302,1.550383,1.3726376,1.4809068,-0.1082692
39,0.5849998,0.16092235,"('exploitative', 'cooperative')",0.23014244,-0.16771635,0.81776655,0.41004473,-0.22361118,-0.14958535,0.3523244,0.0634163,0.2889081
25,0.5810615,0.24525404,"('egoistic', 'altruistic')",0.9447702,0.72294044,1.0595053,0.78355414,1.6164123,1.2613589,1.0504373,0.7532768,0.2971605
88,-0.5650711,-0.5422553,"('low', 'eminent')",0.2912145,0.28808916,-1.1368799,-1.012676,0.4075947,0.37328464,-0.2507855,-0.2233894,-0.0273961
38,-0.5558703,-0.30387497,"('untruthful', 'truthful')",-0.88734376,-0.7881573,-0.64470214,-0.5968236,0.29457602,0.4570455,-0.448335,-0.3079526,-0.1403824
74,0.55529135,0.7283591,"('undedicated', 'dedicated')",0.42350513,0.55243874,-0.16902338,-0.066546574,0.39713848,0.27580363,0.3017279,0.3725137,-0.0707858
79,0.55303746,0.42456925,"('wavering', 'unwavering')",-0.17838173,-0.0718742,-0.5866546,-0.43884128,0.38326105,0.37869498,0.0428155,0.0731372,-0.0303217
29,0.51595,0.4068578,"('unfair', 'fair')",-0.09108442,-0.045428418,-0.84556526,-0.88958514,-0.6052842,-0.5097684,-0.256496,-0.2594811,0.0029851
42,0.50542986,0.72138846,"('unreliable', 'reliable')",0.7303676,0.82295704,-0.19614664,-0.020360969,-3.0062976,-3.2678585,-0.4916617,-0.4359685,-0.0556932
20,-0.4936869,-0.38877675,"('rough', 'thoughtful')",1.0261664,1.0220095,-0.22649802,-0.13630643,0.8507817,0.62559146,0.2891908,0.2806294,0.0085614
78,-0.44937462,-0.3071502,"('nonresilient', 'resilient')",0.3749991,0.47614914,0.8185153,1.0298446,1.4137242,0.92200035,0.539466,0.530211,0.009255
1,0.42455575,0.15980224,"('unfriendly', 'friendly')",0.27462927,0.085413545,-0.33925635,-0.6356023,2.4559324,1.9987535,0.7039652,0.4020917,0.3018735
50,0.40782827,0.5361009,"('clumsy', 'skillful')",1.3858157,1.4057916,0.3815974,0.48282936,0.8842305,0.46973693,0.764868,0.7236147,0.0412533
41,-0.39919987,-0.119923845,"('unforgiving', 'forgiving')",-0.105411455,0.0625232,-0.22823851,-0.16228734,-0.08763088,-0.041193362,-0.2051202,-0.0652203,-0.1398999
76,-0.39826897,-0.12250899,"('anxious', 'daring')",1.1253645,1.2614362,-0.31769422,0.03161505,-0.08316183,0.094290316,0.0815599,0.3162081,-0.2346482
17,-0.37668416,-0.46338695,"('nasty', 'nice')",-0.049840957,-0.1289747,-0.20338486,-0.23666659,-0.85283315,-0.93629235,-0.3706858,-0.4413301,0.0706443
4,0.360771,0.44327095,"('disliked', 'liked')",-0.23422223,-0.11020264,-0.5979177,-0.4502706,-6.54794,-6.7495136,-1.7548271,-1.716679,-0.0381481
44,-0.34556934,-0.3175621,"('prejudiced', 'unprejudiced')",-1.1353345,-1.219076,-0.7439943,-0.6928458,-1.9704353,-1.8722625,-1.0488334,-1.0254366,-0.0233968
68,-0.32887727,-0.61172444,"('dependent', 'independent')",-0.65551037,-0.9214083,-1.4716526,-1.6416733,-0.11967411,-0.20458604,-0.6439286,-0.844848,0.2009194
37,0.32343483,0.28610474,"('fake', 'genuine')",0.051971857,-0.28322595,-0.7976665,-0.82877284,0.2853589,0.39403445,-0.0342252,-0.1079649,0.0737397
34,-0.23090835,-0.37294623,"('mean', 'honorable')",0.60774004,0.40155113,0.18433303,0.07807925,6.2759724,6.4537935,1.7092843,1.6401194,0.0691649
61,-0.22105277,-0.43082786,"('illogical', 'logical')",0.19745114,0.041864455,-0.4027615,-0.71396804,0.33823752,0.19953446,-0.0220314,-0.2258493,0.2038179
75,0.20230496,0.16127425,"('meek', 'impulsive')",-0.1307077,0.10228489,0.5071032,0.61688036,-0.3217454,-0.08008151,0.0642388,0.2000895,-0.1358507
80,-0.19877163,0.17450666,"('dominated', 'dominating')",-0.08948152,0.12734507,-0.20079157,0.1560059,-1.2071449,-1.0467775,-0.4240474,-0.14723,-0.2768174
53,-0.18501878,-0.41040733,"('uncreative', 'creative')",0.35083646,0.27447522,0.14577395,-0.2076427,1.444411,1.1522748,0.4390007,0.202175,0.2368257
27,-0.17402963,-0.37458214,"('hardhearted', 'softhearted')",-0.33792722,-0.64539474,-0.6766597,-0.9419751,1.6718105,1.516552,0.1207985,-0.11135,0.2321485
47,-0.1595758,-0.11457299,"('stupid', 'smart')",0.44092762,0.49026275,-0.57211244,-0.5985128,5.3188214,5.624398,1.2570152,1.3503938,-0.0933786
56,-0.15354578,-0.009874092,"('impractical', 'practical')",-0.5303113,-0.36505812,-0.66963893,-0.5250307,-0.26620185,-0.13306102,-0.4049245,-0.258256,-0.1466685
64,-0.12363112,-0.02244478,"('shy', 'confident')",-0.15948717,-0.13224262,0.1992721,0.299647,-6.8317127,-6.847039,-1.7288897,-1.6755199,-0.0533698
12,-0.099910565,0.28021705,"('unsupportive', 'supportive')",0.51348406,0.56779355,-0.8555763,-0.7059309,-1.3593446,-1.5610358,-0.4503368,-0.354739,-0.0955978
40,-0.09893955,0.30628374,"('stingy', 'generous')",0.1573408,0.22444296,-0.1572269,-0.10959395,-1.2964898,-1.6839643,-0.3488289,-0.3157079,-0.033121
18,-0.09523064,-0.07626141,"('disagreeable', 'welcoming')",0.6864449,0.8153641,-0.69544977,-0.73071665,-0.4105023,-0.45122886,-0.1286845,-0.1107107,-0.0179738
30,0.08750005,0.22518355,"('intolerant', 'tolerant')",0.070088126,0.044226237,-0.6219057,-0.42269623,1.0761625,1.2275398,0.1529612,0.2685633,-0.1156021
49,-0.07310128,-0.022979833,"('unable', 'able')",0.31084484,0.2614265,-0.5515236,-0.39983794,-0.18630484,-0.08686502,-0.1250212,-0.0620641,-0.0629571
9,-0.06849325,-0.1671684,"('unaffectionate', 'caring')",0.2394454,-0.011229554,-0.18358481,-0.38737717,1.8373703,1.7518884,0.4561844,0.2965283,0.1596561
58,-0.06547269,0.3610351,"('undiscriminating', 'discriminating')",0.046608347,0.23345524,0.47764048,0.6489795,0.060474765,0.019492263,0.1298127,0.3157405,-0.1859278
8,-0.064759165,-0.13097848,"('unaffectionate', 'affectionate')",0.6826977,0.38958824,-0.22281882,-0.40551385,1.1556262,1.0622644,0.3876865,0.2288401,0.1588464
16,-0.054907244,-0.0669867,"('unpopular', 'popular')",0.73359203,0.6696568,0.63242364,0.5117411,1.167498,0.7744158,0.6196516,0.4722068,0.1474448
77,0.039534375,-0.20415972,"('unmotivated', 'motivated')",0.120844714,0.07202616,0.27062404,0.118048154,-0.41638383,-0.7432582,0.0036548,-0.1893359,0.1929907
83,-0.00808765,0.10146023,"('powerless', 'powerful')",0.67285097,0.7466463,0.098634124,0.2455567,-0.7271038,-0.6923034,0.0090734,0.1003399,-0.0912665
