,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
14,0.5918722,0.6070401,"('antisocial', 'social')",1.1527598,1.0064517,-0.66325307,-0.7890131,0.3604596,0.2748262,0.0856334
58,-0.57243407,-0.6986422,"('undiscriminating', 'discriminating')",0.5425117,0.4915676,-0.20143768,-0.19620028,-0.07712,-0.134425,0.057305
7,0.5703103,0.65000033,"('insensitive', 'sensitive')",0.83249307,0.7773887,0.84607273,0.65024954,0.7496254,0.6925462,0.0570792
25,-0.5673223,-0.72138375,"('egoistic', 'altruistic')",0.263175,0.10661103,1.0941803,1.3130158,0.2633443,0.2327477,0.0305966
65,0.54036206,0.5722823,"('insecure', 'secure')",0.21568955,0.18441625,-0.11422721,-0.25108242,0.2139415,0.1685387,0.0454028
52,-0.48464143,-0.72454005,"('irrational', 'rational')",-0.6816893,-0.31433,-0.418853,-0.12093951,-0.5283946,-0.3866032,-0.1417914
20,-0.46423146,-0.37063175,"('rough', 'thoughtful')",0.18501496,0.2201185,0.9423612,0.8480057,0.2210482,0.2324975,-0.0114493
17,-0.45426393,-0.32799605,"('nasty', 'nice')",-0.04116316,0.090530455,-0.48935243,-0.4915826,-0.3282598,-0.2430161,-0.0852437
82,-0.4494621,-0.530622,"('poor', 'rich')",-0.14282739,-0.028338522,5.829315,5.9827237,1.7456752,1.8079211,-0.0622459
3,-0.43051934,-0.12802814,"('repellent', 'pleasant')",1.0120329,1.165304,-0.13214877,-0.20969447,0.1497883,0.2758604,-0.1260721
28,-0.42841497,-0.75382555,"('disloyal', 'loyal')",-0.08636694,-0.38578773,0.60236955,0.6289743,0.0291959,-0.170213,0.1994089
33,0.4215356,0.51969886,"('wrong', 'right')",0.63393813,0.6603726,-0.3900434,-0.2655116,0.2218101,0.3048533,-0.0830432
47,0.4010284,0.3831957,"('stupid', 'smart')",0.5313029,0.61164343,5.438112,5.4764333,2.1234811,2.1570908,-0.0336097
51,-0.4005004,-0.41438556,"('uneducated', 'educated')",-0.13844404,-0.32817626,0.63405687,0.5654005,0.0317041,-0.0590538,0.0907579
12,0.39491022,0.61039186,"('unsupportive', 'supportive')",0.7968883,0.69698715,-1.3240056,-1.3992057,-0.0440691,-0.0306089,-0.0134602
35,-0.36294556,-0.38864654,"('corrupt', 'incorrupt')",-1.3518904,-1.1734933,-0.4753375,-0.24701032,-0.7300579,-0.60305,-0.1270079
42,0.35735,0.6655935,"('unreliable', 'reliable')",0.52962434,0.68379664,-2.598928,-2.6201515,-0.5706512,-0.4235871,-0.1470641
72,0.35575336,0.24607018,"('unambitious', 'ambitious')",0.54532593,0.2119586,-0.9989627,-1.0936431,-0.0326278,-0.2118714,0.1792436
77,0.3506105,0.6042089,"('unmotivated', 'motivated')",1.0920877,1.2433009,-0.66468674,-0.72999203,0.2593372,0.3725059,-0.1131687
63,0.34996125,0.5040888,"('unperceptive', 'insightful')",1.3518317,1.4043167,1.3956015,1.3620723,1.0324648,1.0901593,-0.0576945
22,0.3253418,0.42789787,"('untrustworthy', 'trustworthy')",-0.056882802,-0.07959521,-0.64559186,-0.7888276,-0.125711,-0.1468416,0.0211306
21,0.31723008,0.6001594,"('immoral', 'moral')",1.1881582,1.0433404,-0.24566084,-0.33145928,0.4199092,0.4373469,-0.0174377
87,0.31274667,0.49836195,"('unsuccessful', 'successful')",0.6689275,0.8613593,0.7426895,0.97615176,0.5747879,0.7786243,-0.2038364
45,-0.302857,-0.33611825,"('incompetent', 'competent')",0.3268911,0.2301113,-0.017738607,-0.1394844,0.0020985,-0.0818305,0.083929
50,0.2899813,0.32403055,"('clumsy', 'skillful')",-0.07187682,0.11339905,0.28037488,0.33080846,0.1661598,0.2560794,-0.0899196
80,0.2866192,0.29553336,"('dominated', 'dominating')",0.745985,0.42876393,-0.75820535,-1.0012097,0.0914663,-0.0923042,0.1837705
71,0.28589368,0.4931358,"('diffident', 'self-confident')",1.348919,1.400174,0.44568706,0.60049695,0.6934999,0.8312689,-0.137769
79,-0.28038242,-0.39650822,"('wavering', 'unwavering')",-1.4773483,-1.4409667,-0.08552649,0.0037253313,-0.6144191,-0.6112499,-0.0031692
29,0.277957,0.21477705,"('unfair', 'fair')",0.25551662,0.39729786,-0.69719034,-0.68251926,-0.0545722,-0.0234814,-0.0310908
85,-0.27555743,-0.31008637,"('insignificant', 'prestigious')",-0.31644773,-0.09258485,0.26979527,0.70466214,-0.1074033,0.1006636,-0.2080669
49,0.2703891,0.11501995,"('unable', 'able')",-0.41300917,-0.38648012,0.08219168,0.12398413,-0.0201428,-0.0491587,0.0290159
75,0.25843063,0.22279839,"('meek', 'impulsive')",-0.6990561,-0.64937377,-0.29833072,-0.28440058,-0.2463187,-0.236992,-0.0093267
16,-0.25616896,-0.26801834,"('unpopular', 'popular')",-0.11657773,0.04312131,0.44207093,0.7454286,0.0231081,0.1735105,-0.1504024
61,0.2468107,0.26194373,"('illogical', 'logical')",0.44763577,0.6134174,0.09695259,0.2500473,0.2637997,0.3751361,-0.1113364
43,0.2368805,0.5195793,"('irresponsible', 'responsible')",0.17374805,0.28201103,0.5123794,0.43841758,0.3076693,0.413336,-0.1056667
55,0.21230648,0.12739761,"('incompetent', 'clever')",0.31170216,-0.11041165,0.29522032,0.17954804,0.2730763,0.0655113,0.207565
34,0.21013667,0.4181098,"('mean', 'honorable')",0.07457067,0.21060646,5.8712487,5.9106746,2.0519854,2.1797969,-0.1278115
69,0.20754434,0.42143524,"('lazy', 'industrious')",0.6519935,1.1108204,-0.21786441,-0.01585887,0.2138911,0.5054656,-0.2915745
23,-0.20465204,-0.20253724,"('insincere', 'sincere')",1.0260566,1.0536966,5.5548644,5.5284257,2.125423,2.1265284,-0.0011054
40,-0.1965808,-0.31573096,"('stingy', 'generous')",0.1226414,-0.15685906,-1.2480652,-1.4460639,-0.4406682,-0.6395513,0.1988831
48,0.17060544,-0.2988316,"('unintelligent', 'intelligent')",0.830644,0.44519743,0.96538854,0.890553,0.655546,0.3456396,0.3099064
74,-0.16529892,-0.026008695,"('undedicated', 'dedicated')",0.67859787,0.56381696,-0.1854727,-0.11451453,0.1092754,0.1410979,-0.0318225
88,-0.16511463,-0.36322513,"('low', 'eminent')",-0.19079177,-0.4295369,0.12816037,0.11813472,-0.0759153,-0.2248758,0.1489605
44,0.14415799,0.509258,"('prejudiced', 'unprejudiced')",-0.9320891,-0.55942833,-1.3865523,-1.2575425,-0.7248278,-0.4359043,-0.2889235
4,-0.1433167,-0.1882048,"('disliked', 'liked')",-0.56464183,-0.5927496,-5.9031672,-5.975859,-2.2037086,-2.2522712,0.0485626
37,-0.13164437,0.045594044,"('fake', 'genuine')",-0.07210325,-0.039388157,0.33713177,0.30688363,0.0444614,0.1043632,-0.0599018
13,0.12575379,0.349281,"('impolite', 'polite')",0.17272428,0.21474999,0.4408663,0.25942287,0.2464481,0.2744846,-0.0280365
68,-0.12516837,-0.08897905,"('dependent', 'independent')",-0.5166517,-0.4038485,-0.20287631,-0.2051593,-0.2815655,-0.2326623,-0.0489032
70,-0.12099919,0.26185763,"('lethargic', 'energetic')",0.36527646,0.41195405,0.7831913,0.68402773,0.3424895,0.4526131,-0.1101236
76,0.08487641,0.2244648,"('anxious', 'daring')",0.5763735,0.56621987,0.56106514,0.4604599,0.4074384,0.4170482,-0.0096098
11,0.06833184,0.3082447,"('unhelpful', 'helpful')",0.89693034,1.0170895,2.0672886,2.0567124,1.0108503,1.1273489,-0.1164986
32,0.051095665,0.22402522,"('unkind', 'kind')",0.33804846,0.49448106,0.95280904,0.87977177,0.4473177,0.5327593,-0.0854416
46,-0.035632424,0.2507281,"('uncompetitive', 'competitive')",0.83015496,0.72638404,-0.22925843,-0.41701925,0.1884214,0.1866976,0.0017238
15,0.034035504,-0.21119499,"('boring', 'funny')",-0.89068913,-0.9121145,0.44072914,0.42700824,-0.1386415,-0.2321004,0.0934589
83,-0.01195531,-0.056104813,"('powerless', 'powerful')",0.3189636,0.23192458,-0.9806819,-0.9098623,-0.2245579,-0.2446808,0.0201229
2,0.005326461,0.09068263,"('unlikable', 'likable')",0.39929858,0.55942255,0.60520154,0.76930165,0.3366088,0.4731356,-0.1365268
