,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
72,-0.19084242,-0.034810565,"('unambitious', 'ambitious')",-0.5743087,-0.47358295,-0.3023804,-0.64163107,-0.3558439,-0.3833416,0.0274977
30,-0.1496435,-0.24755514,"('intolerant', 'tolerant')",-0.8687105,-0.7968272,0.6585924,0.69001275,-0.1199206,-0.1181232,-0.0017974
14,-0.14772911,-0.24946442,"('antisocial', 'social')",-0.33693734,-0.40073347,0.30939922,-0.07057778,-0.0584224,-0.2402586,0.1818362
66,0.13452533,0.30874318,"('inactive', 'active')",0.24568938,0.3563738,0.27385837,0.44718313,0.2180244,0.3707667,-0.1527423
4,0.1331234,-0.01405161,"('disliked', 'liked')",-0.025123157,0.052783165,-7.5051007,-6.3834386,-2.4657001,-2.1149023,-0.3507978
16,-0.13275164,-0.10434833,"('unpopular', 'popular')",0.66368985,0.5330903,0.23652633,0.26266605,0.2558215,0.2304693,0.0253522
56,-0.13079081,-0.14633328,"('impractical', 'practical')",-0.36609578,-0.6062725,0.51887316,-0.015392244,0.0073288,-0.2559993,0.2633281
15,-0.13030359,-0.20370968,"('boring', 'funny')",0.19893326,0.37299678,-0.045593217,0.014223706,0.0076788,0.0611703,-0.0534915
31,0.12285663,-0.09768761,"('evil', 'good')",0.12085847,0.41504467,-1.73719,-0.9790222,-0.497825,-0.220555,-0.27727
65,-0.11547644,-0.1820678,"('insecure', 'secure')",-1.0286049,-1.1034172,0.7146822,-0.060690247,-0.143133,-0.4487251,0.3055921
35,0.11526246,0.083037905,"('corrupt', 'incorrupt')",0.17943981,0.69436026,-1.401545,-0.5651684,-0.3689476,0.0707433,-0.4396909
36,0.11420669,-0.27916119,"('hostile', 'amicable')",0.57155883,0.76726055,-1.159492,-0.6089129,-0.1579088,-0.0402712,-0.1176376
75,0.11048724,0.17187038,"('meek', 'impulsive')",0.44107178,0.7184669,-0.88518,-0.48120674,-0.111207,0.1363768,-0.2475838
55,-0.103227556,-0.3447387,"('incompetent', 'clever')",-1.325061,-1.7119,1.1060239,0.26791587,-0.1074215,-0.596241,0.4888195
24,0.08285114,0.26096588,"('dishonest', 'honest')",-0.8642401,-0.5246624,0.7534131,0.7637154,-0.0093253,0.166673,-0.1759983
80,0.07240312,-0.09208445,"('dominated', 'dominating')",-0.16483505,-0.7041745,0.13009766,-0.48347837,0.0125552,-0.4265791,0.4391343
0,-0.0697039,-0.31464115,"('unsociable', 'sociable')",-0.56012326,-1.141562,0.38404125,-0.21082957,-0.0819286,-0.5556776,0.473749
41,0.063197955,-0.06578605,"('unforgiving', 'forgiving')",-0.11908696,-0.18167183,-0.18341146,-0.0891496,-0.0797668,-0.1122025,0.0324357
86,0.054803908,-0.1804918,"('uninfluential', 'influential')",-0.22299218,-0.7508417,-0.065713376,-0.482033,-0.0779672,-0.4711222,0.393155
29,0.052654266,-0.031167056,"('unfair', 'fair')",0.0076250974,-0.033239327,-0.16876471,-0.06027262,-0.0361618,-0.0415597,0.0053979
23,-0.046855282,-0.16437705,"('insincere', 'sincere')",-0.7285047,-1.0953246,6.7780213,5.4802847,2.0008871,1.406861,0.5940261
27,0.045655206,0.15212394,"('hardhearted', 'softhearted')",0.22759548,0.2190975,0.91456634,0.9664124,0.395939,0.4458779,-0.0499389
64,0.042095244,0.20145334,"('shy', 'confident')",-0.94645303,-0.88559496,-6.054843,-5.5038176,-2.3197336,-2.0626531,-0.2570805
53,0.036505207,-0.14352386,"('uncreative', 'creative')",-0.96420455,-0.9538636,0.50113404,0.3516659,-0.1421884,-0.2485738,0.1063854
