,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
40,2.019991,1.6980063,"('stingy', 'generous')",0.96476084,0.77270913,-2.0703218,-1.7082529,0.30481,0.2541542,0.0506558
26,1.3186858,1.0835342,"('hardhearted', 'benevolent')",1.0122361,1.0274118,0.56742996,1.3713868,0.9661173,1.1607776,-0.1946603
12,1.1671503,1.2211647,"('unsupportive', 'supportive')",-0.29952112,-0.499508,-1.7574426,-1.5614271,-0.2966045,-0.2799235,-0.016681
77,-1.1665014,-1.1297345,"('unmotivated', 'motivated')",-0.1642127,-0.39881748,-0.30487055,-0.72741073,-0.5451949,-0.7519876,0.2067927
33,1.1340401,1.2449508,"('wrong', 'right')",1.361198,1.595105,-0.9496429,-0.39654267,0.5151984,0.8145045,-0.2993061
9,1.1100938,1.296587,"('unaffectionate', 'caring')",0.8424208,0.7519115,1.0334774,1.2937424,0.9953307,1.1140803,-0.1187496
54,-1.1082567,-0.9414889,"('incapable', 'capable')",-1.1417738,-0.99479204,0.36179838,0.3526698,-0.6294107,-0.5278704,-0.1015403
37,1.0868373,0.9802464,"('fake', 'genuine')",0.48059595,0.4103022,0.15928566,-0.050044104,0.575573,0.4468348,0.1287382
7,1.056051,1.1401303,"('insensitive', 'sensitive')",0.16933408,0.04292829,0.96833754,0.5255614,0.7312409,0.56954,0.1617009
76,-1.0216018,-0.98129046,"('anxious', 'daring')",-0.86405087,-1.039162,0.54510295,-0.30463147,-0.4468499,-0.775028,0.3281781
49,-0.99464995,-0.9509711,"('unable', 'able')",-0.9567088,-0.9191571,0.11271837,-0.28437263,-0.6128802,-0.7181669,0.1052867
20,-0.9688029,-1.2152364,"('rough', 'thoughtful')",-0.7563765,-0.85476625,0.90822685,0.79023045,-0.2723175,-0.4265907,0.1542732
28,0.8724813,0.797973,"('disloyal', 'loyal')",-0.24118179,-0.43393776,1.2136483,0.8138176,0.6149826,0.3926176,0.222365
21,-0.82956403,-0.86768156,"('immoral', 'moral')",-0.17716245,-0.4743438,0.42582294,-0.4693081,-0.1936345,-0.6037778,0.4101433
22,-0.7914376,-0.91553295,"('untrustworthy', 'trustworthy')",-1.5558962,-1.5077431,-0.687321,-1.2270437,-1.0115516,-1.2167732,0.2052216
85,0.7794639,0.8095344,"('insignificant', 'prestigious')",1.4898338,1.6822752,-1.5516288,-0.4620217,0.2392229,0.676596,-0.4373731
6,0.7687541,0.692442,"('distant', 'open')",0.9021637,0.9856049,-0.9253716,-0.42986578,0.2485154,0.4160604,-0.167545
44,-0.68189466,-0.48090878,"('prejudiced', 'unprejudiced')",-0.84944916,-0.40296024,-1.6724029,-1.5225735,-1.0679156,-0.8021475,-0.2657681
68,-0.66543007,-0.64222986,"('dependent', 'independent')",-0.8458497,-0.74567735,-0.50156075,-0.67339486,-0.6709468,-0.6871007,0.0161539
32,0.65842676,0.72870713,"('unkind', 'kind')",-0.49540904,-0.46497697,1.0303817,0.7892028,0.3977998,0.3509777,0.0468221
84,0.64735687,0.5664056,"('inferior', 'superior')",-0.17430258,-0.2499296,0.61668086,0.87796926,0.3632451,0.3981484,-0.0349033
2,0.63914645,0.81375813,"('unlikable', 'likable')",0.46175438,0.8691671,0.47940674,0.80874985,0.5267692,0.8305584,-0.3037892
10,-0.6239277,-0.4815444,"('unsympathetic', 'sympathetic')",-1.2049168,-1.6690885,0.44689432,-0.38306728,-0.4606501,-0.8445667,0.3839166
25,0.61801535,0.52076095,"('egoistic', 'altruistic')",1.6334072,1.724148,0.7003113,1.2046796,0.9839114,1.1498629,-0.1659515
74,0.60129863,0.62978494,"('undedicated', 'dedicated')",-0.8658614,-0.8836194,-0.68253666,-0.7634256,-0.3156998,-0.3390867,0.0233869
48,0.5851387,0.49571082,"('unintelligent', 'intelligent')",0.15927866,-0.111619234,1.4036834,1.021727,0.7160336,0.4686062,0.2474274
3,-0.55487055,-0.5265566,"('repellent', 'pleasant')",-0.47175512,-0.7571407,1.1060334,0.5382217,0.0264693,-0.2484919,0.2749612
1,0.5498888,0.34725365,"('unfriendly', 'friendly')",0.6709654,0.5565912,0.94177943,1.3506953,0.7208779,0.7515133,-0.0306354
19,-0.5470325,-0.47722593,"('inhospitable', 'hospitable')",-0.055068232,0.07212515,-1.0135659,-0.77508026,-0.5385555,-0.3933937,-0.1451618
87,-0.5337149,-0.40243143,"('unsuccessful', 'successful')",-0.67211324,-0.9439187,1.0754372,0.76585174,-0.0434637,-0.1934995,0.1500358
81,-0.53346926,-0.3651504,"('submissive', 'aggressive')",-1.1912602,-1.3070048,0.115455694,-0.38717213,-0.5364246,-0.6864425,0.1500179
13,-0.5269113,-0.42963672,"('impolite', 'polite')",-0.44207788,-0.585505,0.39446858,-0.2642653,-0.1915069,-0.426469,0.2349621
71,0.50534505,0.7181975,"('diffident', 'self-confident')",0.9177991,0.9474764,0.3585739,0.48620647,0.593906,0.7172935,-0.1233875
78,-0.499803,-0.5607675,"('nonresilient', 'resilient')",0.65801966,0.06582391,1.0310147,0.37961054,0.3964105,-0.0384443,0.4348548
59,0.49910393,0.46030575,"('foolish', 'wise')",0.028803494,0.16924158,-0.52483505,0.026081335,0.0010241,0.2185429,-0.2175188
42,0.49190825,0.5364636,"('unreliable', 'reliable')",-0.013556454,0.015981028,-2.5431492,-2.6754663,-0.6882658,-0.7076739,0.0194081
34,-0.46688703,-0.4223965,"('mean', 'honorable')",0.17691003,0.24158002,5.8065076,5.209187,1.8388435,1.6761235,0.16272
70,-0.44796032,-0.40629387,"('lethargic', 'energetic')",-0.6651868,-0.8346862,0.78199095,-0.0025242753,-0.1103854,-0.4145015,0.3041161
67,0.43009526,0.5364672,"('doubtful', 'determined')",0.4917627,0.62996435,-0.39204395,-0.102777824,0.1766047,0.3545512,-0.1779465
79,-0.40085325,-0.5148291,"('wavering', 'unwavering')",0.26740903,0.17372344,-0.6175277,-0.48141262,-0.250324,-0.2741727,0.0238487
43,-0.38149583,-0.23456442,"('irresponsible', 'responsible')",-1.61312,-1.6394445,0.8615206,0.5976412,-0.3776984,-0.4254559,0.0477575
46,-0.37213498,-0.4950288,"('uncompetitive', 'competitive')",-0.11098945,-0.6527116,-0.08421959,-0.82898325,-0.1891147,-0.6589079,0.4697932
50,0.36692187,0.31052026,"('clumsy', 'skillful')",-0.17074567,-0.18428719,0.122170866,-0.11988961,0.1061157,0.0021145,0.1040012
8,0.34654433,0.3610843,"('unaffectionate', 'affectionate')",0.45525005,0.46455836,-0.0228418,0.4289065,0.2596509,0.4181831,-0.1585322
83,0.3402718,0.24901406,"('powerless', 'powerful')",0.5333775,0.3952781,-0.7466594,-0.96198654,0.04233,-0.1058981,0.1482281
62,-0.3365079,-0.32952157,"('incompetent', 'brilliant')",-0.66525483,-0.93257594,1.0932328,0.5546337,0.03049,-0.2358213,0.2663113
11,-0.33539078,-0.32287872,"('unhelpful', 'helpful')",-0.7746534,-1.1565689,2.3621247,1.8540866,0.4173602,0.1248797,0.2924805
57,-0.33141065,-0.44001463,"('unimaginative', 'imaginative')",-1.3623648,-1.5671868,-2.9583473,-2.96906,-1.5507075,-1.6587537,0.1080462
58,-0.3290977,-0.45326963,"('undiscriminating', 'discriminating')",0.013656616,-0.37142217,-0.12756363,0.088364266,-0.1476682,-0.2454425,0.0977743
69,0.32867914,0.40183112,"('lazy', 'industrious')",1.1779025,1.4636712,-1.2824425,-0.29847,0.074713,0.5223441,-0.4476311
60,-0.3234784,-0.24248496,"('inefficient', 'efficient')",-0.91521007,-1.0588092,0.7741178,0.016420947,-0.1548569,-0.428291,0.2734341
52,0.28700373,0.12340662,"('irrational', 'rational')",0.6258335,0.6033571,-0.64646435,-0.17591056,0.088791,0.1836177,-0.0948267
47,-0.2750506,-0.40585023,"('stupid', 'smart')",-0.6272541,-0.62950057,5.667852,4.717674,1.5885158,1.227441,0.3610748
39,0.26211277,0.5404577,"('exploitative', 'cooperative')",-0.4746875,-0.05215832,0.013596141,0.11458878,-0.0663262,0.2009627,-0.2672889
73,0.24614748,0.16871472,"('helpless', 'self-reliant')",-0.3426255,-0.34007454,-4.0292616,-3.3762162,-1.3752465,-1.1825253,-0.1927212
61,0.23185712,0.26747,"('illogical', 'logical')",-0.5250135,-0.5613062,0.87528515,0.73001504,0.1940429,0.145393,0.0486499
38,-0.22685625,-0.12952644,"('untruthful', 'truthful')",-0.5152794,-0.54161274,-0.04931198,0.271564,-0.2638159,-0.1331917,-0.1306242
5,0.2246582,0.25588143,"('distant', 'outgoing')",0.37479523,0.52936536,-0.97620845,-0.37302226,-0.125585,0.1374082,-0.2629932
45,-0.2139792,-0.45824978,"('incompetent', 'competent')",-1.2600687,-1.7440223,0.29264775,-0.18457536,-0.3938001,-0.7956158,0.4018157
18,0.2116396,0.19306076,"('disagreeable', 'welcoming')",0.15952168,0.42780194,-0.8767351,-0.7630173,-0.1685246,-0.0473849,-0.1211397
17,-0.2110906,-0.2367851,"('nasty', 'nice')",0.85912836,0.6763473,-0.5799103,-0.5773606,0.0227092,-0.0459328,0.068642
82,0.21069339,0.034558326,"('poor', 'rich')",-0.49644175,-0.6704988,6.8861628,5.6136966,2.2001381,1.659252,0.5408861
88,0.20957996,0.32939082,"('low', 'eminent')",-0.75376534,-0.6746785,-0.7079225,-0.8068785,-0.4173693,-0.3840554,-0.0333139
63,0.20798798,0.03435537,"('unperceptive', 'insightful')",0.063577615,-0.38815224,1.1846398,0.67607915,0.4854018,0.1074274,0.3779744
51,0.2020016,0.035487007,"('uneducated', 'educated')",-0.10000953,-0.41895595,0.86476254,0.2394078,0.3222515,-0.0480204,0.3702719
