,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
67,0.47688478,0.7636781,"('doubtful', 'determined')",0.694721,1.1111087,-0.4178742,0.029109087,0.2512439,0.634632,-0.3833881
60,0.47228485,0.7215371,"('inefficient', 'efficient')",-1.1384783,-1.4218141,0.14661853,0.401345,-0.1731916,-0.099644,-0.0735476
48,-0.4704891,-0.5884806,"('unintelligent', 'intelligent')",-0.763223,-1.0533508,0.7410074,0.57341653,-0.1642349,-0.3561383,0.1919034
7,-0.45833656,-0.15729675,"('insensitive', 'sensitive')",-0.87474614,-0.906695,0.42224425,0.5493991,-0.3036128,-0.1715309,-0.1320819
33,0.43835074,0.1700949,"('wrong', 'right')",1.2394531,0.9854181,-0.66281,-1.0247337,0.3383312,0.0435931,0.2947381
82,-0.4148757,-0.6291211,"('poor', 'rich')",-0.63294375,-1.1352725,6.654278,6.3370895,1.8688196,1.5242319,0.3445877
25,-0.40684557,-0.6975862,"('egoistic', 'altruistic')",0.5264721,0.34288055,0.8195602,0.56456757,0.3130623,0.069954,0.2431083
16,-0.39526212,-0.47061455,"('unpopular', 'popular')",0.773249,0.6505758,0.6652404,0.3406052,0.3477424,0.1735222,0.1742202
23,-0.38889825,-0.12017985,"('insincere', 'sincere')",-0.578738,-0.7931704,6.163022,6.0396805,1.7317953,1.7087768,0.0230185
75,0.377026,0.042784587,"('meek', 'impulsive')",0.45891267,0.54897535,-0.73193973,-0.8585046,0.0346663,-0.0889149,0.1235812
44,0.3556436,0.5033434,"('prejudiced', 'unprejudiced')",0.31302017,0.438664,-1.5605955,-1.6247003,-0.2973106,-0.2275643,-0.0697463
85,-0.35222363,-0.40924206,"('insignificant', 'prestigious')",1.9591999,2.3072093,-0.18634278,-0.37747282,0.4735445,0.5068315,-0.033287
62,0.3457183,0.66349936,"('incompetent', 'brilliant')",-0.8104584,-1.2151511,0.6529541,0.827116,0.062738,0.0918214,-0.0290834
30,0.3319003,0.6248055,"('intolerant', 'tolerant')",-0.37370318,-0.11428856,0.92710894,1.323016,0.295102,0.6111777,-0.3160757
43,-0.30507278,-0.089176156,"('irresponsible', 'responsible')",-1.6613232,-1.6512606,0.31571054,0.63725567,-0.5502285,-0.367727,-0.1825015
47,-0.30165866,-0.40700907,"('stupid', 'smart')",-0.030749671,0.027039148,5.6902933,5.4904847,1.7859616,1.7035049,0.0824567
55,-0.29434404,-0.10928431,"('incompetent', 'clever')",-1.8705068,-2.2025065,0.15026392,0.2824375,-0.6715289,-0.6764511,0.0049222
63,-0.27180627,-0.06834236,"('unperceptive', 'insightful')",-0.5240371,-0.87401426,1.0209144,0.986327,0.0750237,0.0146568,0.0603669
38,-0.2575284,-0.52579755,"('untruthful', 'truthful')",-0.18369776,-0.2235156,0.23387401,0.2967257,-0.0691174,-0.1508625,0.0817451
78,-0.24581774,-0.3098318,"('nonresilient', 'resilient')",1.0366155,0.5573905,0.59680474,0.25099242,0.4625342,0.1661837,0.2963505
42,0.23594531,0.66578394,"('unreliable', 'reliable')",0.23107529,0.40628195,-3.149581,-2.6774807,-0.8941868,-0.5351383,-0.3590485
46,-0.21088031,0.25447634,"('uncompetitive', 'competitive')",-1.8259588,-1.885077,-0.9422949,-0.43370807,-0.9930447,-0.6881029,-0.3049418
64,-0.19319698,0.2131846,"('shy', 'confident')",-0.30861664,0.17884189,-6.318937,-5.6646814,-2.2735834,-1.7575517,-0.5160317
17,-0.18202873,0.21484922,"('nasty', 'nice')",0.63999665,0.8065946,-0.6189981,-0.42265883,-0.0536767,0.199595,-0.2532717
59,0.17795748,-0.21078974,"('foolish', 'wise')",1.1514152,1.1737908,0.27202803,-0.24509445,0.5338002,0.2393022,0.294498
87,0.1778554,0.7438656,"('unsuccessful', 'successful')",1.0273052,1.0003763,1.0684825,1.0760248,0.757881,0.9400889,-0.1822079
3,-0.17350152,-0.022423375,"('repellent', 'pleasant')",-0.8843133,-1.213531,0.8694995,0.81318974,-0.0627718,-0.1409216,0.0781498
81,0.17295384,0.70973974,"('submissive', 'aggressive')",-1.0437256,-1.1197379,-0.5780698,0.19833097,-0.4829472,-0.0705557,-0.4123915
54,-0.1668679,-0.027843662,"('incapable', 'capable')",0.9827715,0.96090823,0.8808898,0.7111023,0.5655978,0.5480556,0.0175422
15,0.14899153,0.56758887,"('boring', 'funny')",0.6457094,0.9453374,-0.116986156,0.24029508,0.2259049,0.5844071,-0.3585022
34,-0.14877388,-0.027424727,"('mean', 'honorable')",0.16098748,0.18035091,5.8653407,5.718696,1.9591848,1.9572074,0.0019774
37,-0.14732262,-0.1320212,"('fake', 'genuine')",-1.2639108,-1.1829168,0.08636963,0.15963928,-0.4416213,-0.3850996,-0.0565217
35,-0.14662167,0.0270287,"('corrupt', 'incorrupt')",0.8130166,1.2743993,-0.52371824,-0.702939,0.0475589,0.1994963,-0.1519374
70,0.13977176,0.39903414,"('lethargic', 'energetic')",-1.6369087,-1.8427227,0.19752397,0.597438,-0.4332043,-0.2820835,-0.1511208
11,-0.13820297,0.23839408,"('unhelpful', 'helpful')",-0.8999086,-0.88259053,2.049207,2.5174303,0.3370318,0.6244113,-0.2873795
61,-0.12088926,0.38031507,"('illogical', 'logical')",-0.5409071,-0.4973959,0.49204904,0.6175066,-0.0565824,0.1668086,-0.223391
5,0.117777824,-0.050813593,"('distant', 'outgoing')",0.75084865,0.8655872,-0.12720495,-0.6428379,0.2471405,0.0573119,0.1898286
84,0.09022639,0.13551605,"('inferior', 'superior')",-0.9950763,-0.9165211,1.0238031,0.80718136,0.0396511,0.0087254,0.0309257
56,-0.08681688,0.3226767,"('impractical', 'practical')",-0.58906114,-0.544158,-0.7191423,0.01609096,-0.4650068,-0.0684634,-0.3965434
29,-0.08178817,-0.15258878,"('unfair', 'fair')",-0.49675435,-0.50203484,-0.44235218,-0.59842116,-0.3402983,-0.4176816,0.0773833
80,0.06205891,0.5819975,"('dominated', 'dominating')",-1.4109113,-1.5354879,-0.81761223,-0.48244336,-0.7221549,-0.4786446,-0.2435103
69,0.043376505,0.23645113,"('lazy', 'industrious')",2.416259,2.6861002,-0.45452583,-0.67142475,0.6683699,0.7503756,-0.0820057
22,-0.041936062,-0.07012601,"('untrustworthy', 'trustworthy')",-1.5312499,-1.6973399,-1.1669867,-1.078331,-0.9133909,-0.948599,0.0352081
13,0.03537707,0.19942093,"('impolite', 'polite')",-0.6526319,-0.7210227,0.03317684,0.22041437,-0.1946927,-0.1003958,-0.0942969
77,0.03290709,0.2645027,"('unmotivated', 'motivated')",-0.14256334,-0.12278117,-0.7162139,-0.6938714,-0.2752901,-0.1840499,-0.0912402
21,-0.025818747,0.37140232,"('immoral', 'moral')",-0.7718902,-0.73003423,-0.5005672,-0.20398517,-0.4327587,-0.187539,-0.2452197
50,-0.016939212,-0.030008975,"('clumsy', 'skillful')",1.2007284,1.08247,0.46337906,-0.21157716,0.5490561,0.2802946,0.2687615
27,0.012593641,-0.52493787,"('hardhearted', 'softhearted')",-0.45814523,-0.874613,1.109991,0.63769627,0.2214798,-0.2539515,0.4754313
