,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
86,-1.4047029,-1.4161336,"('uninfluential', 'influential')",-2.4830356,-2.9290159,-0.506748,-0.42494753,-1.4648288,-1.5900324,0.1252036
1,-1.3691168,-1.7562281,"('unfriendly', 'friendly')",-0.37867483,-0.5174176,1.1663802,0.9083413,-0.1938038,-0.4551015,0.2612977
53,-1.3147917,-1.3267363,"('uncreative', 'creative')",-0.07807313,-0.045864172,0.47935146,0.41278562,-0.3045045,-0.3199383,0.0154338
57,-1.3028349,-0.93002707,"('unimaginative', 'imaginative')",-0.9870199,-0.809072,-3.5138059,-2.8429267,-1.9345535,-1.5273418,-0.4072117
26,-1.3006892,-1.298143,"('hardhearted', 'benevolent')",1.209723,1.3750521,0.97729975,1.0162016,0.2954445,0.3643702,-0.0689257
39,1.0810281,1.553835,"('exploitative', 'cooperative')",-0.074195966,0.19548093,-0.12536705,0.016396191,0.2938217,0.5885707,-0.294749
36,-1.0689554,-1.0683641,"('hostile', 'amicable')",1.2067246,1.4691771,-0.22930731,-0.5813809,-0.0305127,-0.0601893,0.0296766
45,-1.0372556,-1.0120554,"('incompetent', 'competent')",-2.1102247,-2.4935439,-0.12709428,0.1576211,-1.0915249,-1.1159927,0.0244678
0,-1.02986,-0.5208514,"('unsociable', 'sociable')",-0.73656315,-0.46102884,-0.35718116,0.390793,-0.7078681,-0.1970291,-0.510839
8,-0.94205964,-1.2307488,"('unaffectionate', 'affectionate')",-0.22839284,-0.27315396,0.6330834,0.21049348,-0.179123,-0.4311364,0.2520134
31,-0.92558575,-1.3759776,"('evil', 'good')",0.2985352,0.22478698,-0.9286605,-1.3157165,-0.5185703,-0.8223023,0.303732
9,-0.92540175,-0.999929,"('unaffectionate', 'caring')",0.08951485,-0.10220296,1.4363366,1.0443317,0.2001499,-0.0192668,0.2194167
20,-0.8712044,-0.6190307,"('rough', 'thoughtful')",-0.048845794,0.040020935,0.6391858,0.44532216,-0.0936215,-0.0445625,-0.049059
51,-0.843092,-0.7889072,"('uneducated', 'educated')",-0.95519894,-1.1982069,0.5195283,0.6379266,-0.4262542,-0.4497292,0.023475
40,-0.8351726,-0.98719114,"('stingy', 'generous')",-0.22893292,-0.45798957,-2.0421538,-2.3647335,-1.0354198,-1.2699714,0.2345516
72,-0.8134495,-1.0386649,"('unambitious', 'ambitious')",0.13872698,0.033788823,-0.49678075,-0.75366145,-0.3905011,-0.5861792,0.1956781
10,-0.80981386,-0.4769627,"('unsympathetic', 'sympathetic')",-2.3677359,-2.4689722,-0.22745584,0.08598986,-1.1350019,-0.9533149,-0.181687
76,0.7855302,1.1223341,"('anxious', 'daring')",0.027627239,0.08940048,-0.20779759,0.066207215,0.2017866,0.4259806,-0.224194
83,-0.78192925,-0.35003817,"('powerless', 'powerful')",0.3084518,0.7895654,-1.3407004,-0.9652629,-0.604726,-0.1752452,-0.4294808
88,-0.7677318,-0.19626617,"('low', 'eminent')",-0.99336594,-0.34805995,-0.5260631,0.23554473,-0.762387,-0.1029271,-0.6594599
79,-0.7534913,-0.6418015,"('wavering', 'unwavering')",0.6044236,0.8553923,-0.2027374,-0.37902606,-0.1172684,-0.0551451,-0.0621233
73,0.7530145,0.72121316,"('helpless', 'self-reliant')",1.1249772,1.264413,-3.7170703,-3.978093,-0.6130262,-0.6641556,0.0511294
28,-0.7518169,-0.41417867,"('disloyal', 'loyal')",-1.1084526,-0.95058364,0.631429,1.006038,-0.4096135,-0.1195748,-0.2900387
68,-0.7420945,-0.91442865,"('dependent', 'independent')",-1.5154089,-1.6294132,-0.6184604,-0.78895015,-0.9586546,-1.1109307,0.1522761
41,-0.7137162,-0.8801662,"('unforgiving', 'forgiving')",-0.616051,-0.7452899,-0.31946176,0.070867755,-0.549743,-0.5181961,-0.0315469
58,-0.7085506,-0.7602003,"('undiscriminating', 'discriminating')",-0.7172112,-0.6317722,-0.16113126,-0.06799923,-0.5289643,-0.4866573,-0.042307
14,-0.6907614,-0.030113505,"('antisocial', 'social')",0.09719829,0.33190262,-0.3351101,0.33336323,-0.3095577,0.2117174,-0.5212751
18,-0.68132675,-0.8463217,"('disagreeable', 'welcoming')",0.23235571,0.384968,-0.44167766,-0.70785606,-0.2968829,-0.3897366,0.0928537
66,-0.66713184,-0.61625063,"('inactive', 'active')",0.8335059,1.0704399,1.0702835,0.6713449,0.4122192,0.3751781,0.0370411
74,-0.64452916,-0.2953308,"('undedicated', 'dedicated')",-1.805623,-1.6459517,-0.9885684,-0.54972374,-1.1462402,-0.8303355,-0.3159047
19,-0.625039,-0.539453,"('inhospitable', 'hospitable')",-0.3647302,-0.30943602,-0.33363134,-0.58385956,-0.4411335,-0.4775829,0.0364494
2,0.6058265,1.1322999,"('unlikable', 'likable')",0.9917665,1.1151643,0.5854889,0.79526645,0.727694,1.0142435,-0.2865495
71,-0.5890218,-0.2823417,"('diffident', 'self-confident')",1.3857528,1.490967,0.45294583,0.22026308,0.4165589,0.4762961,-0.0597372
65,-0.58199143,-0.40168652,"('insecure', 'secure')",-1.5784305,-1.5932765,-0.28890848,-0.009862293,-0.8164434,-0.6682751,-0.1481683
4,-0.55419433,-0.5117027,"('disliked', 'liked')",0.7851213,1.09605,-7.078193,-6.471558,-2.2824221,-1.9624036,-0.3200185
12,-0.5530345,-0.37881863,"('unsupportive', 'supportive')",0.055854835,-0.22092268,-1.8129135,-1.8052435,-0.7700311,-0.8016617,0.0316306
32,-0.54503006,-0.086318,"('unkind', 'kind')",-0.68041915,-0.54129386,0.71559465,1.005514,-0.1699515,0.1259674,-0.2959189
6,-0.53429765,-0.9464787,"('distant', 'open')",0.6467445,0.68556297,-0.28363824,-0.8727123,-0.0570638,-0.377876,0.3208122
24,0.52164745,0.4694674,"('dishonest', 'honest')",-1.5168605,-1.4067147,0.60066766,0.8296834,-0.1315151,-0.0358546,-0.0956605
49,-0.50198686,-0.35608512,"('unable', 'able')",-1.0543836,-1.07473,-0.27256712,-0.4160435,-0.6096459,-0.6156196,0.0059737
52,-0.4884676,-0.5719476,"('irrational', 'rational')",0.73679715,0.90362126,-0.19136913,-0.55980164,0.0189868,-0.0760427,0.0950295
