,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
9,-0.76038027,-0.6298511,"('unaffectionate', 'caring')",-0.43905374,-0.3918602,1.9769229,2.0295048,0.2591629,0.3359311,-0.0767682
37,0.69961303,0.76361793,"('fake', 'genuine')",-0.41709796,-0.28549471,0.44082007,0.55208474,0.2411117,0.3434027,-0.102291
88,-0.6645155,-1.0370327,"('low', 'eminent')",-1.1692367,-1.3071258,0.4267407,0.4226451,-0.4690038,-0.6405045,0.1715007
52,-0.6613335,-0.9920711,"('irrational', 'rational')",-0.6881094,-1.2200246,0.6459687,0.3488171,-0.2344914,-0.6210929,0.3866015
16,-0.6421838,-0.49937072,"('unpopular', 'popular')",-0.73735505,-0.88664716,0.9160968,0.8833431,-0.1544807,-0.1675583,0.0130776
2,0.635887,0.5862186,"('unlikable', 'likable')",1.4472314,1.3237088,0.626712,0.57638645,0.9032768,0.8287713,0.0745055
87,0.62782574,0.2210783,"('unsuccessful', 'successful')",1.2664505,1.0089738,1.0479805,0.9593791,0.9807523,0.7298104,0.2509419
67,0.62399244,0.2651878,"('doubtful', 'determined')",0.6610539,0.35137123,-0.048871085,-0.1727045,0.4120584,0.1479515,0.2641069
48,-0.61179537,-0.68685836,"('unintelligent', 'intelligent')",-0.44458097,-0.37975675,0.4628431,0.48075587,-0.1978444,-0.1952864,-0.002558
61,-0.60493755,-0.5975067,"('illogical', 'logical')",-0.2973042,-0.24180126,0.038103845,-0.034010865,-0.288046,-0.2911063,0.0030603
63,-0.570378,-0.28641424,"('unperceptive', 'insightful')",-0.03085769,0.27094784,1.0020343,1.259453,0.1335995,0.4146622,-0.2810627
31,-0.5685118,-0.46636033,"('evil', 'good')",-0.18862851,-0.30604205,-0.7312753,-0.8463801,-0.4961385,-0.5395942,0.0434557
32,-0.5288367,-0.5345085,"('unkind', 'kind')",0.24779862,0.3432591,0.97581327,0.98707694,0.2315917,0.2652758,-0.0336841
84,-0.5225954,-0.63890076,"('inferior', 'superior')",0.4420927,0.42594326,0.7401353,0.7241076,0.2198775,0.1703834,0.0494941
11,-0.507269,-0.3439432,"('unhelpful', 'helpful')",-0.24254157,0.19612812,1.6743416,1.9974304,0.308177,0.6165384,-0.3083614
10,-0.5045946,-0.4709323,"('unsympathetic', 'sympathetic')",-0.4794722,-0.41326576,-0.190662,-0.10917315,-0.3915763,-0.3311237,-0.0604526
36,-0.49898764,-0.5892125,"('hostile', 'amicable')",-0.79282004,-1.2430477,0.80933326,0.6206019,-0.1608248,-0.4038861,0.2430613
69,0.49826854,0.28029627,"('lazy', 'industrious')",0.8994225,0.7390152,0.10937555,0.02017831,0.5023555,0.3464966,0.1558589
26,0.49807778,0.1709748,"('hardhearted', 'benevolent')",2.2623184,2.0305743,1.9436303,1.7969081,1.5680089,1.3328191,0.2351898
29,-0.4867471,-0.40261427,"('unfair', 'fair')",-0.4799956,-0.30293396,-0.7414919,-0.755352,-0.5694115,-0.4869668,-0.0824447
42,0.48356283,0.7040444,"('unreliable', 'reliable')",0.2575297,0.7024054,-3.0369587,-2.7480805,-0.7652887,-0.4472102,-0.3180785
78,-0.48331797,-0.33693138,"('nonresilient', 'resilient')",0.04593455,0.037262686,0.5292622,0.5540841,0.0306263,0.0848051,-0.0541788
33,0.4639604,0.38738063,"('wrong', 'right')",0.03294503,-0.061074585,0.029903606,0.00167685,0.175603,0.1093276,0.0662754
23,-0.43779916,-0.26065332,"('insincere', 'sincere')",-0.47516355,-0.1438406,5.832705,5.955648,1.6399142,1.8503847,-0.2104705
83,-0.42205054,-0.5630169,"('powerless', 'powerful')",-0.6742897,-0.97177356,-0.87499785,-0.9546375,-0.6571127,-0.8298093,0.1726966
7,-0.42073998,-0.14432847,"('insensitive', 'sensitive')",-0.5802665,-0.35550204,0.944852,1.1220899,-0.0187182,0.2074198,-0.226138
19,-0.41302204,-0.5355438,"('inhospitable', 'hospitable')",-0.6996551,-0.63601077,0.08841267,0.0355642,-0.3414215,-0.3786635,0.037242
49,-0.40873364,-0.059296858,"('unable', 'able')",-0.77594227,-0.46010077,-0.64783263,-0.42041942,-0.6108362,-0.3132724,-0.2975638
12,-0.4033714,-0.25459525,"('unsupportive', 'supportive')",-0.33903924,-0.2362031,-1.7594692,-1.6615733,-0.8339599,-0.7174572,-0.1165027
80,0.39116555,0.13511997,"('dominated', 'dominating')",0.41500273,0.2599457,-1.4155226,-1.4393456,-0.2031181,-0.3480933,0.1449752
75,-0.38729036,-0.41515204,"('meek', 'impulsive')",-0.59805316,-0.6226919,-0.16313207,-0.15136573,-0.3828252,-0.3964032,0.013578
60,0.35921147,0.42088354,"('inefficient', 'efficient')",0.54966414,0.9758875,-0.22530812,-0.050473478,0.2278558,0.4487658,-0.22091
15,-0.35683444,-0.52443534,"('boring', 'funny')",0.14737323,0.25575885,0.5072498,0.43820816,0.0992629,0.0565106,0.0427523
82,-0.34118727,-0.024598256,"('poor', 'rich')",0.08405084,0.34713554,6.5218167,6.6552258,2.0882268,2.3259211,-0.2376943
50,0.33612898,0.23379526,"('clumsy', 'skillful')",-0.5855519,-0.6632566,0.7161921,0.69755405,0.1555897,0.0893642,0.0662255
85,-0.31900305,-0.34971002,"('insignificant', 'prestigious')",-0.9937609,-1.3055296,1.089782,1.0653658,-0.0743273,-0.1966246,0.1222973
76,0.28116646,0.32109937,"('anxious', 'daring')",0.5579857,0.82216465,-0.48495924,-0.34202957,0.1180643,0.2670782,-0.1490139
34,-0.2715781,-0.19673082,"('mean', 'honorable')",0.15067127,0.48661914,5.8443937,6.0246196,1.907829,2.104836,-0.197007
13,0.2715449,0.30939436,"('impolite', 'polite')",-0.14772484,0.17665812,-0.6237646,-0.5371917,-0.1666482,-0.0170464,-0.1496018
18,-0.2674451,-0.26632428,"('disagreeable', 'welcoming')",-0.9530341,-1.0802726,-0.56947243,-0.6577545,-0.5966506,-0.6681171,0.0714665
70,-0.26065698,0.0752121,"('lethargic', 'energetic')",0.16797586,0.5866355,0.8508529,1.1619714,0.2527239,0.6079397,-0.3552158
58,-0.25515786,-0.23425603,"('undiscriminating', 'discriminating')",1.1916374,1.0871751,0.30501312,0.22550498,0.4138309,0.3594747,0.0543562
66,-0.2336098,-0.6612055,"('inactive', 'active')",0.20106526,-0.26732832,1.545211,1.3650045,0.5042222,0.1454902,0.358732
62,0.2307281,0.4900509,"('incompetent', 'brilliant')",0.3375891,0.65958726,0.14960869,0.39280173,0.2393086,0.5141466,-0.274838
25,-0.22725976,-0.17848915,"('egoistic', 'altruistic')",0.500956,0.46600428,1.5601461,1.4870573,0.6112808,0.5915242,0.0197566
79,0.22529005,0.044511825,"('wavering', 'unwavering')",-1.3699689,-1.5100144,0.32924995,0.32690576,-0.2718096,-0.3795323,0.1077227
38,-0.22273257,-0.13395649,"('untruthful', 'truthful')",-1.0777122,-0.9119021,0.052024443,0.24667302,-0.4161401,-0.2663952,-0.1497449
20,-0.21304011,-0.0683515,"('rough', 'thoughtful')",0.83031064,0.8584059,0.85564226,0.8267859,0.4909709,0.5389468,-0.0479759
27,0.21247828,0.2713097,"('hardhearted', 'softhearted')",-0.0493447,0.025793046,1.8500885,1.6584798,0.671074,0.6518609,0.0192131
17,-0.20031267,-0.14779295,"('nasty', 'nice')",-0.32516363,-0.15334517,-1.0290561,-0.9304787,-0.5181775,-0.4105389,-0.1076386
74,-0.1974861,-0.2529933,"('undedicated', 'dedicated')",0.63474774,0.5689504,0.24248655,0.17966847,0.2265827,0.1652085,0.0613742
72,-0.19616544,-0.35450643,"('unambitious', 'ambitious')",-0.26803625,-0.31747445,-0.6328452,-0.6480112,-0.3656823,-0.4399974,0.0743151
24,0.18064657,0.16537088,"('dishonest', 'honest')",-0.38035044,-0.16483822,0.81983465,0.92424333,0.2067103,0.3082587,-0.1015484
47,-0.17961967,0.05311412,"('stupid', 'smart')",0.6014068,0.8049317,5.4676337,5.724773,1.9631403,2.194273,-0.2311327
54,-0.16270357,-0.19885078,"('incapable', 'capable')",-0.6035845,-0.46435997,1.181069,1.3446809,0.1382603,0.2271567,-0.0888964
4,0.15794557,0.32496932,"('disliked', 'liked')",-0.6848611,-0.8128626,-6.752767,-6.7386136,-2.4265609,-2.4088356,-0.0177253
21,0.14809756,0.13092868,"('immoral', 'moral')",-0.16156057,-0.11376165,-1.1665211,-1.1939007,-0.393328,-0.3922446,-0.0010834
40,-0.14619711,-0.06954972,"('stingy', 'generous')",0.20585373,-0.04174324,-1.4436529,-1.5355891,-0.4613321,-0.5489607,0.0876286
56,0.13647942,0.4510706,"('impractical', 'practical')",0.75700635,1.2118322,-0.2914873,-0.06543305,0.2006661,0.5324899,-0.3318238
51,-0.10567064,-0.3204473,"('uneducated', 'educated')",-0.105305135,-0.3857786,0.37339652,0.2798409,0.0541402,-0.1421283,0.1962685
43,0.09118935,0.29074252,"('irresponsible', 'responsible')",0.4897891,0.90557927,0.7095387,0.8954622,0.4301724,0.6972613,-0.2670889
45,0.083432354,0.23553847,"('incompetent', 'competent')",0.08504545,0.4110133,-0.15216652,-0.09843458,0.0054371,0.1827057,-0.1772686
22,-0.07473874,0.16546978,"('untrustworthy', 'trustworthy')",0.091267474,0.37133598,-1.5177968,-1.2522243,-0.5004227,-0.2384729,-0.2619498
3,-0.062192783,0.19033304,"('repellent', 'pleasant')",0.32335365,0.34146506,-0.07990497,-0.06261542,0.0604186,0.1563942,-0.0959756
68,0.048986904,-0.013590664,"('dependent', 'independent')",-1.3581485,-1.3893306,-0.90675217,-0.8752711,-0.7386379,-0.7593975,0.0207596
59,0.038966104,0.16053258,"('foolish', 'wise')",-0.13393047,-0.19902956,0.79993296,0.9016674,0.2349895,0.2877235,-0.052734
81,-0.03564095,-0.11870863,"('submissive', 'aggressive')",-0.054747622,0.12910245,-1.1164064,-1.0179423,-0.402265,-0.3358495,-0.0664155
65,-0.03358963,-0.073701195,"('insecure', 'secure')",0.25788993,0.38656718,-1.0624222,-0.83710045,-0.279374,-0.1747448,-0.1046292
71,-0.0298886,0.1243432,"('diffident', 'self-confident')",-0.34436104,-0.07805615,0.5208421,0.5154818,0.0488641,0.1872563,-0.1383922
41,0.027759984,0.0833941,"('unforgiving', 'forgiving')",0.2782142,0.22523256,-0.017007418,-0.12632234,0.0963223,0.0607681,0.0355542
35,-0.023538332,-0.20377147,"('corrupt', 'incorrupt')",-0.6162741,-0.92507476,0.31021488,0.11132731,-0.1098659,-0.339173,0.2293071
55,0.008748025,0.12004815,"('incompetent', 'clever')",0.7653094,0.90465176,-0.17519942,-0.16732755,0.1996193,0.2857908,-0.0861715
64,0.002418032,-0.19942155,"('shy', 'confident')",0.1462225,-0.034443613,-7.1540046,-7.1037865,-2.3351213,-2.4458839,0.1107626
