,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
60,2.6618886,2.6036386,"('inefficient', 'efficient')",-0.4333517,-0.44253224,0.38230702,0.6279355,0.8702813,0.9296807,-0.0593994
63,2.2050638,2.08253,"('unperceptive', 'insightful')",1.2931166,1.2256128,0.9129373,0.76423395,1.4703725,1.3574589,0.1129136
23,2.0627353,1.9011259,"('insincere', 'sincere')",0.4315651,0.3617437,5.939154,5.9988604,2.8111515,2.7539101,0.0572414
70,1.890165,1.9594227,"('lethargic', 'energetic')",0.083646074,0.109498784,1.2430301,1.3014328,1.0722804,1.1234515,-0.0511711
36,-1.8509367,-2.0360413,"('hostile', 'amicable')",0.6661154,0.51235723,-1.2440959,-1.5653601,-0.8096391,-1.0296814,0.2200423
10,1.8364079,1.8839467,"('unsympathetic', 'sympathetic')",-1.2401059,-1.2583185,0.40260163,0.57074076,0.3329679,0.3987896,-0.0658217
43,1.7624559,1.7045752,"('irresponsible', 'responsible')",0.62202966,0.58276117,0.5878335,0.62517357,0.990773,0.9708366,0.0199364
32,1.7583187,1.6144161,"('unkind', 'kind')",-0.018216882,0.0015064478,0.71696883,0.85127884,0.8190235,0.8224005,-0.003377
35,-1.6698277,-1.6986067,"('corrupt', 'incorrupt')",-0.5164547,-0.44336167,-1.8074971,-1.9234391,-1.3312599,-1.3551359,0.023876
71,1.6671598,1.3792197,"('diffident', 'self-confident')",2.0146313,1.9409367,0.16250435,0.09038725,1.2814318,1.1368479,0.1445839
16,-1.6648135,-1.9563545,"('unpopular', 'popular')",-0.16238828,-0.23730516,-0.019831903,-0.13932955,-0.6156779,-0.7776631,0.1619852
24,1.6271495,1.587301,"('dishonest', 'honest')",0.10772253,0.026745535,0.4029264,0.5483429,0.7125994,0.7207965,-0.0081971
56,1.4909488,1.5389414,"('impractical', 'practical')",0.38642722,0.41780508,-0.23253913,-0.014184954,0.548279,0.6475205,-0.0992415
39,1.4569957,1.3345237,"('exploitative', 'cooperative')",0.7196704,0.55655235,0.37064362,0.34969538,0.8491033,0.7469238,0.1021795
11,1.4317999,1.3035942,"('unhelpful', 'helpful')",0.1132405,0.16902152,2.2064466,2.283964,1.2504957,1.2521932,-0.0016975
74,1.4006388,1.4987922,"('undedicated', 'dedicated')",0.54901326,0.52670085,-0.34474,-0.4214304,0.5349707,0.5346876,0.0002831
7,1.334216,1.230621,"('insensitive', 'sensitive')",0.5017284,0.48248103,0.80754113,0.87327206,0.8811618,0.8621247,0.0190371
17,-1.3266947,-1.284234,"('nasty', 'nice')",-0.16717538,-0.030903827,-0.77824515,-0.6750154,-0.7573717,-0.6633844,-0.0939873
31,-1.2940602,-1.3378279,"('evil', 'good')",-0.040595107,-0.07358893,-2.2359264,-2.344053,-1.1901939,-1.2518233,0.0616294
12,1.2889506,1.2921492,"('unsupportive', 'supportive')",1.4440261,1.4194143,-2.024877,-2.158893,0.2360332,0.1842235,0.0518097
4,-1.2858835,-1.4097929,"('disliked', 'liked')",0.35300758,0.29511285,-7.3932443,-7.6634054,-2.7753735,-2.9260286,0.1506551
52,-1.2618527,-1.2790072,"('irrational', 'rational')",0.6494049,0.5827035,-0.9560124,-1.1318659,-0.5228201,-0.6093899,0.0865698
30,1.1606672,1.4495114,"('intolerant', 'tolerant')",0.37717792,0.29860047,-0.04628415,0.075706996,0.497187,0.6079396,-0.1107526
40,1.141437,1.0957525,"('stingy', 'generous')",1.344359,1.2096796,-2.4093127,-2.59845,0.0254944,-0.0976726,0.123167
26,1.1384195,1.1658939,"('hardhearted', 'benevolent')",1.7351753,1.7308741,1.0811658,0.9953396,1.3182535,1.2973692,0.0208843
8,-1.1314315,-1.1786064,"('unaffectionate', 'affectionate')",0.3979896,0.41705698,-0.3938459,-0.5219732,-0.3757626,-0.4278409,0.0520783
