,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
39,1.8476105,1.5201484,"('exploitative', 'cooperative')",0.3970491,0.14727299,0.29498264,0.055524997,0.20493215,-0.12513068,0.6861436,0.3994539,0.2866897
33,1.7753348,1.6177044,"('wrong', 'right')",2.0412483,1.9850916,0.49715337,0.49496707,0.26024002,0.1706946,1.1434941,1.0671145,0.0763796
8,1.6140814,1.4847022,"('unaffectionate', 'affectionate')",1.1459417,1.170413,-0.08067135,-0.35503677,1.5798073,1.452591,1.0647898,0.9381673,0.1266225
9,1.5748748,1.3637317,"('unaffectionate', 'caring')",1.10997,1.0892816,-0.07687186,-0.47890726,2.257006,1.8665324,1.2162447,0.9601597,0.256085
51,-1.419213,-1.2816657,"('uneducated', 'educated')",-1.3048226,-1.2707545,-0.5120037,-0.21814609,0.027271844,0.09838349,-0.8021919,-0.6680457,-0.1341462
73,1.3310692,1.0204473,"('helpless', 'self-reliant')",1.5800768,1.366373,1.1537765,0.7832412,-3.5644104,-3.5686834,0.1251281,-0.0996554,0.2247835
26,1.2580476,1.249819,"('hardhearted', 'benevolent')",1.378922,1.3587728,2.0518541,1.9125415,1.2503402,1.1835629,1.484791,1.426174,0.058617
68,-1.246401,-1.0481517,"('dependent', 'independent')",-1.7281333,-1.7485745,-1.584662,-1.7303154,-1.0504022,-1.186048,-1.4023997,-1.4282724,0.0258727
81,-1.215162,-0.88387465,"('submissive', 'aggressive')",-2.1712737,-2.1111736,-0.13019128,0.21608084,-0.3929186,-0.40191987,-0.9773864,-0.7952218,-0.1821646
69,1.0676283,1.0394462,"('lazy', 'industrious')",1.8131073,1.8818817,1.7731775,1.7362812,-1.4150219,-1.493614,0.8097228,0.7909988,0.018724
71,1.0364963,0.8559882,"('diffident', 'self-confident')",0.934459,1.0344175,0.015386201,-0.017475963,0.60753405,0.70708275,0.6484689,0.6450031,0.0034658
5,1.0265406,0.6797141,"('distant', 'outgoing')",1.7794086,1.5122175,0.39159483,0.004827015,0.17487665,0.025601227,0.8431052,0.55559,0.2875152
43,0.99402773,0.8998558,"('irresponsible', 'responsible')",-0.7392501,-0.78044087,-0.3258025,-0.5483258,0.7244862,0.49051228,0.1633653,0.0154004,0.1479649
82,-0.9910426,-0.8418529,"('poor', 'rich')",-1.2904913,-1.2500298,0.048989415,-0.12329759,6.497421,6.3441324,1.0662191,1.032238,0.0339811
1,0.9742425,0.8349435,"('unfriendly', 'friendly')",1.1300386,0.98544294,0.20942894,-0.019567061,1.7319509,1.6275843,1.0114152,0.857101,0.1543142
52,0.949788,0.5625608,"('irrational', 'rational')",1.8608509,1.5081817,-0.7829599,-0.72574866,0.36980045,0.43233246,0.5993699,0.4443316,0.1550383
85,0.940287,0.91987956,"('insignificant', 'prestigious')",2.845653,2.7558415,0.3033252,0.37603906,0.14900191,0.18502367,1.0595669,1.059196,0.0003709
24,0.9290999,0.68927526,"('dishonest', 'honest')",-0.2892946,-0.4662632,0.01609344,-0.1460461,1.2950445,1.0187256,0.4877358,0.2739229,0.2138129
0,-0.85053587,-0.8829239,"('unsociable', 'sociable')",-1.3711805,-1.2724408,0.118213415,0.0073039085,-0.16821152,-0.29942888,-0.5679286,-0.6118724,0.0439438
84,0.8425493,0.6375335,"('inferior', 'superior')",1.3697803,1.2619874,0.23868144,0.1378859,0.09631136,-0.028951753,0.6368306,0.5021138,0.1347168
16,-0.8201852,-0.8561628,"('unpopular', 'popular')",0.32526055,0.48517284,-0.7672104,-0.50282353,0.17468387,0.31788003,-0.2718628,-0.1389834,-0.1328794
15,0.81183594,0.60186243,"('boring', 'funny')",0.88316745,0.8240827,0.2791033,0.4390086,0.46228898,0.06949535,0.6090989,0.4836122,0.1254867
56,0.78953606,0.77324647,"('impractical', 'practical')",-1.1263684,-1.0804145,-0.15981951,-0.15903276,-0.13373312,-0.52688164,-0.1575962,-0.2482706,0.0906744
59,0.78153235,0.6268591,"('foolish', 'wise')",2.2434516,1.9472144,-0.21110672,-0.27909496,0.46656445,0.320301,0.8201104,0.6538199,0.1662905
12,0.7673782,0.9935359,"('unsupportive', 'supportive')",-0.5316828,-0.4046678,-0.62274694,-0.90436924,-1.4846218,-1.6190647,-0.4679183,-0.4836414,0.0157231
77,-0.7653737,-0.6825807,"('unmotivated', 'motivated')",-0.2448713,-0.4092093,-0.4630007,-0.3188692,-1.2611319,-1.1606348,-0.6835943,-0.6428235,-0.0407708
57,-0.75850093,-0.7464337,"('unimaginative', 'imaginative')",-1.4308615,-1.4680524,-0.5110476,-1.1020103,-2.7475882,-2.8370292,-1.3619995,-1.5383813,0.1763818
3,-0.7255206,-0.68273497,"('repellent', 'pleasant')",-1.0538571,-1.20571,-0.38408402,-0.35396755,0.62139034,0.81104195,-0.3855178,-0.3578427,-0.0276751
25,0.6840138,0.5713349,"('egoistic', 'altruistic')",0.75051105,0.824083,1.3086047,1.2674165,0.45912275,0.5361509,0.800563,0.7997463,0.0008167
32,0.6591146,0.6402528,"('unkind', 'kind')",-0.5166299,-0.6047597,-0.19898802,-0.31170225,1.2139329,1.1652433,0.2893574,0.2222585,0.0670989
45,-0.658437,-0.3793794,"('incompetent', 'competent')",-2.0881407,-1.9381701,-0.33252305,-0.4988281,-0.5260295,-0.618464,-0.9012826,-0.8587104,-0.0425722
10,-0.6355237,-0.35455686,"('unsympathetic', 'sympathetic')",-2.0338855,-1.9934636,-1.1887485,-1.1996585,0.54748076,0.36064872,-0.8276692,-0.7967576,-0.0309116
30,-0.62697554,-0.70387715,"('intolerant', 'tolerant')",-2.3615272,-2.4110303,-0.132543,-0.36123648,0.36587906,0.1894902,-0.6887917,-0.8216635,0.1328718
49,-0.6129231,-0.49616814,"('unable', 'able')",-0.42701584,-0.39090598,-1.3041863,-1.1347708,-0.4834269,-0.6185739,-0.706888,-0.6601047,-0.0467833
17,-0.5739947,-0.53045404,"('nasty', 'nice')",-0.30493718,-0.39397576,-0.60380185,-0.4334278,-0.9193596,-1.077438,-0.6005234,-0.6088239,0.0083005
29,0.5704325,0.4222325,"('unfair', 'fair')",0.8139516,0.7630156,-0.9379251,-1.0285896,-0.18168232,-0.49906874,0.0661942,-0.0856026,0.1517968
75,0.55178577,0.3876543,"('meek', 'impulsive')",1.4298192,1.3972899,0.2508989,0.12738238,-0.523303,-0.29745132,0.4273002,0.4037188,0.0235814
61,0.55036986,0.3973048,"('illogical', 'logical')",0.34402886,0.09613095,-0.22975266,-0.3270095,0.44278175,0.20802319,0.276857,0.0936124,0.1832446
6,0.5164859,0.19114666,"('distant', 'open')",1.7701781,1.4783969,0.1099994,-0.33761275,0.7168245,0.4770855,0.778372,0.4522541,0.3261179
74,0.5109024,0.6021299,"('undedicated', 'dedicated')",0.00019745529,-0.078166634,0.2529217,0.039709613,-0.14669716,-0.1604296,0.1543311,0.1008108,0.0535203
31,-0.47212052,-0.5559077,"('evil', 'good')",0.9478611,0.8892478,-0.1493429,-0.32388222,-0.9538113,-0.9542849,-0.1568534,-0.2362068,0.0793534
54,0.4660794,0.6522054,"('incapable', 'capable')",1.0837419,1.137593,-0.27840957,-0.17945242,1.3200107,1.2853235,0.6478556,0.7239174,-0.0760618
65,-0.46451545,-0.48225832,"('insecure', 'secure')",-2.046928,-2.062733,-0.2867499,-0.44019413,-0.22707869,-0.5086259,-0.756318,-0.8734528,0.1171348
64,-0.45399204,-0.75797105,"('shy', 'confident')",-0.8627006,-1.1671331,0.7208173,0.5293531,-6.4201193,-6.3266454,-1.7539986,-1.9305991,0.1766005
2,0.43353343,0.38497186,"('unlikable', 'likable')",0.67598325,0.6338415,1.3376714,1.1407548,0.60578555,0.359187,0.7632434,0.6296889,0.1335545
36,-0.41969427,-0.8360428,"('hostile', 'amicable')",1.0841337,0.75662184,0.16942927,-0.61531913,-0.1364826,-0.20021403,0.1743465,-0.2237385,0.398085
40,0.4088785,0.38444048,"('stingy', 'generous')",-0.38473144,-0.4936313,0.10028057,-0.34879985,-1.7676528,-1.849506,-0.4108063,-0.5768742,0.1660679
21,-0.40163112,-0.3409868,"('immoral', 'moral')",-1.2173375,-1.3617442,-0.9717889,-0.718946,-0.8417406,-0.8041849,-0.8581245,-0.8064654,-0.0516591
41,0.3971478,0.31790766,"('unforgiving', 'forgiving')",-0.6585561,-0.6946435,0.30519572,-0.07994218,0.22575398,-0.12208917,0.0673853,-0.1446918,0.2120771
55,-0.39429915,-0.101103276,"('incompetent', 'clever')",-2.161657,-2.0631425,-0.08133971,-0.2623294,0.08255772,-0.21562481,-0.6386846,-0.66055,0.0218654
46,0.38776672,0.44612083,"('uncompetitive', 'competitive')",-1.0838624,-1.1734028,-0.12165826,-0.31842083,-1.307754,-1.2152492,-0.531377,-0.565238,0.033861
60,-0.37172934,-0.028083995,"('inefficient', 'efficient')",-2.2605305,-2.1118283,-0.00040733814,0.046709254,0.110015854,-0.0642545,-0.6306628,-0.5393644,-0.0912984
67,0.36932856,0.5902875,"('doubtful', 'determined')",0.38756928,0.61033493,0.37405276,0.94239295,-0.57659566,-0.44273266,0.1385887,0.4250707,-0.286482
44,-0.36682278,-0.28262785,"('prejudiced', 'unprejudiced')",-0.671531,-0.5956687,0.22553498,0.020445203,-1.4158589,-1.0996033,-0.5571694,-0.4893636,-0.0678058
35,0.3657786,0.08714642,"('corrupt', 'incorrupt')",2.120663,2.013061,0.35315824,0.40537,-0.57404387,-0.4914565,0.566389,0.5035303,0.0628587
47,-0.35215178,-0.2434715,"('stupid', 'smart')",-1.2501998,-1.253027,0.18435116,-0.13439901,5.309463,5.295531,0.9728657,0.9161583,0.0567074
79,0.3453938,0.23615167,"('wavering', 'unwavering')",1.5708758,1.4728276,-0.6896359,-0.7619195,-0.22341186,-0.22451296,0.2508054,0.1806367,0.0701687
50,-0.3343635,-0.19462511,"('clumsy', 'skillful')",0.3734435,0.47139204,-0.5848375,-0.33858514,0.13291477,0.28445444,-0.1032107,0.0556591,-0.1588698
83,0.33193773,0.2236847,"('powerless', 'powerful')",1.0232438,0.9559891,-0.012095053,-0.026260342,-0.6149297,-0.59786254,0.1820392,0.1388877,0.0431515
88,-0.3291245,-0.26640317,"('low', 'eminent')",0.19329669,0.2102632,-0.31782338,-0.08761655,-0.075268276,0.13544455,-0.1322299,-0.002078,-0.1301519
13,-0.30562645,-0.4145642,"('impolite', 'polite')",-1.0688037,-1.1037776,-0.613135,-0.46673316,-0.08111612,-0.31384465,-0.5171703,-0.5747299,0.0575596
53,0.29967862,0.43530557,"('uncreative', 'creative')",0.21204692,0.30834523,-0.16591045,-0.5355891,0.57081914,0.37493637,0.2291586,0.1457495,0.0834091
4,-0.29560167,-0.4809423,"('disliked', 'liked')",0.8596602,0.88277423,0.59002787,0.20734693,-7.605633,-7.2966385,-1.6128867,-1.6718649,0.0589782
18,-0.2714399,-0.27024895,"('disagreeable', 'welcoming')",0.06801711,0.056065917,-0.70424414,-0.7436429,-0.35462213,-0.53381,-0.3155723,-0.372909,0.0573367
70,-0.27018175,-0.10076381,"('lethargic', 'energetic')",-2.2300317,-2.1928298,-0.49302676,-0.79338586,0.75767225,0.9283668,-0.558892,-0.5396532,-0.0192388
38,0.26892158,0.27147606,"('untruthful', 'truthful')",0.8517486,0.9181716,0.08614865,-0.04418423,-0.050447196,-0.22010863,0.2890929,0.2313387,0.0577542
14,-0.2165624,-0.2645461,"('antisocial', 'social')",-1.436938,-1.6461672,1.000061,0.7335968,-0.038547326,-0.396228,-0.1729967,-0.3933361,0.2203394
34,-0.20900103,-0.33169815,"('mean', 'honorable')",-0.9845951,-1.0134761,-0.33122012,-0.51645994,4.1918583,4.357932,0.6667605,0.6240745,0.042686
72,0.20369884,0.4909148,"('unambitious', 'ambitious')",0.013006892,0.052862704,0.075877324,-0.24606127,0.46517977,0.4279134,0.1894407,0.1814074,0.0080333
22,-0.18368745,-0.41604468,"('untrustworthy', 'trustworthy')",-1.1354871,-1.4021219,-0.343776,-0.70550036,-0.9577265,-1.3195503,-0.6551692,-0.9608043,0.3056351
78,-0.17999336,0.26553175,"('nonresilient', 'resilient')",-0.26430562,-0.18026266,-0.7691187,-0.45500427,-0.49031577,-0.15961102,-0.4259334,-0.1323366,-0.2935968
42,-0.17675741,-0.016486188,"('unreliable', 'reliable')",-1.9705024,-1.9648066,-0.12523425,-0.40485194,-2.808763,-2.7006326,-1.2703142,-1.2716943,0.0013801
80,0.15624107,0.51543003,"('dominated', 'dominating')",-0.85399044,-0.6428865,0.4193092,0.75565743,-0.68351024,-0.43570974,-0.2404876,0.0481228,-0.2886104
37,0.13694979,0.09482697,"('fake', 'genuine')",-0.6946466,-0.66207653,-0.3879838,-0.5409241,0.40729707,0.32308033,-0.1345959,-0.1962733,0.0616774
66,-0.118542984,-0.018365107,"('inactive', 'active')",0.7478179,0.902517,0.89659977,0.96076924,1.0686903,1.1419584,0.6486412,0.7467198,-0.0980786
86,0.10763341,0.21745472,"('uninfluential', 'influential')",-0.3796109,-0.38673085,-0.45862263,-0.23846392,0.23914672,0.2667853,-0.1228634,-0.0352387,-0.0876247
87,0.09133194,0.16552259,"('unsuccessful', 'successful')",0.18600878,0.3938716,1.4620252,1.5431645,0.33655846,0.28392962,0.5189811,0.596622,-0.0776409
11,-0.09076556,-0.041344978,"('unhelpful', 'helpful')",-0.5748729,-0.5256562,-0.5572719,-0.5795819,1.325764,1.025919,0.0257134,-0.030166,0.0558794
48,0.08520785,0.32710308,"('unintelligent', 'intelligent')",-0.39353967,-0.27612233,-0.82098126,-0.61719406,0.31886342,0.22065917,-0.2026124,-0.0863885,-0.1162239
62,0.07681361,0.3329801,"('incompetent', 'brilliant')",-1.2279514,-1.1693004,-0.024710402,-0.069713466,0.1914207,0.15755852,-0.2461069,-0.1871188,-0.0589881
63,0.06369572,0.28490835,"('unperceptive', 'insightful')",-0.904707,-0.88017964,-0.21420386,-0.34824538,0.05902691,0.16799062,-0.2490471,-0.1938815,-0.0551656
7,0.04895711,0.091210745,"('insensitive', 'sensitive')",-1.0192729,-0.9234273,-1.0332338,-1.1656954,0.920544,0.724631,-0.2707514,-0.3183202,0.0475688
27,0.040074266,0.36052072,"('hardhearted', 'softhearted')",-0.366035,-0.14821547,-0.6399697,-0.6022999,1.5438973,1.5985,0.1444917,0.3021263,-0.1576346
19,-0.03819114,-0.16624025,"('inhospitable', 'hospitable')",0.850377,0.7633367,-0.43790647,-0.46832925,-0.38818634,-0.47731635,-0.0034767,-0.0871373,0.0836606
28,-0.036429755,-0.26148313,"('disloyal', 'loyal')",0.06224366,-0.075350225,-0.2062195,-0.37404817,0.9007344,0.7930935,0.1800822,0.020553,0.1595292
76,-0.027315158,0.05460945,"('anxious', 'daring')",-1.1451404,-1.0718999,-0.10367347,-0.10037101,0.00059747696,0.03355404,-0.3188829,-0.2710268,-0.0478561
58,0.023006871,0.039521784,"('undiscriminating', 'discriminating')",0.19266695,0.20804882,0.6631501,0.3259313,-0.33399597,-0.37397403,0.136207,0.049882,0.086325
