,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,male-female
60,2.3134906,2.3800855,"('inefficient', 'efficient')",3.0958457,4.410486,0.25318184,0.7024335,1.887506,2.4976684,-0.6101624
61,2.1161113,1.5823754,"('illogical', 'logical')",2.2864792,1.8713675,0.325067,0.09773991,1.5758859,1.1838276,0.3920583
39,2.03793,1.5849922,"('exploitative', 'cooperative')",1.827075,1.8248795,0.34276742,0.16938245,1.4025908,1.1930847,0.2095061
14,1.955059,2.0146842,"('antisocial', 'social')",2.251517,2.8445184,0.15669307,0.31588843,1.4544231,1.7250303,-0.2706072
8,-1.9208463,-1.7164589,"('unaffectionate', 'affectionate')",-1.2447685,-2.2598295,1.1002816,0.8923458,-0.6884445,-1.0279808,0.3395363
43,1.9003023,1.9835244,"('irresponsible', 'responsible')",1.8415083,2.7116282,1.2568859,1.3134097,1.6662321,2.0028542,-0.3366221
71,1.742081,1.462386,"('diffident', 'self-confident')",2.0060947,1.0677955,0.62735754,0.268097,1.458511,0.9327594,0.5257516
21,1.7353413,1.6946405,"('immoral', 'moral')",0.86913544,1.9540926,-0.60562235,-0.36288193,0.6662848,1.0952837,-0.4289989
56,1.7134652,1.8513061,"('impractical', 'practical')",1.5581864,2.3338494,0.54630196,0.6353264,1.2726512,1.6068273,-0.3341761
35,-1.6850572,-1.8322834,"('corrupt', 'incorrupt')",-2.5412283,-3.6249204,-0.10082489,-0.70543826,-1.4423701,-2.054214,0.6118439
6,-1.6284976,-1.6087433,"('distant', 'open')",-0.76210785,-1.4088761,0.1964322,-0.011322762,-0.7313911,-1.0096474,0.2782563
31,-1.4569873,-1.251939,"('evil', 'good')",-2.0702062,-3.2224436,-0.47967365,-0.82932574,-1.3356225,-1.7679027,0.4322802
36,-1.3701808,-1.7955462,"('hostile', 'amicable')",-1.1048075,-2.5172646,0.36450475,-0.25058067,-0.7034945,-1.5211306,0.8176361
70,1.3287575,1.5211437,"('lethargic', 'energetic')",2.52409,3.3647265,1.1597832,1.4274762,1.670877,2.1044486,-0.4335716
62,1.3010346,1.4774718,"('incompetent', 'brilliant')",2.2097843,2.8643389,0.45273152,0.5524284,1.3211835,1.631413,-0.3102295
11,1.2973214,1.0053711,"('unhelpful', 'helpful')",1.727203,1.8807273,2.2467911,2.0423098,1.7571052,1.6428027,0.1143025
81,1.1801058,1.0492299,"('submissive', 'aggressive')",1.7521845,3.23638,-0.74955344,-0.32839784,0.727579,1.3190708,-0.5914918
5,-1.173899,-1.1013883,"('distant', 'outgoing')",-1.0572579,-1.7751569,-0.13157004,-0.3571142,-0.7875756,-1.0778864,0.2903108
17,-1.1703094,-1.3580502,"('nasty', 'nice')",-0.68619895,-0.8510797,-0.21139477,-0.32962838,-0.689301,-0.8462528,0.1569518
24,1.1563631,1.1773487,"('dishonest', 'honest')",0.94933826,1.4059936,0.59566396,0.50664556,0.9004552,1.0299959,-0.1295407
73,1.1235114,0.97570235,"('helpless', 'self-reliant')",0.36578792,-0.021429779,-2.543517,-2.584591,-0.3514059,-0.5434395,0.1920336
13,1.0655355,1.1377162,"('impolite', 'polite')",1.7328334,2.349279,-0.21473923,0.018570509,0.8612099,1.1685219,-0.307312
66,-1.0526061,-1.0093457,"('inactive', 'active')",-0.53341234,-0.571682,1.0035452,0.7369473,-0.1941578,-0.2813601,0.0872023
25,-1.0471766,-1.1172463,"('egoistic', 'altruistic')",0.05124803,-0.5412427,0.7141342,0.4686953,-0.0939315,-0.3965979,0.3026664
65,1.0353668,1.0529104,"('insecure', 'secure')",2.1743279,2.869768,0.59298563,0.73702663,1.2675601,1.5532351,-0.285675
7,0.9986502,1.0429988,"('insensitive', 'sensitive')",1.8400388,2.6218464,0.832379,0.86835825,1.2236892,1.5110679,-0.2873787
30,0.98043346,1.1586825,"('intolerant', 'tolerant')",2.3643913,2.3911328,1.1104963,1.2951818,1.4851071,1.614999,-0.1298919
72,0.9797562,1.3851969,"('unambitious', 'ambitious')",-0.42091522,0.10648173,-0.022841645,0.18866317,0.1786665,0.5601139,-0.3814474
64,0.97763246,0.9499909,"('shy', 'confident')",1.2886635,1.8469857,-4.911329,-4.8966656,-0.8816776,-0.6998963,-0.1817813
75,-0.94331366,-1.0971235,"('meek', 'impulsive')",-0.2279849,-1.1462147,-0.44166726,-0.58544785,-0.5376553,-0.9429286,0.4052733
85,-0.92178845,-1.3525486,"('insignificant', 'prestigious')",-1.1878401,-2.4481637,0.021303065,-0.52263683,-0.6961085,-1.4411163,0.7450078
32,0.9168934,0.6477298,"('unkind', 'kind')",1.482756,1.9878905,1.2125702,1.0462898,1.2040732,1.2273033,-0.0232301
4,-0.91180754,-0.74952126,"('disliked', 'liked')",-1.2076586,-1.5486181,-4.7973733,-5.043474,-2.3056132,-2.4472046,0.1415914
42,0.91122854,1.0457965,"('unreliable', 'reliable')",1.1801614,1.6824987,-2.1019936,-2.0794902,-0.0035346,0.2162684,-0.219803
59,0.8880418,0.7453674,"('foolish', 'wise')",-0.7770355,-2.0452037,0.5068375,0.09466258,0.2059479,-0.4017246,0.6076725
74,0.8754958,1.1369345,"('undedicated', 'dedicated')",1.0925031,1.2681842,0.46287972,0.23741941,0.8102929,0.880846,-0.0705531
23,0.8722867,0.6771321,"('insincere', 'sincere')",1.4094634,2.0509968,5.0693493,4.9034734,2.4503665,2.5438674,-0.0935009
46,0.83790195,0.9771013,"('uncompetitive', 'competitive')",2.3461363,3.3090453,0.30753583,0.37018067,1.163858,1.5521091,-0.3882511
47,0.8297475,0.7581765,"('stupid', 'smart')",0.2683506,0.38989314,5.051786,5.2013288,2.0499614,2.1164662,-0.0665048
27,-0.80133957,-0.83840734,"('hardhearted', 'softhearted')",0.8014734,0.5878075,0.75823295,0.71049,0.2527889,0.1532967,0.0994922
45,0.80044055,1.0524589,"('incompetent', 'competent')",1.2501822,1.7586828,0.81790805,0.7725947,0.9561769,1.1945788,-0.2384019
80,0.78689176,0.8785785,"('dominated', 'dominating')",1.1235623,2.2913766,-0.6844391,-0.7280481,0.4086716,0.813969,-0.4052974
12,0.7763765,0.6051836,"('unsupportive', 'supportive')",1.3373275,1.0906202,-0.92516017,-1.1054952,0.3961813,0.1967695,0.1994118
22,0.7491766,0.99255806,"('untrustworthy', 'trustworthy')",1.4582429,1.7642522,-0.0036794767,-0.07424349,0.73458,0.8941889,-0.1596089
10,0.7371142,0.6564415,"('unsympathetic', 'sympathetic')",1.5078307,2.8456879,0.33115122,0.5376646,0.8586988,1.346598,-0.4878992
78,-0.7156086,-0.67216355,"('nonresilient', 'resilient')",0.48153675,0.1686891,0.29104766,0.31273505,0.0189919,-0.0635798,0.0825717
55,0.6636691,0.92950875,"('incompetent', 'clever')",2.0984526,3.2300053,0.7043793,0.9143633,1.1555003,1.6912924,-0.5357921
69,-0.6317952,-0.7216948,"('lazy', 'industrious')",-0.22342543,-0.83060193,-0.14679237,-0.33788446,-0.3340044,-0.6300604,0.296056
26,0.6233156,0.73087204,"('hardhearted', 'benevolent')",0.50196326,0.18602808,2.2727675,2.1257818,1.1326822,1.0142273,0.1184549
16,-0.6182,-1.2674526,"('unpopular', 'popular')",0.13303614,-0.089953884,0.49920177,0.16271025,0.0046793,-0.3982321,0.4029114
76,0.57946527,0.85713047,"('anxious', 'daring')",1.4851553,2.3640707,0.17121942,0.4497369,0.7452799,1.223646,-0.4783661
51,0.55565894,0.24786562,"('uneducated', 'educated')",0.018631954,0.025443513,-0.3982079,-0.6665343,0.0586943,-0.1310751,0.1897694
82,0.5547294,0.64806324,"('poor', 'rich')",1.1435709,1.1509337,5.4939847,5.3890777,2.3974284,2.3960249,0.0014035
15,0.5073256,0.38714483,"('boring', 'funny')",0.05024991,-0.21919456,0.4059366,0.13536134,0.3211707,0.1011039,0.2200668
3,0.49422857,0.37218526,"('repellent', 'pleasant')",0.62238604,1.4422753,0.33980626,0.57651776,0.4854736,0.7969928,-0.3115192
2,0.4880048,0.5863654,"('unlikable', 'likable')",1.3193249,1.4579902,0.692839,0.4934375,0.8333896,0.8459311,-0.0125415
87,0.4832867,0.26675597,"('unsuccessful', 'successful')",1.1366609,1.3101944,1.0311551,0.7263096,0.8837009,0.7677533,0.1159476
79,-0.46747324,-0.81909025,"('wavering', 'unwavering')",-1.6321115,-2.7553024,-0.026201025,-0.48497328,-0.7085953,-1.3531221,0.6445268
57,0.40907317,0.6143414,"('unimaginative', 'imaginative')",0.51759243,1.1832522,-0.9514156,-1.1383581,-0.00825,0.2197452,-0.2279952
9,-0.40705472,-0.44052288,"('unaffectionate', 'caring')",0.12973434,-0.33498564,1.2594934,0.99976575,0.327391,0.0747524,0.2526386
49,-0.39771658,-0.3498878,"('unable', 'able')",-0.5978757,-0.5813701,-0.11246941,-0.19936216,-0.3693539,-0.3768733,0.0075194
84,0.38845646,0.41087988,"('inferior', 'superior')",0.08509473,-0.22573651,0.39426234,0.38003373,0.2892712,0.1883924,0.1008788
19,-0.36309248,-0.56764174,"('inhospitable', 'hospitable')",-1.6164684,-2.011309,-0.57313496,-0.99317646,-0.8508986,-1.190709,0.3398104
86,0.35385302,0.41877526,"('uninfluential', 'influential')",0.8790957,1.6720457,0.22888966,0.29856572,0.4872795,0.7964622,-0.3091827
58,-0.34587613,-0.14836302,"('undiscriminating', 'discriminating')",0.6921946,0.7657148,0.5005075,0.39541423,0.2822753,0.3375887,-0.0553134
29,0.3417239,0.3012967,"('unfair', 'fair')",-0.23058018,-0.3634755,-0.7965855,-0.8610487,-0.2284806,-0.3077425,0.0792619
41,-0.26446897,-0.076390505,"('unforgiving', 'forgiving')",-0.17586,-0.08638403,0.42408442,0.2072857,-0.0054148,0.0148371,-0.0202519
53,0.25130564,0.13632157,"('uncreative', 'creative')",-0.20796256,-0.4323057,0.4314404,0.14139314,0.1582612,-0.0515303,0.2097915
37,-0.22648968,-0.14260122,"('fake', 'genuine')",0.3688943,0.97995216,0.2735375,0.26333982,0.1386474,0.3668969,-0.2282495
54,-0.21082523,-0.20501108,"('incapable', 'capable')",0.053169467,0.06398834,0.7815133,0.62720275,0.2079525,0.16206,0.0458925
0,0.19475287,-0.08283948,"('unsociable', 'sociable')",1.7801539,2.0976355,0.0100844875,0.0029963776,0.6616637,0.6725975,-0.0109338
18,-0.16125557,0.028876603,"('disagreeable', 'welcoming')",-0.12392573,-0.332153,-0.782617,-0.8595254,-0.3559328,-0.3876006,0.0316678
34,0.13873807,-0.014169148,"('mean', 'honorable')",0.5262439,0.5612397,4.9470334,5.0927396,1.8706717,1.8799367,-0.009265
33,0.13396814,0.17442645,"('wrong', 'right')",0.74783987,0.24461657,-0.27412808,-0.54730916,0.20256,-0.0427554,0.2453154
48,0.10275534,-0.032818496,"('unintelligent', 'intelligent')",1.0482639,1.0166392,0.31590343,0.47265372,0.4889742,0.4854915,0.0034827
83,-0.10158433,0.005606234,"('powerless', 'powerful')",-0.07693126,-0.42607844,-1.3855742,-1.1696503,-0.5213633,-0.5300408,0.0086775
77,0.08648898,0.09071991,"('unmotivated', 'motivated')",1.3030922,1.9907287,-1.0502242,-1.0031781,0.113119,0.3594235,-0.2463045
68,-0.08636476,-0.28966826,"('dependent', 'independent')",-0.38601986,-0.28094554,-0.8592857,-0.93501306,-0.4438901,-0.5018756,0.0579855
28,-0.076738715,0.09905351,"('disloyal', 'loyal')",0.9700105,1.0650729,0.89746386,0.7564895,0.5969119,0.6402053,-0.0432934
44,0.07640579,0.22660227,"('prejudiced', 'unprejudiced')",-0.009543624,-0.019913103,-1.374602,-1.3435329,-0.4359132,-0.3789479,-0.0569653
52,0.07309608,-0.43606007,"('irrational', 'rational')",-0.39166024,-1.6334175,-0.6998999,-1.2218401,-0.339488,-1.0971059,0.7576179
1,-0.06176251,-0.32008266,"('unfriendly', 'friendly')",0.5408966,-0.54738617,1.7109272,1.2909539,0.7300204,0.1411617,0.5888587
38,-0.05914627,-0.16676775,"('untruthful', 'truthful')",0.16610117,-0.16463453,0.8944065,0.7071523,0.3337871,0.12525,0.2085371
40,-0.050460555,0.37481177,"('stingy', 'generous')",0.77972937,0.9839941,-1.9851067,-1.7785586,-0.4186126,-0.1399176,-0.278695
88,-0.048155002,-0.42048544,"('low', 'eminent')",1.0560037,0.5169035,0.3568271,-0.09872912,0.454892,-0.0007703,0.4556623
50,-0.030654935,-0.3778059,"('clumsy', 'skillful')",0.56170094,0.07406412,0.006864935,-0.4977731,0.1793036,-0.2671716,0.4464752
63,0.029296935,-0.0037924983,"('unperceptive', 'insightful')",1.329958,1.5255626,1.2344084,1.2429492,0.8645544,0.9215732,-0.0570188
67,0.016528204,0.044605672,"('doubtful', 'determined')",0.2636422,0.6011871,-0.77738196,-0.5415527,-0.1657372,0.0347467,-0.2004839
20,0.016435567,-0.051245965,"('rough', 'thoughtful')",0.102241516,0.14627992,0.9634999,0.89857733,0.3607256,0.3312038,0.0295218
