,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
63,0.6461584,0.6956261,"('unperceptive', 'insightful')",0.96078825,0.9820035,0.55628157,0.8598484,0.7210761,0.845826,-0.1247499
45,0.6448244,0.62858015,"('incompetent', 'competent')",0.7898229,0.8398354,0.18918322,0.24736401,0.5412769,0.5719265,-0.0306496
42,0.643389,0.5057759,"('unreliable', 'reliable')",1.1615748,1.2769375,-2.824007,-2.7637513,-0.3396811,-0.3270126,-0.0126685
30,0.6093317,0.28094038,"('intolerant', 'tolerant')",1.825032,1.7070904,0.9439735,0.7087267,1.1261125,0.8989192,0.2271933
8,-0.6002139,-0.29937702,"('unaffectionate', 'affectionate')",-0.81979233,-0.8043183,0.18328302,0.03572088,-0.4122411,-0.3559915,-0.0562496
17,-0.5832653,-0.41458756,"('nasty', 'nice')",0.46500432,0.5849593,-0.43643886,-0.59411967,-0.1848999,-0.1412493,-0.0436506
26,0.55757344,0.50777763,"('hardhearted', 'benevolent')",1.8972789,1.6642188,1.14834,1.0217217,1.2010641,1.0645727,0.1364914
49,-0.55277133,-0.8812749,"('unable', 'able')",0.27993423,0.12735307,0.034391046,0.008951176,-0.079482,-0.2483235,0.1688415
22,0.52967006,0.69549197,"('untrustworthy', 'trustworthy')",0.9703879,1.1269284,-0.6910901,-0.5885425,0.2696559,0.4112926,-0.1416367
0,0.5244443,0.20604727,"('unsociable', 'sociable')",0.30383402,0.32788858,0.2552878,0.28420806,0.3611887,0.2727146,0.0884741
40,0.44999242,0.8125056,"('stingy', 'generous')",-0.07467811,0.27330136,-2.8322334,-2.6017478,-0.8189731,-0.5053136,-0.3136595
28,0.41874784,0.66342354,"('disloyal', 'loyal')",0.1378099,0.4218861,0.9939764,1.1095978,0.5168447,0.7316358,-0.2147911
27,0.40445194,0.15764451,"('hardhearted', 'softhearted')",0.34267578,0.4464467,0.7348946,0.6944088,0.4940074,0.4328333,0.0611741
68,0.39082807,0.37359288,"('dependent', 'independent')",-1.8164599,-1.6073867,-1.1413977,-0.95047104,-0.8556765,-0.7280883,-0.1275882
48,0.38654447,0.19039652,"('unintelligent', 'intelligent')",0.2354451,0.30433035,0.81397355,0.8516743,0.4786544,0.4488004,0.029854
47,0.38254738,0.2910829,"('stupid', 'smart')",0.60289985,0.55015254,5.8839417,5.8414207,2.2897964,2.2275521,0.0622443
64,-0.37842795,-0.51564246,"('shy', 'confident')",0.95549154,1.1729163,-6.4632177,-6.2471194,-1.9620514,-1.8632819,-0.0987695
3,0.3743833,0.5468556,"('repellent', 'pleasant')",0.77549314,0.8304063,1.0965295,1.1940749,0.748802,0.8571122,-0.1083102
13,0.3735765,0.34678864,"('impolite', 'polite')",1.0433159,1.2191542,0.12753165,0.060147732,0.514808,0.5420302,-0.0272222
73,-0.3691129,-0.041050494,"('helpless', 'self-reliant')",-0.14439245,-0.014644749,-3.8447876,-3.6304605,-1.4527644,-1.2287186,-0.2240458
37,0.36379132,0.4312284,"('fake', 'genuine')",-0.10705602,0.070534736,-0.10911395,-0.089115836,0.0492071,0.1375491,-0.088342
67,0.35413098,0.022585824,"('doubtful', 'determined')",0.468755,0.24933052,-0.21235758,-0.4929253,0.2035095,-0.0736697,0.2771792
29,-0.32814884,-0.3118664,"('unfair', 'fair')",-0.5637171,-0.37805182,-0.5165295,-0.63355756,-0.4694652,-0.4411586,-0.0283066
25,-0.25954345,-0.03159997,"('egoistic', 'altruistic')",-0.5273103,-0.4306099,0.87334573,0.94769186,0.0288306,0.1618273,-0.1329967
58,0.25932968,0.4895015,"('undiscriminating', 'discriminating')",-0.29734275,-0.3049031,-0.26321992,-0.16882814,-0.100411,0.0052568,-0.1056678
61,-0.21655272,-0.35961917,"('illogical', 'logical')",0.41802648,0.5971297,0.583773,0.58924985,0.2617489,0.2755868,-0.0138379
57,-0.20317817,-0.0071238987,"('unimaginative', 'imaginative')",0.67370975,0.71929866,-3.012885,-3.0128007,-0.8474512,-0.7668753,-0.0805759
54,-0.20275706,-0.63259375,"('incapable', 'capable')",-0.16747028,-0.38201702,0.7404145,0.5437531,0.1233957,-0.1569526,0.2803483
84,0.19645417,0.45573685,"('inferior', 'superior')",-0.17522848,-0.015879197,0.18095109,0.31491366,0.0673923,0.2515905,-0.1841982
86,-0.1632183,-0.07821791,"('uninfluential', 'influential')",-0.32863355,-0.112323046,-0.29504004,-0.2702398,-0.2622973,-0.1535936,-0.1087037
20,-0.14455968,-0.28178218,"('rough', 'thoughtful')",0.4979692,0.47672698,0.6518655,0.6708176,0.3350917,0.2885875,0.0465042
38,0.14166571,0.16630824,"('untruthful', 'truthful')",0.54519814,0.6351462,-0.1894778,-0.13153613,0.1657953,0.2233061,-0.0575108
51,-0.12919405,-0.34990764,"('uneducated', 'educated')",-0.2608138,-0.19417661,0.0990175,0.08170466,-0.0969968,-0.1541265,0.0571297
83,-0.118743725,0.019180201,"('powerless', 'powerful')",0.6665672,0.7146524,-0.8754433,-0.71523094,-0.1092066,0.0062006,-0.1154072
33,0.117781185,0.31252247,"('wrong', 'right')",-0.056705885,-0.040935397,-0.81132495,-0.9208689,-0.2500832,-0.2164273,-0.0336559
88,0.11625694,-0.43679813,"('low', 'eminent')",-0.64795923,-1.1961418,-0.17544883,-0.3595872,-0.235717,-0.6641757,0.4284587
79,-0.116148986,-0.16221862,"('wavering', 'unwavering')",-0.653965,-0.78897506,-0.8711601,-0.9427535,-0.5470914,-0.6313157,0.0842243
15,0.104640745,-0.19230321,"('boring', 'funny')",0.18697712,0.014266817,-0.11595262,-0.33231425,0.0585551,-0.1701169,0.228672
59,-0.097915426,-0.18463299,"('foolish', 'wise')",0.028568167,0.045542926,-0.041156515,-0.16883218,-0.0368346,-0.1026407,0.0658061
34,0.09279277,-0.1149416,"('mean', 'honorable')",0.6311821,0.56703544,5.6745625,5.6983733,2.1328457,2.0501556,0.0826901
87,-0.07052156,-0.48507702,"('unsuccessful', 'successful')",0.57654023,0.40766874,0.64262956,0.7202097,0.3828828,0.2142671,0.1686157
41,0.03503891,-0.16604067,"('unforgiving', 'forgiving')",1.2569584,1.0720043,-0.3595994,-0.45571056,0.3107993,0.1500844,0.1607149
9,-0.03192185,0.14978787,"('unaffectionate', 'caring')",0.14257774,0.30824113,1.0076396,1.0525821,0.3727652,0.5035371,-0.1307719
66,0.0150049925,0.020050839,"('inactive', 'active')",-0.67355,-0.7031949,0.014679346,0.074953005,-0.2146219,-0.2027304,-0.0118915
