,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.6158876,-2.5936117,"('hostile', 'amicable')",-1.5092303,-1.8053544,-1.1547103,-1.3619697,-1.7599427,-1.9203119,0.1603692
31,-2.1404564,-1.6596473,"('evil', 'good')",-1.5106087,-1.6370736,-1.476572,-1.6353667,-1.7092123,-1.6440293,-0.065183
6,-1.791003,-1.676753,"('distant', 'open')",-1.112014,-0.9647324,-0.7853445,-0.91993415,-1.2294539,-1.1871398,-0.0423141
14,1.7367984,1.1380494,"('antisocial', 'social')",2.386868,2.3878894,0.188227,-0.02713001,1.4372978,1.1662695,0.2710283
56,1.7298437,1.4881698,"('impractical', 'practical')",2.0784955,2.194477,0.29159155,0.16749981,1.3666436,1.2833822,0.0832614
65,1.6986779,1.329962,"('insecure', 'secure')",1.7517499,1.8352269,0.7278049,0.63645804,1.3927442,1.2672156,0.1255286
5,-1.6865916,-1.5835704,"('distant', 'outgoing')",-1.0060675,-0.94173175,-0.7921181,-0.78692293,-1.1615924,-1.104075,-0.0575174
60,1.6249868,1.0746759,"('inefficient', 'efficient')",1.7029426,1.8096001,0.799108,0.76564276,1.3756792,1.2166395,0.1590397
70,1.5759441,1.434859,"('lethargic', 'energetic')",0.85209656,0.910186,0.58221817,0.6569648,1.0034196,1.00067,0.0027496
76,1.5145395,1.139914,"('anxious', 'daring')",1.1848034,1.1735547,0.32117933,0.2964586,1.0068407,0.8699757,0.136865
80,1.4794136,1.309077,"('dominated', 'dominating')",0.66494197,0.7541686,-0.30781448,-0.13924807,0.6121804,0.6413325,-0.0291521
81,1.4647737,1.059303,"('submissive', 'aggressive')",1.7177371,1.8031268,-0.12744856,-0.09296351,1.0183541,0.9231555,0.0951986
19,-1.421444,-1.5045308,"('inhospitable', 'hospitable')",-1.3642021,-1.5893254,-1.1143229,-1.1786866,-1.2999897,-1.424181,0.1241913
4,-1.3910064,-1.2417783,"('disliked', 'liked')",-0.52903044,-0.5186098,-7.904102,-7.6909027,-3.2747129,-3.1504304,-0.1242825
12,1.3704044,1.4939574,"('unsupportive', 'supportive')",1.0085263,1.1421294,-2.0726297,-2.0131643,0.1021003,0.2076409,-0.1055406
35,-1.3340976,-1.3329228,"('corrupt', 'incorrupt')",-1.9365988,-2.084481,-1.2586184,-1.3628604,-1.5097717,-1.5934213,0.0836496
69,-1.3245336,-1.5292063,"('lazy', 'industrious')",-0.21114439,-0.344097,-1.2757773,-1.2467142,-0.9371517,-1.0400058,0.1028541
77,-1.3100071,-1.3824776,"('unmotivated', 'motivated')",0.39750928,0.54019797,-0.8885936,-0.69349015,-0.6003638,-0.5119233,-0.0884405
43,1.2936794,0.9294362,"('irresponsible', 'responsible')",1.428608,1.33684,0.82483375,0.6970804,1.1823737,0.9877856,0.1945881
10,1.2867696,1.4035368,"('unsympathetic', 'sympathetic')",0.1292185,0.41222385,0.18790837,0.07354208,0.5346322,0.6297676,-0.0951354
16,-1.269481,-1.2035787,"('unpopular', 'popular')",-1.3127817,-1.3666147,0.05487129,0.005625941,-0.8424637,-0.8548558,0.0123921
62,1.2498252,1.1945863,"('incompetent', 'brilliant')",1.4199973,1.4872606,1.0438095,1.2388666,1.2378774,1.3069045,-0.0690271
7,1.2297851,1.1023327,"('insensitive', 'sensitive')",1.3089637,1.4237559,0.6856963,0.67930377,1.074815,1.0684641,0.0063509
85,-1.2009236,-1.3088701,"('insignificant', 'prestigious')",-1.617487,-1.9957293,-1.2055563,-1.4654006,-1.3413223,-1.59,0.2486777
55,1.1492869,0.959243,"('incompetent', 'clever')",0.28183854,0.40177956,0.6678499,0.7117275,0.6996584,0.6909167,0.0087417
52,-1.1210301,-1.1606508,"('irrational', 'rational')",-1.2835623,-1.3739896,-0.5270201,-0.6735335,-0.9772042,-1.0693913,0.0921871
23,1.085353,0.63469523,"('insincere', 'sincere')",2.2981727,2.1791403,6.8960023,6.6244354,3.4265092,3.1460902,0.280419
18,1.0780106,0.951842,"('disagreeable', 'welcoming')",-0.3173788,-0.54186094,-0.6641277,-0.71607876,0.032168,-0.1020326,0.1342006
46,1.0737337,1.1526674,"('uncompetitive', 'competitive')",0.7462722,0.763143,-0.758284,-0.4488142,0.3539073,0.4889987,-0.1350914
78,-1.0154846,-0.896673,"('nonresilient', 'resilient')",0.7734297,1.017314,-0.097356305,0.27067736,-0.1131371,0.1304394,-0.2435765
1,-1.0148085,-0.7712871,"('unfriendly', 'friendly')",-0.8265917,-0.6967701,1.0058683,0.8953574,-0.2785106,-0.1908999,-0.0876107
21,0.97920626,0.6135607,"('immoral', 'moral')",1.3934011,1.5446025,-0.16222288,-0.05521586,0.7367949,0.7009824,0.0358125
32,0.9577354,0.67334604,"('unkind', 'kind')",1.3704995,1.3378608,1.0051413,0.8688815,1.1111254,0.9600294,0.151096
82,0.9205797,0.5381747,"('poor', 'rich')",0.15285489,0.093752176,7.040173,6.8212857,2.7045358,2.4844042,0.2201316
71,0.9064798,0.7968257,"('diffident', 'self-confident')",0.5729344,0.53039426,0.5576679,0.48035273,0.6790274,0.6025242,0.0765032
39,0.8953175,0.7833759,"('exploitative', 'cooperative')",1.4008654,1.3671587,0.26713327,0.18075049,0.8544387,0.777095,0.0773437
2,0.873846,0.285005,"('unlikable', 'likable')",2.1909478,1.9514656,0.6610979,0.64085925,1.2419639,0.9591099,0.282854
72,0.8725291,0.98633397,"('unambitious', 'ambitious')",0.9915613,1.029803,-0.034086138,-0.058736347,0.6100014,0.6524669,-0.0424655
11,0.82572484,0.73570496,"('unhelpful', 'helpful')",1.3720453,1.3947772,2.4631011,2.5002584,1.5536238,1.5435802,0.0100436
24,0.7818349,0.81578344,"('dishonest', 'honest')",0.6752837,0.8863264,0.6392488,0.6051745,0.6987891,0.7690948,-0.0703057
75,-0.7319857,-0.45193884,"('meek', 'impulsive')",-0.6990481,-0.8492723,-0.94541913,-0.8411288,-0.792151,-0.7141133,-0.0780377
50,-0.68913245,-0.8995492,"('clumsy', 'skillful')",-0.31842294,-0.50874054,0.0035171695,0.058803648,-0.3346794,-0.4498287,0.1151493
44,0.6801713,0.26620603,"('prejudiced', 'unprejudiced')",0.11340343,-0.0151148215,-1.0656908,-1.2054188,-0.0907053,-0.3181092,0.2274039
53,-0.67099226,-0.50577295,"('uncreative', 'creative')",-1.152843,-1.0874027,0.39043573,0.35171902,-0.4777999,-0.4138189,-0.063981
74,0.66611314,0.39030918,"('undedicated', 'dedicated')",0.43022996,0.354196,-0.715952,-0.75575936,0.126797,-0.0037514,0.1305484
