,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,male-female
38,-1.0817348,-0.8297742,"('untruthful', 'truthful')",-0.9527878,-0.7915742,-0.2984986,-0.017797459,-0.7776737,-0.546382,-0.2312917
79,-1.0563778,-1.1347054,"('wavering', 'unwavering')",-1.9639832,-2.1086144,-0.24753346,-0.39644998,-1.0892982,-1.2132567,0.1239585
82,-1.0456966,-0.79658955,"('poor', 'rich')",0.58211493,0.79982173,5.5816374,5.9382143,1.7060186,1.9804821,-0.2744635
70,-1.0447723,-0.6605841,"('lethargic', 'energetic')",-0.126271,-0.015292233,0.24981347,0.6325638,-0.3070766,-0.0144375,-0.2926391
39,0.97812957,1.1237458,"('exploitative', 'cooperative')",0.56174326,0.65562373,0.058859557,0.20380877,0.5329108,0.6610595,-0.1281487
57,-0.97551036,-0.9193394,"('unimaginative', 'imaginative')",0.56554914,0.6077134,-2.0917323,-2.276902,-0.8338978,-0.8628426,0.0289448
34,-0.9420272,-0.7771688,"('mean', 'honorable')",-0.54974073,-0.36704236,5.4951615,5.829308,1.3344646,1.5616989,-0.2272343
54,-0.85778415,-0.6566104,"('incapable', 'capable')",-0.06378953,-0.031695783,1.0446912,1.0727848,0.0410392,0.1281595,-0.0871203
68,-0.8426476,-0.6579296,"('dependent', 'independent')",-0.40366024,-0.39221975,-0.4801554,-0.44841212,-0.5754878,-0.4995205,-0.0759673
58,-0.80873805,-1.0165725,"('undiscriminating', 'discriminating')",0.32578593,0.1815826,-0.26927957,-0.3978063,-0.2507439,-0.4109321,0.1601882
69,0.7881742,0.75119144,"('lazy', 'industrious')",0.15330274,0.13396128,-0.01471401,-0.22639441,0.308921,0.2195861,0.0893349
88,-0.74490404,-0.6428794,"('low', 'eminent')",0.3755069,0.47379315,0.35057324,0.32359523,-0.0062746,0.051503,-0.0577776
21,-0.7323696,-0.46223918,"('immoral', 'moral')",1.133519,1.1712964,-1.0101664,-0.6566569,-0.2030057,0.0174668,-0.2204725
32,-0.730575,-0.3321746,"('unkind', 'kind')",0.49572685,0.6330391,0.8630896,1.0542698,0.2094138,0.4517114,-0.2422976
61,-0.6531651,-0.36884344,"('illogical', 'logical')",0.60499465,0.73565215,-0.12891366,-0.020400641,-0.059028,0.1154694,-0.1744974
81,-0.6354415,-0.20822437,"('submissive', 'aggressive')",1.5739331,1.7288799,-0.98624814,-0.5638913,-0.0159188,0.3189214,-0.3348402
20,0.5841578,0.33955243,"('rough', 'thoughtful')",1.6073965,1.4373218,0.936075,0.90446454,1.0425431,0.8937796,0.1487635
28,-0.5543597,-0.59561336,"('disloyal', 'loyal')",0.25162464,0.14915109,0.88204396,0.9313594,0.193103,0.1616324,0.0314706
27,-0.54468024,-0.5161595,"('hardhearted', 'softhearted')",-0.05104239,-0.07902698,1.1826273,0.98171085,0.1956349,0.1288415,0.0667934
67,0.53999925,0.87621313,"('doubtful', 'determined')",-0.06852737,0.15401334,-0.73457265,-0.40966228,-0.0877003,0.2068547,-0.294555
9,-0.53329617,-0.4416752,"('unaffectionate', 'caring')",-0.16892007,-0.21253993,1.2891799,1.1640164,0.1956546,0.1699338,0.0257208
72,-0.48610705,-0.3363062,"('unambitious', 'ambitious')",-0.09824628,-0.0062577333,-1.3966781,-1.1859856,-0.6603438,-0.5095165,-0.1508273
77,-0.4860141,-0.46205354,"('unmotivated', 'motivated')",0.9197931,0.9746682,-1.0871625,-0.9392168,-0.2177945,-0.1422007,-0.0755938
51,-0.47281092,-0.28062022,"('uneducated', 'educated')",0.8040735,0.75658524,0.47562012,0.60182685,0.2689609,0.359264,-0.0903031
84,0.45928735,0.54707843,"('inferior', 'superior')",0.22439994,0.22808146,0.9350844,0.9284354,0.5395906,0.5678651,-0.0282745
8,-0.45594412,-0.62731874,"('unaffectionate', 'affectionate')",-0.39945272,-0.49992058,0.86140966,0.6313018,0.0020043,-0.1653125,0.1673168
3,-0.44468847,-0.5706876,"('repellent', 'pleasant')",0.48234943,0.30335945,0.07561531,0.13773037,0.0377588,-0.0431993,0.0809581
22,-0.4379212,-0.3370201,"('untrustworthy', 'trustworthy')",-0.25949356,-0.13142833,-0.87622976,-0.76771086,-0.5245482,-0.4120531,-0.1124951
18,-0.42537057,-0.33573902,"('disagreeable', 'welcoming')",-0.28537908,-0.22666854,-0.18425286,-0.11054504,-0.2983342,-0.2243175,-0.0740167
25,-0.4185865,-0.34456253,"('egoistic', 'altruistic')",-0.30078766,-0.33898267,1.6139619,1.5783777,0.2981959,0.2982775,-8.16e-05
48,0.415492,0.40852407,"('unintelligent', 'intelligent')",1.9372088,1.9437647,0.8784246,0.9933815,1.0770418,1.1152234,-0.0381816
47,-0.4065063,-0.20597129,"('stupid', 'smart')",0.94503343,1.0996705,4.9015236,5.2218385,1.8133502,2.0385125,-0.2251623
62,-0.38395494,0.12007967,"('incompetent', 'brilliant')",1.3653066,1.6063237,-0.26095268,0.15603517,0.240133,0.6274795,-0.3873465
52,0.37230676,0.1293228,"('irrational', 'rational')",-0.9050806,-1.2619822,0.38856855,-0.13922752,-0.0480684,-0.4239623,0.3758939
13,-0.3702577,0.15067405,"('impolite', 'polite')",0.43903315,0.82480955,-0.47761264,-0.18878073,-0.1362791,0.2622343,-0.3985134
59,0.36516452,0.30613393,"('foolish', 'wise')",-0.20068817,-0.41603664,0.61499584,0.3670981,0.2598241,0.0857318,0.1740923
41,-0.36159328,-0.39627916,"('unforgiving', 'forgiving')",-0.93859315,-0.9208409,0.20469397,0.19199188,-0.3651641,-0.3750427,0.0098786
44,0.36046556,0.37283257,"('prejudiced', 'unprejudiced')",-0.001347715,-0.042750604,-1.2597064,-1.1561533,-0.3001962,-0.2753571,-0.0248391
30,-0.35837463,0.12698147,"('intolerant', 'tolerant')",1.5166876,1.8146079,0.95337385,1.2519065,0.7038956,1.0644986,-0.360603
74,-0.351523,-0.09276408,"('undedicated', 'dedicated')",0.0033613686,0.12748608,0.0050816163,-0.0147027895,-0.11436,0.0066731,-0.1210331
78,-0.34500566,-0.6767521,"('nonresilient', 'resilient')",1.1872884,0.8511386,0.3051465,0.18599582,0.3824764,0.1201274,0.262349
2,-0.31642526,0.021465208,"('unlikable', 'likable')",0.17673497,0.35391405,0.621726,0.7375293,0.1606786,0.3709695,-0.2102909
11,-0.3163207,-0.12548552,"('unhelpful', 'helpful')",0.8698251,0.93804324,1.6493456,2.0654047,0.7342834,0.9593208,-0.2250374
50,0.3106199,0.2652908,"('clumsy', 'skillful')",0.20816089,0.07307812,0.35808197,0.2742566,0.2922876,0.2042085,0.0880791
64,-0.29624003,0.012141656,"('shy', 'confident')",-0.23646481,-0.009600371,-5.758531,-5.7924275,-2.0970786,-1.9299622,-0.1671164
56,-0.29444245,0.33405924,"('impractical', 'practical')",0.70639384,1.1249532,-0.60956454,-0.17593515,-0.065871,0.4276924,-0.4935634
36,-0.29364192,-0.6715345,"('hostile', 'amicable')",-1.1282054,-1.4007385,0.68442863,0.1579211,-0.2458062,-0.6381173,0.3923111
55,-0.2930625,-0.031216165,"('incompetent', 'clever')",1.3757569,1.5830797,-0.25839156,0.06459862,0.2747676,0.5388207,-0.2640531
76,-0.28320956,0.13968068,"('anxious', 'daring')",0.54921484,0.7167669,-0.14883485,0.19725443,0.0390568,0.351234,-0.3121772
16,-0.2801215,-0.43046647,"('unpopular', 'popular')",-0.48244455,-0.704259,0.73626417,0.49763352,-0.0087673,-0.212364,0.2035967
83,-0.2765174,-0.27670807,"('powerless', 'powerful')",0.4014476,0.42467594,-1.2790685,-1.1573634,-0.3847128,-0.3364652,-0.0482476
49,-0.27137208,-0.023573745,"('unable', 'able')",0.35744494,0.62840426,0.1979752,0.2999711,0.0946827,0.3016005,-0.2069178
26,0.26784745,0.05645785,"('hardhearted', 'benevolent')",1.0466745,0.86715204,2.0009868,1.8733811,1.1051696,0.9323304,0.1728392
4,-0.2675087,-0.38089958,"('disliked', 'liked')",-0.7846654,-0.91634715,-5.1017184,-5.6002927,-2.0512975,-2.2991797,0.2478822
12,-0.25420287,-0.080175854,"('unsupportive', 'supportive')",0.25161257,0.2361659,-1.5746615,-1.5580617,-0.5257506,-0.4673572,-0.0583934
7,-0.2535651,0.04124068,"('insensitive', 'sensitive')",0.6787521,0.81043124,0.49878818,0.6519348,0.3079917,0.5012023,-0.1932106
14,0.21604577,0.50057966,"('antisocial', 'social')",1.8457865,2.0379744,-1.0309432,-0.54519594,0.3436297,0.6644527,-0.320823
42,-0.19528124,0.22885032,"('unreliable', 'reliable')",-1.1856565,-1.1917026,-2.7445436,-2.715919,-1.3751605,-1.2262571,-0.1489034
80,-0.18974663,-0.16686273,"('dominated', 'dominating')",0.7718,0.55426484,-1.3818126,-1.2424505,-0.2665864,-0.2850161,0.0184297
60,0.1654105,0.61497176,"('inefficient', 'efficient')",2.0342844,2.4545891,-0.3844658,0.29809666,0.6050764,1.1225526,-0.5174762
35,0.14558923,-0.03319965,"('corrupt', 'incorrupt')",-1.3226917,-1.4634986,-0.103612535,-0.40221733,-0.426905,-0.6329718,0.2060668
15,0.1412163,0.37607384,"('boring', 'funny')",-0.37397167,-0.22192834,0.65207106,0.4812087,0.1397719,0.2117847,-0.0720128
71,0.13662854,0.26454335,"('diffident', 'self-confident')",0.73896325,0.73377836,0.7439481,0.6030525,0.5398466,0.5337914,0.0060552
17,0.11448554,0.24086772,"('nasty', 'nice')",-0.7286418,-0.71542424,-0.59517664,-0.4920684,-0.403111,-0.3222083,-0.0809027
65,-0.10240144,0.2731429,"('insecure', 'secure')",0.36526015,0.6587029,-0.65607417,-0.309653,-0.1310718,0.2073976,-0.3384694
40,-0.10034935,-0.25773743,"('stingy', 'generous')",-0.17121878,-0.30253425,-1.3574325,-1.7083805,-0.5430002,-0.7562174,0.2132172
31,-0.087564796,-0.38045812,"('evil', 'good')",-1.4078444,-1.5982417,-0.6698771,-1.1706505,-0.7217621,-1.0497834,0.3280213
87,-0.077538766,0.099923626,"('unsuccessful', 'successful')",0.7857841,0.65058297,0.79497695,0.67937547,0.5010741,0.4766273,0.0244468
33,0.070022136,0.02498559,"('wrong', 'right')",-0.106719375,-0.12681895,-0.2665798,-0.5854228,-0.1010923,-0.2290854,0.1279931
85,-0.06501625,-0.46206152,"('insignificant', 'prestigious')",-0.28044972,-0.74532795,0.8607426,0.31070584,0.1717589,-0.2988945,0.4706534
29,0.063900225,0.17986071,"('unfair', 'fair')",-1.2023561,-1.1538949,-0.7110243,-0.6448772,-0.6164934,-0.5396371,-0.0768563
37,0.053701013,0.12788254,"('fake', 'genuine')",-0.40113622,-0.40694958,0.1824891,0.22394088,-0.054982,-0.0183754,-0.0366066
75,0.0032568518,0.0011285022,"('meek', 'impulsive')",-0.35169885,-0.3957593,-0.22755875,-0.3228908,-0.1920003,-0.2391739,0.0471736
