,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.7783475,-1.7882288,"('distant', 'open')",-1.9365783,-1.8554902,0.51082295,0.23081239,-1.0680343,-1.1376355,0.0696012
5,-1.7008913,-1.5542088,"('distant', 'outgoing')",-1.9069734,-1.7483271,0.09857297,-0.034191925,-1.1697639,-1.1122426,-0.0575213
10,-1.69736,-1.3996905,"('unsympathetic', 'sympathetic')",-0.033548225,0.106379405,-0.89179766,-0.54033667,-0.8742353,-0.6112159,-0.2630194
66,-1.5779371,-1.4262898,"('inactive', 'active')",-1.1961117,-1.2692938,0.8183329,0.7006642,-0.6519053,-0.6649731,0.0130678
86,-1.4757856,-1.371881,"('uninfluential', 'influential')",0.2634808,0.24785164,-0.2750204,-0.2944954,-0.4957751,-0.4728416,-0.0229335
24,-1.408741,-1.0734982,"('dishonest', 'honest')",-1.386957,-1.086058,0.3746813,0.7628754,-0.8070056,-0.4655604,-0.3414452
53,-1.4026926,-1.2835919,"('uncreative', 'creative')",0.44293544,0.5415715,1.0360789,1.0111638,0.0254406,0.0897145,-0.0642739
19,-1.3954312,-1.181554,"('inhospitable', 'hospitable')",-1.5545515,-1.4200459,0.08015145,0.068119355,-0.9566104,-0.8444935,-0.1121169
73,1.380546,1.3274741,"('helpless', 'self-reliant')",0.7784334,0.6178414,-2.54751,-2.8622043,-0.1295102,-0.3056296,0.1761194
63,-1.3239462,-1.0410199,"('unperceptive', 'insightful')",0.004782904,0.051109556,0.7795403,0.8648271,-0.1798743,-0.0416944,-0.1381799
0,-1.2475823,-0.9522164,"('unsociable', 'sociable')",-0.004817933,0.12867281,-0.4419045,-0.25541738,-0.5647682,-0.3596536,-0.2051146
1,-1.1601139,-1.2307405,"('unfriendly', 'friendly')",-0.46931732,-0.49957708,1.9246767,1.6422329,0.0984151,-0.0293616,0.1277767
23,-1.1298069,-0.9118235,"('insincere', 'sincere')",-0.34584424,-0.12634516,4.667471,5.200332,1.0639399,1.3873879,-0.323448
46,-1.1150018,-0.9402681,"('uncompetitive', 'competitive')",0.30072352,0.43078035,-0.772568,-0.5209212,-0.5289487,-0.3434696,-0.1854791
45,-1.1042174,-0.8204705,"('incompetent', 'competent')",-0.28185394,-0.1848425,-0.6339502,-0.4671368,-0.6733405,-0.4908166,-0.1825239
43,-1.0837204,-0.5879655,"('irresponsible', 'responsible')",-0.26736903,0.07226275,-0.00061666965,0.43925357,-0.4505687,-0.0254831,-0.4250856
