,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
25,-0.5676781,-0.5947853,"('egoistic', 'altruistic')",1.2075777,1.186708,0.3199498,0.2959614,0.0239884
27,-0.5669954,-0.3350091,"('hardhearted', 'softhearted')",0.9271651,1.126045,0.1800849,0.3955179,-0.215433
87,0.56134224,0.42652872,"('unsuccessful', 'successful')",0.38030612,0.4937003,0.4708242,0.4601145,0.0107097
45,-0.5471208,-0.5348215,"('incompetent', 'competent')",-0.068007365,-0.019000977,-0.3075641,-0.2769113,-0.0306528
14,0.53175217,0.46844536,"('antisocial', 'social')",-0.33316612,-0.233051,0.099293,0.1176972,-0.0184042
62,0.51714325,0.5803464,"('incompetent', 'brilliant')",0.48389938,0.6997696,0.5005213,0.640058,-0.1395367
72,-0.51428425,-0.7146856,"('unambitious', 'ambitious')",-0.9492384,-0.89351326,-0.7317613,-0.8040994,0.0723381
29,-0.5004594,-0.362925,"('unfair', 'fair')",-0.80748856,-0.78645784,-0.6539739,-0.5746914,-0.0792825
48,-0.49770015,-0.24368563,"('unintelligent', 'intelligent')",0.70178103,1.067486,0.1020404,0.4119002,-0.3098598
7,-0.48715234,-0.29803544,"('insensitive', 'sensitive')",0.25833443,0.71197826,-0.114409,0.2069714,-0.3213804
50,0.4494364,0.38350323,"('clumsy', 'skillful')",0.16306238,0.35978314,0.3062494,0.3716432,-0.0653938
65,0.44893116,0.3985249,"('insecure', 'secure')",0.042320184,-0.03248894,0.2456257,0.183018,0.0626077
57,-0.44419134,-0.57836115,"('unimaginative', 'imaginative')",-2.2682416,-2.226984,-1.3562164,-1.4026725,0.0464561
66,-0.4397613,-0.56866896,"('inactive', 'active')",0.13585573,0.12646163,-0.1519528,-0.2211037,0.0691509
69,0.43878484,0.60698086,"('lazy', 'industrious')",-0.8407692,-0.6290091,-0.2009922,-0.0110141,-0.1899781
84,0.414026,0.5507019,"('inferior', 'superior')",0.86789185,1.1481972,0.6409589,0.8494495,-0.2084906
20,0.41162527,0.69025713,"('rough', 'thoughtful')",0.8168768,0.9596033,0.614251,0.8249302,-0.2106792
54,-0.39671808,-0.62889856,"('incapable', 'capable')",1.0172141,1.03055,0.310248,0.2008257,0.1094223
51,-0.36892903,-0.37071463,"('uneducated', 'educated')",0.36107045,0.6163125,-0.0039293,0.1227989,-0.1267282
41,-0.36593443,-0.42115232,"('unforgiving', 'forgiving')",0.062769435,0.10084722,-0.1515825,-0.1601526,0.0085701
13,0.36249632,0.27072248,"('impolite', 'polite')",-0.016157512,0.08482939,0.1731694,0.1777759,-0.0046065
16,-0.36143515,-0.38635382,"('unpopular', 'popular')",0.37717608,0.35656938,0.0078705,-0.0148922,0.0227627
43,-0.3597108,-0.68305343,"('irresponsible', 'responsible')",0.9677461,0.7244323,0.3040176,0.0206894,0.2833282
40,-0.3413592,-0.02162365,"('stingy', 'generous')",-1.9299045,-1.449758,-1.1356318,-0.7356908,-0.399941
37,0.30641854,0.31262013,"('fake', 'genuine')",0.11772304,0.46469828,0.2120708,0.3886592,-0.1765884
83,-0.2995776,-0.27723372,"('powerless', 'powerful')",-1.0996931,-1.1072073,-0.6996353,-0.6922205,-0.0074148
64,0.29364875,0.14365122,"('shy', 'confident')",-5.769901,-5.897219,-2.738126,-2.8767841,0.1386581
88,-0.29086685,-0.3741743,"('low', 'eminent')",0.5356332,0.40027922,0.1223832,0.0130525,0.1093307
70,0.27546015,0.22898443,"('lethargic', 'energetic')",0.9453645,1.0614899,0.6104123,0.6452372,-0.0348249
75,0.25663808,-0.070900075,"('meek', 'impulsive')",-0.343966,-0.65237296,-0.043664,-0.3616365,0.3179725
47,0.25145808,0.33484092,"('stupid', 'smart')",5.230735,5.430059,2.7410965,2.8824499,-0.1413534
24,-0.25039983,-0.26405793,"('dishonest', 'honest')",0.70456636,0.8052592,0.2270833,0.2706006,-0.0435173
74,-0.24360129,-0.30170375,"('undedicated', 'dedicated')",0.112674884,0.1000727,-0.0654632,-0.1008155,0.0353523
17,-0.22916804,-0.20978421,"('nasty', 'nice')",-0.37972623,-0.40735692,-0.3044471,-0.3085706,0.0041235
3,-0.20856485,-0.2560452,"('repellent', 'pleasant')",0.20768501,0.05792142,-0.0004399,-0.0990619,0.098622
11,-0.20553166,-0.32860243,"('unhelpful', 'helpful')",2.2053914,2.1129463,0.9999299,0.8921719,0.107758
77,-0.20318136,-0.34652403,"('unmotivated', 'motivated')",-1.0328957,-1.036367,-0.6180385,-0.6914455,0.073407
55,0.19873619,0.2799335,"('incompetent', 'clever')",0.19086465,0.37281793,0.1948004,0.3263757,-0.1315753
61,-0.19251186,-0.030624265,"('illogical', 'logical')",-0.061175026,0.026691237,-0.1268434,-0.0019665,-0.1248769
46,0.18215954,-0.06480335,"('uncompetitive', 'competitive')",-0.07792282,-0.13733262,0.0521184,-0.101068,0.1531864
15,-0.16123052,-0.15663384,"('boring', 'funny')",0.50116277,0.4816616,0.1699661,0.1625139,0.0074522
68,-0.14401767,0.19782214,"('dependent', 'independent')",-0.93533546,-0.5002036,-0.5396765,-0.1511907,-0.3884858
34,0.13862425,0.15858687,"('mean', 'honorable')",5.792202,5.9461327,2.9654131,3.0523598,-0.0869467
49,-0.13146433,-0.08949074,"('unable', 'able')",-0.13376994,0.08449549,-0.1326171,-0.0024976,-0.1301195
4,-0.10991227,-0.033624157,"('disliked', 'liked')",-5.8769617,-5.812651,-2.9934371,-2.9231377,-0.0702994
22,0.093715414,0.091590725,"('untrustworthy', 'trustworthy')",-1.1203698,-0.8278838,-0.5133272,-0.3681465,-0.1451807
35,-0.08598183,0.010540742,"('corrupt', 'incorrupt')",-0.60070044,-0.6593399,-0.3433411,-0.3243996,-0.0189415
32,-0.062323302,-0.43798983,"('unkind', 'kind')",1.5828179,1.2635967,0.7602473,0.4128034,0.3474439
82,0.0615695,-0.17541486,"('poor', 'rich')",6.2233024,6.170459,3.142436,2.9975219,0.1449141
33,0.045025304,0.025804792,"('wrong', 'right')",-1.043937,-0.9569416,-0.4994558,-0.4655684,-0.0338874
