,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.5638928,-2.5147133,"('unfriendly', 'friendly')",0.9513999,1.268413,-0.8062465,-0.6231502,-0.1830963
9,-2.3273132,-2.420966,"('unaffectionate', 'caring')",0.41480118,0.6831213,-0.956256,-0.8689223,-0.0873337
8,-2.165619,-2.3494577,"('unaffectionate', 'affectionate')",0.18569669,0.3600997,-0.9899611,-0.994679,0.0047179
86,-1.8906054,-1.8373466,"('uninfluential', 'influential')",-0.5286132,-0.18363321,-1.2096093,-1.0104899,-0.1991194
31,-1.7046918,-1.5234058,"('evil', 'good')",-1.4996933,-1.4719777,-1.6021925,-1.4976918,-0.1045007
6,-1.6022308,-1.6446755,"('distant', 'open')",-0.4173794,-0.29653102,-1.0098051,-0.9706032,-0.0392019
81,1.58525,1.2917973,"('submissive', 'aggressive')",0.2004099,0.094020255,0.89283,0.6929088,0.1999212
76,1.4385803,1.1688566,"('anxious', 'daring')",0.77815014,0.554616,1.1083652,0.8617363,0.2466289
53,-1.4254771,-1.4486017,"('uncreative', 'creative')",0.54941845,0.7103577,-0.4380293,-0.369122,-0.0689073
44,1.4186301,1.2871771,"('prejudiced', 'unprejudiced')",-1.1489996,-1.4673585,0.1348153,-0.0900907,0.224906
85,-1.3830082,-1.3828611,"('insignificant', 'prestigious')",-0.2634957,-0.2030763,-0.823252,-0.7929688,-0.0302832
5,-1.320788,-1.3741332,"('distant', 'outgoing')",-0.7153038,-0.57391596,-1.0180459,-0.9740246,-0.0440213
19,-1.2567369,-1.3417696,"('inhospitable', 'hospitable')",-0.3058232,-0.31132534,-0.78128,-0.8265474,0.0452674
71,-1.229781,-1.0085763,"('diffident', 'self-confident')",0.12514648,0.2072624,-0.5523173,-0.4006569,-0.1516604
58,-1.2138026,-0.97503704,"('undiscriminating', 'discriminating')",-0.38426593,-0.07810041,-0.7990342,-0.5265687,-0.2724655
0,-1.1912293,-1.2671229,"('unsociable', 'sociable')",-0.346747,-0.20588966,-0.7689882,-0.7365063,-0.0324819
36,-1.1591389,-1.3150294,"('hostile', 'amicable')",-0.24143213,-0.3545771,-0.7002856,-0.8348032,0.1345176
42,1.1463728,0.97925967,"('unreliable', 'reliable')",-2.6718664,-2.6373146,-0.7627468,-0.8290274,0.0662806
12,-1.0761862,-1.1969779,"('unsupportive', 'supportive')",-1.7039363,-1.5121367,-1.3900613,-1.3545573,-0.035504
38,-1.0447277,-1.3339431,"('untruthful', 'truthful')",0.25629476,0.057757787,-0.3942165,-0.6380927,0.2438762
28,-1.0192319,-0.7839943,"('disloyal', 'loyal')",0.84078586,0.9110909,-0.089223,0.0635483,-0.1527713
73,1.0000217,1.11623,"('helpless', 'self-reliant')",-3.1035066,-2.7994382,-1.0517424,-0.8416041,-0.2101383
2,0.95578915,0.6978546,"('unlikable', 'likable')",0.7723028,0.5610842,0.864046,0.6294694,0.2345766
23,-0.95331377,-1.0455011,"('insincere', 'sincere')",5.445315,5.4373865,2.2460005,2.1959426,0.0500579
80,0.9524922,1.0538386,"('dominated', 'dominating')",-1.2844188,-1.2176871,-0.1659633,-0.0819243,-0.084039
26,-0.8990933,-0.7218362,"('hardhearted', 'benevolent')",1.3873177,1.5373082,0.2441122,0.407736,-0.1636238
60,0.8944094,0.8856974,"('inefficient', 'efficient')",0.5967037,0.76816547,0.7455566,0.8269315,-0.0813749
63,-0.8468879,-0.82888305,"('unperceptive', 'insightful')",0.8185582,1.1826279,-0.0141648,0.1768724,-0.1910372
78,-0.8130871,-0.8391694,"('nonresilient', 'resilient')",0.27602187,0.27679348,-0.2685326,-0.281188,0.0126554
52,-0.8043725,-0.73528945,"('irrational', 'rational')",-0.41270375,-0.38571778,-0.6085382,-0.5605036,-0.0480346
79,-0.73844856,-1.0467439,"('wavering', 'unwavering')",-0.19862236,-0.48032466,-0.4685355,-0.7635342,0.2949987
56,0.7349133,0.50855595,"('impractical', 'practical')",0.6936451,0.5468656,0.7142792,0.5277108,0.1865684
21,0.66305083,0.5349613,"('immoral', 'moral')",-0.2659777,-0.37848973,0.1985366,0.0782358,0.1203008
67,0.6556718,0.5009529,"('doubtful', 'determined')",-0.14572573,-0.306879,0.254973,0.0970369,0.1579361
59,-0.63096243,-0.45058602,"('foolish', 'wise')",-0.10337562,0.12722358,-0.367169,-0.1616812,-0.2054878
39,0.6267931,0.7746372,"('exploitative', 'cooperative')",0.033608437,0.18168873,0.3302008,0.478163,-0.1479622
30,0.61876065,0.57952714,"('intolerant', 'tolerant')",1.7667748,1.8167194,1.1927677,1.1981232,-0.0053555
10,-0.6070809,-0.9606164,"('unsympathetic', 'sympathetic')",-0.034591768,-0.07451032,-0.3208363,-0.5175633,0.196727
18,-0.5839328,-0.49556223,"('disagreeable', 'welcoming')",-0.51221937,-0.26890907,-0.5480761,-0.3822356,-0.1658405
