,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
41,-0.88837075,-1.2036343,"('unforgiving', 'forgiving')",0.19253112,-0.054301992,-0.1958463,-0.30294392,-0.2972287,-0.5202934,0.2230647
68,-0.87497586,-0.79020435,"('dependent', 'independent')",-0.73525983,-0.6619597,-0.053847536,0.09365908,-0.5546944,-0.452835,-0.1018594
8,0.8507736,0.591473,"('unaffectionate', 'affectionate')",1.189949,1.110303,-0.16842672,0.06895171,0.6240986,0.5902426,0.033856
44,-0.82100964,-0.62961406,"('prejudiced', 'unprejudiced')",-1.1363134,-0.89902544,-1.3001816,-1.1512628,-1.0858349,-0.8933008,-0.1925341
79,0.8099146,0.61861736,"('wavering', 'unwavering')",0.074440464,-0.027196683,0.17546761,0.21989794,0.3532742,0.2704395,0.0828347
18,-0.7911954,-0.9203473,"('disagreeable', 'welcoming')",-0.270222,-0.5256841,-0.6592351,-0.57218057,-0.5735508,-0.6727373,0.0991865
25,0.74345315,0.7710917,"('egoistic', 'altruistic')",1.0820841,1.2414516,1.125215,1.3816524,0.9835841,1.1313985,-0.1478144
11,-0.72733593,-0.71051145,"('unhelpful', 'helpful')",-1.1047459,-1.1009003,2.2569578,2.1869907,0.1416253,0.125193,0.0164323
76,-0.71952045,-0.46316603,"('anxious', 'daring')",-0.9720788,-0.9796233,0.75368685,0.64756566,-0.3126375,-0.2650746,-0.0475629
66,0.7193073,0.37357438,"('inactive', 'active')",0.06310366,-0.08984001,1.0345659,1.134683,0.605659,0.4728058,0.1328532
61,0.70115465,0.7731966,"('illogical', 'logical')",0.17590046,0.19614196,0.15585342,0.34093848,0.3443029,0.436759,-0.0924561
23,-0.66481584,-0.46743616,"('insincere', 'sincere')",-0.777943,-0.57315075,5.0349813,5.4984913,1.1974075,1.4859681,-0.2885606
2,0.654125,0.66307026,"('unlikable', 'likable')",0.8132311,0.81365937,0.60863954,0.56428957,0.6919986,0.6803397,0.0116589
84,0.6454048,0.76286095,"('inferior', 'superior')",0.18887237,0.2205433,0.9818413,1.1320442,0.6053728,0.7051495,-0.0997767
39,0.63729423,1.0115169,"('exploitative', 'cooperative')",0.13208555,0.35875493,-0.50166893,-0.09940387,0.089237,0.4236227,-0.3343857
63,-0.63486964,-0.6704946,"('unperceptive', 'insightful')",-0.7176913,-0.6851015,1.5535392,1.5292078,0.0669927,0.0578706,0.0091221
34,0.6282843,0.5672476,"('mean', 'honorable')",0.82056844,0.9749273,5.7711844,6.1886444,2.4066792,2.5769397,-0.1702605
51,-0.56705785,-0.56066,"('uneducated', 'educated')",-1.3418868,-1.6151974,1.1531645,0.9823685,-0.2519267,-0.3978297,0.145903
80,-0.5578522,-0.5319395,"('dominated', 'dominating')",-0.7226883,-0.68957454,-0.65785694,-0.84011114,-0.6461325,-0.6872083,0.0410758
56,0.53346896,0.66747165,"('impractical', 'practical')",-0.60464025,-0.4646622,0.2506165,0.09079214,0.0598151,0.0978672,-0.0380521
86,-0.53172654,-0.72926486,"('uninfluential', 'influential')",0.014276547,-0.44489834,0.40246546,0.124361694,-0.0383282,-0.3499339,0.3116057
28,0.5101901,0.39506024,"('disloyal', 'loyal')",0.32662222,0.17137301,1.0295489,0.87161696,0.6221204,0.4793501,0.1427703
52,0.49773157,0.16217361,"('irrational', 'rational')",0.91959155,0.8008235,-0.76555854,-0.6945628,0.2172549,0.0894781,0.1277768
47,0.470857,0.5772295,"('stupid', 'smart')",-0.11629586,-0.111817226,4.3907256,4.708678,1.5817623,1.7246966,-0.1429343
31,0.4688713,0.29226276,"('evil', 'good')",1.3499112,1.2130885,-1.7564342,-1.5413115,0.0207828,-0.0119867,0.0327695
50,-0.46656418,-0.50095993,"('clumsy', 'skillful')",0.07408131,0.12270234,0.4546011,0.4362685,0.0207061,0.019337,0.0013691
13,-0.44544908,-0.1709253,"('impolite', 'polite')",-1.9813755,-1.9973899,-0.16522329,-0.1269331,-0.864016,-0.7650828,-0.0989332
82,-0.431432,-0.46381906,"('poor', 'rich')",-0.5417049,-0.49688256,5.7344,6.0766277,1.5870876,1.7053088,-0.1182212
7,0.4308513,0.6038399,"('insensitive', 'sensitive')",-0.5791847,-0.31565106,0.65613854,0.7819642,0.1692684,0.3567177,-0.1874493
20,0.4303047,0.48076743,"('rough', 'thoughtful')",-0.6073005,-0.61367816,1.2886195,1.3581612,0.3705413,0.4084168,-0.0378755
30,-0.4198765,-0.2756982,"('intolerant', 'tolerant')",0.05417697,0.06311009,0.989694,1.0319588,0.2079982,0.2731236,-0.0651254
16,-0.41937527,-0.6256117,"('unpopular', 'popular')",-0.34978598,-0.37265158,0.44202524,0.62584674,-0.1090453,-0.1241389,0.0150936
1,0.41440457,0.2687546,"('unfriendly', 'friendly')",1.6920058,1.5101724,1.5482268,1.583848,1.2182124,1.1209249,0.0972875
72,0.38161257,0.46546924,"('unambitious', 'ambitious')",-0.56236905,-0.3693479,-0.8661404,-0.83060753,-0.3489656,-0.2448287,-0.1041369
40,0.377362,0.23120277,"('stingy', 'generous')",0.20172937,-0.15515213,-1.1131397,-1.3693105,-0.1780161,-0.4310866,0.2530705
58,0.3727109,0.20440692,"('undiscriminating', 'discriminating')",1.0401115,0.80233955,0.545506,0.37976396,0.6527762,0.4621702,0.190606
74,-0.3358337,-0.41675568,"('undedicated', 'dedicated')",-0.018409073,-0.14026058,0.48029777,0.13712285,0.0420183,-0.1399645,0.1819828
54,0.3170796,0.35795313,"('incapable', 'capable')",0.08111053,0.17423624,0.9204807,1.2194935,0.439557,0.5838943,-0.1443373
14,0.31227317,0.23002577,"('antisocial', 'social')",-0.995826,-1.1983783,-1.0240635,-1.0249976,-0.5692054,-0.66445,0.0952446
24,0.30930334,0.4618183,"('dishonest', 'honest')",-0.6140342,-0.5444031,0.8023317,0.7735932,0.165867,0.2303361,-0.0644691
42,0.30542323,0.2925126,"('unreliable', 'reliable')",-0.12929316,-0.07363637,-2.0524304,-2.399635,-0.6254334,-0.7269197,0.1014863
67,0.2898066,0.27983505,"('doubtful', 'determined')",-0.7228307,-0.78086376,-0.75315857,-0.7829585,-0.3953942,-0.4279958,0.0326016
53,0.27738565,0.21471003,"('uncreative', 'creative')",1.5460634,1.6073663,1.4341652,1.3034987,1.0858715,1.0418584,0.0440131
29,0.26916122,0.33403987,"('unfair', 'fair')",0.39689082,0.3689269,-0.65161896,-0.56425864,0.004811,0.0462361,-0.0414251
87,0.25568718,0.29061258,"('unsuccessful', 'successful')",-0.40737736,-0.42908952,0.8972524,1.0885738,0.2485207,0.3166989,-0.0681782
19,0.25471485,0.13823384,"('inhospitable', 'hospitable')",0.107395664,-0.051221896,-0.20269768,0.022843882,0.0531376,0.0366186,0.016519
75,-0.25311607,-0.5424487,"('meek', 'impulsive')",-0.29747534,-0.3876473,-0.3034899,-0.52588487,-0.2846938,-0.485327,0.2006332
6,0.22710897,0.07108398,"('distant', 'open')",0.8366072,0.75026536,0.10977745,0.17486726,0.3911645,0.3320722,0.0590923
77,0.22091697,0.41509303,"('unmotivated', 'motivated')",-0.74824136,-0.53361464,-0.4143585,-0.3287036,-0.3138943,-0.1490751,-0.1648192
37,0.21633777,0.30240136,"('fake', 'genuine')",-0.32180083,-0.16697864,0.5372584,0.51661223,0.1439318,0.217345,-0.0734132
21,0.20150276,0.3258444,"('immoral', 'moral')",-1.6600721,-1.69419,-0.8029976,-0.7136224,-0.7538556,-0.6939894,-0.0598662
27,0.18564896,0.22028363,"('hardhearted', 'softhearted')",0.012350107,-0.01698752,1.0893425,1.3528807,0.4291139,0.5187256,-0.0896117
62,-0.16621894,0.031219993,"('incompetent', 'brilliant')",-1.0462255,-0.9431773,0.40192908,0.4665851,-0.2701718,-0.1484574,-0.1217144
32,0.15883386,0.23953046,"('unkind', 'kind')",-0.19734438,-0.11277728,1.0180972,0.8920925,0.3265289,0.3396152,-0.0130863
4,-0.15705258,-0.39079508,"('disliked', 'liked')",0.16369377,-0.17739989,-5.406245,-5.9929795,-1.7998679,-2.1870581,0.3871902
38,-0.12532796,-0.24317515,"('untruthful', 'truthful')",-0.45234048,-0.3515507,0.19436982,0.34844398,-0.1277662,-0.082094,-0.0456722
5,0.07767635,-0.11611267,"('distant', 'outgoing')",0.5119283,0.3512414,-0.56327504,-0.34944618,0.0087765,-0.0381058,0.0468823
12,0.058293037,-0.048809838,"('unsupportive', 'supportive')",0.1863075,0.16968928,-1.3014827,-1.3958452,-0.352294,-0.4249886,0.0726946
78,0.036909975,0.08597947,"('nonresilient', 'resilient')",0.3866235,0.5123188,1.1786925,1.2340634,0.5340753,0.6107872,-0.0767119
17,-0.028942324,0.012791093,"('nasty', 'nice')",-0.20490326,-0.3515824,-0.87262356,-0.7524783,-0.3688231,-0.3637565,-0.0050666
