,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
81,-3.3913403,-2.63629,"('submissive', 'aggressive')",-0.23101485,-0.38975263,-1.6006392,-1.410845,-1.7409981,-1.4789626,-0.2620355
26,3.2928128,2.8735352,"('hardhearted', 'benevolent')",1.4397025,1.3627414,1.986161,1.9345849,2.2395589,2.0569537,0.1826052
85,2.9591186,2.5708587,"('insignificant', 'prestigious')",0.30228013,0.77434033,1.4781027,1.3647385,1.5798338,1.5699792,0.0098546
1,2.8273978,2.4190164,"('unfriendly', 'friendly')",0.4267134,0.4655156,2.4895914,2.2307272,1.9145676,1.7050864,0.2094812
71,2.8103137,2.6500452,"('diffident', 'self-confident')",1.3008813,1.2516295,1.2198797,1.0558143,1.7770249,1.6524963,0.1245286
80,-2.6290283,-2.35165,"('dominated', 'dominating')",-0.111215115,-0.42463982,-1.6836337,-1.6979212,-1.4746257,-1.4914037,0.016778
45,-2.4966447,-2.0764701,"('incompetent', 'competent')",-0.6154038,-0.77049196,-0.88338375,-0.81828314,-1.3318108,-1.2217484,-0.1100624
62,-2.4844725,-1.7016766,"('incompetent', 'brilliant')",-0.25956494,-0.27353036,-0.6350956,-0.42950496,-1.1263777,-0.8015707,-0.324807
21,-2.4107964,-1.647011,"('immoral', 'moral')",-0.10860023,-0.15451467,-1.2975796,-1.0734392,-1.2723254,-0.9583217,-0.3140037
46,-2.3858619,-1.7288078,"('uncompetitive', 'competitive')",0.024870612,0.0042392686,-0.7181347,-0.54103,-1.0263753,-0.7551995,-0.2711758
44,-2.2660937,-2.4107616,"('prejudiced', 'unprejudiced')",0.59832484,0.4115486,-1.2722894,-1.1523402,-0.9800194,-1.0505177,0.0704983
36,2.2608366,1.697558,"('hostile', 'amicable')",1.1492828,1.4965403,1.2723243,1.1196097,1.5608145,1.4379028,0.1229117
6,2.2287922,1.718972,"('distant', 'open')",-0.17355493,-0.015764102,0.92766416,0.8154993,0.9943005,0.8395691,0.1547314
60,-2.2260592,-1.5191402,"('inefficient', 'efficient')",-0.09594537,-0.31488812,-0.80054677,-0.47499463,-1.0408505,-0.7696743,-0.2711762
77,-2.1457324,-1.6888232,"('unmotivated', 'motivated')",-0.7942604,-0.8059205,-1.322645,-1.1640695,-1.4208794,-1.2196045,-0.2012749
55,-2.1285439,-1.423512,"('incompetent', 'clever')",-0.94209486,-0.89779294,-0.4768033,-0.378309,-1.1824807,-0.8998713,-0.2826094
59,2.0813482,1.6135823,"('foolish', 'wise')",0.6660695,0.8538948,0.8685465,0.91132027,1.2053214,1.1262658,0.0790556
64,-2.053614,-1.6384424,"('shy', 'confident')",0.35031125,0.37243527,-6.2826104,-5.8737183,-2.6619711,-2.3799086,-0.2820625
11,-1.9705139,-1.7117633,"('unhelpful', 'helpful')",-0.3433218,-0.5617335,1.2377629,1.3327386,-0.3586909,-0.313586,-0.0451049
5,1.9509932,1.6005884,"('distant', 'outgoing')",-0.2334306,-0.031274892,0.08391501,0.12364447,0.6004925,0.5643193,0.0361732
3,-1.9464157,-1.5216063,"('repellent', 'pleasant')",-0.3780119,-0.55984914,-0.114166304,-0.10686906,-0.8128646,-0.7294415,-0.0834231
69,1.8934213,1.5056188,"('lazy', 'industrious')",2.0090404,2.1214933,-0.11426411,0.02919975,1.2627325,1.2187707,0.0439618
10,-1.8322008,-1.190502,"('unsympathetic', 'sympathetic')",-1.2013953,-1.3739545,-0.5493537,-0.6193126,-1.1943165,-1.0612563,-0.1330602
70,-1.8262901,-1.4449215,"('lethargic', 'energetic')",-0.44614166,-0.5425362,0.16190387,0.25449017,-0.7035093,-0.5776559,-0.1258534
33,1.7750278,1.564225,"('wrong', 'right')",1.0441545,1.0803931,0.05392668,0.01336363,0.957703,0.8859939,0.0717091
22,-1.7464073,-1.4690288,"('untrustworthy', 'trustworthy')",-0.34457862,-0.42201364,-1.0535072,-0.88250273,-1.0481644,-0.9245151,-0.1236493
51,-1.7235779,-1.2452289,"('uneducated', 'educated')",0.5002295,0.49500912,0.2122904,0.29914916,-0.3370193,-0.1503569,-0.1866624
9,1.7165256,1.5140672,"('unaffectionate', 'caring')",0.04341524,-0.036413506,1.6049441,1.2372117,1.1216283,0.9049551,0.2166732
18,1.6574385,1.6951221,"('disagreeable', 'welcoming')",1.4195973,1.7256438,0.2501994,0.32322988,1.1090784,1.2479986,-0.1389202
75,-1.5914023,-1.711924,"('meek', 'impulsive')",-0.41858226,-0.3113301,-0.69353586,-0.6772444,-0.9011734,-0.9001662,-0.0010072
57,-1.4928479,-1.348827,"('unimaginative', 'imaginative')",-0.27895048,-0.54377234,-2.4971411,-2.5362244,-1.4229798,-1.4762745,0.0532947
24,-1.4713674,-1.0173328,"('dishonest', 'honest')",-0.8431082,-0.7609717,0.3494205,0.43899894,-0.6550183,-0.4464352,-0.2085831
38,-1.462974,-1.5169122,"('untruthful', 'truthful')",-0.94114846,-0.8851642,-0.40394363,-0.2767522,-0.936022,-0.8929429,-0.0430791
52,1.4449569,1.0651426,"('irrational', 'rational')",-0.5012316,-0.24904305,0.39799243,0.23799166,0.4472392,0.3513637,0.0958755
35,1.376264,0.77569383,"('corrupt', 'incorrupt')",0.33603218,0.60143566,0.48512983,0.34582925,0.7324753,0.5743196,0.1581557
53,1.3672472,1.3306075,"('uncreative', 'creative')",0.24355921,0.25545362,1.2633616,1.1420326,0.958056,0.9093645,0.0486915
84,1.3629893,1.187266,"('inferior', 'superior')",0.6723537,0.66621983,1.1853584,1.2473909,1.0735671,1.0336256,0.0399415
54,1.3400013,1.2566724,"('incapable', 'capable')",0.40314364,0.48322397,1.4740862,1.517553,1.0724104,1.0858164,-0.013406
8,1.3375499,0.9616074,"('unaffectionate', 'affectionate')",-0.5835952,-0.4488281,1.1355565,0.7970625,0.629837,0.436614,0.193223
23,-1.3242167,-0.7407067,"('insincere', 'sincere')",-0.98913795,-0.98638046,5.032162,4.9112577,0.9062692,1.0613902,-0.155121
63,-1.139538,-0.8323126,"('unperceptive', 'insightful')",0.5581895,0.43502727,0.81848603,0.74678636,0.0790458,0.1165003,-0.0374545
28,-1.1104138,-0.9064023,"('disloyal', 'loyal')",-0.69951767,-0.5563723,0.9729015,0.8626609,-0.27901,-0.2000379,-0.0789721
76,-1.0925369,-0.5250757,"('anxious', 'daring')",0.43682775,0.37412786,-0.3440728,-0.094114244,-0.3332607,-0.0816874,-0.2515733
82,-0.9452534,-0.6120803,"('poor', 'rich')",-1.2240396,-1.0583287,5.5579405,5.457276,1.1295492,1.262289,-0.1327398
16,0.9138365,0.79765487,"('unpopular', 'popular')",1.2621903,1.5351537,1.3803269,1.3283437,1.1854512,1.2203841,-0.0349329
14,-0.90737236,-0.15136197,"('antisocial', 'social')",1.0097113,0.98639226,-0.8998339,-0.56885904,-0.2658317,0.0887238,-0.3545555
66,0.88400215,0.6729076,"('inactive', 'active')",1.7259982,1.6825671,1.5327072,1.2837396,1.3809026,1.2130714,0.1678312
39,0.883381,1.1411673,"('exploitative', 'cooperative')",0.9364991,0.96842873,0.19247004,0.3833846,0.6707834,0.8309935,-0.1602101
19,0.86969286,0.6964671,"('inhospitable', 'hospitable')",-0.7738895,-0.7239223,0.1484165,0.055591434,0.0814066,0.0093787,0.0720279
27,0.8513201,0.5497169,"('hardhearted', 'softhearted')",-0.33428946,-0.5050201,1.3668216,0.9746338,0.6279507,0.3397769,0.2881738
31,0.82497114,0.37355518,"('evil', 'good')",-0.52249604,-0.25887635,-0.43552125,-0.5147078,-0.0443487,-0.133343,0.0889943
13,-0.8232362,-0.30977213,"('impolite', 'polite')",0.45022961,0.31661278,-0.7890858,-0.58918923,-0.3873641,-0.1941162,-0.1932479
2,0.7549979,1.0122579,"('unlikable', 'likable')",1.5149332,1.8511438,0.7419914,1.0164707,1.0039741,1.2932909,-0.2893168
48,-0.75310624,-0.4817021,"('unintelligent', 'intelligent')",-0.52899545,-0.64661694,-0.101119556,-0.09980377,-0.4610737,-0.4093743,-0.0516994
12,0.73238146,0.98366934,"('unsupportive', 'supportive')",0.50824296,0.508742,-1.2442554,-1.2645016,-0.0012103,0.0759699,-0.0771802
37,-0.7321314,-0.83933645,"('fake', 'genuine')",-0.68863344,-1.0504642,0.35551637,0.1434328,-0.3550828,-0.5821226,0.2270398
73,0.7080326,0.3946306,"('helpless', 'self-reliant')",0.116649695,-0.010623887,-3.1126347,-3.2159567,-0.7626508,-0.9439833,0.1813325
58,0.7033099,0.6429192,"('undiscriminating', 'discriminating')",0.48939493,0.31611747,0.20561562,0.026662428,0.4661068,0.3285664,0.1375404
86,-0.66079277,-0.3349353,"('uninfluential', 'influential')",-0.68072724,-0.86325294,-0.5187544,-0.58566403,-0.6200915,-0.5946174,-0.0254741
56,-0.6282522,-0.11115232,"('impractical', 'practical')",0.45491734,0.22258505,-0.7289566,-0.6120199,-0.3007638,-0.1668624,-0.1339014
49,-0.6227094,-0.4062212,"('unable', 'able')",-0.7355376,-0.51167667,-0.6818429,-0.5141317,-0.68003,-0.4773432,-0.2026868
25,0.61813784,0.48899192,"('egoistic', 'altruistic')",0.12966362,0.37940228,1.5545293,1.400288,0.7674436,0.7562274,0.0112162
65,-0.6166695,-0.2589504,"('insecure', 'secure')",0.36355674,0.20933352,-0.76109177,-0.6035691,-0.3380682,-0.2177287,-0.1203395
79,0.44703084,0.17929372,"('wavering', 'unwavering')",-0.35597655,-0.21119867,0.20857288,0.050673522,0.0998757,0.0062562,0.0936195
40,0.42789263,0.46652624,"('stingy', 'generous')",0.21003823,0.29952732,-0.9680457,-1.1364892,-0.1100383,-0.1234785,0.0134402
61,0.4116557,0.68447363,"('illogical', 'logical')",-0.15000583,-0.18282346,0.24010691,0.34226018,0.1672523,0.2813034,-0.1140511
