,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
47,0.40320626,0.60540426,"('stupid', 'smart')",-0.23059711,-0.18477046,4.942145,4.9728584,1.7049181,1.7978307,-0.0929126
17,0.39337668,0.41025278,"('nasty', 'nice')",-1.2221277,-0.8661456,-0.84399384,-0.64415395,-0.5575816,-0.3666823,-0.1908993
42,-0.33523244,-0.20753142,"('unreliable', 'reliable')",0.73567295,0.80036783,-2.6408548,-2.6703365,-0.7468048,-0.6925,-0.0543048
15,0.33518505,0.20590046,"('boring', 'funny')",-0.2717498,-0.118791305,0.365733,0.38727134,0.1430561,0.1581268,-0.0150707
87,-0.31282163,-0.09666084,"('unsuccessful', 'successful')",1.903812,1.7361542,1.114896,1.2238773,0.9019621,0.9544569,-0.0524948
50,0.29753608,0.10829437,"('clumsy', 'skillful')",0.3868484,0.50222605,0.20274588,0.09113765,0.2957101,0.233886,0.0618241
20,0.25396156,0.32043144,"('rough', 'thoughtful')",0.7704564,0.8058763,1.2999123,1.375657,0.7747768,0.8339882,-0.0592114
72,0.24188085,0.35953912,"('unambitious', 'ambitious')",-0.5217033,-0.5757713,-1.2796276,-1.2070562,-0.5198167,-0.4744294,-0.0453873
7,-0.23874177,0.1533097,"('insensitive', 'sensitive')",-0.30972442,-0.5179994,0.70869887,0.6820155,0.0534109,0.1057753,-0.0523644
68,-0.22317092,-0.03939163,"('dependent', 'independent')",0.034881048,-0.09091128,-0.60234445,-0.5676746,-0.2635448,-0.2326592,-0.0308856
43,0.2163769,0.6523425,"('irresponsible', 'responsible')",0.124435805,-0.024805216,0.48262462,0.6301618,0.2744791,0.419233,-0.1447539
0,-0.16870433,0.23936218,"('unsociable', 'sociable')",0.20338118,0.13305247,-0.35689822,-0.25950882,-0.1074071,0.0376353,-0.1450424
74,0.14806281,0.2989781,"('undedicated', 'dedicated')",0.15849975,0.06270902,0.07931684,0.06357511,0.1286265,0.1417541,-0.0131276
30,0.08496907,0.54821306,"('intolerant', 'tolerant')",-0.76199013,-0.4641537,0.1739693,0.51723015,-0.1676839,0.2004298,-0.3681137
34,0.084487304,0.088888094,"('mean', 'honorable')",-0.15415382,-0.22932704,5.720394,5.6380777,1.8835759,1.8325462,0.0510297
78,0.070689134,0.045364387,"('nonresilient', 'resilient')",1.1346705,0.9431163,0.99469966,0.77488464,0.7333531,0.5877884,0.1455647
4,-0.037441798,-0.24709687,"('disliked', 'liked')",-0.027024709,0.17433378,-5.9336114,-5.654845,-1.9993593,-1.9092027,-0.0901566
29,-0.0363198,-0.12619811,"('unfair', 'fair')",-0.203047,-0.17345189,-0.36109796,-0.34091887,-0.2001549,-0.213523,0.0133681
67,-0.024361145,0.07379039,"('doubtful', 'determined')",0.03558147,0.07135789,-0.81525385,-0.5189575,-0.2680112,-0.1246031,-0.1434081
83,0.0104307495,0.059686292,"('powerless', 'powerful')",-0.2612789,-0.18535958,-0.88359,-0.9470111,-0.3781461,-0.3575615,-0.0205846
88,-0.0072078397,0.3562929,"('low', 'eminent')",-0.43370715,0.068006314,-0.04755409,0.1873895,-0.162823,0.2038962,-0.3667192
41,-0.0045269057,0.23941208,"('unforgiving', 'forgiving')",0.07471366,0.369719,0.23951139,0.24132554,0.1032327,0.2834856,-0.1802529
32,-0.000103842,0.20973037,"('unkind', 'kind')",-0.43964803,-0.50515103,0.8249771,0.7144751,0.1284084,0.1396848,-0.0112764
