,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,male-female
39,1.5492443,1.1601899,"('exploitative', 'cooperative')",-0.11997439,-0.19506265,0.00095420843,0.040964156,0.4767414,0.3353638,0.1413776
68,-1.4242874,-1.5801922,"('dependent', 'independent')",-0.89395034,-1.1213224,-0.7591894,-0.8937536,-1.025809,-1.1984227,0.1726137
78,-1.2793099,-1.1614004,"('nonresilient', 'resilient')",-0.058786433,-0.095178515,0.030028561,0.010280902,-0.4360226,-0.4154327,-0.0205899
36,-1.1709327,-1.1776664,"('hostile', 'amicable')",-0.88086104,-1.077141,0.56554735,0.35500473,-0.4954154,-0.6332676,0.1378522
18,-1.1453937,-1.35003,"('disagreeable', 'welcoming')",-0.60127616,-0.73495847,-0.29734224,-0.43449152,-0.6813374,-0.8398266,0.1584892
10,-1.1415251,-1.1769115,"('unsympathetic', 'sympathetic')",-0.5836191,-0.30349016,-0.36366487,-0.23472814,-0.6962697,-0.5717099,-0.1245598
86,-1.0755271,-1.0702543,"('uninfluential', 'influential')",-0.52936256,-0.29867852,-0.2639736,-0.11528375,-0.6229544,-0.4947389,-0.1282155
82,-1.0679173,-0.9291729,"('poor', 'rich')",-0.15342832,0.030905701,5.862222,6.3673964,1.5469589,1.823043,-0.2760841
73,1.0251309,0.95334744,"('helpless', 'self-reliant')",1.0310026,0.98080647,-2.9504464,-3.086252,-0.2981043,-0.3840327,0.0859284
48,-1.0186217,-1.2085937,"('unintelligent', 'intelligent')",-0.20383707,-0.38404042,0.20828293,0.013622943,-0.3380586,-0.5263371,0.1882785
56,1.0062836,1.2624924,"('impractical', 'practical')",1.2894646,1.8942715,-0.34989265,0.031403936,0.6486185,1.0627227,-0.4141042
51,-0.99726874,-1.0569218,"('uneducated', 'educated')",0.049182296,-0.0766273,0.0881488,0.016970154,-0.2866459,-0.372193,0.0855471
