,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,male-female
56,2.1624975,2.0939007,"('impractical', 'practical')",3.2680542,3.222469,1.1803437,0.8848566,0.1895175,-0.39798087,1.7001032,1.4508115,0.2492917
31,-2.1007876,-2.4755237,"('evil', 'good')",-2.6924727,-2.8761294,-0.84503007,-0.82143605,-1.0247654,-0.9697996,-1.665764,-1.7857221,0.1199581
15,1.9416535,1.3142767,"('boring', 'funny')",1.8813878,1.5973241,0.72728443,0.32061586,0.46943393,0.3177378,1.2549399,0.8874886,0.3674513
85,-1.8534179,-2.251993,"('insignificant', 'prestigious')",-3.0322044,-3.297331,0.4999703,0.26668257,-0.5381745,-0.38945183,-1.2309566,-1.4180233,0.1870667
70,1.8082749,1.8992786,"('lethargic', 'energetic')",1.933463,2.080228,0.5779003,0.82559395,0.62550133,0.61713725,1.2362849,1.3555595,-0.1192746
59,-1.7731146,-1.9322482,"('foolish', 'wise')",-1.8212092,-1.8738756,-0.46474475,-0.49367648,-0.42648175,-0.29438612,-1.1213875,-1.1485466,0.0271591
62,1.7685243,1.7863778,"('incompetent', 'brilliant')",3.137069,3.166518,1.0013069,0.78224057,0.57169265,0.19274658,1.6196482,1.4819707,0.1376775
81,1.6752169,1.8492067,"('submissive', 'aggressive')",2.8770363,2.9423263,0.80880463,0.64613223,0.23881209,-0.15664904,1.3999674,1.320254,0.0797134
60,1.6341788,2.1865044,"('inefficient', 'efficient')",3.7918408,4.0172186,0.48295736,0.5040523,0.42030138,0.06758103,1.5823196,1.6938391,-0.1115195
76,1.6160144,1.7257556,"('anxious', 'daring')",2.2352345,2.4021666,0.37105665,0.6409521,0.3502938,0.2617091,1.1431497,1.2576458,-0.1144961
16,-1.5731319,-1.9337344,"('unpopular', 'popular')",-1.7785279,-1.8126782,-1.2673002,-1.3945628,0.10953454,0.09812406,-1.1273563,-1.2607129,0.1333566
45,1.4949757,1.6221261,"('incompetent', 'competent')",2.6761062,2.8124628,1.4184171,1.7772927,0.8665795,0.739273,1.6140196,1.7377887,-0.1237691
13,1.4585056,1.6719825,"('impolite', 'polite')",2.0064414,2.0568147,-0.10026686,-0.26995498,0.25922114,-0.0036879852,0.9059753,0.8637885,0.0421868
46,1.4198091,1.6844528,"('uncompetitive', 'competitive')",1.9770287,2.2852244,0.36152115,0.5246869,0.3016471,0.13088793,1.0150015,1.1563131,-0.1413116
52,-1.3733308,-1.93256,"('irrational', 'rational')",-0.95640033,-1.282996,-0.25331813,-0.44591618,-1.0104935,-0.8626204,-0.8983857,-1.1310232,0.2326375
42,1.3615849,1.3989087,"('unreliable', 'reliable')",1.5403097,1.7097664,1.1803768,1.3233451,-2.1538234,-2.2322302,0.4821121,0.5499475,-0.0678354
30,1.3052559,1.3876392,"('intolerant', 'tolerant')",2.1990685,2.2667794,0.80844563,0.51624006,0.858017,0.53514504,1.2926967,1.176451,0.1162457
57,1.2403618,1.2455227,"('unimaginative', 'imaginative')",2.0076659,2.1378195,0.58199847,0.9043621,-2.0926588,-2.4357507,0.4343418,0.4629884,-0.0286466
88,1.1915312,0.35067484,"('low', 'eminent')",0.823097,0.43424767,1.4192156,0.40958634,-0.06062085,-0.46559355,0.8433057,0.1822288,0.6610769
78,-1.1831477,-1.0916867,"('nonresilient', 'resilient')",-0.31160772,-0.20659168,-0.6154799,-0.3544466,-0.16824986,-0.116939224,-0.5696213,-0.442416,-0.1272053
24,1.1671294,1.454675,"('dishonest', 'honest')",1.129958,1.2669134,-0.39322996,-0.38117817,0.8893457,0.80582887,0.6983008,0.7865598,-0.088259
51,1.134232,0.72334564,"('uneducated', 'educated')",1.0487067,0.9383067,0.48371044,-0.09588718,0.3203551,-0.19018811,0.7467511,0.3438942,0.4028569
67,1.079519,0.9928555,"('doubtful', 'determined')",0.36118916,0.26557302,0.7351266,0.58339417,-0.1372385,-0.39064535,0.509649,0.3627943,0.1468547
80,1.0793018,1.1563169,"('dominated', 'dominating')",1.9348718,2.019168,0.8305224,0.7924597,-0.11852126,-0.34145027,0.9315437,0.9066235,0.0249202
68,-1.0547485,-1.1331195,"('dependent', 'independent')",-0.8444772,-0.74280906,-1.92531,-1.9693477,-1.4419556,-1.7153974,-1.3166229,-1.3901684,0.0735455
50,-1.0363171,-1.3283254,"('clumsy', 'skillful')",-1.4783566,-1.6147122,-0.68215984,-0.7145547,-0.89173144,-0.7378929,-1.0221412,-1.0988714,0.0767302
35,-1.0056218,-1.6280606,"('corrupt', 'incorrupt')",-2.6399136,-2.9407158,-1.110522,-1.3319998,-1.0594996,-0.8518382,-1.4538894,-1.6881535,0.2342641
39,0.9705279,1.1905105,"('exploitative', 'cooperative')",1.1790528,1.2530648,0.28981292,0.2466435,0.7578268,0.61672455,0.7993051,0.8267359,-0.0274308
22,0.95413697,1.3267748,"('untrustworthy', 'trustworthy')",1.6572542,1.9641187,0.07893974,0.17485848,-0.19479665,-0.2853151,0.6238835,0.7951093,-0.1712258
7,0.92321396,1.150048,"('insensitive', 'sensitive')",1.186551,1.3446835,-0.24474362,0.022179443,0.4414311,0.3910524,0.5766131,0.7269908,-0.1503777
29,-0.91176564,-0.84486276,"('unfair', 'fair')",-0.56761605,-0.5772257,-1.1797497,-0.8655089,-1.2726402,-1.2181575,-0.9829429,-0.8764387,-0.1065042
74,0.8575824,0.61259514,"('undedicated', 'dedicated')",0.89396197,0.84114796,0.8272402,0.8085178,0.21965447,0.030798893,0.6996098,0.573265,0.1263448
86,0.8434459,0.9623394,"('uninfluential', 'influential')",1.5785506,1.6352508,-0.05111622,0.057977475,-0.118149236,-0.29328242,0.5631828,0.5905713,-0.0273885
14,0.838534,1.1604953,"('antisocial', 'social')",2.8896298,3.0156815,2.1362524,1.9724121,0.5733845,0.29316762,1.6094501,1.6104392,-0.0009891
27,-0.8276869,-0.69934493,"('hardhearted', 'softhearted')",-0.108534396,-0.15493353,-0.6053224,-0.29057842,0.46895015,0.6681976,-0.2681484,-0.1191648,-0.1489836
11,0.8225586,0.7993966,"('unhelpful', 'helpful')",1.79962,1.6968398,0.08025029,-0.17392798,2.2255278,1.8823984,1.2319891,1.0511767,0.1808124
36,-0.81202066,-1.2389072,"('hostile', 'amicable')",-2.4704256,-2.6807969,-0.68993884,-0.92064613,-0.5496575,-0.3779261,-1.1305107,-1.304569,0.1740583
55,0.7746815,1.2115592,"('incompetent', 'clever')",2.6923332,3.0629091,0.4483586,0.78649265,0.7078819,0.5168389,1.1558138,1.3944501,-0.2386363
43,0.77403677,1.1622431,"('irresponsible', 'responsible')",1.1864302,1.5217475,-0.31775084,0.039731324,0.9049808,0.8326266,0.6369243,0.8890871,-0.2521628
23,0.7658027,0.92578185,"('insincere', 'sincere')",2.2049868,2.1945639,-0.171939,-0.49800962,5.604426,5.4587355,2.1008191,2.020268,0.0805511
2,0.7300415,0.57466793,"('unlikable', 'likable')",0.48641962,0.41980964,1.6885315,1.4628899,1.2071329,1.0614401,1.0280313,0.8797019,0.1483294
6,-0.72716165,-0.92380255,"('distant', 'open')",-2.1167564,-2.2499516,-0.63540846,-0.5925957,-0.68435466,-0.36573902,-1.0409203,-1.0330222,-0.0078981
26,0.7020936,0.7222678,"('hardhearted', 'benevolent')",0.3251226,0.3477624,2.734639,2.9045832,1.6371906,1.7358416,1.3497615,1.4276137,-0.0778522
49,-0.68910825,-0.87159693,"('unable', 'able')",-0.46140113,-0.5451862,-0.88254523,-1.0710717,-0.6436302,-0.77036124,-0.6691712,-0.814554,0.1453828
32,-0.6867509,-0.40991637,"('unkind', 'kind')",0.7576609,0.79754907,0.4016856,0.3241344,0.927103,0.76137,0.3499247,0.3682843,-0.0183596
20,-0.6654576,-0.49164963,"('rough', 'thoughtful')",-0.17884295,-0.07077631,-0.2854918,-0.15786016,0.13205445,0.1379981,-0.2494345,-0.145572,-0.1038625
5,-0.6572963,-0.8099775,"('distant', 'outgoing')",-1.648334,-1.7999061,-1.0670799,-0.9223602,-1.001672,-0.73772264,-1.0935955,-1.0674915,-0.026104
53,-0.6556941,-0.95030284,"('uncreative', 'creative')",-0.051095013,-0.2081026,-0.29260832,-0.19051503,0.4294074,0.27273363,-0.1424975,-0.2690467,0.1265492
3,-0.62467456,-0.37401962,"('repellent', 'pleasant')",0.9218178,1.0138593,-0.7951364,-0.7097297,0.625589,0.6169957,0.031899,0.1367764,-0.1048774
69,-0.5719443,-1.0150952,"('lazy', 'industrious')",-1.2378447,-1.404027,0.27663967,0.12877595,-0.7126423,-0.78118515,-0.5614479,-0.7678828,0.2064349
87,0.49140045,0.40093052,"('unsuccessful', 'successful')",1.5221256,1.4954264,0.979024,0.9538185,1.2143776,0.9707594,1.0517318,0.9552337,0.0964981
34,-0.487561,-0.6714406,"('mean', 'honorable')",0.08156787,0.018032178,-0.5016147,-0.88579094,5.066014,5.0117626,1.0396016,0.8681408,0.1714608
72,0.46834427,0.9659961,"('unambitious', 'ambitious')",0.35707155,0.44075757,-0.015717428,0.31260106,-0.4406382,-0.55998635,0.092265,0.2898421,-0.1975771
28,-0.44492906,-0.36532435,"('disloyal', 'loyal')",0.034641042,0.019528132,-0.2106272,-0.30627275,0.75829136,0.7281066,0.034344,0.0190094,0.0153346
0,0.41457495,0.46500885,"('unsociable', 'sociable')",2.3363824,2.2933583,0.420111,0.14575996,0.994905,0.49851435,1.0414933,0.8506604,0.1908329
1,-0.4064417,-0.52857614,"('unfriendly', 'friendly')",-0.57637006,-0.7568603,0.51472574,0.4617184,1.2514235,1.2309803,0.1958344,0.1018156,0.0940188
58,0.38070524,0.6799549,"('undiscriminating', 'discriminating')",0.56562185,0.74782467,0.6873773,1.2171401,0.32416916,0.42485195,0.4894684,0.7674429,-0.2779745
10,0.3744303,0.80170506,"('unsympathetic', 'sympathetic')",1.7949549,2.0522423,-0.5642108,-0.31171533,0.09571044,0.06254277,0.4252212,0.6511937,-0.2259725
82,0.35519072,-0.04786675,"('poor', 'rich')",0.66003335,0.5712707,0.7476728,0.328503,6.0755043,5.949181,1.9596003,1.700272,0.2593283
63,0.3472718,0.5349296,"('unperceptive', 'insightful')",1.381439,1.5265855,0.667968,0.7647278,0.9025071,0.65444374,0.8247964,0.8701717,-0.0453753
25,-0.3342015,-0.7511992,"('egoistic', 'altruistic')",-0.58433694,-0.7953152,0.81684566,0.42956287,1.163655,1.1635671,0.2654906,0.0116539,0.2538367
12,0.30933324,0.41235012,"('unsupportive', 'supportive')",0.9996893,1.0511421,0.26138225,0.40894985,-1.7616858,-2.0057924,-0.0478203,-0.0333376,-0.0144827
19,-0.30382553,-0.7924654,"('inhospitable', 'hospitable')",-1.1708496,-1.5676614,-1.1683172,-1.7157708,-0.74081016,-0.9386616,-0.8459506,-1.2536398,0.4076892
65,0.30342194,0.96187025,"('insecure', 'secure')",2.3128603,2.693084,0.7713742,1.0802073,0.745673,0.6726337,1.0333323,1.3519489,-0.3186166
83,0.2933946,0.2986099,"('powerless', 'powerful')",0.5332841,0.47541028,0.6847646,0.34955445,-0.8755988,-1.0909196,0.1589611,0.0081638,0.1507973
47,-0.29062384,0.008781627,"('stupid', 'smart')",0.9518298,1.1334085,1.1168618,1.0127109,5.518555,5.612365,1.8241558,1.9418164,-0.1176606
8,-0.28946245,-0.3319115,"('unaffectionate', 'affectionate')",-1.4930484,-1.6103897,0.60522825,0.6741604,0.21313491,0.49916464,-0.2410369,-0.192244,-0.0487929
38,-0.28705075,-0.30726278,"('untruthful', 'truthful')",0.1329812,0.009750105,-0.53555083,-0.62482846,0.15064588,-0.15517142,-0.1347436,-0.2693781,0.1346345
64,-0.2759902,0.012827653,"('shy', 'confident')",0.64873284,0.83535475,0.15999225,0.31016335,-5.353846,-5.5685096,-1.2052778,-1.102541,-0.1027368
61,-0.2692823,-0.054764956,"('illogical', 'logical')",1.6077899,1.6233468,-0.25696453,0.111036286,0.27131724,0.20343281,0.3382151,0.4707627,-0.1325476
77,-0.25768667,-0.1803864,"('unmotivated', 'motivated')",1.532,1.5263367,-0.44818237,-0.7334609,-0.4486877,-0.68533605,0.0943608,-0.0182117,0.1125725
48,-0.25453943,-0.0824995,"('unintelligent', 'intelligent')",1.0309914,1.1743512,-1.0801462,-0.9800919,-0.1303908,-0.36010173,-0.1085212,-0.0620855,-0.0464357
33,0.25186133,0.4545864,"('wrong', 'right')",-0.06359741,-0.06702475,0.59948224,0.69526136,-0.81602603,-0.75526774,-0.00707,0.0818888,-0.0889588
17,-0.23592949,-0.469101,"('nasty', 'nice')",-0.4390061,-0.6840023,-0.6517572,-0.8501347,-0.024352632,-0.20495813,-0.3377614,-0.552049,0.2142876
4,-0.22659521,-0.5814451,"('disliked', 'liked')",-1.1074405,-1.3290048,0.8655851,0.87911946,-5.9786158,-6.3486047,-1.6117666,-1.8449838,0.2332172
9,-0.21794617,-0.14760251,"('unaffectionate', 'caring')",0.07921727,-0.04605014,0.73637563,0.8474566,0.598814,0.84432936,0.2991152,0.3745333,-0.0754181
84,0.21509454,0.16594547,"('inferior', 'superior')",-0.6951842,-0.55682075,-0.08474867,-0.010547359,0.22663805,0.31066468,-0.0845501,-0.0226895,-0.0618606
44,-0.20281978,-0.04780259,"('prejudiced', 'unprejudiced')",-1.0621084,-0.8741161,-0.43553185,-0.1903985,-1.4873533,-1.2493902,-0.7969533,-0.5904269,-0.2065264
18,-0.20191476,-0.29648697,"('disagreeable', 'welcoming')",-0.64814436,-0.61498094,0.24179325,0.13700373,-1.140998,-1.1189834,-0.437316,-0.4733619,0.0360459
54,-0.19820222,-0.22478256,"('incapable', 'capable')",-0.13423227,-0.14388199,0.021790039,-0.059214536,0.22999212,0.318747,-0.0201631,-0.027283,0.0071199
73,0.18159513,0.03881094,"('helpless', 'self-reliant')",-0.6875864,-0.7922045,-0.97712475,-0.8528197,-3.564714,-3.5465653,-1.2619575,-1.2881947,0.0262372
40,0.11067282,0.15908897,"('stingy', 'generous')",-0.31058282,-0.27004623,0.04572487,0.22771002,-2.257744,-2.4140286,-0.6029823,-0.5743189,-0.0286634
75,-0.08640306,-0.54815626,"('meek', 'impulsive')",-0.60597235,-0.9036009,-0.28845307,-0.2952116,-0.4051507,-0.48898262,-0.3464948,-0.5589879,0.2124931
71,0.082427844,0.07214174,"('diffident', 'self-confident')",0.19864966,0.20371547,0.014143009,0.29834846,0.12568131,0.2157339,0.1052255,0.1974849,-0.0922594
41,-0.082316235,-0.03263337,"('unforgiving', 'forgiving')",0.6548753,0.65528727,1.0462985,0.91443676,0.767264,0.50844693,0.5965304,0.5113844,0.085146
21,0.0446003,0.3201667,"('immoral', 'moral')",2.5377963,2.667471,-0.44458497,-0.49448192,-0.4059948,-0.58589786,0.4329542,0.4768144,-0.0438602
37,-0.033550624,-0.094897434,"('fake', 'genuine')",0.040997166,-0.006513564,-0.9635598,-1.1042463,-0.59338874,-0.46670365,-0.3873755,-0.4180902,0.0307147
79,-0.009381618,-0.56728464,"('wavering', 'unwavering')",-1.6901054,-2.0482595,-0.87444985,-1.0888313,-0.58317775,-0.66289955,-0.7892787,-1.0918187,0.30254
66,-0.00043384358,-0.091037765,"('inactive', 'active')",-1.256707,-1.3191645,0.5290549,0.66095126,1.1803346,1.2649951,0.1130622,0.128936,-0.0158738
