,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,male-female
5,1.739698,1.4392662,"('distant', 'outgoing')",-0.73407876,-1.0739256,0.5028096,0.1826703,0.3201393
75,1.7212443,1.541285,"('meek', 'impulsive')",-0.7667321,-0.8757188,0.4772561,0.3327831,0.144473
77,-1.7139362,-1.7619848,"('unmotivated', 'motivated')",-0.9342906,-0.9877381,-1.3241134,-1.3748615,0.0507481
51,-1.6822478,-1.8528,"('uneducated', 'educated')",0.28661147,0.27296814,-0.6978182,-0.7899159,0.0920977
70,-1.6644888,-1.4928057,"('lethargic', 'energetic')",0.8226738,1.0341907,-0.4209075,-0.2293075,-0.1916
6,1.5787553,1.4010634,"('distant', 'open')",-0.41218272,-0.59942067,0.5832863,0.4008214,0.1824649
24,-1.5630702,-1.3872064,"('dishonest', 'honest')",0.44689214,0.6150702,-0.558089,-0.3860681,-0.1720209
31,1.4981394,1.2938384,"('evil', 'good')",-1.0203755,-1.351552,0.2388819,-0.0288568,0.2677387
56,-1.4607517,-1.3646473,"('impractical', 'practical')",0.4395784,0.5827459,-0.5105866,-0.3909507,-0.1196359
30,-1.4426711,-1.2218268,"('intolerant', 'tolerant')",0.674092,0.8431928,-0.3842895,-0.189317,-0.1949725
73,1.4366773,1.3416243,"('helpless', 'self-reliant')",-2.9890223,-3.0612426,-0.7761725,-0.8598092,0.0836367
80,-1.4355165,-1.2483114,"('dominated', 'dominating')",-0.19332537,-0.07035291,-0.8144209,-0.6593322,-0.1550887
32,-1.4091431,-1.2547338,"('unkind', 'kind')",0.8999121,1.1349725,-0.2546155,-0.0598807,-0.1947348
3,-1.3658104,-1.2973852,"('repellent', 'pleasant')",-0.07079421,0.066662885,-0.7183023,-0.6153612,-0.1029411
63,-1.3313158,-1.2331252,"('unperceptive', 'insightful')",0.57689065,0.58634776,-0.3772126,-0.3233887,-0.0538239
12,-1.3266362,-1.2114884,"('unsupportive', 'supportive')",-1.2258967,-1.1690134,-1.2762665,-1.1902509,-0.0860156
57,-1.2896537,-1.2204825,"('unimaginative', 'imaginative')",-1.7292092,-1.8659565,-1.5094314,-1.5432196,0.0337882
4,1.2430409,1.0652847,"('disliked', 'liked')",-6.3820467,-6.7119074,-2.5695028,-2.8233113,0.2538085
7,-1.2278192,-0.9987341,"('insensitive', 'sensitive')",1.0659761,1.3308308,-0.0809215,0.1660483,-0.2469698
72,-1.2243487,-1.1291445,"('unambitious', 'ambitious')",0.056084923,0.29761928,-0.5841319,-0.4157626,-0.1683693
83,-1.1480742,-1.1341051,"('powerless', 'powerful')",-0.6803249,-0.51768464,-0.9141995,-0.8258948,-0.0883047
28,-1.1449915,-1.0839301,"('disloyal', 'loyal')",1.2861296,1.2932981,0.070569,0.104684,-0.034115
59,1.0697601,0.914564,"('foolish', 'wise')",-0.43464613,-0.47243908,0.317557,0.2210625,0.0964945
50,1.0348098,0.8982276,"('clumsy', 'skillful')",-0.67895514,-0.8001988,0.1779273,0.0490144,0.1289129
88,-1.0020032,-1.2013489,"('low', 'eminent')",0.07438158,-0.10444098,-0.4638108,-0.6528949,0.1890841
66,0.990492,0.796104,"('inactive', 'active')",-0.25922626,-0.24718688,0.3656329,0.2744586,0.0911743
53,-0.96372104,-1.0093213,"('uncreative', 'creative')",0.24213177,0.05195902,-0.3607946,-0.4786811,0.1178865
71,0.8382263,0.71855557,"('diffident', 'self-confident')",0.06491184,-0.003311187,0.4515691,0.3576222,0.0939469
49,-0.7859684,-0.7736539,"('unable', 'able')",-0.61339855,-0.6699488,-0.6996835,-0.7218014,0.0221179
20,-0.77163476,-0.8179611,"('rough', 'thoughtful')",-0.06495014,-0.05461058,-0.4182925,-0.4362859,0.0179934
34,-0.7679998,-0.6867632,"('mean', 'honorable')",4.0983744,4.2108765,1.6651872,1.7620566,-0.0968694
14,-0.7590427,-0.7182281,"('antisocial', 'social')",0.72473085,0.9144928,-0.0171559,0.0981323,-0.1152882
45,-0.7511559,-0.6230837,"('incompetent', 'competent')",0.88308275,0.9827694,0.0659634,0.1798429,-0.1138795
25,0.73817587,0.5938119,"('egoistic', 'altruistic')",1.0421908,0.76358765,0.8901833,0.6786998,0.2114835
47,-0.7167113,-0.7136665,"('stupid', 'smart')",4.2641163,4.479796,1.7737025,1.8830647,-0.1093622
33,0.67582756,0.54453546,"('wrong', 'right')",-0.16349612,-0.25433248,0.2561657,0.1451015,0.1110642
15,0.6313721,0.5373803,"('boring', 'funny')",0.81589276,0.53299993,0.7236325,0.5351901,0.1884424
37,-0.60189205,-0.4301754,"('fake', 'genuine')",0.36661154,0.48951447,-0.1176403,0.0296695,-0.1473098
78,-0.5490816,-0.46253636,"('nonresilient', 'resilient')",0.077007934,-0.120132565,-0.2360368,-0.2913345,0.0552977
52,0.54175895,0.44819573,"('irrational', 'rational')",0.083611876,-0.10743052,0.3126854,0.1703826,0.1423028
19,0.52957064,0.40936342,"('inhospitable', 'hospitable')",-0.85809267,-0.9434577,-0.164261,-0.2670472,0.1027862
44,0.50909907,0.5469693,"('prejudiced', 'unprejudiced')",-1.7380747,-1.5263563,-0.6144878,-0.4896935,-0.1247943
26,0.4764763,0.2770329,"('hardhearted', 'benevolent')",2.3721066,2.1992335,1.4242914,1.2381332,0.1861582
16,0.47322142,0.36798137,"('unpopular', 'popular')",-0.24378444,-0.44347787,0.1147185,-0.0377482,0.1524667
74,-0.4668853,-0.53368765,"('undedicated', 'dedicated')",0.1938118,0.24752325,-0.1365367,-0.1430822,0.0065455
39,-0.45430905,-0.3881411,"('exploitative', 'cooperative')",0.56931925,0.67099863,0.0575051,0.1414288,-0.0839237
41,-0.4389756,-0.45270324,"('unforgiving', 'forgiving')",0.5755856,0.613753,0.068305,0.0805249,-0.0122199
38,-0.43893132,-0.3337441,"('untruthful', 'truthful')",-0.06851813,-0.008416355,-0.2537247,-0.1710802,-0.0826445
61,-0.41576514,-0.3655807,"('illogical', 'logical')",0.43599972,0.45519686,0.0101173,0.0448081,-0.0346908
9,-0.4126773,-0.4324415,"('unaffectionate', 'caring')",1.3875164,1.2779863,0.4874195,0.4227724,0.0646471
22,-0.37692934,-0.20981613,"('untrustworthy', 'trustworthy')",-0.46038908,-0.29721993,-0.4186592,-0.253518,-0.1651412
1,-0.36964804,-0.48087084,"('unfriendly', 'friendly')",1.6634517,1.3677609,0.6469018,0.443445,0.2034568
27,-0.35742414,-0.33895537,"('hardhearted', 'softhearted')",0.88395214,0.87639743,0.263264,0.268721,-0.005457
64,-0.34305093,-0.26920098,"('shy', 'confident')",-5.5942793,-5.4776945,-2.9686651,-2.8734477,-0.0952174
68,-0.3234846,-0.41491497,"('dependent', 'independent')",-1.6633892,-1.7562805,-0.9934369,-1.0855978,0.0921609
8,0.31702536,0.30786163,"('unaffectionate', 'affectionate')",1.2391353,1.0102408,0.7780803,0.6590512,0.1190291
2,0.30446514,0.25464576,"('unlikable', 'likable')",0.27309388,0.30429223,0.2887795,0.279469,0.0093105
58,-0.2615464,-0.39384004,"('undiscriminating', 'discriminating')",0.49837613,0.36145067,0.1184149,-0.0161947,0.1346096
29,0.25729567,0.15279269,"('unfair', 'fair')",-0.7432779,-0.73945445,-0.2429911,-0.2933309,0.0503398
84,-0.25551066,-0.3657011,"('inferior', 'superior')",0.26949418,0.17665082,0.0069918,-0.0945251,0.1015169
17,0.22942503,0.2011321,"('nasty', 'nice')",-0.14060818,-0.094613224,0.0444084,0.0532594,-0.008851
87,-0.20964016,-0.25200903,"('unsuccessful', 'successful')",0.8325582,0.780909,0.311459,0.26445,0.047009
67,0.17940886,0.035445444,"('doubtful', 'determined')",-0.3469511,-0.21836649,-0.0837711,-0.0914605,0.0076894
54,0.15136096,0.10116822,"('incapable', 'capable')",0.6003382,0.6856692,0.3758496,0.3934187,-0.0175691
40,-0.13825242,-0.1839253,"('stingy', 'generous')",-1.899652,-1.9850566,-1.0189523,-1.084491,0.0655387
18,-0.09529604,-0.1482958,"('disagreeable', 'welcoming')",-0.98470706,-0.9293759,-0.5400016,-0.5388358,-0.0011658
82,-0.056979634,-0.046431236,"('poor', 'rich')",5.3989863,5.607236,2.6710033,2.7804024,-0.1093991
42,0.031927455,0.111918844,"('unreliable', 'reliable')",-2.8668976,-2.722487,-1.4174851,-1.305284,-0.1122011
