,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,male-female
69,2.4454136,2.705001,"('lazy', 'industrious')",0.1730225,0.055625007,0.08131742,-0.079422176,0.8999178,0.8937346,0.0061832
10,-2.4065287,-2.4999845,"('unsympathetic', 'sympathetic')",0.07529931,0.22409995,-0.29746932,-0.15554747,-0.8762329,-0.8104773,-0.0657556
0,-2.1339035,-2.318028,"('unsociable', 'sociable')",-0.26447862,-0.42914116,-0.79244316,-0.77389616,-1.0636085,-1.1736884,0.1100799
45,-2.0717175,-2.207206,"('incompetent', 'competent')",0.040854745,0.2603104,-0.6136106,-0.5471039,-0.8814912,-0.8313332,-0.050158
43,-2.0372653,-1.9713912,"('irresponsible', 'responsible')",0.52618766,0.9058928,0.03611824,0.16718869,-0.4916531,-0.2994365,-0.1922166
85,2.0260985,2.0176377,"('insignificant', 'prestigious')",-0.4906271,-0.8762773,0.7671365,0.35999036,0.767536,0.5004503,0.2670857
35,1.9822447,1.8870193,"('corrupt', 'incorrupt')",-1.6375303,-2.1030538,0.13168882,-0.34304726,0.1588011,-0.1863606,0.3451617
55,-1.880808,-2.0944948,"('incompetent', 'clever')",0.38753024,0.66853917,-0.18753809,-0.10950221,-0.560272,-0.5118193,-0.0484527
36,1.8391914,1.4813526,"('hostile', 'amicable')",-1.1934779,-1.9518858,0.53901875,0.019514766,0.3949108,-0.1503395,0.5452503
57,-1.7957151,-1.9687998,"('unimaginative', 'imaginative')",-0.43401286,-0.48416188,-2.3529377,-2.46877,-1.5275551,-1.6405773,0.1130222
13,-1.7781794,-1.6480446,"('impolite', 'polite')",0.398,0.686814,-0.19460502,-0.0808174,-0.5249281,-0.3473493,-0.1775788
14,-1.777893,-1.8107082,"('antisocial', 'social')",1.3918374,1.5606612,-1.1638346,-0.9816259,-0.5166301,-0.4105576,-0.1060725
33,1.7154124,1.6114297,"('wrong', 'right')",0.9277492,0.6366913,0.0023117661,-0.2944052,0.8818244,0.6512386,0.2305858
81,-1.6610184,-1.6317018,"('submissive', 'aggressive')",1.1396028,1.6034387,-0.867377,-0.5729761,-0.4629308,-0.2004131,-0.2625177
76,-1.6562362,-1.5686835,"('anxious', 'daring')",0.56671333,1.1382233,-0.15155976,0.27429864,-0.4136942,-0.0520539,-0.3616403
70,-1.6483986,-1.4278941,"('lethargic', 'energetic')",0.4005326,0.9076146,0.2598982,0.72521645,-0.3293226,0.0683123,-0.3976349
79,1.564573,1.4203446,"('wavering', 'unwavering')",-0.7000051,-0.95875263,0.24698253,0.16637579,0.3705168,0.2093226,0.1611942
30,-1.5522978,-1.6228521,"('intolerant', 'tolerant')",1.3298452,1.484886,1.0262418,0.8815629,0.2679297,0.2478656,0.0200641
62,-1.5081878,-1.5983087,"('incompetent', 'brilliant')",1.0318947,1.4519681,-0.19538356,0.02589013,-0.2238922,-0.0401502,-0.183742
7,-1.4473217,-1.351289,"('insensitive', 'sensitive')",0.002840273,0.28128248,0.2763897,0.60882664,-0.3893639,-0.1537267,-0.2356372
23,-1.4408659,-1.446974,"('insincere', 'sincere')",0.51752037,0.73202795,4.503378,4.934465,1.1933441,1.4065062,-0.2131621
28,-1.3946823,-1.6733229,"('disloyal', 'loyal')",-0.81073195,-1.2073152,0.8918562,0.6271031,-0.4378527,-0.7511783,0.3133256
21,-1.3515499,-1.2859865,"('immoral', 'moral')",1.1701287,1.3435546,-0.9731288,-0.884032,-0.38485,-0.275488,-0.109362
31,1.3447129,1.0870599,"('evil', 'good')",-0.939471,-1.5550075,-0.9076665,-1.3639847,-0.1674749,-0.6106441,0.4431692
46,-1.3188622,-1.3665735,"('uncompetitive', 'competitive')",1.2090838,1.4540851,-0.78454864,-0.7723598,-0.298109,-0.2282827,-0.0698263
56,-1.2615443,-1.1960078,"('impractical', 'practical')",1.2966359,1.7776552,-0.3081336,-0.16114183,-0.091014,0.1401685,-0.2311825
