,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,male-female
44,1.0619543,1.1955143,"('prejudiced', 'unprejudiced')",-1.2364669,-1.1308216,-0.0872563,0.0323464,-0.1196027
46,-1.0333858,-0.8033555,"('uncompetitive', 'competitive')",-1.0768797,-0.7352767,-1.0551327,-0.7693161,-0.2858166
61,-1.0116627,-0.7783412,"('illogical', 'logical')",0.17119464,0.059185777,-0.420234,-0.3595777,-0.0606563
62,-1.0027041,-0.34141177,"('incompetent', 'brilliant')",-0.62711734,-0.00919508,-0.8149108,-0.1753034,-0.6396074
21,-0.97025514,-0.5330992,"('immoral', 'moral')",-0.8796173,-0.49287665,-0.9249362,-0.5129879,-0.4119483
72,-0.9614212,-0.9637504,"('unambitious', 'ambitious')",-1.1028079,-0.9787785,-1.0321145,-0.9712645,-0.06085
48,-0.95723605,-1.1892527,"('unintelligent', 'intelligent')",0.91857153,0.81184185,-0.0193323,-0.1887054,0.1693731
54,-0.93454766,-0.6970282,"('incapable', 'capable')",1.2008532,1.2046616,0.1331528,0.2538167,-0.1206639
82,-0.9341589,-0.73051053,"('poor', 'rich')",5.4165344,5.5156965,2.2411878,2.3925929,-0.1514051
81,-0.9036516,-0.46939433,"('submissive', 'aggressive')",-1.2783056,-0.7512747,-1.0909786,-0.6103345,-0.4806441
85,0.9011879,0.62605727,"('insignificant', 'prestigious')",1.7739137,1.1720879,1.3375509,0.8990726,0.4384783
22,-0.8355585,-0.85626054,"('untrustworthy', 'trustworthy')",-1.2288891,-1.0983942,-1.0322238,-0.9773273,-0.0548965
74,-0.8350957,-0.55280936,"('undedicated', 'dedicated')",-0.19465318,-0.06343113,-0.5148745,-0.3081203,-0.2067542
77,-0.8242119,-0.70869476,"('unmotivated', 'motivated')",-1.1517823,-0.9944811,-0.9879971,-0.8515879,-0.1364092
8,-0.8147492,-1.002702,"('unaffectionate', 'affectionate')",1.1001772,0.6282346,0.142714,-0.1872337,0.3299477
36,-0.7822002,-0.98731834,"('hostile', 'amicable')",0.68620175,0.22972617,-0.0479992,-0.3787961,0.3307969
43,-0.7820354,-0.509097,"('irresponsible', 'responsible')",0.096960396,0.3721571,-0.3425375,-0.0684699,-0.2740676
3,-0.7465622,-0.60482484,"('repellent', 'pleasant')",-0.29490077,0.09792967,-0.5207314,-0.2534476,-0.2672838
32,-0.7230287,-0.57352483,"('unkind', 'kind')",0.65611523,0.5922583,-0.0334567,0.0093667,-0.0428234
79,-0.7127713,-0.44960648,"('wavering', 'unwavering')",0.27688,0.12172307,-0.2179457,-0.1639417,-0.054004
25,-0.7079834,-0.7648259,"('egoistic', 'altruistic')",1.8027499,1.5100261,0.5473832,0.3726001,0.1747831
55,-0.6794995,-0.6136027,"('incompetent', 'clever')",-0.42547655,-0.17497174,-0.552488,-0.3942872,-0.1582008
88,-0.6693559,-0.4808187,"('low', 'eminent')",0.53599465,0.5064104,-0.0666806,0.0127959,-0.0794765
17,-0.66514087,-0.5094565,"('nasty', 'nice')",-0.52539563,-0.39338762,-0.5952682,-0.4514221,-0.1438461
14,-0.6460665,-0.47783324,"('antisocial', 'social')",-1.3414456,-0.9030479,-0.9937561,-0.6904406,-0.3033155
11,-0.62596846,-0.21405157,"('unhelpful', 'helpful')",1.2097133,1.5645567,0.2918724,0.6752526,-0.3833802
41,-0.61253613,-0.59935117,"('unforgiving', 'forgiving')",-0.14431271,-0.087143846,-0.3784244,-0.3432475,-0.0351769
56,-0.6053319,0.0734796,"('impractical', 'practical')",-0.97820336,-0.23309907,-0.7917676,-0.0798097,-0.7119579
39,0.5825631,0.6688487,"('exploitative', 'cooperative')",0.16566525,0.46402934,0.3741142,0.566439,-0.1923248
63,-0.5802501,-0.4653625,"('unperceptive', 'insightful')",0.9679556,0.94624203,0.1938528,0.2404398,-0.046587
84,0.55983025,0.4965786,"('inferior', 'superior')",1.3340851,1.3166893,0.9469577,0.9066339,0.0403238
66,-0.5486041,-0.50082797,"('inactive', 'active')",1.0414214,0.653846,0.2464087,0.076509,0.1698997
12,-0.5384696,-0.45003763,"('unsupportive', 'supportive')",-1.570281,-1.5263448,-1.0543753,-0.9881912,-0.0661841
60,-0.5127524,-0.17121984,"('inefficient', 'efficient')",-0.5757462,-0.070090115,-0.5442493,-0.120655,-0.4235943
76,-0.5022782,-0.13979806,"('anxious', 'daring')",-0.33386934,-0.055053335,-0.4180738,-0.0974257,-0.3206481
18,-0.50060385,-0.48707515,"('disagreeable', 'welcoming')",-0.18657038,-0.3960452,-0.3435871,-0.4415602,0.0979731
34,-0.46855146,-0.27056885,"('mean', 'honorable')",5.731703,5.7211275,2.6315756,2.7252793,-0.0937037
5,0.44049153,0.50442046,"('distant', 'outgoing')",0.27745336,-0.046290457,0.3589724,0.229065,0.1299074
47,-0.43552577,-0.10727627,"('stupid', 'smart')",4.9343643,5.158041,2.2494192,2.5253823,-0.2759631
50,0.38802332,0.65062535,"('clumsy', 'skillful')",0.61222804,0.49867526,0.5001256,0.5746503,-0.0745247
30,-0.37320414,-0.105124846,"('intolerant', 'tolerant')",0.7299221,1.0203328,0.178359,0.457604,-0.279245
52,0.36106598,0.3821885,"('irrational', 'rational')",0.71641594,0.45026937,0.538741,0.416229,0.122512
58,-0.3345363,-0.5970608,"('undiscriminating', 'discriminating')",0.014048474,-0.13554078,-0.1602439,-0.3663008,0.2060569
19,-0.32316166,-0.015692525,"('inhospitable', 'hospitable')",0.34537977,0.22829264,0.0111091,0.1063001,-0.095191
37,-0.31963515,-0.2637364,"('fake', 'genuine')",0.042502508,-0.065000445,-0.1385663,-0.1643684,0.0258021
59,0.29497728,0.32988656,"('foolish', 'wise')",0.7255719,0.63218576,0.5102746,0.4810362,0.0292384
40,-0.29271165,-0.62682027,"('stingy', 'generous')",-1.4207859,-1.6793088,-0.8567488,-1.1530645,0.2963157
80,-0.28303987,-0.25797924,"('dominated', 'dominating')",-1.6102911,-1.4746343,-0.9466655,-0.8663068,-0.0803587
6,0.27467763,0.18009599,"('distant', 'open')",0.6908596,0.2454485,0.4827686,0.2127723,0.2699963
49,-0.26903173,-0.16812903,"('unable', 'able')",0.19941074,0.12369708,-0.0348105,-0.022216,-0.0125945
68,-0.2554068,-0.48113388,"('dependent', 'independent')",-0.16029066,-0.3758411,-0.2078487,-0.4284875,0.2206388
15,0.2405308,0.51059353,"('boring', 'funny')",0.5782545,0.5183893,0.4093927,0.5144914,-0.1050987
26,-0.23579773,-0.29757476,"('hardhearted', 'benevolent')",1.9758646,1.813025,0.8700334,0.7577251,0.1123083
75,0.22383985,0.46899492,"('meek', 'impulsive')",-0.34053698,-0.17931747,-0.0583486,0.1448387,-0.2031873
83,-0.19468275,0.079729125,"('powerless', 'powerful')",-1.1988007,-1.0338475,-0.6967417,-0.4770592,-0.2196825
78,-0.19148088,-0.559725,"('nonresilient', 'resilient')",0.82588917,0.4241201,0.3172041,-0.0678024,0.3850065
31,-0.17069702,-0.328628,"('evil', 'good')",-0.33112812,-0.730681,-0.2509126,-0.5296545,0.2787419
4,-0.15664463,-0.023300137,"('disliked', 'liked')",-5.8372583,-5.750654,-2.9969516,-2.8869772,-0.1099744
16,-0.12518442,0.03112512,"('unpopular', 'popular')",0.6909419,0.43967855,0.2828787,0.2354018,0.0474769
64,0.11266141,0.26047552,"('shy', 'confident')",-6.37575,-5.6469936,-3.1315444,-2.693259,-0.4382854
29,-0.10196998,-0.05940891,"('unfair', 'fair')",-0.53149325,-0.69414353,-0.3167316,-0.3767762,0.0600446
67,0.09987672,0.53880084,"('doubtful', 'determined')",-0.9303202,-0.43532872,-0.4152218,0.0517361,-0.4669579
33,0.082029,0.16732368,"('wrong', 'right')",-0.3730746,-0.6919774,-0.1455228,-0.2623268,0.116804
2,-0.06759283,0.4872804,"('unlikable', 'likable')",0.28578377,0.6660139,0.1090955,0.5766472,-0.4675517
71,-0.065054625,-0.047599807,"('diffident', 'self-confident')",0.99201113,0.571764,0.4634783,0.2620821,0.2013962
20,-0.022705562,-0.1453489,"('rough', 'thoughtful')",1.1519219,1.1813973,0.5646082,0.5180242,0.046584
87,0.020852752,0.5020916,"('unsuccessful', 'successful')",0.95583504,1.0345293,0.4883439,0.7683104,-0.2799665
27,0.020212999,-0.28929147,"('hardhearted', 'softhearted')",1.9479107,1.1421444,0.9840618,0.4264265,0.5576353
42,0.014298921,0.38004166,"('unreliable', 'reliable')",-3.1520722,-2.818503,-1.5688866,-1.2192307,-0.3496559
35,0.0044281073,-0.055472344,"('corrupt', 'incorrupt')",0.3769361,0.052398507,0.1906821,-0.0015369,0.192219
