,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
68,-0.97113454,-0.92030656,"('dependent', 'independent')",-0.2694123,0.19617176,-0.58241194,-0.4474508,-1.1949159,-0.9728408,-0.7544687,-0.5361066,-0.2183621
18,-0.9110492,-0.91639555,"('disagreeable', 'welcoming')",0.47416645,0.6191446,-0.32647607,-0.3219434,-1.162201,-1.0784663,-0.48139,-0.4244152,-0.0569748
47,0.8831893,0.8931801,"('stupid', 'smart')",0.72465134,0.89326704,0.8178171,0.8278196,5.6864457,5.513546,2.0280259,2.0319531,-0.0039272
5,0.87760293,0.944937,"('distant', 'outgoing')",1.2044394,0.6402671,1.5209423,0.9304972,-0.47601956,-0.5520289,0.7817412,0.4909181,0.2908231
16,0.84118915,0.9418195,"('unpopular', 'popular')",0.34466583,-0.098358095,1.9676822,1.6842315,0.31924182,0.09664868,0.8681948,0.6560854,0.2121094
51,-0.81298316,-0.7930098,"('uneducated', 'educated')",0.5959896,1.4455777,-0.071950465,0.39056447,0.4995333,0.80640566,0.0526473,0.4623845,-0.4097372
35,-0.81020945,-0.6323644,"('corrupt', 'incorrupt')",0.79530174,0.15799774,-0.24833557,-0.5023833,-0.9198591,-0.90546876,-0.2957756,-0.4705547,0.1747791
62,0.8063703,0.6328433,"('incompetent', 'brilliant')",-0.5669694,-0.40843847,0.63728744,0.83697575,0.22803232,0.07133442,0.2761802,0.2831787,-0.0069985
60,0.772321,0.7112218,"('inefficient', 'efficient')",-0.30933705,0.64052916,-0.06174762,0.3097457,0.2833129,0.29903078,0.1711373,0.4901319,-0.3189946
27,-0.73589724,-0.6436784,"('hardhearted', 'softhearted')",-0.44191778,-0.6048637,-0.45490804,-0.5342771,0.38597256,0.50758517,-0.3116876,-0.3188085,0.0071209
11,0.7201328,0.45109275,"('unhelpful', 'helpful')",0.29968965,0.23891102,1.2411923,1.2052094,2.6719227,2.4937785,1.2332344,1.0972478,0.1359866
50,0.71046793,0.7103407,"('clumsy', 'skillful')",1.0680081,1.2472516,1.275119,1.0496792,-0.23751047,-0.14388627,0.7040212,0.7158462,-0.011825
4,0.671828,0.6182763,"('disliked', 'liked')",1.1036228,0.46165568,2.1168444,1.8011513,-6.6287923,-6.6402364,-0.6841243,-0.9397883,0.255664
85,0.66494274,0.9943262,"('insignificant', 'prestigious')",0.9805413,0.4568851,1.7592796,1.458949,-0.9555299,-0.7894588,0.6123084,0.5301753,0.0821331
63,0.6581031,0.44569787,"('unperceptive', 'insightful')",1.1233886,1.4076481,0.6967057,0.75438434,0.8066622,0.71661866,0.8212149,0.8310872,-0.0098723
78,0.63617957,0.46748513,"('nonresilient', 'resilient')",-1.1453706,-1.2030244,0.6538955,0.6591613,0.31392294,0.05660496,0.1146569,-0.0049432,0.1196001
8,0.6354635,0.60838753,"('unaffectionate', 'affectionate')",-0.833773,-1.2742676,1.3124714,0.87163526,0.35916388,0.15658917,0.3683314,0.0905861,0.2777453
80,0.5868143,0.6639073,"('dominated', 'dominating')",0.36703426,0.88618046,-0.57428247,-0.05712945,0.10905916,0.11976383,0.1221563,0.4031805,-0.2810242
3,-0.5811303,-0.7032286,"('repellent', 'pleasant')",-0.5988846,-0.4198681,-0.9142113,-0.8310927,0.60689807,0.6135482,-0.371832,-0.3351603,-0.0366717
36,-0.5712807,-0.46900296,"('hostile', 'amicable')",-0.08806806,-0.86673033,0.348243,-0.2346257,-0.5523634,-0.6681939,-0.2158673,-0.5596382,0.3437709
70,0.5604205,0.25559348,"('lethargic', 'energetic')",0.106913686,0.29154298,-0.3626352,-0.20205021,0.822988,0.5071429,0.2819217,0.2130573,0.0688644
74,0.5509316,0.51970375,"('undedicated', 'dedicated')",0.22148767,0.597842,-0.0949576,0.124523684,0.054801162,0.060685165,0.1830657,0.3256886,-0.1426229
46,0.53643143,0.20566139,"('uncompetitive', 'competitive')",-0.6344657,-0.26063344,-0.14265135,0.09408396,0.035819076,-0.5083072,-0.0512166,-0.1172988,0.0660822
57,0.5316967,0.14855292,"('unimaginative', 'imaginative')",-1.306797,-1.6631036,1.0611117,0.9431402,-2.7115946,-3.3614643,-0.6063958,-0.9832187,0.3768229
37,-0.5116292,-0.53377676,"('fake', 'genuine')",0.29232666,0.3768924,-0.6128601,-0.40801236,0.096815646,0.16682243,-0.1838367,-0.0995186,-0.0843181
77,-0.4847802,-0.5063097,"('unmotivated', 'motivated')",-0.83719933,-0.33701864,0.23198055,0.4228944,-0.83784294,-1.1010809,-0.4819605,-0.3803787,-0.1015818
83,0.47540557,0.6370745,"('powerless', 'powerful')",-0.09282206,0.025498718,0.88860214,0.9954337,-1.1286443,-1.1257484,0.0356353,0.1330646,-0.0974293
75,0.4697895,0.13336644,"('meek', 'impulsive')",0.7717234,0.15721822,1.334537,0.741315,-0.19185032,-0.5654262,0.5960498,0.1166184,0.4794314
19,-0.46906084,-0.519194,"('inhospitable', 'hospitable')",0.29790562,0.014080338,0.3753584,0.056104034,-0.17610428,-0.17448899,0.0070247,-0.1558747,0.1628994
69,0.46102312,0.5794126,"('lazy', 'industrious')",1.1949253,0.8753865,0.80644494,0.63907397,-1.0350957,-0.8429198,0.3568244,0.3127383,0.0440861
53,0.45422816,0.32861084,"('uncreative', 'creative')",0.2903862,-0.037529558,1.4687307,1.1978451,0.7947771,0.56155586,0.7520306,0.5126206,0.23941
32,0.4474973,0.46803552,"('unkind', 'kind')",0.38250756,0.67352515,-0.8898321,-0.7196953,1.1876022,0.9862644,0.2819437,0.3520324,-0.0700887
72,0.43337086,0.4675377,"('unambitious', 'ambitious')",-0.875751,-0.944987,0.8030328,0.75956655,-0.42930076,-0.74149835,-0.017162,-0.1148453,0.0976833
52,-0.41804144,-0.42386886,"('irrational', 'rational')",-0.16181666,-0.53641737,0.2294787,-0.15830858,-0.89188844,-0.8340399,-0.310567,-0.4881587,0.1775917
82,0.4021585,-0.055856917,"('poor', 'rich')",0.85763127,0.73104674,0.15441507,0.07093524,6.497004,5.909746,1.9778023,1.6639678,0.3138345
59,0.39584282,0.41220683,"('foolish', 'wise')",1.5329949,1.507078,0.5409319,0.35007334,-0.12333244,-0.03201429,0.5866092,0.5593359,0.0272733
54,0.39358363,0.34324494,"('incapable', 'capable')",0.0354867,-0.2559256,0.62396497,0.35111275,0.84431225,0.63609535,0.4743369,0.2686319,0.205705
6,0.374886,0.4504438,"('distant', 'open')",1.0232573,0.4878693,0.5797831,0.024016842,-0.58757263,-0.5313361,0.3475884,0.1077485,0.2398399
81,0.36555132,0.1989225,"('submissive', 'aggressive')",-1.2330308,-0.64095765,-0.33163851,-0.12654807,-0.31482202,-0.51207674,-0.378485,-0.270165,-0.10832
61,0.34630623,0.6023691,"('illogical', 'logical')",0.27145755,0.60847163,0.39360598,0.6028084,-0.18530229,-0.17650402,0.2065169,0.4092863,-0.2027694
7,0.33240628,0.2776248,"('insensitive', 'sensitive')",0.53436476,0.63543636,0.15572286,0.22427039,0.37552738,0.09701959,0.3495053,0.3085878,0.0409175
24,0.32084483,0.33047283,"('dishonest', 'honest')",-0.27004594,0.075138785,-1.1244315,-1.067848,0.94656813,0.7766964,-0.0317661,0.028615,-0.0603811
38,0.31026676,0.07830767,"('untruthful', 'truthful')",0.7527327,0.558261,1.0815803,0.79324645,0.46765897,0.24311478,0.6530597,0.4182325,0.2348272
34,-0.3034594,-0.29517096,"('mean', 'honorable')",-0.06246473,0.025291726,0.36318833,0.35059592,5.366371,5.4319344,1.3409089,1.3781627,-0.0372538
66,0.289562,0.16037916,"('inactive', 'active')",1.667943,1.2107974,0.92788714,0.6151226,0.7433835,0.87103,0.9071939,0.7143323,0.1928616
23,-0.28793067,-0.44662625,"('insincere', 'sincere')",-0.72570795,-0.49612126,-0.38480765,-0.28688106,6.0610886,5.769013,1.1656606,1.1348461,0.0308145
10,-0.2767914,-0.32562393,"('unsympathetic', 'sympathetic')",-1.5611174,-1.0989857,-1.0380962,-0.66192216,0.23406985,-0.034347307,-0.6604838,-0.5302198,-0.130264
20,-0.2702748,-0.3874887,"('rough', 'thoughtful')",-0.2198607,-0.2307621,-0.2094594,-0.06626099,0.48426306,0.41996503,-0.0538329,-0.0661367,0.0123038
25,0.26273373,0.36730757,"('egoistic', 'altruistic')",-0.3902729,-0.49329686,-0.036459208,-0.108106256,0.9494517,1.0378462,0.1963633,0.2009377,-0.0045744
84,-0.26143354,-0.09934853,"('inferior', 'superior')",0.37468883,0.5602983,-0.179464,-0.07676516,0.23916838,0.3941868,0.0432399,0.1945929,-0.151353
13,0.25708887,0.115788504,"('impolite', 'polite')",-0.50866836,-0.19331747,0.30553526,0.4469618,0.39854676,0.38280696,0.1131256,0.1880599,-0.0749343
86,-0.23866645,-0.32002923,"('uninfluential', 'influential')",-1.1643083,-0.9051683,-0.5118736,-0.39015272,-0.19109297,-0.33234358,-0.5264853,-0.4869235,-0.0395618
28,0.20583488,0.13435665,"('disloyal', 'loyal')",0.07087132,-0.23090976,-0.6182098,-0.67240083,0.8184331,0.4523718,0.1192324,-0.0791455,0.1983779
65,-0.20044763,-0.210842,"('insecure', 'secure')",-0.512814,0.030213267,-0.9360823,-0.6895637,0.4808011,0.34337476,-0.2921357,-0.1317044,-0.1604313
79,-0.19749478,-0.23689526,"('wavering', 'unwavering')",0.72864234,0.21726789,0.42047688,0.09224195,-0.4937294,-0.59039116,0.1144738,-0.1294442,0.243918
48,-0.19634315,-0.23230629,"('unintelligent', 'intelligent')",-1.4415002,-1.0420697,-0.32404697,-0.27829581,-0.124213256,-0.28041708,-0.5215259,-0.4582722,-0.0632537
76,0.17292774,0.31846333,"('anxious', 'daring')",0.5699812,1.1090658,-0.39425483,0.1093903,0.2785272,0.3083317,0.1567953,0.4613128,-0.3045175
67,-0.16847225,-0.067753755,"('doubtful', 'determined')",-0.0027885288,0.3299823,0.6100828,0.6514687,-0.012065129,0.011570655,0.1066892,0.231317,-0.1246278
45,0.15051927,-0.2455908,"('incompetent', 'competent')",0.3469024,0.058138534,0.6503191,0.54576963,0.14285469,-0.45094258,0.3226489,-0.0231563,0.3458052
39,0.14750895,0.47601664,"('exploitative', 'cooperative')",-0.03757219,0.4020358,-0.113226525,0.2778959,0.4616005,0.65692407,0.1145777,0.4532181,-0.3386404
29,0.13549785,0.28434953,"('unfair', 'fair')",1.2185984,1.2946491,-0.008630101,-0.0055231787,-0.79447013,-0.7538625,0.137749,0.2049032,-0.0671542
64,0.12359707,0.111864455,"('shy', 'confident')",0.53646314,0.7905357,-0.35603213,-0.18095437,-5.6058826,-5.546697,-1.3254637,-1.2063129,-0.1191508
88,0.08533489,-0.0064031947,"('low', 'eminent')",-0.265421,-0.26508507,-0.25990522,-0.33398625,-0.45519453,-0.5732288,-0.2237965,-0.2946758,0.0708793
17,-0.08458856,-0.02524028,"('nasty', 'nice')",-0.24314435,-0.38932812,0.89919555,0.6824034,-0.07017147,-0.07107771,0.1253228,0.0491893,0.0761335
40,0.07160059,-0.08394565,"('stingy', 'generous')",-0.81334364,-1.1500612,-0.49724245,-0.49191642,-2.6433017,-2.9030948,-0.9705718,-1.1572545,0.1866827
15,0.07059415,-0.19298515,"('boring', 'funny')",0.47877768,-0.028878901,0.66810226,0.33467656,0.41743553,0.3731279,0.4087274,0.1214851,0.2872423
21,0.057201847,0.20297533,"('immoral', 'moral')",-0.7566045,0.22712214,-0.90046227,-0.31310746,-0.5459904,-0.51598036,-0.5364639,-0.0997476,-0.4367163
44,0.04692047,0.08692733,"('prejudiced', 'unprejudiced')",0.30860412,0.27755177,-0.42359295,-0.40261364,-1.0980788,-1.0998162,-0.2915368,-0.2844877,-0.0070491
55,0.035898983,-0.10247946,"('incompetent', 'clever')",-0.50933623,0.2166851,-0.5290391,-0.25372076,0.6140172,0.5480308,-0.0971148,0.1021289,-0.1992437
22,-0.011522755,-0.32445264,"('untrustworthy', 'trustworthy')",1.041704,1.3387566,-0.4960279,-0.5035123,0.103533275,-0.45508513,0.1594217,0.0139266,0.1454951
41,-0.0086255,0.05763369,"('unforgiving', 'forgiving')",-0.6143385,-0.7708103,0.061836828,0.09474935,0.388793,0.022543252,-0.0430835,-0.148971,0.1058875
