,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,male-female
70,-0.83992106,-0.69737583,"('lethargic', 'energetic')",0.26304966,0.3434379,-0.2884357,-0.176969,-0.1114667
12,-0.80095786,-0.67046624,"('unsupportive', 'supportive')",-1.6866516,-1.582634,-1.2438047,-1.1265501,-0.1172546
43,-0.7892738,-0.6346244,"('irresponsible', 'responsible')",0.30127108,0.3689627,-0.2440014,-0.1328309,-0.1111705
13,-0.7744608,-1.2314246,"('impolite', 'polite')",-0.35524347,-0.64091766,-0.5648521,-0.9361711,0.371319
40,-0.77360046,-0.37387964,"('stingy', 'generous')",-1.842746,-1.7089846,-1.3081732,-1.0414321,-0.2667411
23,-0.7495974,-1.1466663,"('insincere', 'sincere')",5.652562,5.6635623,2.4514823,2.2584481,0.1930342
44,0.71942765,0.9780348,"('prejudiced', 'unprejudiced')",-1.5636344,-1.3352892,-0.4221034,-0.1786272,-0.2434762
18,-0.7091619,-0.6484529,"('disagreeable', 'welcoming')",-0.3339262,-0.13342698,-0.521544,-0.3909399,-0.1306041
3,-0.6983676,-0.7205537,"('repellent', 'pleasant')",-0.094876625,-0.2707065,-0.3966221,-0.4956301,0.099008
58,-0.6756931,-0.37996987,"('undiscriminating', 'discriminating')",-0.213606,-0.15865736,-0.4446495,-0.2693136,-0.1753359
48,-0.67303044,-0.95176136,"('unintelligent', 'intelligent')",1.1059126,0.87982094,0.2164411,-0.0359702,0.2524113
26,-0.6616968,-0.76380646,"('hardhearted', 'benevolent')",1.5076809,1.3312631,0.4229921,0.2837283,0.1392638
46,-0.6370843,-0.720254,"('uncompetitive', 'competitive')",-0.843856,-1.0936105,-0.7404702,-0.9069322,0.166462
77,-0.6313685,-0.8581597,"('unmotivated', 'motivated')",-0.8539117,-0.98883164,-0.7426401,-0.9234957,0.1808556
88,-0.6239755,-0.87636274,"('low', 'eminent')",0.4295459,0.27237278,-0.0972148,-0.301995,0.2047802
41,-0.60277563,-0.7596892,"('unforgiving', 'forgiving')",-0.21027696,-0.2803798,-0.4065263,-0.5200345,0.1135082
50,0.5971738,0.33525497,"('clumsy', 'skillful')",0.5657317,0.5678157,0.5814527,0.4515353,0.1299174
65,-0.57635623,-0.7989875,"('insecure', 'secure')",-0.55270743,-0.5841721,-0.5645318,-0.6915798,0.127048
6,-0.573093,-0.19516444,"('distant', 'open')",0.52741134,0.90454906,-0.0228408,0.3546923,-0.3775331
84,0.56755936,0.6746432,"('inferior', 'superior')",1.2696025,1.3334568,0.9185809,1.00405,-0.0854691
32,-0.51547813,-0.77785033,"('unkind', 'kind')",0.7021423,0.49236935,0.0933321,-0.1427405,0.2360726
71,-0.5125292,-0.4506011,"('diffident', 'self-confident')",0.54549855,0.64339316,0.0164847,0.096396,-0.0799113
35,-0.48336065,-0.15069252,"('corrupt', 'incorrupt')",-0.231046,0.11185497,-0.3572033,-0.0194188,-0.3377845
27,-0.44315952,-0.1390665,"('hardhearted', 'softhearted')",1.2709844,1.5706555,0.4139124,0.7157945,-0.3018821
67,0.4260831,0.26881418,"('doubtful', 'determined')",-0.51432353,-0.5418382,-0.0441202,-0.136512,0.0923918
51,-0.41994622,-0.9160478,"('uneducated', 'educated')",0.38361824,0.0709144,-0.018164,-0.4225667,0.4044027
33,-0.40970314,-0.22748218,"('wrong', 'right')",-0.47249144,-0.18677646,-0.4410973,-0.2071293,-0.233968
21,-0.40761662,-0.5833931,"('immoral', 'moral')",-0.722115,-0.8747865,-0.5648658,-0.7290898,0.164224
63,-0.4053851,-0.61778545,"('unperceptive', 'insightful')",1.1916517,1.152003,0.3931333,0.2671088,0.1260245
69,0.3925521,0.8322783,"('lazy', 'industrious')",-0.46330577,-0.16354083,-0.0353768,0.3343687,-0.3697455
14,-0.392386,-0.2714364,"('antisocial', 'social')",-1.2538872,-1.3465025,-0.8231366,-0.8089695,-0.0141671
39,0.3872336,0.50404084,"('exploitative', 'cooperative')",0.056421056,0.18211776,0.2218273,0.3430793,-0.121252
17,-0.38293955,-0.54036844,"('nasty', 'nice')",-0.45926324,-0.5535791,-0.4211014,-0.5469738,0.1258724
34,-0.36979204,-0.33908933,"('mean', 'honorable')",5.961065,6.1130652,2.7956364,2.8869879,-0.0913515
78,-0.33046192,-0.11322768,"('nonresilient', 'resilient')",0.5276496,0.61791104,0.0985938,0.2523417,-0.1537479
37,-0.3147714,-0.18690404,"('fake', 'genuine')",0.115590245,0.3636985,-0.0995906,0.0883972,-0.1879878
56,0.2941032,0.08009243,"('impractical', 'practical')",-0.08657326,-0.3156454,0.103765,-0.1177765,0.2215415
60,0.2860979,-0.024958413,"('inefficient', 'efficient')",0.23835573,-0.10180588,0.2622268,-0.0633821,0.3256089
15,0.27894095,0.108234555,"('boring', 'funny')",0.48221773,0.5169764,0.3805794,0.3126055,0.0679739
19,-0.2656208,-0.4325329,"('inhospitable', 'hospitable')",0.09621134,0.13561454,-0.0847047,-0.1484592,0.0637545
55,-0.26366186,-0.26220077,"('incompetent', 'clever')",-0.24621332,-0.33277217,-0.2549376,-0.2974865,0.0425489
87,0.25588134,0.13338757,"('unsuccessful', 'successful')",0.5579922,0.6518879,0.4069368,0.3926377,0.0142991
82,-0.2298345,-0.53634393,"('poor', 'rich')",6.308248,6.2455754,3.0392067,2.8546157,0.184591
62,0.21365426,0.023975663,"('incompetent', 'brilliant')",0.5378152,0.5930241,0.3757347,0.3084999,0.0672348
75,0.21203673,0.23518553,"('meek', 'impulsive')",-0.23463951,-0.05558502,-0.0113014,0.0898003,-0.1011017
49,0.17504826,0.20589115,"('unable', 'able')",0.34729722,0.6640293,0.2611727,0.4349602,-0.1737875
47,-0.16926743,0.04131327,"('stupid', 'smart')",5.5630593,5.986337,2.6968958,3.0138252,-0.3169294
42,0.16230033,0.35812575,"('unreliable', 'reliable')",-3.1551244,-2.9373279,-1.496412,-1.2896011,-0.2068109
59,0.15608379,0.041631337,"('foolish', 'wise')",0.7460423,0.9406939,0.451063,0.4911626,-0.0400996
81,-0.09486748,-0.42685068,"('submissive', 'aggressive')",-0.6499694,-0.9470821,-0.3724184,-0.6869664,0.314548
5,-0.08209157,-0.0069186017,"('distant', 'outgoing')",0.28619987,0.5158539,0.1020541,0.2544676,-0.1524135
4,-0.061099466,-0.27030018,"('disliked', 'liked')",-6.149954,-6.437569,-3.1055267,-3.3539348,0.2484081
76,-0.059450917,0.060821846,"('anxious', 'daring')",-0.08474445,0.047281045,-0.0720977,0.0540514,-0.1261491
29,0.05179961,0.23872681,"('unfair', 'fair')",-0.6496751,-0.47863454,-0.2989377,-0.1199539,-0.1789838
11,-0.050712153,-0.35915226,"('unhelpful', 'helpful')",1.8886873,1.7605816,0.9189876,0.7007147,0.2182729
16,0.043923758,-0.12407392,"('unpopular', 'popular')",0.605665,0.49221376,0.3247944,0.1840699,0.1407245
68,-0.04181,-0.10835092,"('dependent', 'independent')",-0.18319348,-0.15227208,-0.1125017,-0.1303115,0.0178098
80,0.038306415,0.2233931,"('dominated', 'dominating')",-1.6129792,-1.4006666,-0.7873363,-0.5886368,-0.1986995
52,0.036577795,-0.092994854,"('irrational', 'rational')",0.19703373,0.29097542,0.1168058,0.0989903,0.0178155
85,0.024931561,0.2278463,"('insignificant', 'prestigious')",0.6839903,0.8982341,0.3544609,0.5630402,-0.2085793
64,-0.019809535,-0.03112663,"('shy', 'confident')",-6.556253,-6.7197003,-3.2880313,-3.3754134,0.0873821
20,-0.013006337,0.18973644,"('rough', 'thoughtful')",0.9795194,1.1140268,0.4832565,0.6518816,-0.1686251
30,0.007756561,-0.2212046,"('intolerant', 'tolerant')",1.0805913,0.9541811,0.544174,0.3664882,0.1776858
2,-0.0046576634,0.059791803,"('unlikable', 'likable')",0.20862216,0.36978883,0.1019823,0.2147903,-0.112808
83,-0.0036641248,0.016578067,"('powerless', 'powerful')",-0.99844974,-1.0144479,-0.5010569,-0.4989349,-0.002122
