,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,male-female
1,-2.4087794,-1.96687,"('unfriendly', 'friendly')",-0.06381405,0.05993162,2.1230993,2.3118231,-0.1164981,0.1349616,-0.2514597
53,-1.8516625,-1.5423884,"('uncreative', 'creative')",-0.8800142,-0.77475363,0.82436246,0.8453146,-0.6357714,-0.4906091,-0.1451623
8,-1.7222916,-1.5980809,"('unaffectionate', 'affectionate')",-0.803892,-0.7727384,0.74516505,0.8126222,-0.5936728,-0.519399,-0.0742738
9,-1.6948519,-1.3175986,"('unaffectionate', 'caring')",-0.3021996,-0.1212507,1.1761055,1.3395028,-0.2736487,-0.0331155,-0.2405332
6,-1.5267501,-1.2132342,"('distant', 'open')",-0.3649009,-0.042497795,0.28418612,0.6145063,-0.5358216,-0.2137419,-0.3220797
18,-1.520784,-1.2875943,"('disagreeable', 'welcoming')",0.46368417,0.5986684,-0.9507467,-0.70547783,-0.6692822,-0.4648012,-0.204481
77,-1.4939716,-1.2659576,"('unmotivated', 'motivated')",-0.53005,-0.36734352,-1.3214343,-1.4040326,-1.115152,-1.0124446,-0.1027074
36,-1.4025267,-1.452414,"('hostile', 'amicable')",0.051340673,0.05385761,1.139273,1.1795297,-0.0706377,-0.0730089,0.0023712
25,-1.3014836,-0.9450106,"('egoistic', 'altruistic')",0.27498457,0.5268612,1.6383325,1.8316389,0.2039445,0.4711632,-0.2672187
86,-1.2811878,-0.9685901,"('uninfluential', 'influential')",-0.13639823,-0.08379854,0.014730442,-0.19190304,-0.4676185,-0.4147639,-0.0528546
41,-1.2757777,-1.0601696,"('unforgiving', 'forgiving')",0.093628995,0.19421382,0.63934565,0.50523937,-0.1809343,-0.1202388,-0.0606955
52,-1.2631528,-1.2823005,"('irrational', 'rational')",-0.97422004,-0.9535105,0.25333652,0.28063273,-0.6613454,-0.6517261,-0.0096193
10,-1.2114567,-1.122766,"('unsympathetic', 'sympathetic')",-1.3355272,-1.3557085,-1.0829412,-1.3746076,-1.2099749,-1.2843607,0.0743858
85,-1.1372459,-1.0725679,"('insignificant', 'prestigious')",-0.9839494,-0.97172624,0.11037512,0.252562,-0.6702734,-0.597244,-0.0730294
88,-1.1275125,-0.9493216,"('low', 'eminent')",-0.6477637,-0.7401892,0.0009856834,0.09723937,-0.5914301,-0.5307571,-0.060673
32,-1.0955781,-0.82934403,"('unkind', 'kind')",-0.76497906,-0.87527925,0.11177542,1.0944903e-05,-0.5829272,-0.5682041,-0.0147231
28,-1.0900979,-0.94602275,"('disloyal', 'loyal')",-0.7022292,-0.7292929,0.78036505,0.6533005,-0.3373207,-0.3406717,0.003351
27,-1.0389427,-0.9012108,"('hardhearted', 'softhearted')",-0.49054462,-0.4734788,0.24136665,0.19803295,-0.4293736,-0.3922189,-0.0371547
31,-1.0308074,-0.76305246,"('evil', 'good')",-0.3022745,-0.030500585,0.124858856,0.406207,-0.402741,-0.1291154,-0.2736256
34,-1.0156876,-0.79187346,"('mean', 'honorable')",-0.021439582,0.36275575,3.769341,4.1150284,0.910738,1.2286369,-0.3178989
0,-1.0079225,-1.0222752,"('unsociable', 'sociable')",0.15728758,-0.023830824,-0.6341523,-0.88300997,-0.4949291,-0.6430387,0.1481096
26,-0.99837226,-0.9424395,"('hardhearted', 'benevolent')",1.4881926,1.2717253,2.525227,2.2138355,1.0050158,0.8477071,0.1573087
19,-0.9973686,-0.8090447,"('inhospitable', 'hospitable')",-1.0683113,-0.8914925,-0.32018164,-0.14989112,-0.7952872,-0.6168094,-0.1784778
48,-0.9785756,-0.8437838,"('unintelligent', 'intelligent')",-0.6131022,-0.69318205,-0.50170165,-0.6325222,-0.6977932,-0.7231627,0.0253695
40,-0.96818036,-0.7320845,"('stingy', 'generous')",0.2166919,0.47958907,-1.1810293,-1.0668012,-0.6441726,-0.4397655,-0.2044071
23,-0.92071396,-0.6296948,"('insincere', 'sincere')",-0.36939722,-0.2508809,4.3176155,4.2670174,1.0091681,1.1288139,-0.1196458
57,-0.8997862,-0.88583815,"('unimaginative', 'imaginative')",0.16928053,-0.02127228,-1.3121023,-1.571772,-0.6808693,-0.8262941,0.1454248
80,0.8946539,0.79694617,"('dominated', 'dominating')",0.44999334,0.38576767,0.41783896,0.15437067,0.5874954,0.4456948,0.1418006
63,-0.89024276,-0.44863844,"('unperceptive', 'insightful')",0.6231751,0.67496413,0.89309543,0.93638974,0.2086759,0.3875718,-0.1788959
43,-0.8668277,-0.6755213,"('irresponsible', 'responsible')",0.17254345,0.14647725,0.750548,0.54862803,0.0187546,0.006528,0.0122266
64,0.8563909,0.6607003,"('shy', 'confident')",0.66355276,0.5113492,-4.770502,-4.933743,-1.0835195,-1.2538978,0.1703783
3,-0.84349644,-0.7701188,"('repellent', 'pleasant')",-0.5977218,-0.5620188,-0.37117842,-0.5029929,-0.6041322,-0.6117102,0.007578
87,0.79947054,0.8607806,"('unsuccessful', 'successful')",1.534353,1.6151216,1.4746037,1.5075089,1.2694758,1.3278036,-0.0583278
38,-0.7455453,-0.36637497,"('untruthful', 'truthful')",-0.5629299,-0.38876405,0.27514097,0.45562622,-0.3444448,-0.0998376,-0.2446072
47,-0.74332047,-0.5214032,"('stupid', 'smart')",-0.5567171,-0.4924099,4.209394,4.300362,0.9697855,1.0955164,-0.1257309
15,-0.7412275,-0.8911456,"('boring', 'funny')",0.22267938,0.061109453,0.21540484,0.2420699,-0.1010478,-0.1959888,0.094941
11,-0.7178615,-0.5636461,"('unhelpful', 'helpful')",-0.015950616,-0.03663699,1.0788718,0.9731465,0.1150199,0.1242878,-0.0092679
72,-0.71746755,-0.4791807,"('unambitious', 'ambitious')",-0.31058365,-0.18841136,0.6293286,0.62146604,-0.1329075,-0.0153753,-0.1175322
49,-0.69274634,-0.594115,"('unable', 'able')",-0.73955095,-0.63638467,-0.72879314,-0.5260443,-0.7203635,-0.5855147,-0.1348488
21,-0.6900865,-0.44149604,"('immoral', 'moral')",-0.4136142,-0.31023613,-1.6161387,-1.7401421,-0.9066131,-0.8306247,-0.0759884
24,-0.6748194,-0.39642888,"('dishonest', 'honest')",-0.31425166,-0.17269018,0.331261,0.34865394,-0.21927,-0.0734884,-0.1457816
20,-0.65568423,-0.39780414,"('rough', 'thoughtful')",0.08080399,0.27609932,0.95601743,0.9053375,0.1270457,0.2612109,-0.1341652
5,-0.6033486,-0.273101,"('distant', 'outgoing')",-0.2021414,0.23533182,0.5140319,0.9224699,-0.0971527,0.2949002,-0.3920529
2,-0.5802601,-0.32466954,"('unlikable', 'likable')",0.8510324,1.0433129,0.11857902,0.47156566,0.1297838,0.3967363,-0.2669525
68,-0.57083523,-0.43714678,"('dependent', 'independent')",-0.33765164,-0.15434535,-1.1639538,-0.98548704,-0.6908135,-0.5256597,-0.1651538
16,-0.5635287,-0.45601928,"('unpopular', 'popular')",0.13026486,0.27210945,-0.09478496,0.082852356,-0.1760163,-0.0336858,-0.1423305
44,0.56094223,0.14905734,"('prejudiced', 'unprejudiced')",-0.037169162,-0.06495361,-1.5957881,-1.5956378,-0.3573383,-0.5038447,0.1465064
73,0.5335735,0.73859805,"('helpless', 'self-reliant')",0.5185617,0.74462837,-2.1124113,-1.8266582,-0.3534253,-0.1144773,-0.238948
81,0.53272945,0.51997,"('submissive', 'aggressive')",0.17916217,0.053054996,-1.3328183,-1.4839389,-0.2069755,-0.303638,0.0966625
