,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,male-female
75,0.51410085,0.6194142,"('meek', 'impulsive')",0.04950028,0.25373524,-0.82802343,-0.5823983,-0.0881408,0.0969171,-0.1850579
56,0.4975871,0.8577642,"('impractical', 'practical')",1.1569387,1.2773484,0.2876178,0.4123667,0.6473812,0.8491597,-0.2017785
35,0.4739859,0.5368412,"('corrupt', 'incorrupt')",-0.74594736,-0.5539405,-0.16610228,0.16174534,-0.1460212,0.0482154,-0.1942366
66,-0.44563136,-0.52270174,"('inactive', 'active')",1.0735432,0.9751279,0.8875997,0.8943079,0.5051705,0.4489113,0.0562592
79,-0.43873763,-0.44771832,"('wavering', 'unwavering')",-0.40102845,-0.3905227,0.104228914,0.2563577,-0.2451791,-0.1939611,-0.051218
61,-0.39530003,-0.3395243,"('illogical', 'logical')",0.028676372,-0.023078067,0.7380538,0.6581212,0.12381,0.0985063,0.0253037
71,0.361336,0.45572466,"('diffident', 'self-confident')",0.6551196,0.78524554,0.57998025,0.6809878,0.5321453,0.6406527,-0.1085074
76,0.35487255,0.15749238,"('anxious', 'daring')",0.5392195,0.3094342,-0.61297506,-0.79866534,0.0937057,-0.1105796,0.2042853
30,-0.34837845,-0.30648705,"('intolerant', 'tolerant')",0.3261534,0.27295887,0.1648387,0.0938017,0.0475379,0.0200912,0.0274467
54,-0.34313986,-0.1600991,"('incapable', 'capable')",-0.22975749,-0.08146311,0.48403737,0.71154684,-0.02962,0.1566615,-0.1862815
82,-0.33784094,-0.10557171,"('poor', 'rich')",-1.0879946,-0.8735837,4.367954,4.665661,0.9807061,1.2288352,-0.2481291
14,0.31714523,0.39927983,"('antisocial', 'social')",1.1765466,1.158475,0.3363774,0.19286911,0.6100231,0.5835413,0.0264818
58,-0.29815808,-0.17680877,"('undiscriminating', 'discriminating')",0.9190789,0.982871,1.0771185,0.984143,0.5660131,0.5967351,-0.030722
59,-0.29684848,-0.124721974,"('foolish', 'wise')",-0.31265545,-0.3573524,0.16674635,0.32920605,-0.1475859,-0.0509561,-0.0966298
83,-0.28637615,-0.24715643,"('powerless', 'powerful')",0.007124871,0.20404159,-0.50559694,-0.38279888,-0.2616161,-0.1419712,-0.1196449
67,0.28423086,0.2920867,"('doubtful', 'determined')",0.18210222,0.19624949,-0.5215635,-0.59602934,-0.0184101,-0.0358977,0.0174876
12,-0.27814448,0.08283838,"('unsupportive', 'supportive')",0.3251505,0.41664535,-0.99436665,-0.8968004,-0.3157869,-0.1324389,-0.183348
60,-0.26848844,0.11982123,"('inefficient', 'efficient')",0.39705062,0.49481216,-0.7314005,-0.8135912,-0.2009461,-0.0663193,-0.1346268
78,-0.25744358,-0.04849524,"('nonresilient', 'resilient')",0.48986334,0.68575394,0.57258844,0.5307013,0.2683361,0.38932,-0.1209839
51,-0.24740426,-0.1691812,"('uneducated', 'educated')",0.43895304,0.51662743,0.09215069,-0.015990231,0.0945665,0.1104853,-0.0159188
13,-0.24719597,-0.25873914,"('impolite', 'polite')",0.7475817,0.4899368,-0.71371245,-0.9230605,-0.0711089,-0.2306209,0.159512
39,0.23986322,0.15524216,"('exploitative', 'cooperative')",0.4662311,0.24702096,0.44315797,0.21364245,0.3830841,0.2053018,0.1777823
29,0.23701039,0.3544274,"('unfair', 'fair')",0.041368484,0.16885129,-0.03071756,-0.051627167,0.0825538,0.1572172,-0.0746634
33,-0.19681454,-0.062784284,"('wrong', 'right')",0.77207476,0.7342203,0.33113575,0.46518147,0.302132,0.3788725,-0.0767405
62,-0.18516378,0.34321946,"('incompetent', 'brilliant')",0.66354394,0.9539663,0.17376879,0.46020216,0.217383,0.585796,-0.368413
69,0.18137228,0.21402182,"('lazy', 'industrious')",1.5335723,1.6360555,0.25150895,0.46943027,0.6554845,0.7731692,-0.1176847
55,-0.16727707,-0.14427367,"('incompetent', 'clever')",-0.395419,-0.5052409,-0.35468158,-0.6324952,-0.3057926,-0.4273366,0.121544
4,0.13027886,0.38385105,"('disliked', 'liked')",0.30458513,0.43408138,-4.259326,-4.2157855,-1.2748206,-1.1326177,-0.1422029
65,-0.121862546,-0.35050493,"('insecure', 'secure')",0.22531809,0.0057501644,0.111377284,-0.1409525,0.0716109,-0.1619024,0.2335133
37,-0.1109068,0.020196946,"('fake', 'genuine')",-0.538126,-0.4961669,0.6163477,0.5497722,-0.010895,0.0246007,-0.0354957
17,0.10786177,-0.0024145115,"('nasty', 'nice')",-0.9479077,-0.9058742,-0.95166975,-1.0297534,-0.5972385,-0.6460141,0.0487756
45,-0.08721152,0.13556568,"('incompetent', 'competent')",0.5991576,0.6027898,0.9074518,0.58477366,0.4731326,0.4410431,0.0320895
42,0.06481492,0.015263565,"('unreliable', 'reliable')",0.12335432,0.038164694,-2.4579916,-2.5463614,-0.7566075,-0.8309778,0.0743703
74,-0.064526916,0.33638287,"('undedicated', 'dedicated')",0.80707014,0.9975977,0.9241579,0.7962646,0.555567,0.7100817,-0.1545147
84,-0.06142865,0.02424799,"('inferior', 'superior')",0.4246719,0.6561427,0.7264021,0.7890366,0.3632151,0.4898091,-0.126594
50,-0.0550361,0.002060838,"('clumsy', 'skillful')",-0.6427405,-0.58444405,-0.55494714,-0.4688917,-0.4175746,-0.350425,-0.0671496
70,-0.029162081,0.1669325,"('lethargic', 'energetic')",0.5460208,0.52319026,0.15345433,-0.011008367,0.2234377,0.2263714,-0.0029337
22,-0.021596957,0.04971163,"('untrustworthy', 'trustworthy')",0.30571997,0.19683972,-0.5169896,-0.67082655,-0.0776222,-0.1414251,0.0638029
7,-0.0074916016,0.04280124,"('insensitive', 'sensitive')",0.1109356,0.04210877,0.6743576,0.49271592,0.2592672,0.192542,0.0667252
46,-0.0053630397,0.07756418,"('uncompetitive', 'competitive')",0.5258363,0.5533851,-0.9039309,-1.1393274,-0.1278192,-0.1694594,0.0416402
