,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,male-female
55,-2.8971267,-2.7665663,"('incompetent', 'clever')",-1.6327264,-1.4862744,0.07114523,0.13117607,-1.4862359,-1.3738882,-0.1123477
81,-2.2277405,-2.2699327,"('submissive', 'aggressive')",-0.72886837,-0.876685,-0.38454348,-0.45318365,-1.1137174,-1.1999338,0.0862164
22,-1.9856768,-2.0247035,"('untrustworthy', 'trustworthy')",-1.0067801,-1.0785891,-1.1395553,-1.1319873,-1.3773375,-1.41176,0.0344225
60,-1.9462069,-1.7679827,"('inefficient', 'efficient')",-0.78021955,-0.7755221,0.2596757,0.20460796,-0.8222503,-0.7796323,-0.042618
57,-1.8753455,-1.8249059,"('unimaginative', 'imaginative')",-0.6391486,-0.4020391,-3.318243,-3.2678473,-1.9442457,-1.8315973,-0.1126484
82,-1.8444067,-1.9312749,"('poor', 'rich')",-0.21915348,-0.22321707,6.657231,6.544878,1.5312236,1.463462,0.0677616
77,-1.8154647,-1.6785808,"('unmotivated', 'motivated')",-0.62016404,-0.48932946,-1.0580362,-0.9476006,-1.1645551,-1.0385036,-0.1260515
46,-1.7864336,-1.886375,"('uncompetitive', 'competitive')",-0.44415677,-0.52083176,-1.0863483,-1.2067767,-1.1056462,-1.2046612,0.099015
45,-1.7490588,-1.6132826,"('incompetent', 'competent')",-0.96103424,-0.8812396,-0.18108156,-0.18767628,-0.9637249,-0.8940661,-0.0696588
49,-1.7183206,-1.6870806,"('unable', 'able')",-0.6994409,-0.50261974,-0.4544692,-0.25156197,-0.9574103,-0.8137541,-0.1436562
69,1.7001216,1.7287656,"('lazy', 'industrious')",1.3773029,1.3337493,-0.70291847,-0.7766268,0.791502,0.7619627,0.0295393
13,-1.6927797,-1.8656455,"('impolite', 'polite')",-1.1873897,-1.3193433,-0.30089998,-0.5580896,-1.0603565,-1.2476929,0.1873364
65,-1.6054018,-1.6545101,"('insecure', 'secure')",-0.67484194,-0.73226565,-0.16039947,-0.1745097,-0.8135477,-0.8537618,0.0402141
10,-1.5444136,-1.3638352,"('unsympathetic', 'sympathetic')",-1.8221846,-1.5399553,-0.27273154,-0.21492916,-1.2131099,-1.0395732,-0.1735367
30,-1.4153124,-1.6578684,"('intolerant', 'tolerant')",-1.272065,-1.5252311,0.5026801,0.38679293,-0.7282325,-0.9321022,0.2038697
54,-1.4054071,-1.42712,"('incapable', 'capable')",-0.38739547,-0.19382516,0.50137746,0.7495549,-0.430475,-0.2904634,-0.1400116
21,-1.3447422,-1.0997556,"('immoral', 'moral')",-0.5363484,-0.32002592,-0.47687697,-0.4966367,-0.7859892,-0.6388061,-0.1471831
51,-1.3252424,-1.5996264,"('uneducated', 'educated')",-0.307158,-0.56895554,0.073579766,-0.04652182,-0.5196069,-0.738368,0.2187611
52,1.3177863,1.017055,"('irrational', 'rational')",-0.18726888,-0.21551414,-0.17446674,-0.22509935,0.3186836,0.1921472,0.1265364
67,1.3162324,1.3192518,"('doubtful', 'determined')",-0.23180686,-0.33428225,-0.313233,-0.3189009,0.2570642,0.2220229,0.0350413
