,block_male,block_female,tuple,h_male,h_female,&_male,&_female,r_male,r_female,inc_male,inc_female,average_male,average_female,male-female
66,-1.296989,-1.2091179,"('inactive', 'active')",-0.7138536,-0.41686177,1.0077789,1.1449605,0.4168514,0.70552063,0.31664336,0.5119779,-0.0539138,0.1472959,-0.2012097
45,1.236973,0.70468557,"('incompetent', 'competent')",0.37249708,-0.1139749,-0.5020047,-0.6835071,1.1854116,1.1497377,0.057711586,-0.020924222,0.4701178,0.2072034,0.2629144
88,-1.2167591,-1.0240328,"('low', 'eminent')",-0.7159252,-0.6760121,-0.17186074,-0.2932318,-0.48210153,-0.6668033,0.25131088,0.08961755,-0.4670671,-0.5140925,0.0470254
17,-1.1991402,-1.3384886,"('nasty', 'nice')",-0.66312885,-0.6507567,-0.33202854,-0.26801458,-0.2814676,-0.11439912,-0.85930824,-0.71329427,-0.6670147,-0.6169907,-0.050024
52,-1.1792634,-0.90521634,"('irrational', 'rational')",-0.34116,-0.013867831,0.44556433,0.6012237,-0.97924185,-1.0355611,-0.114000924,-0.20119695,-0.4336204,-0.3109237,-0.1226967
10,1.161686,1.1307416,"('unsympathetic', 'sympathetic')",-1.2045609,-1.563805,-1.325208,-1.5188026,1.2930616,1.385068,-0.20351842,-0.19357654,-0.0557079,-0.1520749,0.096367
75,-1.1277297,-1.2081988,"('meek', 'impulsive')",0.51422095,0.82075334,0.13688077,0.32927153,-0.3917694,-0.3740451,0.05605482,0.109501295,-0.1624685,-0.0645435,-0.097925
59,-1.0362034,-0.9653169,"('foolish', 'wise')",1.2568119,1.4678152,0.53283226,0.67802167,-0.74691856,-0.7362743,0.7301602,0.66665334,0.1473365,0.2221798,-0.0748433
67,0.9607364,1.1402227,"('doubtful', 'determined')",0.32912785,0.4697764,0.04639353,0.17809337,0.15449087,0.261882,-0.8640116,-0.69822454,0.1253474,0.27035,-0.1450026
21,0.9604552,1.0226969,"('immoral', 'moral')",-0.28110656,-0.6323683,0.17815311,0.0817122,1.4496813,1.4469594,-0.6024535,-0.5750759,0.3409459,0.2687849,0.072161
3,0.9489795,0.7408248,"('repellent', 'pleasant')",-0.4090681,-0.65399647,-0.76278156,-0.900353,1.9451134,1.9600031,0.4823123,0.26649863,0.4409111,0.2825954,0.1583157
19,-0.91642356,-0.8132559,"('inhospitable', 'hospitable')",-0.48145956,-0.3282312,-0.39610094,-0.39077026,-0.14008276,-0.14148839,-0.24044767,-0.3397644,-0.4349029,-0.402702,-0.0322009
61,0.8939546,0.8463572,"('illogical', 'logical')",0.25541276,0.025005411,0.73522925,0.61567855,0.94824433,0.87501717,0.24521573,0.20473248,0.6156113,0.5133582,0.1022531
87,0.85743433,0.5102503,"('unsuccessful', 'successful')",1.2982701,1.0842472,1.9351712,1.8214796,1.2020764,1.2316494,0.92822176,1.0477439,1.2442348,1.139074,0.1051608
25,-0.81898165,-0.78644794,"('egoistic', 'altruistic')",-0.84569395,-0.7440516,0.29742634,0.30498445,0.124953546,0.12731168,0.9578165,0.98734736,-0.0568959,-0.0221712,-0.0347247
64,-0.80799824,-0.71770245,"('shy', 'confident')",1.4433261,1.1350195,0.45601013,0.48355135,1.4482487,1.446403,-6.5914783,-6.2385826,-0.8103783,-0.7782622,-0.0321161
63,0.7969757,0.5929626,"('unperceptive', 'insightful')",0.6329622,0.36795795,0.80517566,0.56862485,0.47232813,0.5006948,1.8263664,1.7989067,0.9067616,0.7658294,0.1409322
74,0.79641485,0.48957887,"('undedicated', 'dedicated')",-0.07851341,-0.27829814,0.18212685,0.065206476,0.031328306,0.013136439,-0.2593325,-0.2662461,0.1344048,0.0046755,0.1297293
15,-0.7949641,-0.5716153,"('boring', 'funny')",0.3628641,0.5510572,0.33740178,0.485158,-0.23953193,-0.2464563,0.26571658,0.3420054,-0.0137027,0.1120298,-0.1257325
26,-0.7895648,-0.7330122,"('hardhearted', 'benevolent')",-0.35639277,-0.14711219,0.56988335,0.71670026,-1.3785427,-1.3283176,1.0295085,1.069366,-0.1850217,-0.0844752,-0.1005465
77,0.6656378,0.47755235,"('unmotivated', 'motivated')",-0.41128737,-0.7319728,0.00024789944,-0.0056243856,1.9115347,1.9653949,-0.60976183,-0.5832965,0.3112742,0.2244107,0.0868635
32,0.63006234,0.5596344,"('unkind', 'kind')",-0.19698033,-0.5921653,0.26166907,0.16779086,0.8153825,0.8456918,1.0985603,1.0501411,0.5217388,0.4062186,0.1155202
57,0.6223363,0.24432123,"('unimaginative', 'imaginative')",-0.5736365,-0.9863461,-0.69889003,-0.96428144,0.69989246,0.64129317,-2.5884264,-2.5816376,-0.5077448,-0.7293302,0.2215854
24,0.59511304,0.69498,"('dishonest', 'honest')",-0.3613668,-0.64222634,-0.16966805,-0.17185631,0.67739743,0.7356814,1.1364424,1.0299819,0.3755836,0.3293121,0.0462715
53,-0.5403857,-0.7168673,"('uncreative', 'creative')",-1.1995054,-1.5221472,0.39369577,0.1460239,1.1224205,1.0626683,1.1625212,0.92548263,0.1877493,-0.0209679,0.2087172
37,-0.5381073,-0.48444304,"('fake', 'genuine')",-0.7642245,-0.8391588,-0.777799,-0.8943713,-0.3656121,-0.34302348,0.39144304,0.23386201,-0.41086,-0.465427,0.054567
29,-0.5275252,-0.41485727,"('unfair', 'fair')",0.29125243,0.30626452,0.1645008,0.19473769,0.014031585,0.01915547,-0.7110944,-0.595184,-0.153767,-0.0979767,-0.0557903
22,0.51398104,0.2947539,"('untrustworthy', 'trustworthy')",-0.1011834,-0.42492917,0.87358856,0.6611575,0.22626206,0.18755087,-0.5959625,-0.48863494,0.1833372,0.0459796,0.1373576
33,-0.4666465,-0.28629157,"('wrong', 'right')",0.49674898,0.5757521,0.7731915,0.83819425,0.9216299,0.89348406,-0.4662984,-0.56352705,0.2517251,0.2915224,-0.0397973
9,0.4663861,0.40658543,"('unaffectionate', 'caring')",-0.48472592,-0.62837595,-0.22620334,-0.33315375,1.0553517,1.0368992,1.8508537,1.6913654,0.5323325,0.4346641,0.0976684
82,0.46329105,0.083692744,"('poor', 'rich')",-0.0971156,-0.44343874,0.09234654,-0.1519795,0.17106393,0.039310344,7.1592717,6.6468554,1.5577715,1.2348881,0.3228834
27,0.4351897,0.33393645,"('hardhearted', 'softhearted')",0.047557727,0.014365636,-0.926896,-0.9899811,-0.21229699,-0.21570925,1.0978487,1.1429746,0.0882806,0.0571173,0.0311633
58,0.4239348,0.44028556,"('undiscriminating', 'discriminating')",-0.5836337,-0.6292163,0.21957852,0.037826404,0.56888276,0.42769268,-0.12556875,-0.21224397,0.1006387,0.0128689,0.0877698
2,0.35072273,0.2007297,"('unlikable', 'likable')",0.5776586,0.4385666,1.5160165,1.4871523,2.048858,2.031844,0.7209111,0.6881482,1.0428333,0.9692882,0.0735451
40,-0.33654416,-0.33047578,"('stingy', 'generous')",-0.10196932,-0.004462434,-0.9127481,-0.62040716,-0.51385003,-0.5313948,-1.6063831,-1.5846221,-0.6942989,-0.6142725,-0.0800264
1,-0.30540037,-0.4484945,"('unfriendly', 'friendly')",-1.3148266,-1.3445346,-0.26026952,-0.3722478,-0.59910613,-0.6634988,1.8367738,1.559214,-0.1285658,-0.2539123,0.1253465
38,0.28701478,0.09888698,"('untruthful', 'truthful')",-0.48844174,-0.5913667,-0.5607016,-0.68428427,1.1534768,1.1381056,0.48379102,0.34516647,0.1750278,0.0613016,0.1137262
48,0.26669964,0.18928094,"('unintelligent', 'intelligent')",-1.4109071,-1.658157,-1.5823168,-1.5079908,-1.0979689,-1.2180394,0.89828455,0.9030525,-0.5852418,-0.6583707,0.0731289
54,-0.23983073,-0.46802568,"('incapable', 'capable')",0.14226988,-0.034031175,0.33832294,0.24451312,-0.018622287,-0.18821207,1.5734551,1.4281101,0.359119,0.1964709,0.1626481
14,0.19706443,0.22973727,"('antisocial', 'social')",-0.4240391,-0.66915005,-0.6511084,-0.6166744,0.44231492,0.54625446,-1.3787669,-1.1179392,-0.362907,-0.3255544,-0.0373526
83,-0.16698222,-0.049938746,"('powerless', 'powerful')",-0.3021802,-0.31980944,-0.59250826,-0.67402554,-0.35747975,-0.35601225,-0.94287586,-0.8108218,-0.4724052,-0.4421215,-0.0302837
42,0.15732446,0.117401525,"('unreliable', 'reliable')",0.94903517,0.63985467,0.91700274,0.7937766,0.16908158,0.059485577,-2.600399,-2.5913012,-0.081591,-0.1961566,0.1145656
8,-0.15279579,-0.19967131,"('unaffectionate', 'affectionate')",-0.59857297,-0.52712464,-0.72596586,-0.729387,-0.7886497,-0.85920084,1.1168544,0.9237027,-0.229826,-0.2783362,0.0485102
30,0.14438735,0.19003691,"('intolerant', 'tolerant')",-0.78542984,-0.9191489,-0.811028,-0.8275096,1.2780493,1.3321081,0.92787486,0.9469983,0.1507707,0.144497,0.0062737
0,0.14108673,-0.15073699,"('unsociable', 'sociable')",-0.892218,-1.4011282,-0.43395993,-0.6176902,0.89013755,0.8731334,-0.3359846,-0.29042646,-0.1261877,-0.3173697,0.191182
51,0.12255569,0.1763841,"('uneducated', 'educated')",0.242255,0.18426926,-0.17452687,-0.13252522,-0.045027293,0.08864494,0.22393304,0.25120986,0.0738379,0.1135966,-0.0397587
73,-0.11954172,-0.13554336,"('helpless', 'self-reliant')",1.2553672,1.3429636,0.1955249,0.15098298,0.32568404,0.1759435,-2.842819,-2.8747256,-0.2371569,-0.2680758,0.0309189
47,0.11883277,0.04202663,"('stupid', 'smart')",-0.45952693,-0.59504724,-0.277815,-0.41993824,-0.6045723,-0.5976816,5.796342,5.791067,0.9146521,0.8440853,0.0705668
13,0.08778105,-0.07987749,"('impolite', 'polite')",-1.1503454,-1.5482146,-0.011651179,-0.17846495,0.9770733,0.9535918,-0.16892017,-0.04748779,-0.0532125,-0.1800906,0.1268781
68,0.07681835,0.08791742,"('dependent', 'independent')",-0.12992042,-0.28112438,-0.30758697,-0.43157893,0.3692561,0.33025876,-0.3109268,-0.37122607,-0.0604719,-0.1331506,0.0726787
34,0.05952879,-0.15279678,"('mean', 'honorable')",-0.4669467,-0.664305,0.031049829,-0.117358156,0.5841384,0.53237456,6.210794,6.0399055,1.2837129,1.127564,0.1561489
49,0.05867954,-0.3135415,"('unable', 'able')",0.0015844405,-0.25685388,-0.3019803,-0.4728891,0.023374341,-0.09050959,0.51415324,0.5197542,0.0591623,-0.122808,0.1819703
78,0.053796757,-0.22670867,"('nonresilient', 'resilient')",0.25421226,-0.0016315375,-0.387803,-0.42280194,1.504394,1.5846323,0.71215767,0.73499715,0.4273516,0.3336975,0.0936541
20,0.03996484,0.022715276,"('rough', 'thoughtful')",-1.3914907,-1.4759881,-0.47900382,-0.5015608,-0.4242288,-0.4769855,0.7666138,0.8255656,-0.2976289,-0.3212507,0.0236218
41,-0.036220174,-0.094784886,"('unforgiving', 'forgiving')",-0.5226551,-0.48349077,-0.71276826,-0.6581715,-0.62607276,-0.63487154,-0.24343145,-0.078454375,-0.4282296,-0.3899546,-0.038275
86,-0.035575125,-0.16510908,"('uninfluential', 'influential')",-1.5466497,-1.7851127,-1.5669788,-1.651585,-0.74842864,-0.7378257,-0.36983317,-0.3304047,-0.8534931,-0.9340075,0.0805144
84,0.033965573,0.14749566,"('inferior', 'superior')",0.51523834,0.45637786,0.33433497,0.2841525,0.049379595,-0.024282947,0.58032,0.67273813,0.3026477,0.3072962,-0.0046485
28,0.01896036,-0.3973533,"('disloyal', 'loyal')",-0.5962153,-1.0610933,-0.90242946,-1.0731971,-0.9322773,-1.0981752,0.9892892,0.7591266,-0.2845345,-0.5741385,0.289604
76,0.011913575,0.0766879,"('anxious', 'daring')",-0.3422811,-0.68236876,0.693239,0.54676074,1.2009578,1.1334033,0.39166868,0.40303144,0.3910996,0.2955029,0.0955967
71,-0.005332928,0.05449646,"('diffident', 'self-confident')",0.5584984,0.4346504,-0.23312688,-0.24113491,-0.006279125,0.00939405,0.5756808,0.6319073,0.177888,0.1778627,2.53e-05
