,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
80,0.7983677,0.89053005,"('dominated', 'dominating')",0.7022987,0.73472005,-1.6649963,-1.5530252,-0.0547766,0.024075,-0.0788516
11,-0.77493936,-0.6830484,"('unhelpful', 'helpful')",0.823284,0.6814663,1.8299952,1.9906356,0.6261133,0.6630178,-0.0369045
38,-0.7563851,-0.61350757,"('untruthful', 'truthful')",0.36202562,0.48619646,-0.17072712,-0.07355574,-0.1883622,-0.0669556,-0.1214066
22,-0.7551702,-0.61192423,"('untrustworthy', 'trustworthy')",0.014053285,-0.12683755,-0.9212103,-0.9697091,-0.5541091,-0.5694903,0.0153812
84,0.7234424,0.5677665,"('inferior', 'superior')",0.521515,0.41851816,0.952156,0.7992033,0.7323712,0.5951626,0.1372086
15,-0.71932375,-0.91324985,"('boring', 'funny')",-0.19514903,-0.2721268,0.34671956,0.35253972,-0.1892511,-0.2776123,0.0883612
25,-0.70731413,-0.72523737,"('egoistic', 'altruistic')",-0.3087684,-0.11889216,1.845652,1.5547417,0.2765232,0.2368707,0.0396525
5,-0.68514633,-0.7838004,"('distant', 'outgoing')",-1.0318645,-1.1611903,-0.07313405,-0.12121432,-0.596715,-0.688735,0.09202
52,-0.67790866,-1.0491546,"('irrational', 'rational')",-0.8364692,-0.8997015,0.1860531,-0.04684832,-0.4427749,-0.6652348,0.2224599
83,0.65455496,0.6109485,"('powerless', 'powerful')",-0.012929231,-0.15263446,-0.9138624,-1.0589888,-0.0907455,-0.2002249,0.1094794
32,0.6181531,0.5847406,"('unkind', 'kind')",0.90428144,0.718623,1.0095656,0.9871539,0.844,0.7635058,0.0804942
30,0.6001724,0.60180235,"('intolerant', 'tolerant')",1.4108857,1.2209418,1.0221815,1.0282403,1.0110799,0.9503282,0.0607517
36,-0.59635544,-0.9921195,"('hostile', 'amicable')",-0.8722086,-1.0671088,0.96195686,0.5360632,-0.1688691,-0.5077217,0.3388526
35,-0.5860519,-0.7763509,"('corrupt', 'incorrupt')",-1.5141368,-1.5035436,0.011542987,-0.15604594,-0.6962152,-0.8119802,0.115765
77,0.55174583,0.31593657,"('unmotivated', 'motivated')",-0.41597676,-0.6004663,-1.3722199,-1.4930859,-0.4121503,-0.5925385,0.1803882
42,0.5271017,0.6752672,"('unreliable', 'reliable')",-0.21729264,-0.051007535,-3.0959423,-2.8014295,-0.9287111,-0.7257233,-0.2029878
7,0.5160421,0.48081857,"('insensitive', 'sensitive')",1.2480807,1.1166216,0.782784,0.7655887,0.848969,0.7876763,0.0612927
71,-0.5158125,-0.64183503,"('diffident', 'self-confident')",1.3745886,1.1154943,0.19454427,0.15177844,0.3511068,0.2084792,0.1426276
43,-0.49595207,-0.30297554,"('irresponsible', 'responsible')",1.7733319,1.8381658,0.3030901,0.4807974,0.5268233,0.6719959,-0.1451726
33,-0.48658633,-0.5378977,"('wrong', 'right')",0.13679297,0.05007026,-0.32083005,-0.56044275,-0.2235411,-0.3494234,0.1258823
28,-0.46735635,-0.5392028,"('disloyal', 'loyal')",0.30229652,0.33186144,1.0193758,0.890839,0.284772,0.2278325,0.0569395
26,0.45854175,0.23957804,"('hardhearted', 'benevolent')",2.3448873,2.0917146,2.134332,1.7095611,1.6459204,1.3469512,0.2989692
46,0.45360714,0.37323633,"('uncompetitive', 'competitive')",0.7436847,0.60905844,-0.74979544,-0.8400794,0.1491655,0.0474051,0.1017604
13,-0.43672937,-0.31594098,"('impolite', 'polite')",1.3681334,1.3084028,-0.49906528,-0.42991024,0.1441129,0.1875172,-0.0434043
64,0.42162657,0.26738754,"('shy', 'confident')",-0.46761814,-0.629097,-6.9786406,-6.973617,-2.341544,-2.4451089,0.1035649
79,-0.4198625,-0.4691621,"('wavering', 'unwavering')",-1.0725687,-0.98261875,0.39541999,0.33654708,-0.3656704,-0.3717446,0.0060742
66,-0.40484908,-0.58517194,"('inactive', 'active')",-1.2469009,-1.4586663,0.8086322,0.5685447,-0.2810393,-0.4917645,0.2107252
74,0.39858952,0.55660367,"('undedicated', 'dedicated')",1.7710797,1.8983761,0.21279472,0.18319125,0.7941546,0.8793904,-0.0852358
76,-0.3763385,-0.14736608,"('anxious', 'daring')",0.8710066,0.81155175,-0.1668958,0.1874181,0.1092574,0.2838679,-0.1746105
72,-0.37112913,-0.25852665,"('unambitious', 'ambitious')",1.4047544,1.2932706,-0.796865,-0.68221325,0.0789201,0.1175102,-0.0385901
62,-0.36026388,-0.15449166,"('incompetent', 'brilliant')",1.6592252,1.6923114,-0.39387053,-0.095614195,0.301697,0.4807352,-0.1790382
87,0.35298887,0.067243546,"('unsuccessful', 'successful')",1.0204238,0.8041328,0.40537143,0.3036664,0.592928,0.391681,0.201247
60,0.33786228,0.5423835,"('inefficient', 'efficient')",3.0174866,2.9558096,-0.49852347,-0.11382489,0.9522751,1.1281227,-0.1758476
49,-0.32903007,-0.23711714,"('unable', 'able')",-0.22483659,-0.09338797,-0.7016052,-0.47602126,-0.4184906,-0.2688421,-0.1496485
59,-0.31246436,-0.5238326,"('foolish', 'wise')",-0.80078125,-0.8465886,0.5255984,0.32370532,-0.1958824,-0.3489053,0.1530229
47,-0.27105007,-0.0009942031,"('stupid', 'smart')",0.4685573,0.52981186,5.1128063,5.2909255,1.7701046,1.9399144,-0.1698098
40,-0.25444788,-0.3079118,"('stingy', 'generous')",-0.09891212,-0.12782547,-1.3531199,-1.7501978,-0.5688266,-0.728645,0.1598184
19,-0.24277242,-0.3694341,"('inhospitable', 'hospitable')",-0.8229766,-0.79331166,0.41322032,0.28633565,-0.2175096,-0.2921367,0.0746271
51,0.23960249,-0.10252427,"('uneducated', 'educated')",0.40542775,0.14019184,0.5922804,0.46966517,0.4124369,0.1691109,0.243326
12,-0.227408,-0.0049509257,"('unsupportive', 'supportive')",1.0407386,1.1946787,-1.6517203,-1.7130486,-0.2794632,-0.1744403,-0.1050229
21,-0.21020336,-0.1891103,"('immoral', 'moral')",0.7048364,0.47073781,-1.0055151,-1.0000249,-0.170294,-0.2394658,0.0691718
23,0.20119157,0.30196336,"('insincere', 'sincere')",1.4403509,1.2797842,5.7777357,6.004419,2.4730927,2.5287221,-0.0556294
81,-0.19510524,-0.033122793,"('submissive', 'aggressive')",1.1158762,0.90362513,-1.0959713,-1.0271475,-0.0584001,-0.0522151,-0.006185
58,-0.18923452,-0.22145633,"('undiscriminating', 'discriminating')",0.44945943,0.45974714,0.36949015,0.34652984,0.209905,0.1949402,0.0149648
63,-0.18911742,-0.11850326,"('unperceptive', 'insightful')",1.1925772,1.3433115,0.7527937,0.8860755,0.5854178,0.7036279,-0.1182101
34,-0.18449569,-0.07424069,"('mean', 'honorable')",0.56545854,0.57875395,5.957184,6.1527896,2.1127156,2.219101,-0.1063854
70,-0.16801198,-0.06622322,"('lethargic', 'energetic')",0.4853372,0.52592194,0.2994749,0.5695398,0.2056,0.3430795,-0.1374795
2,-0.14961922,-0.23156676,"('unlikable', 'likable')",0.51582015,0.35427573,0.46930727,0.49326384,0.2785027,0.2053243,0.0731784
44,-0.118693665,0.08922874,"('prejudiced', 'unprejudiced')",-1.4820112,-1.2909145,-1.6321361,-1.4025948,-1.0776137,-0.8680935,-0.2095202
69,0.11389457,-0.080816925,"('lazy', 'industrious')",-0.90669453,-0.83586574,-0.5049752,-0.7038866,-0.4325917,-0.5401897,0.107598
88,-0.10965868,-0.34244472,"('low', 'eminent')",-0.16656384,-0.43097195,0.28471345,0.12278266,0.0028303,-0.216878,0.2197083
50,-0.09448627,-0.18880008,"('clumsy', 'skillful')",-0.47089303,-0.42360088,0.26023912,0.22469105,-0.1017134,-0.1292366,0.0275232
37,0.09425864,0.33838955,"('fake', 'genuine')",0.0986463,0.29697943,0.52859265,0.7555292,0.2404992,0.4636327,-0.2231335
4,-0.09414951,-0.053580727,"('disliked', 'liked')",-1.04388,-0.8333797,-6.6015067,-6.8262243,-2.5798454,-2.5710616,-0.0087838
0,0.08741638,-0.047496274,"('unsociable', 'sociable')",2.089881,1.8455399,-0.49323538,-0.7177312,0.561354,0.3601042,0.2012498
17,0.06979707,0.12012223,"('nasty', 'nice')",-0.48962283,-0.74432814,-0.50286275,-0.5961847,-0.3075628,-0.4067969,0.0992341
65,0.06281162,-0.0027384646,"('insecure', 'secure')",1.7997929,1.5769325,-0.4223514,-0.3034363,0.4800844,0.4235859,0.0564985
20,-0.06015287,0.02720455,"('rough', 'thoughtful')",0.671115,0.8088262,0.83255106,0.76429015,0.4811711,0.5334403,-0.0522692
3,-0.011444643,-0.20998819,"('repellent', 'pleasant')",0.017904595,-0.18807696,0.23478042,0.21681003,0.0804135,-0.0604184,0.1408319
