,compuware_male,compuware_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.7942982,-2.8901856,"('unsympathetic', 'sympathetic')",-0.6674422,-0.7861703,-1.7308702,-1.8381779,0.1073077
46,-1.820117,-2.022055,"('uncompetitive', 'competitive')",-1.1103603,-0.92689514,-1.4652386,-1.474475,0.0092364
70,-1.7681924,-1.7108059,"('lethargic', 'energetic')",-0.029840086,0.16041146,-0.8990163,-0.7751972,-0.1238191
43,-1.7556472,-1.8356277,"('irresponsible', 'responsible')",0.063377045,0.09797018,-0.8461351,-0.8688288,0.0226937
63,-1.6100076,-1.5991688,"('unperceptive', 'insightful')",0.63200647,0.5794129,-0.4890006,-0.5098779,0.0208773
42,-1.5079981,-1.2917944,"('unreliable', 'reliable')",-3.7037315,-3.5454836,-2.6058648,-2.4186389,-0.1872259
66,-1.4861362,-1.6664207,"('inactive', 'active')",0.18544145,-0.21815334,-0.6503474,-0.942287,0.2919396
45,-1.4819281,-1.4218957,"('incompetent', 'competent')",-0.18424547,-0.16992036,-0.8330868,-0.795908,-0.0371788
73,1.383862,1.5415442,"('helpless', 'self-reliant')",-3.1669452,-2.9615304,-0.8915416,-0.7099931,-0.1815485
76,-1.357095,-1.3860127,"('anxious', 'daring')",-0.65536344,-0.560357,-1.0062292,-0.9731848,-0.0330444
7,-1.2508992,-1.1991726,"('insensitive', 'sensitive')",0.39660394,0.41221413,-0.4271476,-0.3934792,-0.0336684
72,-1.2396878,-1.2086377,"('unambitious', 'ambitious')",-0.35411447,-0.47020704,-0.7969011,-0.8394223,0.0425212
86,-1.2371639,-1.3620402,"('uninfluential', 'influential')",0.030007545,-0.22833523,-0.6035782,-0.7951877,0.1916095
0,-1.2186933,-1.4704776,"('unsociable', 'sociable')",-0.11609893,-0.18670449,-0.6673961,-0.828591,0.1611949
81,-1.1608535,-0.95244247,"('submissive', 'aggressive')",-1.0856485,-0.80582297,-1.123251,-0.8791327,-0.2441183
24,-1.0850883,-1.1513443,"('dishonest', 'honest')",0.7254502,0.69352585,-0.179819,-0.2289092,0.0490902
57,-1.0411406,-0.97975,"('unimaginative', 'imaginative')",-2.9198287,-2.9707973,-1.9804846,-1.9752736,-0.005211
52,1.0271788,0.7925132,"('irrational', 'rational')",0.1104896,-0.15561806,0.5688342,0.3184476,0.2503866
3,-1.0252628,-1.0695454,"('repellent', 'pleasant')",0.79513675,0.8334529,-0.115063,-0.1180463,0.0029833
55,-1.0004426,-1.0230792,"('incompetent', 'clever')",0.46421915,0.56282824,-0.2681117,-0.2301255,-0.0379862
28,-0.98042595,-0.75462854,"('disloyal', 'loyal')",0.99373966,0.8936748,0.0066569,0.0695231,-0.0628662
12,-0.960842,-0.8373071,"('unsupportive', 'supportive')",-1.7876452,-1.840072,-1.3742436,-1.3386896,-0.035554
53,-0.9556495,-0.8094886,"('uncreative', 'creative')",0.5722803,0.42641816,-0.1916846,-0.1915352,-0.0001494
32,-0.9508615,-0.98330414,"('unkind', 'kind')",1.033802,0.92940354,0.0414703,-0.0269503,0.0684206
38,-0.9407675,-0.7691187,"('untruthful', 'truthful')",-0.21747404,-0.2085558,-0.5791208,-0.4888373,-0.0902835
56,-0.93782854,-0.67182267,"('impractical', 'practical')",-0.8096506,-0.38172895,-0.8737396,-0.5267758,-0.3469638
13,-0.92929226,-1.2012459,"('impolite', 'polite')",-0.6586565,-0.66245973,-0.7939744,-0.9318528,0.1378784
39,0.8934667,0.93038666,"('exploitative', 'cooperative')",0.15713601,0.28930384,0.5253013,0.6098453,-0.084544
23,-0.8905277,-0.82038486,"('insincere', 'sincere')",6.004225,5.99541,2.5568485,2.5875125,-0.030664
69,0.87546986,0.98352385,"('lazy', 'industrious')",-1.2327857,-1.2055616,-0.1786579,-0.1110189,-0.067639
21,-0.8718012,-1.0643351,"('immoral', 'moral')",-0.65597236,-0.46355808,-0.7638868,-0.7639466,5.98e-05
37,-0.8656358,-0.931956,"('fake', 'genuine')",0.12385006,0.01530268,-0.3708929,-0.4583267,0.0874338
85,0.8478271,0.90506905,"('insignificant', 'prestigious')",-0.15533832,-0.40537485,0.3462444,0.2498471,0.0963973
51,-0.8415171,-0.95820004,"('uneducated', 'educated')",0.9271185,0.7690748,0.0428007,-0.0945626,0.1373633
65,-0.8272348,-0.9064323,"('insecure', 'secure')",-0.37489355,-0.064948924,-0.6010642,-0.4856906,-0.1153736
59,0.8238399,1.0619893,"('foolish', 'wise')",-0.23152374,-0.31533742,0.2961581,0.3733259,-0.0771678
35,0.8212035,0.9345153,"('corrupt', 'incorrupt')",-0.57576907,-0.6780724,0.1227172,0.1282215,-0.0055043
15,0.8102791,0.647655,"('boring', 'funny')",0.045740947,-0.09377071,0.42801,0.2769421,0.1510679
62,-0.7994903,-0.5330972,"('incompetent', 'brilliant')",0.06643617,0.36989003,-0.3665271,-0.0816036,-0.2849235
80,-0.78805196,-1.0233434,"('dominated', 'dominating')",-0.94549763,-0.8831647,-0.8667748,-0.9532541,0.0864793
31,0.7833114,0.58683467,"('evil', 'good')",-0.6077501,-0.93272495,0.0877807,-0.1729451,0.2607258
78,-0.76508754,-0.6669053,"('nonresilient', 'resilient')",-0.086194426,-0.10344498,-0.425641,-0.3851751,-0.0404659
82,-0.71541774,-0.50047714,"('poor', 'rich')",6.4195533,6.529277,2.8520677,3.0143998,-0.1623321
44,0.7018995,0.5857839,"('prejudiced', 'unprejudiced')",-1.9607333,-1.7720115,-0.6294169,-0.5931138,-0.0363031
11,-0.6925489,-0.5204233,"('unhelpful', 'helpful')",1.7463728,1.8813171,0.526912,0.6804469,-0.1535349
77,-0.6539288,-0.93316543,"('unmotivated', 'motivated')",-1.4750977,-1.4030417,-1.0645132,-1.1681036,0.1035904
84,0.6537617,0.71671236,"('inferior', 'superior')",0.6222706,0.9401409,0.6380161,0.8284266,-0.1904105
33,0.6341529,0.50747734,"('wrong', 'right')",-0.5556402,-0.6888512,0.0392563,-0.0906869,0.1299432
75,0.6259989,0.86448455,"('meek', 'impulsive')",-0.6731239,-0.65094244,-0.0235625,0.1067711,-0.1303336
74,-0.61476964,-0.54750127,"('undedicated', 'dedicated')",-0.21151596,-0.3530359,-0.4131428,-0.4502686,0.0371258
22,-0.6074049,-0.86159694,"('untrustworthy', 'trustworthy')",-0.65634537,-0.70159376,-0.6318752,-0.7815953,0.1497201
14,-0.60064507,-0.74247366,"('antisocial', 'social')",-0.13058707,-0.015984427,-0.3656161,-0.379229,0.0136129
36,0.55919373,0.5358769,"('hostile', 'amicable')",-0.07152033,-0.43954164,0.2438367,0.0481676,0.1956691
68,-0.54984945,-0.6261659,"('dependent', 'independent')",-0.5238801,-0.41855398,-0.5368648,-0.52236,-0.0145048
60,-0.5496165,-0.46901307,"('inefficient', 'efficient')",-0.15087044,0.21134901,-0.3502435,-0.128832,-0.2214115
88,-0.5320654,-0.53055054,"('low', 'eminent')",-0.44329238,-0.4250728,-0.4876789,-0.4778117,-0.0098672
27,-0.5288893,-0.54382753,"('hardhearted', 'softhearted')",1.1820903,0.7827081,0.3266005,0.1194403,0.2071602
34,-0.5108569,-0.34956104,"('mean', 'honorable')",5.652154,5.659632,2.5706484,2.6550355,-0.0843871
19,-0.4706024,-0.35155135,"('inhospitable', 'hospitable')",-0.08993285,-0.23923463,-0.2802676,-0.295393,0.0151254
83,0.4467246,0.4731342,"('powerless', 'powerful')",-0.90963453,-0.9725395,-0.231455,-0.2497026,0.0182476
8,-0.44040343,-0.27561358,"('unaffectionate', 'affectionate')",1.0002934,0.56011754,0.279945,0.142252,0.137693
18,-0.4391023,-0.4662871,"('disagreeable', 'welcoming')",-0.22749712,-0.45470688,-0.3332997,-0.460497,0.1271973
47,-0.43093944,-0.27462602,"('stupid', 'smart')",5.3032913,5.2229753,2.4361758,2.4741745,-0.0379987
79,-0.41604167,-0.25359237,"('wavering', 'unwavering')",-0.68355775,-0.75717217,-0.5497997,-0.5053823,-0.0444174
64,-0.37846974,-0.5051064,"('shy', 'confident')",-6.626647,-6.2950892,-3.5025585,-3.4000978,-0.1024607
29,0.3616656,0.2548668,"('unfair', 'fair')",-0.071846694,-0.20181146,0.1449095,0.0265277,0.1183818
9,-0.3466681,-0.32610002,"('unaffectionate', 'caring')",1.4709082,1.1258411,0.56212,0.3998706,0.1622494
5,0.33796316,0.38533777,"('distant', 'outgoing')",-0.7238496,-0.7598821,-0.1929432,-0.1872722,-0.005671
25,0.321625,0.38600132,"('egoistic', 'altruistic')",1.2984759,1.1856799,0.8100504,0.7858406,0.0242098
41,-0.30099604,-0.23778488,"('unforgiving', 'forgiving')",0.38343084,0.14283493,0.0412174,-0.047475,0.0886924
71,0.29855353,0.39256883,"('diffident', 'self-confident')",0.15793277,0.037126523,0.2282431,0.2148477,0.0133954
87,-0.27755925,-0.6449997,"('unsuccessful', 'successful')",0.6320336,0.6242503,0.1772372,-0.0103747,0.1876119
6,0.25572732,0.19246164,"('distant', 'open')",-0.8187862,-1.0950046,-0.2815294,-0.4512715,0.1697421
20,-0.24766417,-0.28191942,"('rough', 'thoughtful')",0.62977856,0.6079407,0.1910572,0.1630106,0.0280466
58,-0.22823963,-0.33542517,"('undiscriminating', 'discriminating')",0.44214463,0.36347213,0.1069525,0.0140235,0.092929
50,-0.22526012,0.15984568,"('clumsy', 'skillful')",-0.2407321,-0.38065785,-0.2329961,-0.1104061,-0.12259
61,-0.2076403,-0.45117202,"('illogical', 'logical')",0.5061019,0.48442283,0.1492308,0.0166254,0.1326054
2,0.19425416,0.10506834,"('unlikable', 'likable')",0.49491888,0.44154713,0.3445865,0.2733077,0.0712788
26,0.19241273,0.14806542,"('hardhearted', 'benevolent')",1.906012,1.6241741,1.0492125,0.8861198,0.1630927
54,-0.14732839,-0.07598178,"('incapable', 'capable')",0.5338576,0.4561476,0.1932646,0.1900829,0.0031817
16,-0.111981556,0.003481483,"('unpopular', 'popular')",0.1257996,0.14346859,0.006909,0.073475,-0.066566
48,-0.10601999,-0.1544787,"('unintelligent', 'intelligent')",1.0407522,1.0494194,0.4673661,0.4474704,0.0198957
30,-0.06619443,0.006999865,"('intolerant', 'tolerant')",0.6551348,0.82749546,0.2944702,0.4172477,-0.1227775
49,-0.04603615,0.2877548,"('unable', 'able')",-0.47664696,-0.3160198,-0.2613415,-0.0141325,-0.247209
4,0.045817006,0.13205613,"('disliked', 'liked')",-6.735416,-6.663381,-3.3447995,-3.2656624,-0.0791371
67,0.042170294,0.28109875,"('doubtful', 'determined')",-0.79850113,-0.5956699,-0.3781654,-0.1572856,-0.2208798
17,-0.041421212,0.036081683,"('nasty', 'nice')",-0.7413443,-0.6675008,-0.3913828,-0.3157096,-0.0756732
1,-0.039097793,-0.1745102,"('unfriendly', 'friendly')",1.6353253,1.142839,0.7981138,0.4841644,0.3139494
40,0.008415192,-0.001630079,"('stingy', 'generous')",-1.5597738,-1.8163475,-0.7756793,-0.9089888,0.1333095
