,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,male-female
78,-0.59393543,-0.42971894,"('nonresilient', 'resilient')",0.21404856,0.050827038,0.810468,0.6322936,0.1435271,0.0844672,0.0590599
76,-0.58514786,-0.76718265,"('anxious', 'daring')",0.3152796,0.22422667,0.67938775,0.28225338,0.1365065,-0.0869009,0.2234074
68,-0.5778907,-0.70905656,"('dependent', 'independent')",-0.7423173,-0.8075531,-0.6678561,-0.7583395,-0.6626881,-0.7583164,0.0956283
29,-0.57783455,-0.445782,"('unfair', 'fair')",-0.02031758,0.22507098,-0.47401237,-0.28207347,-0.3573882,-0.1675948,-0.1897934
23,-0.575085,-0.6143018,"('insincere', 'sincere')",-0.5801004,-0.7364972,6.6616826,6.3227553,1.8354991,1.6573188,0.1781803
71,0.5052198,0.6478312,"('diffident', 'self-confident')",-0.7094402,-0.8979662,0.2006204,0.17589253,-0.0012,-0.0247475,0.0235475
59,0.49008042,0.63909143,"('foolish', 'wise')",-0.396859,-0.2093865,-0.4536,-0.044226106,-0.1201262,0.1284929,-0.2486191
40,0.4868183,0.7585067,"('stingy', 'generous')",0.24431717,0.38968816,-2.4220114,-2.461593,-0.5636253,-0.4377993,-0.125826
87,-0.4867374,-0.79468447,"('unsuccessful', 'successful')",0.87690604,0.71488726,1.2745066,1.0638701,0.5548917,0.3280243,0.2268674
63,-0.47315437,-0.56404954,"('unperceptive', 'insightful')",-0.24641362,-0.5068448,0.9098308,0.60899884,0.0634209,-0.1539652,0.2173861
7,-0.4519566,-0.4747621,"('insensitive', 'sensitive')",-0.39200008,-0.5295105,0.5619078,0.29651514,-0.0940163,-0.2359192,0.1419029
9,0.4458366,0.75011736,"('unaffectionate', 'caring')",-1.0761461,-0.9387428,0.6854745,0.9280472,0.0183883,0.2464739,-0.2280856
34,-0.4294578,-0.5392687,"('mean', 'honorable')",-0.46260247,-0.76512396,5.640986,5.5774937,1.5829752,1.424367,0.1586082
88,-0.4229158,-0.3830775,"('low', 'eminent')",-0.9149159,-0.875076,-0.4042984,-0.39819336,-0.5807101,-0.5521156,-0.0285945
33,0.4179509,0.47775686,"('wrong', 'right')",0.66850007,0.69119304,-0.9054981,-0.7484301,0.0603176,0.1401733,-0.0798557
19,-0.39959115,-0.27206847,"('inhospitable', 'hospitable')",-0.60433376,-0.51170635,-0.7433888,-0.5760767,-0.5824379,-0.4532839,-0.129154
27,0.39065444,0.57810897,"('hardhearted', 'softhearted')",-0.7468993,-0.67479247,0.57765615,0.7000166,0.0738038,0.201111,-0.1273072
75,-0.38882172,-0.30395868,"('meek', 'impulsive')",-0.18099289,-0.030083317,-0.57057697,-0.44422773,-0.3801305,-0.2594233,-0.1207072
66,0.3650158,0.34516832,"('inactive', 'active')",0.2506459,0.45707726,0.35087088,0.49910212,0.3221775,0.4337826,-0.1116051
17,0.3430497,0.47332093,"('nasty', 'nice')",-1.1465473,-0.98676616,-0.7132952,-0.7467472,-0.5055976,-0.4200641,-0.0855335
12,-0.3376117,-0.18864606,"('unsupportive', 'supportive')",-0.74966913,-0.71584606,-2.0676484,-2.113927,-1.0516431,-1.0061397,-0.0455034
3,-0.333715,-0.47506464,"('repellent', 'pleasant')",0.3460663,0.21313465,1.0204394,0.7965196,0.3442636,0.1781965,0.1660671
5,0.29835922,0.640098,"('distant', 'outgoing')",-1.0040902,-0.9590789,-0.9724662,-0.64589703,-0.559399,-0.321626,-0.237773
74,0.27485096,0.22640686,"('undedicated', 'dedicated')",0.16111127,0.08343661,-0.5364858,-0.6574489,-0.0335079,-0.1158685,0.0823606
38,-0.24034774,-0.26479936,"('untruthful', 'truthful')",-0.36747926,-0.3762257,-0.08814294,-0.032507904,-0.23199,-0.224511,-0.007479
83,-0.23575003,-0.285057,"('powerless', 'powerful')",-0.09016018,-0.1174152,-0.6291287,-0.81779665,-0.3183463,-0.4067563,0.08841
16,-0.21250783,-0.14148235,"('unpopular', 'popular')",-0.23177066,-0.2686386,0.19587329,0.15866125,-0.0828017,-0.0838199,0.0010182
1,-0.19808415,0.06817026,"('unfriendly', 'friendly')",-0.058250472,-0.08633594,0.65150774,0.8255946,0.1317244,0.269143,-0.1374186
44,-0.17309152,-0.29179397,"('prejudiced', 'unprejudiced')",-0.71483254,-0.63666344,-1.4954334,-1.3962349,-0.7944525,-0.7748974,-0.0195551
24,-0.1708661,-0.05972404,"('dishonest', 'honest')",-1.5653436,-1.444625,0.51805526,0.67828476,-0.4060515,-0.2753548,-0.1306967
42,0.16669096,0.11925056,"('unreliable', 'reliable')",0.12093051,0.049061015,-2.6754856,-2.8292012,-0.7959547,-0.8869632,0.0910085
36,-0.13783664,0.08747817,"('hostile', 'amicable')",-0.966577,-0.82510144,-1.27525,-1.018111,-0.7932212,-0.5852447,-0.2079765
4,0.13728009,0.068568066,"('disliked', 'liked')",0.02951574,0.03603202,-7.71213,-7.6298833,-2.5151114,-2.5084278,-0.0066836
80,0.13494891,-0.17887597,"('dominated', 'dominating')",0.9376785,0.87013566,0.34701288,0.0012088679,0.4732134,0.2308228,0.2423906
84,0.13047759,0.11577467,"('inferior', 'superior')",0.15563801,0.19201116,0.5825895,0.8068519,0.2895684,0.3715459,-0.0819775
58,-0.11554983,-0.24383979,"('undiscriminating', 'discriminating')",0.8030219,0.7163428,-0.11844467,-0.21200909,0.1896758,0.0868313,0.1028445
56,-0.11386843,-0.29815754,"('impractical', 'practical')",0.7333983,0.5115365,0.3788757,0.020363554,0.3328019,0.0779142,0.2548877
39,-0.098708585,-0.18131839,"('exploitative', 'cooperative')",0.48298538,0.67073786,-0.16135696,-0.022661626,0.0743066,0.1555859,-0.0812793
35,-0.09269716,0.17301907,"('corrupt', 'incorrupt')",-1.1304936,-0.87263864,-1.289206,-0.77627,-0.8374656,-0.4919632,-0.3455024
2,-0.057276964,-0.06993672,"('unlikable', 'likable')",0.2399323,0.38418132,0.26127005,0.48020187,0.1479751,0.2648155,-0.1168404
15,-0.05108339,-0.17682016,"('boring', 'funny')",0.27518466,0.3195474,-0.14508611,-0.08732474,0.0263384,0.0184675,0.0078709
31,0.034008645,0.32986876,"('evil', 'good')",-0.22312698,-0.009390648,-1.7667817,-1.4625285,-0.6519667,-0.3806835,-0.2712832
37,0.018490866,-0.18681419,"('fake', 'genuine')",-0.5704261,-0.61422634,0.05456001,-0.06725678,-0.1657917,-0.2894324,0.1236407
72,-0.010789076,0.1455316,"('unambitious', 'ambitious')",-0.34367052,-0.0105725005,-0.15449668,-0.23409541,-0.1696521,-0.0330454,-0.1366067
