,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.2768736,-2.2584374,"('distant', 'open')",0.09901023,0.29926324,-1.0889317,-0.9795871,-0.1093446
31,-1.9135537,-1.9820094,"('evil', 'good')",-1.4269068,-1.3850771,-1.6702303,-1.6835432,0.0133129
5,-1.6996076,-1.772953,"('distant', 'outgoing')",-0.17202392,0.031711627,-0.9358158,-0.8706207,-0.0651951
86,-1.6592925,-1.6469473,"('uninfluential', 'influential')",-0.11006047,-0.33737245,-0.8846765,-0.9921598,0.1074833
79,-1.6535285,-2.0187647,"('wavering', 'unwavering')",-0.058561474,0.026228346,-0.8560449,-0.9962682,0.1402233
80,1.3213145,1.3126383,"('dominated', 'dominating')",-0.9620831,-1.0259895,0.1796157,0.1433244,0.0362913
57,-1.3122476,-1.2460121,"('unimaginative', 'imaginative')",-2.809606,-3.1193614,-2.0609269,-2.1826868,0.1217599
30,1.2832873,1.27632,"('intolerant', 'tolerant')",1.5959916,1.6547076,1.4396394,1.4655137,-0.0258743
60,1.2831649,1.174548,"('inefficient', 'efficient')",0.7305529,0.6800869,1.0068588,0.9273175,0.0795413
36,-1.2372282,-1.1699218,"('hostile', 'amicable')",-0.26784965,-0.129951,-0.7525389,-0.6499364,-0.1026025
8,-1.2124938,-1.124163,"('unaffectionate', 'affectionate')",0.37488997,0.5948098,-0.4188019,-0.2646766,-0.1541253
1,-1.1861994,-1.1450037,"('unfriendly', 'friendly')",1.4912179,1.4441464,0.1525092,0.1495714,0.0029378
39,1.1417372,1.0517322,"('exploitative', 'cooperative')",0.016248345,0.11323772,0.5789928,0.582485,-0.0034922
11,1.1314371,0.98157793,"('unhelpful', 'helpful')",2.2425663,2.3429213,1.6870017,1.6622496,0.0247521
14,1.1026237,1.2923397,"('antisocial', 'social')",-0.36210996,-0.39641923,0.3702569,0.4479602,-0.0777033
85,-1.0997413,-1.2944518,"('insignificant', 'prestigious')",-0.11510246,-0.1711899,-0.6074219,-0.7328209,0.125399
75,-1.0988238,-1.427244,"('meek', 'impulsive')",-0.59635234,-0.53513414,-0.8475881,-0.981189,0.1336009
72,-1.0703455,-0.9125306,"('unambitious', 'ambitious')",-0.7015518,-0.49958935,-0.8859487,-0.70606,-0.1798887
16,-1.0572284,-0.98415834,"('unpopular', 'popular')",0.37884933,0.33682755,-0.3391896,-0.3236654,-0.0155242
81,1.0194483,0.99805135,"('submissive', 'aggressive')",0.122352466,0.07744448,0.5709004,0.5377479,0.0331525
84,0.98758537,1.0238339,"('inferior', 'superior')",1.1115586,1.0683761,1.049572,1.0461049,0.0034671
9,-0.95746565,-0.81386745,"('unaffectionate', 'caring')",1.1059395,1.2933979,0.0742369,0.2397652,-0.1655283
53,-0.94895273,-0.8387534,"('uncreative', 'creative')",0.7898121,0.73187053,-0.0795703,-0.0534414,-0.0261289
48,0.9208729,1.0535085,"('unintelligent', 'intelligent')",1.262611,1.1220286,1.091742,1.0877686,0.0039734
76,0.9143387,0.9391578,"('anxious', 'daring')",0.62468106,0.5346697,0.7695099,0.7369137,0.0325962
62,0.8660133,0.831248,"('incompetent', 'brilliant')",0.9553196,1.050559,0.9106665,0.9409035,-0.030237
55,0.8025403,0.95684123,"('incompetent', 'clever')",0.43952832,0.2848618,0.6210343,0.6208515,0.0001828
56,0.7511474,0.68908834,"('impractical', 'practical')",0.33651665,0.19698238,0.543832,0.4430354,0.1007966
35,-0.75092226,-0.78864646,"('corrupt', 'incorrupt')",-0.51446044,-0.41780835,-0.6326914,-0.6032274,-0.029464
19,-0.7350309,-0.82865644,"('inhospitable', 'hospitable')",-0.16282208,0.04032367,-0.4489265,-0.3941664,-0.0547601
4,-0.6685733,-0.56237245,"('disliked', 'liked')",-6.7455974,-7.123761,-3.7070854,-3.8430667,0.1359813
37,0.6465466,0.5822767,"('fake', 'genuine')",0.48254037,0.41688842,0.5645435,0.4995826,0.0649609
42,0.6248112,0.80504423,"('unreliable', 'reliable')",-3.0760217,-3.054747,-1.2256052,-1.1248515,-0.1007537
21,0.6218881,0.3997584,"('immoral', 'moral')",-0.12830925,-0.34814632,0.2467894,0.025806,0.2209834
54,-0.60674775,-0.48722264,"('incapable', 'capable')",1.1945693,1.5932353,0.2939108,0.5530063,-0.2590955
13,0.6028789,0.39476568,"('impolite', 'polite')",0.06762548,-0.044623762,0.3352522,0.175071,0.1601812
82,-0.5803183,-0.44626805,"('poor', 'rich')",6.4523497,6.7040515,2.9360156,3.1288917,-0.1928761
26,-0.5781323,-0.4656045,"('hardhearted', 'benevolent')",1.1247845,1.0353534,0.2733261,0.2848744,-0.0115483
52,-0.55061215,-0.63327473,"('irrational', 'rational')",-0.41215235,-0.31409454,-0.4813823,-0.4736846,-0.0076977
74,-0.54747546,-0.4352005,"('undedicated', 'dedicated')",-0.23896217,-0.4398961,-0.3932188,-0.4375483,0.0443295
67,0.52664274,0.36086974,"('doubtful', 'determined')",-0.5643875,-0.49473342,-0.0188724,-0.0669318,0.0480594
65,0.5259054,0.541514,"('insecure', 'secure')",-0.09195272,-0.07222795,0.2169763,0.234643,-0.0176667
77,-0.5145544,-0.6936555,"('unmotivated', 'motivated')",-0.7747535,-0.7819482,-0.6446539,-0.7378018,0.0931479
45,-0.50386775,-0.5370501,"('incompetent', 'competent')",-0.0321778,-0.2124893,-0.2680228,-0.3747697,0.1067469
47,0.45316494,0.5242558,"('stupid', 'smart')",6.028035,6.357104,3.2406001,3.4406798,-0.2000797
28,-0.4413644,-0.20933692,"('disloyal', 'loyal')",0.89032704,1.0688146,0.2244813,0.4297388,-0.2052575
70,0.43095738,0.42029986,"('lethargic', 'energetic')",0.7789009,0.71531415,0.6049291,0.567807,0.0371221
69,0.39428887,0.25608835,"('lazy', 'industrious')",-0.54372185,-0.6245789,-0.0747165,-0.1842453,0.1095288
2,0.3642462,0.19343548,"('unlikable', 'likable')",0.48228383,0.42633507,0.423265,0.3098853,0.1133797
32,0.3623472,0.38497967,"('unkind', 'kind')",0.97786736,0.8608525,0.6701072,0.6229161,0.0471911
44,0.3606883,0.27729577,"('prejudiced', 'unprejudiced')",-1.6229507,-1.6087779,-0.6311312,-0.6657411,0.0346099
66,-0.34787273,-0.4656484,"('inactive', 'active')",0.60090435,0.53714037,0.1265158,0.035746,0.0907698
49,0.3413359,0.58743304,"('unable', 'able')",0.35207227,0.52285475,0.3467041,0.5551439,-0.2084398
34,0.33759785,0.02503515,"('mean', 'honorable')",6.4626017,6.471411,3.4000998,3.2482233,0.1518765
10,-0.33589107,-0.319287,"('unsympathetic', 'sympathetic')",0.09333205,0.027237037,-0.1212795,-0.146025,0.0247455
88,-0.32758775,-0.5265547,"('low', 'eminent')",0.31766987,0.2949268,-0.0049589,-0.115814,0.1108551
46,0.30398428,0.17687136,"('uncompetitive', 'competitive')",-0.3345937,-0.6600213,-0.0153047,-0.241575,0.2262703
87,0.26560366,0.010950984,"('unsuccessful', 'successful')",0.67880327,0.6053244,0.4722035,0.3081377,0.1640658
38,-0.23668665,-0.25683415,"('untruthful', 'truthful')",0.34510875,0.54745656,0.0542111,0.1453112,-0.0911001
17,-0.22816022,-0.095976345,"('nasty', 'nice')",-0.49384397,-0.38303322,-0.3610021,-0.2395048,-0.1214973
58,-0.20527631,-0.40489113,"('undiscriminating', 'discriminating')",0.12224232,-0.14589384,-0.041517,-0.2753925,0.2338755
43,0.18700027,0.17375307,"('irresponsible', 'responsible')",0.79156834,0.7470044,0.4892843,0.4603787,0.0289056
27,-0.1855989,-0.15648477,"('hardhearted', 'softhearted')",1.5952495,1.5279285,0.7048253,0.6857219,0.0191034
22,-0.18281376,-0.07373878,"('untrustworthy', 'trustworthy')",-0.74001205,-0.6523761,-0.4614129,-0.3630574,-0.0983555
63,0.17904349,0.034104146,"('unperceptive', 'insightful')",1.5592915,1.2899126,0.8691675,0.6620083,0.2071592
73,0.17729086,0.16721681,"('helpless', 'self-reliant')",-3.3590899,-3.3511045,-1.5908995,-1.5919439,0.0010444
71,0.17488293,0.24641585,"('diffident', 'self-confident')",0.33430302,0.23163255,0.254593,0.2390242,0.0155688
41,0.17302123,0.115175836,"('unforgiving', 'forgiving')",0.1523362,0.021295872,0.1626787,0.0682359,0.0944428
7,0.16649307,0.20945998,"('insensitive', 'sensitive')",0.9430825,0.87063634,0.5547878,0.5400482,0.0147396
20,-0.16281876,-0.15252717,"('rough', 'thoughtful')",1.2401992,1.0664507,0.5386902,0.4569618,0.0817284
64,0.15946056,0.06854796,"('shy', 'confident')",-6.514007,-6.756609,-3.1772733,-3.3440306,0.1667573
33,0.15581459,0.09298943,"('wrong', 'right')",-0.7617025,-0.70689833,-0.3029439,-0.3069544,0.0040105
50,0.14235123,0.28608704,"('clumsy', 'skillful')",0.16290385,0.26018786,0.1526275,0.2731375,-0.12051
23,0.14108713,0.037172794,"('insincere', 'sincere')",6.48651,6.721156,3.3137984,3.3791645,-0.0653661
25,-0.14069492,0.02043105,"('egoistic', 'altruistic')",1.0063969,0.8791889,0.432851,0.44981,-0.016959
29,-0.13955715,-0.10000445,"('unfair', 'fair')",-0.42673346,-0.5826766,-0.2831453,-0.3413405,0.0581952
40,0.13127886,0.3484596,"('stingy', 'generous')",-1.4924744,-1.9136059,-0.6805978,-0.7825732,0.1019754
59,0.12531798,0.4113391,"('foolish', 'wise')",0.26506364,0.54737943,0.1951908,0.4793593,-0.2841685
12,0.12403163,0.19355446,"('unsupportive', 'supportive')",-1.6355764,-1.7430466,-0.7557724,-0.7747461,0.0189737
24,0.114963256,0.00462573,"('dishonest', 'honest')",1.1397763,1.1406866,0.6273698,0.5726562,0.0547136
78,0.11160919,0.16086893,"('nonresilient', 'resilient')",0.7640683,0.5695156,0.4378387,0.3651923,0.0726464
18,-0.104681194,0.09512725,"('disagreeable', 'welcoming')",-0.27028838,-0.22246481,-0.1874848,-0.0636688,-0.123816
61,-0.09763463,-0.2867403,"('illogical', 'logical')",0.37523898,0.27592006,0.1388022,-0.0054101,0.1442123
15,-0.09326504,-0.109326474,"('boring', 'funny')",0.38279295,0.44809884,0.1447639,0.1693862,-0.0246223
68,0.06845835,0.040211044,"('dependent', 'independent')",0.08415842,-0.06645459,0.0763084,-0.0131218,0.0894302
83,-0.06398756,-0.21180819,"('powerless', 'powerful')",-0.6560538,-0.76411545,-0.3600207,-0.4879618,0.1279411
51,-0.054026943,-0.007513877,"('uneducated', 'educated')",0.764554,0.6010421,0.3552635,0.2967641,0.0584994
0,-0.051066782,0.0024757665,"('unsociable', 'sociable')",-0.2541855,-0.47247308,-0.1526261,-0.2349987,0.0823726
3,-0.032296397,0.0052958685,"('repellent', 'pleasant')",0.03698717,0.09851879,0.0023454,0.0519073,-0.0495619
