,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
38,0.6665927,0.6851018,"('untruthful', 'truthful')",-0.027608648,-0.06143453,-0.27763337,-0.14728858,0.1204502,0.1587929,-0.0383427
62,0.66599345,1.1144414,"('incompetent', 'brilliant')",-0.19152373,-0.16333458,0.08706157,0.22237246,0.1871771,0.3911597,-0.2039826
59,0.6548627,0.31521556,"('foolish', 'wise')",-0.03543041,0.015380707,0.6625103,0.656474,0.4273142,0.3290234,0.0982908
13,0.63261515,1.0363774,"('impolite', 'polite')",-0.21409047,-0.15597357,-0.59360045,-0.46006146,-0.0583586,0.1401141,-0.1984727
50,0.54006994,0.19759475,"('clumsy', 'skillful')",0.6342342,0.61659795,0.6764164,0.5280564,0.6169068,0.4474164,0.1694904
21,-0.50698346,0.17275295,"('immoral', 'moral')",-0.7091494,-0.63304037,-0.89235204,-0.9014933,-0.7028283,-0.4539269,-0.2489014
10,0.5005229,0.8430153,"('unsympathetic', 'sympathetic')",-1.7953693,-1.9527258,-0.2994561,-0.40375558,-0.5314341,-0.5044887,-0.0269454
65,0.47630858,1.1412827,"('insecure', 'secure')",-0.25511765,-0.25300503,-0.45694485,-0.37414652,-0.0785846,0.171377,-0.2499616
87,0.4730617,0.41118652,"('unsuccessful', 'successful')",1.1188333,1.1080161,0.7271668,0.4346618,0.7730206,0.6512882,0.1217324
17,-0.46793032,-0.50363976,"('nasty', 'nice')",0.6531453,0.6433498,-0.7899631,-0.69311565,-0.2015827,-0.1844685,-0.0171142
57,-0.46013996,-0.7040427,"('unimaginative', 'imaginative')",-0.13008465,-0.31799144,-2.724557,-2.984012,-1.1049272,-1.3353488,0.2304216
32,0.44893196,0.6135764,"('unkind', 'kind')",0.3124565,0.33372003,1.1243013,1.2002169,0.6285632,0.7158378,-0.0872746
6,0.4279265,-0.329664,"('distant', 'open')",0.8960119,0.7657937,0.74746275,0.83083653,0.690467,0.4223221,0.2681449
51,0.42492896,0.64372116,"('uneducated', 'educated')",-1.2607796,-1.2534107,0.19664775,-0.021997996,-0.2130676,-0.2105625,-0.0025051
18,-0.42053503,-0.45435494,"('disagreeable', 'welcoming')",-0.2843291,-0.32618684,-0.32749373,-0.29272625,-0.3441193,-0.357756,0.0136367
55,-0.4159191,0.10391719,"('incompetent', 'clever')",-1.6009136,-1.6888893,-0.11045412,-0.21705881,-0.7090956,-0.6006769,-0.1084187
20,0.40535706,0.53909147,"('rough', 'thoughtful')",0.33469224,0.2985566,1.3013036,1.2007841,0.680451,0.6794774,0.0009736
11,0.37825724,0.61547965,"('unhelpful', 'helpful')",-1.0795867,-0.9690806,1.7133247,1.7577631,0.3373317,0.4680541,-0.1307224
15,0.36501622,0.2623422,"('boring', 'funny')",1.1764305,1.2151558,0.3294309,0.51058966,0.6236259,0.6626959,-0.03907
4,-0.34777105,-0.8128692,"('disliked', 'liked')",0.45235676,0.38065588,-6.8886275,-7.158195,-2.2613473,-2.5301361,0.2687888
8,0.34640867,-0.30615097,"('unaffectionate', 'affectionate')",-0.3591358,-0.57025594,1.3128415,1.1910301,0.4333715,0.1048744,0.3284971
40,0.31000602,0.0035328437,"('stingy', 'generous')",0.94798046,0.798004,-1.4896523,-1.8726233,-0.0772219,-0.3570288,0.2798069
78,0.30857968,0.24514374,"('nonresilient', 'resilient')",1.1039066,1.0200733,0.29847306,0.27598223,0.5703198,0.5137331,0.0565867
88,0.2919359,0.0005676495,"('low', 'eminent')",-1.1146842,-1.0870917,0.25577497,0.19513719,-0.1889911,-0.2971289,0.1081378
41,-0.27339676,-0.06999964,"('unforgiving', 'forgiving')",0.5156651,0.33750442,-0.2425931,-0.3447632,-0.0001082,-0.0257528,0.0256446
53,-0.2729537,-0.5212625,"('uncreative', 'creative')",0.8653059,0.7440322,1.231843,1.0698383,0.608065,0.4308693,0.1771957
77,-0.260186,-0.21062343,"('unmotivated', 'motivated')",0.850597,0.79331565,-1.4353987,-1.510781,-0.2816625,-0.3093629,0.0277004
14,-0.25884587,0.29316726,"('antisocial', 'social')",-0.694574,-0.66886276,-1.0148777,-1.0578114,-0.6560992,-0.4778356,-0.1782636
35,0.2451177,-0.23729567,"('corrupt', 'incorrupt')",1.0168935,1.0748929,0.010220107,0.013085505,0.4240771,0.2835609,0.1405162
58,0.23873152,0.038120236,"('undiscriminating', 'discriminating')",1.1442438,0.86968744,0.19451097,-0.15796168,0.5258288,0.2499487,0.2758801
46,-0.23766527,-0.0026491955,"('uncompetitive', 'competitive')",-0.076736815,-0.29179868,-1.005578,-1.1988412,-0.4399934,-0.497763,0.0577696
1,-0.2323259,-0.85934377,"('unfriendly', 'friendly')",0.6356372,0.3504402,2.1673086,2.0043576,0.8568733,0.4984847,0.3583886
60,0.21933095,0.81847703,"('inefficient', 'efficient')",-0.3633635,-0.31445724,-0.10792315,0.0753716,-0.0839852,0.1931305,-0.2771157
49,0.2160419,0.52547157,"('unable', 'able')",-0.47559524,-0.38144743,-0.24483255,0.07613123,-0.1681286,0.0733851,-0.2415137
47,-0.21041192,0.15296406,"('stupid', 'smart')",0.11770013,0.15257204,5.77649,6.0333147,1.8945928,2.1129503,-0.2183575
48,0.20497224,0.41722247,"('unintelligent', 'intelligent')",-1.1449057,-1.197541,0.32346103,0.33921456,-0.2054908,-0.1470346,-0.0584562
36,-0.20066783,-0.9445422,"('hostile', 'amicable')",1.7772646,1.6178907,0.41845828,0.32478493,0.6650183,0.3327111,0.3323072
34,0.16125071,0.369428,"('mean', 'honorable')",0.4371896,0.4579647,5.9515166,6.0960784,2.1833189,2.3078237,-0.1245048
64,-0.15599585,0.014633469,"('shy', 'confident')",-0.8762153,-0.77017117,-7.034022,-7.168151,-2.6887442,-2.6412295,-0.0475147
29,-0.12348989,-0.11388708,"('unfair', 'fair')",-0.057680577,-0.061035745,-0.2519807,-0.313641,-0.1443837,-0.1628546,0.0184709
45,-0.119192675,0.23438771,"('incompetent', 'competent')",-1.1267446,-1.2607293,-0.1487282,-0.33502933,-0.4648885,-0.4537903,-0.0110982
86,-0.10304381,-0.15033413,"('uninfluential', 'influential')",-1.0348179,-1.2121258,0.1520201,-0.1878652,-0.3286139,-0.5167751,0.1881612
19,0.09741675,-0.14900705,"('inhospitable', 'hospitable')",-0.44771534,-0.41946876,-0.11060484,-0.070200235,-0.1536345,-0.212892,0.0592575
0,-0.055275872,0.24898079,"('unsociable', 'sociable')",-0.095626235,-0.24517855,-0.46766788,-0.60972905,-0.20619,-0.2019756,-0.0042144
69,-0.039398544,-0.40613443,"('lazy', 'industrious')",2.0512154,2.143178,-0.47734702,-0.58025634,0.51149,0.3855958,0.1258942
61,-0.0018142909,0.09673418,"('illogical', 'logical')",0.2919142,0.26160568,0.20801328,0.063431434,0.1660377,0.1405904,0.0254473
