,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
26,1.9449837,1.3724983,"('hardhearted', 'benevolent')",0.89327085,0.6159193,1.6381761,1.4768003,1.4921435,1.1550727,0.3370708
74,1.9126369,1.7843181,"('undedicated', 'dedicated')",0.4991216,0.3348987,0.29426458,0.12459027,0.9020077,0.7479357,0.154072
39,1.7676089,1.7880524,"('exploitative', 'cooperative')",0.67334986,0.65473264,-0.0039205793,0.038039487,0.8123461,0.8269415,-0.0145954
73,1.7551043,1.453472,"('helpless', 'self-reliant')",0.8902914,0.9700847,-3.0841,-3.228185,-0.1462348,-0.2682094,0.1219746
12,1.7440308,1.7330166,"('unsupportive', 'supportive')",-0.46012545,-0.50344646,-1.7809528,-1.9187236,-0.1656825,-0.2297178,0.0640353
23,1.7246994,1.9488002,"('insincere', 'sincere')",0.23912266,0.1842307,5.9128685,5.9626145,2.6255635,2.6985486,-0.0729851
9,1.721101,1.123094,"('unaffectionate', 'caring')",0.5952393,0.39801753,1.6651284,1.5143617,1.3271562,1.0118244,0.3153318
75,-1.7057073,-1.7186954,"('meek', 'impulsive')",-0.083788075,-0.058624897,-0.46295616,-0.35690358,-0.7508171,-0.711408,-0.0394091
16,-1.5510434,-1.6835108,"('unpopular', 'popular')",0.21900375,0.18743916,0.48807722,0.40237373,-0.2813208,-0.3645659,0.0832451
54,1.4904065,1.2017598,"('incapable', 'capable')",1.1904924,1.1390033,1.4372818,1.5600773,1.3727269,1.3002801,0.0724468
84,1.3419572,1.2101601,"('inferior', 'superior')",-0.38884085,-0.34967014,0.45592737,0.3457564,0.4696813,0.4020821,0.0675992
63,1.311939,1.5584916,"('unperceptive', 'insightful')",0.30754736,0.19705291,1.0286932,0.9166172,0.8827265,0.8907206,-0.0079941
71,1.3118764,1.0827127,"('diffident', 'self-confident')",0.77885354,0.7811893,0.905743,0.8344458,0.9988243,0.8994493,0.099375
82,-1.286588,-0.7614113,"('poor', 'rich')",-0.8091743,-0.7117724,6.5818877,6.7338634,1.4953752,1.7535599,-0.2581847
56,1.2661781,1.751655,"('impractical', 'practical')",0.26705134,0.42639574,-0.36028707,-0.25593492,0.3909808,0.6407053,-0.2497245
30,1.2297107,1.746266,"('intolerant', 'tolerant')",-0.6776386,-0.5639362,0.67750096,0.820696,0.4098577,0.6676753,-0.2578176
43,1.212135,1.5599276,"('irresponsible', 'responsible')",-1.0721114,-1.0994817,0.447347,0.5659219,0.1957902,0.3421226,-0.1463324
44,-1.2121198,-1.0513257,"('prejudiced', 'unprejudiced')",-0.42495644,-0.20038113,-1.17859,-0.9909265,-0.9385554,-0.7475444,-0.191011
72,1.2088436,1.1987149,"('unambitious', 'ambitious')",-1.0745358,-1.0811675,-0.68190736,-0.5858277,-0.1825332,-0.1560934,-0.0264398
79,1.1921989,0.6964508,"('wavering', 'unwavering')",0.8291812,0.7559724,0.1799099,0.1708982,0.7337633,0.5411071,0.1926562
31,-1.1164111,-1.6430291,"('evil', 'good')",0.5318784,0.45134026,-0.67443466,-0.8059468,-0.4196558,-0.6658785,0.2462227
24,1.0416638,1.1321809,"('dishonest', 'honest')",-1.6112021,-1.6366771,0.62046695,0.6253602,0.0169762,0.040288,-0.0233118
52,-0.98373204,-1.4414362,"('irrational', 'rational')",-0.22345361,-0.25458893,0.08196485,-0.060273252,-0.3750736,-0.5854328,0.2103592
27,0.96887773,0.46656868,"('hardhearted', 'softhearted')",0.096922606,-0.071076065,1.5582309,1.4200851,0.874677,0.6051926,0.2694844
25,-0.95145285,-1.3928893,"('egoistic', 'altruistic')",0.7597876,0.65433013,1.6218734,1.5778801,0.4767361,0.2797737,0.1969624
70,0.9429386,1.2218667,"('lethargic', 'energetic')",-0.7606785,-0.822388,0.8177277,0.79226005,0.3333293,0.3972463,-0.063917
7,0.8825126,0.99847543,"('insensitive', 'sensitive')",-0.023879044,-0.14846697,0.7718928,0.5624925,0.5435088,0.4708337,0.0726751
80,0.8788646,1.2223155,"('dominated', 'dominating')",-0.2204094,-0.21192259,-1.0864204,-1.2603707,-0.1426551,-0.0833259,-0.0593292
42,0.86132526,1.0719069,"('unreliable', 'reliable')",0.7839358,0.8254199,-2.4100897,-2.4382398,-0.2549429,-0.1803043,-0.0746386
81,-0.83249724,-0.08465174,"('submissive', 'aggressive')",-1.3849955,-1.2155403,-1.0818586,-0.97844243,-1.0997837,-0.7595448,-0.3402389
83,0.82437116,0.7129705,"('powerless', 'powerful')",0.60362506,0.61944073,-0.91171014,-0.90825236,0.1720953,0.1413863,0.030709
28,0.7963486,0.72476864,"('disloyal', 'loyal')",-0.9942675,-1.104588,0.8721433,0.7471414,0.2247415,0.1224407,0.1023008
66,0.7745555,0.31215876,"('inactive', 'active')",1.2623242,1.140398,1.1778777,0.9079152,1.0715858,0.786824,0.2847618
85,0.7616393,-0.24250059,"('insignificant', 'prestigious')",1.0806452,0.9695435,0.6859684,0.51890606,0.8427509,0.4153163,0.4274346
67,0.74763757,1.0830437,"('doubtful', 'determined')",-0.009442873,0.18376823,-0.85195094,-0.6945547,-0.0379187,0.1907524,-0.2286711
22,-0.74727994,-0.35959527,"('untrustworthy', 'trustworthy')",-0.8626715,-0.9010223,-0.8750556,-0.8160859,-0.8283357,-0.6922345,-0.1361012
68,-0.7421256,-0.5532265,"('dependent', 'independent')",-1.6228001,-1.621369,-0.60780644,-0.78883326,-0.9909107,-0.9878095,-0.0031012
33,0.7295404,0.27013004,"('wrong', 'right')",1.3650964,1.3601198,-0.4698784,-0.56311,0.5415862,0.3557133,0.1858729
76,0.72208554,1.0977467,"('anxious', 'daring')",0.29487854,0.2917887,0.24976021,0.42275816,0.4222414,0.6040978,-0.1818564
3,-0.72204924,-0.55177164,"('repellent', 'pleasant')",-0.3119036,-0.42730135,0.30145678,0.19997652,-0.2441653,-0.2596988,0.0155335
2,0.7156408,0.7718991,"('unlikable', 'likable')",1.2696823,1.2635372,0.7315573,0.77050304,0.9056268,0.9353131,-0.0296863
5,0.6747611,0.02376603,"('distant', 'outgoing')",0.9873875,1.0311962,0.012289453,0.1382254,0.558146,0.3977292,0.1604168
37,0.6678642,0.57590914,"('fake', 'genuine')",-0.96860707,-0.99749583,0.7471832,0.67364436,0.1488134,0.0840192,0.0647942
