,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
59,0.18924789,0.1193337,"('foolish', 'wise')",0.27550972,0.15427896,0.40766272,0.22128554,0.6230126,0.452549,0.3738582,0.2368618,0.1369964
22,0.18574236,0.021352787,"('untrustworthy', 'trustworthy')",0.22762804,0.025390014,-1.2652036,-1.2581074,-0.8871575,-0.9549476,-0.4347477,-0.5415781,0.1068304
63,0.12775049,0.10478007,"('unperceptive', 'insightful')",0.7283052,0.6731044,0.013861693,-0.09011796,1.4243984,1.305404,0.573579,0.4982926,0.0752864
19,-0.11232062,-0.07028373,"('inhospitable', 'hospitable')",0.07937851,0.07723875,-0.38465682,-0.46760082,-0.24640238,-0.3614875,-0.1660003,-0.2055333,0.039533
74,-0.06032755,0.27029696,"('undedicated', 'dedicated')",0.27444315,0.31463936,-0.12114616,-0.072349854,0.195981,0.2690821,0.0722376,0.1954171,-0.1231795
4,-0.05191062,-0.13979685,"('disliked', 'liked')",0.04593748,0.056452706,0.50474703,0.649168,-6.227765,-6.1592674,-1.4322478,-1.3983608,-0.033887
42,0.04714898,0.19513603,"('unreliable', 'reliable')",0.574618,0.6265657,0.49701315,0.5611973,-2.4030478,-2.4722583,-0.3210669,-0.2723398,-0.0487271
66,0.04176131,0.2031767,"('inactive', 'active')",1.0813968,1.2150635,1.4579695,1.3254004,1.2406602,0.86542857,0.955447,0.9022672,0.0531798
13,0.0404484,0.36877853,"('impolite', 'polite')",0.4566897,0.73703426,-0.1850483,-0.10999605,-0.10088644,-0.02339613,0.0528008,0.2431051,-0.1903043
34,-0.03093708,-0.014287157,"('mean', 'honorable')",-0.04828589,0.19551218,0.6335087,0.563789,5.9919972,6.012561,1.6365707,1.6893938,-0.0528231
41,-0.030414768,-0.22240622,"('unforgiving', 'forgiving')",-0.067980886,-0.011518553,0.5088192,0.5645371,-0.20992002,-0.3551793,0.0501259,-0.0061417,0.0562676
24,0.014067359,0.14849277,"('dishonest', 'honest')",-0.05831949,-0.15072724,-1.5951328,-1.5473517,0.75219834,0.8716503,-0.2217967,-0.169484,-0.0523127
