,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
88,-1.8575902,-1.9785887,"('low', 'eminent')",-1.2343832,-1.3902004,-1.2906842,-1.2724334,0.46924117,0.5159861,-0.9783541,-1.0313091,0.052955
77,-1.5711912,-1.4850451,"('unmotivated', 'motivated')",-0.48182413,-0.47970828,0.7332652,0.67545015,-1.0293304,-1.1202798,-0.5872701,-0.6023958,0.0151257
25,1.4307122,1.1563118,"('egoistic', 'altruistic')",-0.55149347,-0.6304836,1.091058,1.0927147,1.5817112,1.5694749,0.887997,0.7970045,0.0909925
68,-1.4222488,-1.3111713,"('dependent', 'independent')",-0.78794926,-0.65478534,-1.7899283,-1.8532685,-0.71447253,-0.7935766,-1.1786497,-1.1532005,-0.0254492
9,1.2891893,1.2978384,"('unaffectionate', 'caring')",0.37154973,0.2534436,0.71169055,0.55231935,1.5158181,1.2783686,0.9720619,0.8454925,0.1265694
65,-1.2887983,-1.0961274,"('insecure', 'secure')",-1.0096668,-0.9373694,-0.5405684,-0.55968314,-0.2962665,-0.2693602,-0.783825,-0.7156351,-0.0681899
52,1.2514333,0.8792763,"('irrational', 'rational')",0.467369,0.37567618,0.42757413,0.33896786,-0.20509043,-0.34645113,0.4853215,0.3118673,0.1734542
53,1.2210732,1.0707499,"('uncreative', 'creative')",-0.52388716,-0.80190665,0.38972795,0.34120625,1.2897677,1.1218181,0.5941705,0.4329669,0.1612036
27,1.202784,0.74794376,"('hardhearted', 'softhearted')",0.39876354,0.08921257,0.06539892,-0.19812095,1.5174117,1.1538686,0.7960895,0.448226,0.3478635
50,-1.1364709,-1.2898682,"('clumsy', 'skillful')",-0.40111122,-0.54452634,0.74544215,0.56372726,0.83545023,0.6020049,0.0108276,-0.1671656,0.1779932
71,1.1169559,0.98021746,"('diffident', 'self-confident')",1.4780043,1.2779708,0.9343026,0.8351272,0.6768848,0.46152538,1.0515369,0.8887102,0.1628267
16,-1.1137837,-1.4284947,"('unpopular', 'popular')",-0.60964966,-0.9105276,0.11418398,0.07316537,0.59580356,0.37186038,-0.2533615,-0.4734991,0.2201376
12,1.0926697,1.230565,"('unsupportive', 'supportive')",1.1869805,1.1700197,-0.44567746,-0.5201644,-1.5038834,-1.6328019,0.0825223,0.0619046,0.0206177
46,-1.0433835,-0.88108015,"('uncompetitive', 'competitive')",0.15560566,0.14453173,-0.77782905,-0.79025257,-0.68020445,-0.81131375,-0.5864528,-0.5845287,-0.0019241
40,1.0393589,0.8122094,"('stingy', 'generous')",0.60974246,0.5942187,1.0188948,1.0758421,-1.3952255,-1.6037384,0.3181926,0.219633,0.0985596
73,1.0281047,1.4181653,"('helpless', 'self-reliant')",1.3970772,1.5442729,0.9934571,1.0169803,-3.3053923,-3.1558328,0.0283117,0.2058964,-0.1775847
33,1.0192218,0.94689536,"('wrong', 'right')",0.7751537,0.6597931,1.7470316,1.5742742,-0.4615538,-0.6865849,0.7699633,0.6235944,0.1463689
32,-1.0058997,-0.83701146,"('unkind', 'kind')",0.19100364,0.26077962,0.3636046,0.3397933,1.5431192,1.5117619,0.2729569,0.3188308,-0.0458739
8,0.98139036,1.0215372,"('unaffectionate', 'affectionate')",-0.061171256,-0.2002041,-0.32878596,-0.46600795,0.79599774,0.6344207,0.3468577,0.2474364,0.0994213
81,-0.97215325,-0.6887184,"('submissive', 'aggressive')",-0.062020265,0.0314366,-1.3987743,-1.2746886,-0.7501405,-0.5157724,-0.795772,-0.6119357,-0.1838363
14,-0.9392164,-0.62283725,"('antisocial', 'social')",-0.034763526,0.18799691,-0.91157633,-0.7377922,-1.193818,-1.0653443,-0.7698436,-0.5594942,-0.2103494
5,0.9381558,1.0528526,"('distant', 'outgoing')",0.56470275,0.7937546,1.4025035,1.3948512,-0.07710303,-0.024316669,0.7070647,0.8042854,-0.0972207
6,0.88931173,0.8945334,"('distant', 'open')",0.15447822,0.29335842,1.1489681,1.0815746,0.5784083,0.5860828,0.6927916,0.7138873,-0.0210957
21,-0.8880343,-0.5824391,"('immoral', 'moral')",-0.14883915,-0.08747164,-0.8081465,-0.8347761,-0.80488366,-0.8401766,-0.6624759,-0.5862159,-0.07626
64,-0.8874812,-0.68385434,"('shy', 'confident')",-0.629605,-0.47909522,-0.9034201,-0.8537228,-6.4919853,-6.507727,-2.2281229,-2.1310999,-0.097023
83,-0.8265617,-0.62592334,"('powerless', 'powerful')",-0.14745064,0.058270924,0.56861526,0.58142436,-0.78455395,-0.7836135,-0.2974877,-0.1924604,-0.1050273
82,-0.80747026,-0.83887863,"('poor', 'rich')",-1.1304708,-1.0151618,-1.3340914,-1.3378155,6.239733,6.278508,0.7419252,0.7716631,-0.0297379
48,-0.7730535,-0.8771032,"('unintelligent', 'intelligent')",-0.81344706,-1.0559498,-1.3877078,-1.5109195,0.6075685,0.4656878,-0.59166,-0.7445712,0.1529112
84,-0.74721783,-0.78039753,"('inferior', 'superior')",-2.0146213,-1.9835672,-0.42830142,-0.4364446,0.32468554,0.29983425,-0.7163637,-0.7251437,0.00878
49,-0.7316795,-0.6572043,"('unable', 'able')",-1.3626281,-1.1747102,-0.46512243,-0.46963617,-0.25840333,-0.19198793,-0.7044584,-0.6233847,-0.0810737
72,0.7142933,1.0623069,"('unambitious', 'ambitious')",0.62256,0.8179217,-0.94294727,-0.8650447,-0.91598254,-0.67363566,-0.1305191,0.085387,-0.2159061
61,0.70557636,0.73738974,"('illogical', 'logical')",-0.959288,-0.87992215,0.3147047,0.29631937,0.20494309,0.091299556,0.066484,0.0612716,0.0052124
3,-0.67692906,-0.69895846,"('repellent', 'pleasant')",-0.0580842,-0.19749276,-0.5676664,-0.55119205,0.13661484,0.09642373,-0.2915162,-0.3378049,0.0462887
26,0.6760567,0.36600336,"('hardhearted', 'benevolent')",-0.26223373,-0.51150656,0.9198269,0.78571165,1.5232657,1.2951318,0.7142289,0.4838351,0.2303938
76,-0.67207265,-0.34475806,"('anxious', 'daring')",0.44002503,0.6744335,-0.012305016,0.06613205,0.31042024,0.59143823,0.0165169,0.2468114,-0.2302945
44,-0.66362256,-0.74079627,"('prejudiced', 'unprejudiced')",0.13015008,0.19667408,-0.11072499,-0.114405066,-1.5068142,-1.2789063,-0.5377529,-0.4843584,-0.0533945
55,-0.6515417,-0.5331467,"('incompetent', 'clever')",-0.6723306,-0.8426948,-2.258514,-2.2794995,-0.12382989,-0.21180746,-0.926554,-0.9667872,0.0402332
31,0.65104795,0.20037356,"('evil', 'good')",0.07910943,-0.3135029,0.7664111,0.6713906,-1.057813,-1.2602156,0.1096888,-0.1754886,0.2851774
10,-0.6471975,-0.6170818,"('unsympathetic', 'sympathetic')",-0.58575404,-0.7329863,-2.3375404,-2.3815217,0.04912165,-0.060647443,-0.8803425,-0.9480593,0.0677168
78,-0.64298475,-0.78626406,"('nonresilient', 'resilient')",-0.397251,-0.38037565,0.92625844,0.78211194,0.5926433,0.3999638,0.1196665,0.003859,0.1158075
51,-0.64096576,-0.54890704,"('uneducated', 'educated')",0.024373326,0.11870597,-1.7489476,-1.59015,0.32865337,0.39909986,-0.5092217,-0.4053128,-0.1039089
80,0.62722105,0.52174103,"('dominated', 'dominating')",0.5688862,0.373016,-0.4394682,-0.526889,-0.9435254,-1.0588661,-0.0467216,-0.1727495,0.1260279
60,-0.6191367,-0.18231145,"('inefficient', 'efficient')",0.38784674,0.5192363,-0.79982066,-0.6826322,0.026656214,0.25318074,-0.2511136,-0.0231316,-0.227982
23,-0.6072774,-0.44278848,"('insincere', 'sincere')",-0.13731001,-0.1458815,-0.028862065,-0.053295866,5.6482644,5.709154,1.2187037,1.2667971,-0.0480934
0,-0.5704515,-0.36855638,"('unsociable', 'sociable')",-0.641815,-0.4850993,-0.403097,-0.34213328,-0.3958825,-0.4873706,-0.5028115,-0.4207899,-0.0820216
43,-0.56262356,-0.2459406,"('irresponsible', 'responsible')",0.12185491,0.19721994,-1.2928035,-1.3743441,0.48217246,0.5444788,-0.3128499,-0.2196465,-0.0932034
58,-0.5285499,-0.3566681,"('undiscriminating', 'discriminating')",-0.3111623,-0.22988322,0.5833247,0.5788679,-0.00974869,-0.17583038,-0.0665341,-0.0458784,-0.0206557
67,-0.51549554,-0.21086337,"('doubtful', 'determined')",1.2666198,1.3677019,0.28415412,0.26428118,-0.7060655,-0.45975226,0.0823032,0.2403419,-0.1580387
39,0.5111589,0.86085397,"('exploitative', 'cooperative')",1.0654261,1.1110067,0.62448674,0.68335545,-0.052935347,-0.05436591,0.5370341,0.6502126,-0.1131785
37,-0.50622123,-0.38320896,"('fake', 'genuine')",-0.042586673,-0.31426224,-1.0873076,-1.221203,0.54794186,0.507231,-0.2720434,-0.3528608,0.0808174
45,-0.50135154,-0.79307705,"('incompetent', 'competent')",-0.0955447,-0.49450007,-1.5609357,-1.6515076,-0.20390858,-0.4672112,-0.5904351,-0.851574,0.2611389
70,-0.4920673,-0.3609645,"('lethargic', 'energetic')",0.102302164,0.084407836,-1.1969923,-1.2519485,0.8834194,0.8424843,-0.1758345,-0.1715052,-0.0043293
15,0.4830768,0.281548,"('boring', 'funny')",0.0648663,-0.1102284,1.3386381,1.2306982,0.33086836,0.33236012,0.5543624,0.4335945,0.1207679
56,-0.48035857,0.038855746,"('impractical', 'practical')",0.34651935,0.61225104,-0.1587359,0.02042628,-0.20028633,0.06081209,-0.1232154,0.1830863,-0.3063017
85,0.46930662,0.33596832,"('insignificant', 'prestigious')",-1.0137186,-0.97821033,1.2566502,1.1955196,0.52423716,0.24596316,0.3091188,0.1998102,0.1093086
1,0.4410955,0.15284948,"('unfriendly', 'friendly')",-0.4291228,-0.7898887,0.65115017,0.47000277,2.1152122,1.8540884,0.6945838,0.421763,0.2728208
38,0.42383406,0.49422476,"('untruthful', 'truthful')",0.9758823,0.97549444,0.2733914,0.23359306,0.20251633,0.29644376,0.468906,0.499939,-0.031033
79,-0.41390917,-0.48795,"('wavering', 'unwavering')",0.14102933,0.229221,1.018482,0.92359984,0.09325401,0.0052689957,0.209714,0.167535,0.042179
35,0.41282687,0.17427751,"('corrupt', 'incorrupt')",-0.34337753,-0.30103427,1.3087012,1.3595344,-0.2075234,-0.2276383,0.2926568,0.2512848,0.041372
87,-0.41015497,-0.23492235,"('unsuccessful', 'successful')",0.029768959,0.029146157,0.8116423,0.7627747,0.6755055,0.49599618,0.2766905,0.2632487,0.0134418
62,0.37161273,0.6939005,"('incompetent', 'brilliant')",0.45239967,0.5588557,-0.49926087,-0.39699203,0.19213909,0.42097765,0.1292227,0.3191855,-0.1899628
29,0.37145242,0.33644527,"('unfair', 'fair')",0.09812348,-0.080914795,-0.17463686,-0.16644526,-0.55220115,-0.69152397,-0.0643155,-0.1506097,0.0862942
86,-0.36401796,-0.21335042,"('uninfluential', 'influential')",-0.40365213,-0.6517964,-1.6343601,-1.6463474,-0.0051574036,-0.26685777,-0.6017969,-0.694588,0.0927911
69,0.35713118,0.06371797,"('lazy', 'industrious')",0.65711707,0.6324831,2.7462337,2.5834126,-0.5182891,-0.7286948,0.8105482,0.6377298,0.1728184
57,0.35657707,0.09128458,"('unimaginative', 'imaginative')",-0.108378045,-0.31318825,-0.4622053,-0.48487929,-2.3354,-2.537199,-0.6373516,-0.8109955,0.1736439
18,-0.35543445,-0.1124195,"('disagreeable', 'welcoming')",-0.11360291,0.22171456,-0.191783,-0.10311144,-0.57685196,-0.49176723,-0.3094181,-0.1213959,-0.1880222
11,-0.35158184,-0.22332954,"('unhelpful', 'helpful')",1.1373892,1.0928407,-1.1010824,-1.1411648,2.2158828,2.3396,0.4751519,0.5169866,-0.0418347
2,0.3491345,0.7913424,"('unlikable', 'likable')",0.5912755,0.90071875,1.4083608,1.4655385,0.8122801,1.0030861,0.7902628,1.0401714,-0.2499086
47,0.31569144,0.27025864,"('stupid', 'smart')",-0.3134105,-0.20555142,0.22079448,0.2339688,5.528007,5.6351514,1.4377706,1.4834569,-0.0456863
36,0.3036653,-0.027826093,"('hostile', 'amicable')",-0.32473004,-0.36569488,2.1451526,2.1234522,0.22391722,0.056210373,0.5870013,0.4465354,0.1404659
30,-0.28577116,-0.041908957,"('intolerant', 'tolerant')",-0.18782319,-0.05217419,-0.89693075,-0.73082316,0.77164984,0.9577973,-0.1497188,0.0332227,-0.1829415
17,0.27301985,0.10627133,"('nasty', 'nice')",-0.030360378,0.047070276,0.8822288,0.97104657,-0.80754817,-0.81549835,0.079335,0.0772225,0.0021125
20,-0.25504756,-0.387402,"('rough', 'thoughtful')",-1.0812279,-1.2254492,0.087561816,0.06700356,1.2765576,1.0549693,0.006961,-0.1227196,0.1296806
75,0.24345887,0.24386421,"('meek', 'impulsive')",0.5294813,0.6171764,0.45610958,0.4644167,-0.31244856,-0.2617898,0.2291503,0.2659169,-0.0367666
7,-0.23437418,-0.24401908,"('insensitive', 'sensitive')",-0.011300355,-0.2099495,-0.3737932,-0.49680987,0.74446,0.41676688,0.0312481,-0.1335029,0.164751
28,0.20036262,0.05039512,"('disloyal', 'loyal')",0.007006578,-0.20026323,-0.91073406,-0.85918343,0.9325105,0.90434813,0.0572864,-0.0261759,0.0834623
54,0.19914132,0.21647853,"('incapable', 'capable')",0.010039024,0.051445182,1.2911074,1.1419076,1.0340565,1.11899,0.633586,0.6322053,0.0013807
