,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
31,-0.29281786,0.4253347,"('evil', 'good')",0.077124596,0.27286953,-0.1078466,0.3491021,-0.4569487
22,-0.25268322,-0.22574121,"('untrustworthy', 'trustworthy')",-0.63449603,-0.34226483,-0.4435896,-0.284003,-0.1595866
66,0.24554002,0.23501335,"('inactive', 'active')",1.0348475,0.8731755,0.6401938,0.5540944,0.0860994
4,-0.23734702,-0.04579148,"('disliked', 'liked')",-4.719657,-3.7544098,-2.478502,-1.9001006,-0.5784014
40,-0.23137023,0.09783612,"('stingy', 'generous')",-1.2829212,-0.8941264,-0.7571457,-0.3981451,-0.3590006
25,-0.2247328,-0.062021233,"('egoistic', 'altruistic')",1.74966,1.7599437,0.7624636,0.8489612,-0.0864976
14,0.21290968,-0.017168999,"('antisocial', 'social')",0.42367908,0.5420339,0.3182944,0.2624325,0.0558619
36,0.18808433,0.39648214,"('hostile', 'amicable')",1.3383378,1.2707883,0.7632111,0.8336352,-0.0704241
87,0.1860056,0.07095335,"('unsuccessful', 'successful')",1.28269,1.4677479,0.7343478,0.7693506,-0.0350028
50,-0.179215,0.17200771,"('clumsy', 'skillful')",-0.456279,-0.2731867,-0.317747,-0.0505895,-0.2671575
33,0.17726028,0.3361237,"('wrong', 'right')",0.21647313,0.3248466,0.1968667,0.3304852,-0.1336185
58,-0.17322685,0.09105514,"('undiscriminating', 'discriminating')",1.0158242,1.1614649,0.4212987,0.62626,-0.2049613
59,-0.1635365,0.32351968,"('foolish', 'wise')",-0.088428885,0.16833265,-0.1259827,0.2459262,-0.3719089
83,0.16312003,0.015666967,"('powerless', 'powerful')",-0.50282454,-0.67316926,-0.1698523,-0.3287511,0.1588988
54,-0.13853198,-0.13511986,"('incapable', 'capable')",0.9667604,0.73764837,0.4141142,0.3012643,0.1128499
5,-0.124432385,0.084753096,"('distant', 'outgoing')",0.4015271,0.5053461,0.1385474,0.2950496,-0.1565022
34,0.10040833,0.018344902,"('mean', 'honorable')",3.69505,3.0939612,1.8977292,1.5561531,0.3415761
65,0.060802124,-0.18073195,"('insecure', 'secure')",0.029035494,0.0032840967,0.0449188,-0.0887239,0.1336427
3,-0.05640846,-0.25402343,"('repellent', 'pleasant')",-0.2008119,-0.2161601,-0.1286102,-0.2350918,0.1064816
56,0.03835541,-0.32817084,"('impractical', 'practical')",0.058157682,0.08416878,0.0482565,-0.122001,0.1702575
2,0.03301695,0.10588899,"('unlikable', 'likable')",0.37626708,0.28729492,0.204642,0.196592,0.00805
37,0.015819311,0.15580094,"('fake', 'genuine')",0.66652614,0.74119025,0.3411727,0.4484956,-0.1073229
79,0.015099611,0.16585226,"('wavering', 'unwavering')",0.24288076,-0.033529267,0.1289902,0.0661615,0.0628287
61,-0.009705376,0.07249135,"('illogical', 'logical')",0.80708015,0.7786151,0.3986874,0.4255532,-0.0268658
75,-0.0074208006,0.27384448,"('meek', 'impulsive')",-0.8343259,-0.8150345,-0.4208733,-0.270595,-0.1502783
74,0.0045814067,0.030347817,"('undedicated', 'dedicated')",1.0383365,1.1625646,0.521459,0.5964562,-0.0749972
