,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
1,-2.357865,-1.5321913,"('unfriendly', 'friendly')",2.1202047,2.2092602,-0.1188302,0.3385345,-0.4573647
86,-1.828473,-2.0391898,"('uninfluential', 'influential')",0.3831704,0.27890378,-0.7226513,-0.880143,0.1574917
27,-1.7858069,-1.4286506,"('hardhearted', 'softhearted')",0.46839714,0.42878273,-0.6587049,-0.499934,-0.1587709
8,-1.7835448,-1.1989714,"('unaffectionate', 'affectionate')",0.97780335,1.1193383,-0.4028707,-0.0398166,-0.3630541
9,-1.6514654,-1.1969455,"('unaffectionate', 'caring')",1.3588718,1.4025972,-0.1462968,0.1028258,-0.2491226
18,-1.5962378,-1.5067033,"('disagreeable', 'welcoming')",-0.71385646,-0.8553125,-1.1550472,-1.1810079,0.0259607
10,-1.4582506,-1.8380909,"('unsympathetic', 'sympathetic')",-0.68443483,-0.5342545,-1.0713427,-1.1861727,0.11483
23,-1.4231372,-1.3010895,"('insincere', 'sincere')",4.2705407,3.6677616,1.4237018,1.183336,0.2403658
45,-1.3861597,-1.1408727,"('incompetent', 'competent')",0.57221115,0.93281585,-0.4069743,-0.1040284,-0.3029459
43,-1.3398906,-1.2862209,"('irresponsible', 'responsible')",0.84518164,0.79704237,-0.2473545,-0.2445893,-0.0027652
63,-1.2948577,-1.1330467,"('unperceptive', 'insightful')",0.8210435,1.04457,-0.2369071,-0.0442384,-0.1926687
13,-1.2319107,-1.4349227,"('impolite', 'polite')",-1.0063283,-1.1034029,-1.1191195,-1.2691628,0.1500433
11,-1.2216012,-1.2415203,"('unhelpful', 'helpful')",0.7174076,0.63963,-0.2520968,-0.3009451,0.0488483
69,1.1953737,1.5029868,"('lazy', 'industrious')",-0.074746296,0.12730631,0.5603137,0.8151466,-0.2548329
24,-1.1703084,-1.0624484,"('dishonest', 'honest')",0.43948215,0.3135175,-0.3654131,-0.3744654,0.0090523
0,-1.1360866,-1.4070153,"('unsociable', 'sociable')",-0.78104657,-0.70816946,-0.9585665,-1.0575924,0.0990259
32,-1.1264259,-1.0999508,"('unkind', 'kind')",0.23103216,0.20448995,-0.4476969,-0.4477304,3.35e-05
84,1.1259433,1.0597831,"('inferior', 'superior')",0.5547878,0.59565896,0.8403655,0.827721,0.0126445
48,-1.0981706,-1.1507211,"('unintelligent', 'intelligent')",-0.16848299,-0.23144713,-0.6333268,-0.6910841,0.0577573
73,1.0878952,1.3617052,"('helpless', 'self-reliant')",-2.1966953,-1.7215558,-0.5544001,-0.1799253,-0.3744748
38,-1.0617607,-1.0102419,"('untruthful', 'truthful')",-0.1161267,0.07609183,-0.5889437,-0.467075,-0.1218687
41,-1.0370616,-0.81315833,"('unforgiving', 'forgiving')",0.60986495,0.7058362,-0.2135983,-0.0536611,-0.1599372
53,-1.0141717,-0.87881464,"('uncreative', 'creative')",1.0033196,1.0655986,-0.005426,0.093392,-0.098818
19,-0.99228626,-0.7998751,"('inhospitable', 'hospitable')",-0.08068393,-0.19807781,-0.5364851,-0.4989764,-0.0375087
72,-0.98549616,-1.0552427,"('unambitious', 'ambitious')",0.76959133,0.71941733,-0.1079524,-0.1679127,0.0599603
57,-0.98356926,-0.95223916,"('unimaginative', 'imaginative')",-1.2111645,-0.60496193,-1.0973668,-0.7786006,-0.3187662
88,-0.9670136,-0.88392735,"('low', 'eminent')",0.10787765,-0.09143871,-0.429568,-0.487683,0.058115
82,-0.8891826,-0.88559717,"('poor', 'rich')",4.4987507,4.007288,1.8047841,1.5608454,0.2439387
51,-0.8617424,-1.1771069,"('uneducated', 'educated')",0.10598278,0.06414083,-0.3778798,-0.556483,0.1786032
46,-0.8252979,-1.2304059,"('uncompetitive', 'competitive')",-0.70348924,-0.44400346,-0.7643936,-0.8372047,0.0728111
29,0.8086264,0.75360674,"('unfair', 'fair')",-0.28660923,-0.31166857,0.2610086,0.2209691,0.0400395
20,0.8019075,0.83693033,"('rough', 'thoughtful')",1.0398425,1.2326549,0.920875,1.0347927,-0.1139177
12,-0.7818517,-0.64975274,"('unsupportive', 'supportive')",-1.0638833,-0.6548873,-0.9228675,-0.65232,-0.2705475
78,-0.7390929,-0.87514484,"('nonresilient', 'resilient')",0.3657928,0.6389766,-0.18665,-0.1180841,-0.0685659
60,-0.7272589,-1.0331552,"('inefficient', 'efficient')",-0.7680666,-0.66929376,-0.7476628,-0.8512245,0.1035617
28,-0.7144632,-0.53259546,"('disloyal', 'loyal')",0.7991028,0.91098046,0.0423198,0.1891925,-0.1468727
39,0.71342623,1.1242311,"('exploitative', 'cooperative')",0.36000782,0.47675583,0.5367171,0.8004935,-0.2637764
16,-0.70439285,-0.5954773,"('unpopular', 'popular')",-0.46444958,-0.3891908,-0.5844212,-0.492334,-0.0920872
47,-0.66735435,-0.5713209,"('stupid', 'smart')",4.120698,3.7035058,1.7266718,1.5660925,0.1605793
35,0.65845007,0.923175,"('corrupt', 'incorrupt')",-0.088749364,-0.13056464,0.2848504,0.3963052,-0.1114548
7,-0.65465397,-0.6514399,"('insensitive', 'sensitive')",0.64554214,0.6528378,-0.0045559,0.000699,-0.0052549
44,0.650841,0.5593733,"('prejudiced', 'unprejudiced')",-1.8466649,-1.7003787,-0.597912,-0.5705026,-0.0274094
62,-0.6196281,-0.6267576,"('incompetent', 'brilliant')",0.12165389,0.24528863,-0.2489871,-0.1907345,-0.0582526
6,-0.571078,-0.3076074,"('distant', 'open')",0.48679975,0.50689095,-0.0421391,0.0996418,-0.1417809
21,-0.5479676,-1.0993202,"('immoral', 'moral')",-1.3521867,-1.3791131,-0.9500772,-1.2392166,0.2891394
77,-0.53434545,-0.7918197,"('unmotivated', 'motivated')",-0.9550525,-0.9879686,-0.744699,-0.8898941,0.1451951
81,-0.5316011,-1.0841765,"('submissive', 'aggressive')",-1.0524799,-1.2035441,-0.7920405,-1.1438603,0.3518198
17,-0.52981323,-0.39830366,"('nasty', 'nice')",-1.1874365,-1.1009867,-0.8586248,-0.7496452,-0.1089796
55,-0.51865566,-0.94446975,"('incompetent', 'clever')",-0.16042219,-0.03987203,-0.3395389,-0.4921709,0.152632
71,-0.5158336,-0.20274833,"('diffident', 'self-confident')",0.38471225,0.36910373,-0.0655607,0.0831777,-0.1487384
80,0.49593407,0.029398415,"('dominated', 'dominating')",0.12284297,0.2419786,0.3093885,0.1356885,0.1737
85,-0.48873797,0.11896867,"('insignificant', 'prestigious')",0.3295928,0.5492453,-0.0795726,0.334107,-0.4136796
26,-0.4761107,-0.029858254,"('hardhearted', 'benevolent')",2.7310643,2.9503825,1.1274768,1.4602621,-0.3327853
49,-0.47182566,-0.57904345,"('unable', 'able')",-0.6083045,-0.57913584,-0.5400651,-0.5790896,0.0390245
15,-0.46460462,-0.2998912,"('boring', 'funny')",0.08737098,0.06611664,-0.1886168,-0.1168873,-0.0717295
68,-0.44637612,-0.7756475,"('dependent', 'independent')",-0.9381013,-1.0217352,-0.6922387,-0.8986914,0.2064527
76,-0.42917362,-1.0414499,"('anxious', 'daring')",-0.49496907,-0.7543943,-0.4620714,-0.8979221,0.4358507
52,-0.40528992,0.23532553,"('irrational', 'rational')",-0.0481239,0.10468603,-0.2267069,0.1700058,-0.3967127
30,-0.40073758,-0.3529314,"('intolerant', 'tolerant')",0.13651973,0.277114,-0.1321089,-0.0379087,-0.0942002
70,-0.38455096,-0.5386513,"('lethargic', 'energetic')",0.07748307,0.24998215,-0.1535339,-0.1443346,-0.0091993
67,0.37082416,0.395532,"('doubtful', 'determined')",-0.84562266,-1.1081072,-0.2373993,-0.3562876,0.1188883
64,0.36598206,0.25780702,"('shy', 'confident')",-5.0850463,-4.325491,-2.3595321,-2.0338421,-0.32569
42,0.33901787,0.20975822,"('unreliable', 'reliable')",-2.2745025,-1.792249,-0.9677423,-0.7912453,-0.176497
