,omnicom_male,omnicom_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.3688655,-2.38996,"('unsympathetic', 'sympathetic')",1.0185364,0.76793754,-0.29390296,-0.18973944,-0.5480773,-0.6039207,0.0558434
69,2.181332,2.2390306,"('lazy', 'industrious')",-0.19642052,-0.13384026,-0.48619416,-0.61022615,0.4995725,0.4983214,0.0012511
23,-1.8909316,-2.0693681,"('insincere', 'sincere')",0.73631436,0.55461377,6.109418,6.0379977,1.6516002,1.5077478,0.1438524
46,-1.8187535,-1.832878,"('uncompetitive', 'competitive')",2.0090363,1.914501,-0.9136955,-0.9489228,-0.2411376,-0.2891,0.0479624
13,-1.679381,-1.527669,"('impolite', 'polite')",0.4737176,0.5443387,-0.26551038,-0.17972076,-0.4903913,-0.3876837,-0.1027076
43,-1.6668438,-1.7377526,"('irresponsible', 'responsible')",1.2469839,1.153814,0.7379311,0.66235197,0.1060237,0.0261378,0.0798859
0,-1.4949903,-1.645741,"('unsociable', 'sociable')",1.3124374,1.0747073,-0.39493343,-0.4636939,-0.1924955,-0.3449092,0.1524137
45,-1.4901124,-1.6129119,"('incompetent', 'competent')",1.1062086,0.73225874,-0.36852214,-0.3380987,-0.2508087,-0.4062506,0.1554419
24,-1.3719722,-1.4248092,"('dishonest', 'honest')",0.17554724,0.23746192,0.7548127,0.9070496,-0.1472041,-0.0934326,-0.0537715
82,-1.317535,-1.2268097,"('poor', 'rich')",-0.13917266,0.025237896,6.2113233,6.325733,1.5848719,1.7080537,-0.1231818
86,-1.2768792,-1.5190603,"('uninfluential', 'influential')",0.84037805,0.60370165,-0.17717883,-0.24693862,-0.20456,-0.3874324,0.1828724
70,-1.2282779,-1.2993057,"('lethargic', 'energetic')",0.9085349,0.8382622,0.59808177,0.64591813,0.0927796,0.0616249,0.0311547
55,-1.2039841,-1.160671,"('incompetent', 'clever')",2.2538276,2.1118796,-0.002866365,0.1545186,0.3489923,0.3685757,-0.0195834
