,rockwell_male,rockwell_female,tuple,automation_male,automation_female,inc_male,inc_female,average_male,average_female,male-female
64,-0.6032817,-0.42595735,"('shy', 'confident')",-0.22175379,0.07951804,-6.118388,-5.9041142,-2.3144746,-2.0835179,-0.2309567
87,0.6025605,0.7774857,"('unsuccessful', 'successful')",0.8428658,0.9146222,0.7727337,0.5790324,0.7393867,0.7570468,-0.0176601
45,-0.5456369,-0.2580285,"('incompetent', 'competent')",-0.64092034,-0.52136207,-0.433889,-0.3377904,-0.5401488,-0.3723936,-0.1677552
5,0.52569735,0.120878875,"('distant', 'outgoing')",-0.9289001,-1.075127,-0.22476992,-0.25821447,-0.2093242,-0.4041542,0.19483
57,-0.5183733,-0.6142473,"('unimaginative', 'imaginative')",-0.082081944,-0.13150765,-2.2798886,-2.345254,-0.9601146,-1.0303363,0.0702217
35,0.5152131,0.1687726,"('corrupt', 'incorrupt')",0.5937488,0.36300567,-0.1439899,-0.40209854,0.3216573,0.0432266,0.2784307
60,-0.49322873,0.18053791,"('inefficient', 'efficient')",1.1014001,1.5388391,-0.04052363,0.37522256,0.1892159,0.6981999,-0.508984
15,0.49022612,0.3513916,"('boring', 'funny')",-0.6324355,-0.55743396,0.24810085,0.14417604,0.0352972,-0.0206221,0.0559193
51,-0.4857578,-0.43481386,"('uneducated', 'educated')",-0.44508284,-0.34545812,0.6225793,0.55716455,-0.1027538,-0.0743692,-0.0283846
21,-0.48102468,-0.18785119,"('immoral', 'moral')",-0.31112328,0.028848305,-0.785308,-0.60263234,-0.5258187,-0.2538784,-0.2719403
55,-0.47252172,-0.18730746,"('incompetent', 'clever')",-0.5854319,-0.35672477,0.0093157515,0.09653017,-0.349546,-0.1491673,-0.2003787
38,-0.4514712,-0.09782827,"('untruthful', 'truthful')",-1.1778313,-0.89773935,-0.14193316,0.033326373,-0.5904119,-0.3207471,-0.2696648
41,0.4426722,0.2068932,"('unforgiving', 'forgiving')",-0.37946972,-0.5174701,0.268539,0.14241683,0.1105805,-0.0560534,0.1666339
27,-0.42847523,-0.5995463,"('hardhearted', 'softhearted')",-0.41993624,-0.55026656,1.4175879,1.1486297,0.1897255,-0.0003944,0.1901199
29,0.4274364,0.24889773,"('unfair', 'fair')",-1.2150568,-1.2132913,-0.3602389,-0.40684232,-0.3826198,-0.4570786,0.0744588
7,-0.4272448,-0.12195817,"('insensitive', 'sensitive')",-1.2910635,-1.0037248,0.36253294,0.5390978,-0.4519251,-0.1955284,-0.2563967
66,-0.4194267,-0.592967,"('inactive', 'active')",-0.19256476,-0.33571172,1.0789748,0.849915,0.1556611,-0.0262546,0.1819157
48,0.4043029,0.39842808,"('unintelligent', 'intelligent')",0.9912718,0.89932287,0.7165438,0.66632336,0.7040395,0.6546915,0.049348
65,-0.37353405,-0.02039941,"('insecure', 'secure')",-0.39926684,-0.09636472,-0.23540977,-0.011569768,-0.3360702,-0.042778,-0.2932922
43,-0.37126064,0.18292317,"('irresponsible', 'responsible')",-0.918551,-0.52103996,0.08820969,0.4482168,-0.400534,0.0367,-0.437234
11,-0.369841,-0.069039606,"('unhelpful', 'helpful')",-0.09771711,0.2043869,1.9164939,2.11572,0.4829786,0.7503558,-0.2673772
62,-0.361237,0.3212907,"('incompetent', 'brilliant')",-0.44288075,0.059676398,-0.17098546,0.29235378,-0.3250344,0.2244403,-0.5494747
73,0.3503876,0.5236225,"('helpless', 'self-reliant')",0.07705978,0.18853194,-3.3792005,-3.1616066,-0.9839177,-0.8164841,-0.1674336
20,0.34278643,0.37178946,"('rough', 'thoughtful')",1.3140588,1.2303863,1.2675991,1.1877543,0.9748147,0.9299766,0.0448381
80,-0.3120152,0.05887665,"('dominated', 'dominating')",0.22393683,0.48780566,-1.1283734,-1.0812404,-0.4054839,-0.178186,-0.2272979
24,0.28043097,0.5861689,"('dishonest', 'honest')",-1.6865628,-1.2182364,0.3654024,0.6632539,-0.3469098,0.0103954,-0.3573052
46,-0.2714164,-0.062234357,"('uncompetitive', 'competitive')",0.683616,0.7271509,-0.32700208,-0.35561785,0.0283992,0.1030996,-0.0747004
34,-0.26262727,-0.13259916,"('mean', 'honorable')",0.13224855,0.19810665,5.6870832,5.7827034,1.8522348,1.9494036,-0.0971688
4,-0.22555734,-0.3849245,"('disliked', 'liked')",-0.47989056,-0.5495287,-6.010523,-5.990518,-2.238657,-2.3083239,0.0696669
13,-0.22267452,0.2717946,"('impolite', 'polite')",-0.2749507,0.26226726,-0.22053508,0.0835311,-0.2393868,0.2058643,-0.4452511
23,-0.21388942,0.14411855,"('insincere', 'sincere')",-1.2399938,-0.930374,5.364584,5.44373,1.3035669,1.5524915,-0.2489246
78,0.2103152,-0.059811883,"('nonresilient', 'resilient')",1.5059686,0.9763034,0.7039882,0.38091835,0.8067573,0.43247,0.3742873
83,-0.20313726,-0.11678572,"('powerless', 'powerful')",-0.019258086,0.020194545,-1.0394869,-0.9972085,-0.4206274,-0.3645999,-0.0560275
63,0.19262813,0.45240963,"('unperceptive', 'insightful')",0.042032413,0.24749935,0.96472865,1.0455438,0.3997964,0.5818176,-0.1820212
32,0.180487,0.42366552,"('unkind', 'kind')",-1.3964387,-1.1554418,0.74099696,0.91118586,-0.1583182,0.0598032,-0.2181214
37,-0.17820601,-0.061690673,"('fake', 'genuine')",0.040287822,0.08309451,0.16077046,0.26171923,0.0076174,0.0943744,-0.086757
67,0.17378566,0.5794556,"('doubtful', 'determined')",0.84899664,1.1235982,-0.67166936,-0.26196355,0.1170377,0.4803634,-0.3633257
22,-0.15930463,-0.02211627,"('untrustworthy', 'trustworthy')",-0.6019529,-0.447784,-0.65722257,-0.65649855,-0.4728267,-0.3754663,-0.0973604
18,-0.1283255,-0.29084232,"('disagreeable', 'welcoming')",-0.5509597,-0.61535597,-0.33776683,-0.36251318,-0.3390174,-0.4229038,0.0838864
0,-0.11449171,0.02093196,"('unsociable', 'sociable')",0.39616698,0.41183352,-0.23272797,-0.21511924,0.0163158,0.0725487,-0.0562329
47,0.10544706,0.35441804,"('stupid', 'smart')",-0.32143754,-0.14495012,5.458637,5.479503,1.7475489,1.8963237,-0.1487748
14,-0.069260105,0.19454788,"('antisocial', 'social')",0.15521441,0.3700167,-0.8618151,-0.6514547,-0.2586203,-0.0289634,-0.2296569
19,-0.06443098,-0.33635965,"('inhospitable', 'hospitable')",-0.6272287,-0.76383036,-0.03364758,-0.16397274,-0.2417691,-0.4213876,0.1796185
54,0.059547033,0.08996518,"('incapable', 'capable')",-0.56583196,-0.65744233,0.9720826,1.0142475,0.1552659,0.1489235,0.0063424
88,-0.057655074,-0.10177248,"('low', 'eminent')",-1.1499015,-1.0155107,-0.23500451,-0.13870654,-0.4808537,-0.4186632,-0.0621905
6,-0.046564676,-0.49407423,"('distant', 'open')",-1.0585005,-1.3114728,0.330598,0.2679241,-0.2581557,-0.512541,0.2543853
28,0.027727619,0.009132052,"('disloyal', 'loyal')",-1.230847,-1.153018,0.74027914,0.77075595,-0.1542801,-0.1243767,-0.0299034
59,0.020020973,-0.0036637187,"('foolish', 'wise')",-1.0438262,-0.9683679,0.36605218,0.3438821,-0.219251,-0.2093832,-0.0098678
