,ralph_male,ralph_female,tuple,lauren_male,lauren_female,corp_male,corp_female,average_male,average_female,male-female
65,-2.3146822,-2.0928583,"('insecure', 'secure')",-1.8291043,-1.5889287,0.07393053,0.3111332,-1.3566186,-1.1235513,-0.2330673
10,-2.0254688,-2.074416,"('unsympathetic', 'sympathetic')",-1.0601581,-0.95349795,0.11655996,0.2619213,-0.989689,-0.9219975,-0.0676915
81,-1.7638685,-1.5068554,"('submissive', 'aggressive')",-1.3245665,-1.142215,-0.53732926,-0.25593323,-1.208588,-0.9683345,-0.2402535
86,-1.7586576,-1.7172036,"('uninfluential', 'influential')",-1.3032943,-1.3330014,-0.11295331,-0.10344206,-1.0583018,-1.0512156,-0.0070862
28,-1.7531085,-1.8503093,"('disloyal', 'loyal')",-0.78379595,-0.80567986,1.0238432,1.1829708,-0.5043537,-0.4910061,-0.0133476
67,1.6950829,1.6883898,"('doubtful', 'determined')",0.3160404,0.25632593,-0.468248,-0.45231733,0.5142917,0.4974661,0.0168256
69,1.6641749,1.4079713,"('lazy', 'industrious')",1.5245528,1.2849265,-1.087321,-1.352288,0.7004689,0.4468699,0.253599
0,-1.6259739,-1.6510928,"('unsociable', 'sociable')",-0.3863424,-0.27593642,-0.19856718,-0.07188116,-0.7369611,-0.6663034,-0.0706577
85,1.5659888,0.9995945,"('insignificant', 'prestigious')",1.6011646,1.170152,-0.6964582,-1.0767477,0.823565,0.3643329,0.4592321
48,-1.4402204,-1.4800354,"('unintelligent', 'intelligent')",-0.63042235,-0.5193708,0.78291535,0.8995693,-0.4292425,-0.3666123,-0.0626302
45,-1.4312062,-1.0667756,"('incompetent', 'competent')",-1.3070168,-1.0161229,-0.22131968,-0.08494573,-0.9865143,-0.7226148,-0.2638995
3,-1.4194962,-1.236573,"('repellent', 'pleasant')",-1.3569753,-1.1040676,0.71436864,0.6781996,-0.6873677,-0.554147,-0.1332207
14,-1.4131213,-1.3225638,"('antisocial', 'social')",-0.30927613,-0.14639711,-0.2979804,-0.25465402,-0.6734593,-0.5745383,-0.098921
16,1.3581661,1.163229,"('unpopular', 'popular')",0.16232769,0.15310626,0.5069588,0.31806958,0.6758175,0.5448016,0.1310159
73,1.3523315,1.5330005,"('helpless', 'self-reliant')",0.47216123,0.41224867,-3.6260324,-3.444288,-0.6005132,-0.4996796,-0.1008336
46,-1.31902,-1.1403985,"('uncompetitive', 'competitive')",-0.7514716,-0.5070111,-0.46034738,-0.32430232,-0.843613,-0.6572373,-0.1863757
61,-1.3077066,-1.3122919,"('illogical', 'logical')",-0.976244,-1.0270488,0.66339296,0.59178966,-0.5401858,-0.582517,0.0423312
57,-1.2646533,-1.4224529,"('unimaginative', 'imaginative')",-0.84760725,-0.9873431,-3.3242908,-3.323016,-1.8121837,-1.9109373,0.0987536
87,1.2490386,1.0098692,"('unsuccessful', 'successful')",0.64192295,0.57369053,1.3134738,1.3312978,1.0681451,0.9716191,0.096526
11,-1.2260901,-1.0535847,"('unhelpful', 'helpful')",-0.74754,-0.620741,2.0387058,2.3384295,0.0216919,0.2213679,-0.199676
60,-1.2010686,-0.99665296,"('inefficient', 'efficient')",-0.4362715,-0.13958542,0.16721347,0.45200312,-0.4900422,-0.2280784,-0.2619638
44,1.1818278,1.0475314,"('prejudiced', 'unprejudiced')",0.02804399,-0.003064718,-1.460928,-1.4920686,-0.0836854,-0.1492007,0.0655153
53,-1.1710544,-1.2570705,"('uncreative', 'creative')",0.11511801,-0.07685317,0.19430944,0.17901246,-0.287209,-0.3849704,0.0977614
77,-1.1651976,-1.2203094,"('unmotivated', 'motivated')",-0.73950493,-0.6876707,-0.66853553,-0.7559734,-0.857746,-0.8879845,0.0302385
22,-1.143241,-0.8419992,"('untrustworthy', 'trustworthy')",-1.0542896,-0.9070962,-0.92946726,-0.7276844,-1.0423326,-0.8255933,-0.2167393
82,-1.1381524,-0.5312079,"('poor', 'rich')",-1.0858309,-0.7698526,6.8734093,7.075739,1.5498087,1.9248927,-0.375084
7,-1.1350647,-1.1474493,"('insensitive', 'sensitive')",-1.0308638,-0.8543292,0.6591343,0.86040425,-0.5022647,-0.3804581,-0.1218066
50,1.1302296,0.9255231,"('clumsy', 'skillful')",0.5056992,0.40097526,0.37799144,0.23932788,0.6713068,0.5219421,0.1493647
30,-1.0873854,-0.8727862,"('intolerant', 'tolerant')",-0.7827978,-0.6828633,0.2629609,0.46393895,-0.5357408,-0.3639035,-0.1718373
55,-1.0169507,-0.9591361,"('incompetent', 'clever')",-1.0801889,-0.8487472,0.6814616,0.80974334,-0.4718927,-0.3327133,-0.1391794
75,1.002057,1.3442955,"('meek', 'impulsive')",-0.9041441,-0.80583704,-0.897884,-0.9317197,-0.2666571,-0.1310871,-0.13557
24,-0.99616796,-1.0853076,"('dishonest', 'honest')",-0.97679317,-0.9918509,0.32969362,0.675333,-0.5477559,-0.4672751,-0.0804808
59,0.96673054,0.8123578,"('foolish', 'wise')",-0.05832883,-0.24496178,-0.33040822,-0.31153694,0.1926645,0.0852863,0.1073782
35,0.96014035,0.84561443,"('corrupt', 'incorrupt')",0.6038458,0.40161765,-0.9160713,-1.1083933,0.2159716,0.0462796,0.169692
21,-0.95310354,-0.99759024,"('immoral', 'moral')",-0.59523547,-0.54927003,-0.2333373,-0.11313066,-0.5938921,-0.5533303,-0.0405618
79,0.93620676,0.704254,"('wavering', 'unwavering')",0.9783688,0.8472419,-0.16962911,-0.31745496,0.5816488,0.411347,0.1703018
1,-0.93614393,-1.1392707,"('unfriendly', 'friendly')",0.7341036,0.41079172,0.73756284,0.6490182,0.1785075,-0.0264869,0.2049944
66,0.9170386,0.4118587,"('inactive', 'active')",0.012603022,-0.21361455,0.81804776,0.41667557,0.5825632,0.2049732,0.37759
13,-0.90436715,-0.72290665,"('impolite', 'polite')",-0.7282982,-0.59749085,-0.27292126,-0.07575242,-0.6351956,-0.4653833,-0.1698123
26,-0.85229594,-1.0207748,"('hardhearted', 'benevolent')",0.7702755,0.53729045,1.1277232,0.89705485,0.3485676,0.1378568,0.2107108
23,-0.8514061,-0.81234455,"('insincere', 'sincere')",-0.029717594,0.05170801,6.3190274,6.486539,1.8126346,1.9086342,-0.0959996
64,-0.78557706,-0.83783334,"('shy', 'confident')",-1.0509466,-1.1102269,-7.1390133,-6.948335,-2.9918458,-2.9654652,-0.0263806
8,-0.75429034,-1.1396447,"('unaffectionate', 'affectionate')",0.676652,0.42689165,-0.043403525,-0.07913561,-0.0403473,-0.2639629,0.2236156
40,-0.7375821,-0.4777148,"('stingy', 'generous')",-0.21938683,-0.13053308,-2.378826,-2.3192086,-1.1119316,-0.9758188,-0.1361128
33,0.72604686,0.53109956,"('wrong', 'right')",0.9790201,0.7385998,-0.6778216,-0.7522061,0.3424151,0.1724977,0.1699174
68,-0.6971782,-0.6377023,"('dependent', 'independent')",-1.5705302,-1.5557338,-0.41439515,-0.38895342,-0.8940345,-0.8607965,-0.033238
76,0.6937453,0.7174857,"('anxious', 'daring')",0.79883325,0.85147876,0.3015264,0.5607765,0.598035,0.7099137,-0.1118787
70,-0.6676807,-0.3268755,"('lethargic', 'energetic')",-1.0375004,-0.8220893,0.63251704,0.8539694,-0.3575547,-0.0983318,-0.2592229
41,-0.6573607,-0.7228648,"('unforgiving', 'forgiving')",0.07003148,0.04372019,-0.6768789,-0.7196681,-0.4214027,-0.4662709,0.0448682
43,-0.6423216,-0.63312304,"('irresponsible', 'responsible')",0.08844531,0.058057398,0.57408804,0.77800965,0.0067373,0.067648,-0.0609107
32,-0.6364407,-0.6471641,"('unkind', 'kind')",0.04397162,0.037520073,0.5828193,0.7981442,-0.0032166,0.0628334,-0.06605
83,0.63241124,0.50435114,"('powerless', 'powerful')",0.3686237,0.3584319,-0.7776522,-0.740831,0.0744609,0.0406507,0.0338102
9,-0.6279281,-0.87139034,"('unaffectionate', 'caring')",0.77835095,0.5944998,0.87583905,0.9791142,0.3420873,0.2340746,0.1080127
78,-0.6214757,-0.5828019,"('nonresilient', 'resilient')",0.9766387,1.0609103,0.93607605,0.90659505,0.430413,0.4615678,-0.0311548
29,-0.6175474,-0.4380944,"('unfair', 'fair')",-0.80834645,-0.7550498,-0.6160789,-0.57312083,-0.6806575,-0.588755,-0.0919025
47,0.58425766,0.531373,"('stupid', 'smart')",0.6454635,0.6022231,5.4388647,5.463536,2.2228619,2.1990439,0.023818
54,0.5519421,0.2099285,"('incapable', 'capable')",1.078195,0.8647287,1.0666083,1.019561,0.8989151,0.6980728,0.2008423
56,-0.49607167,-0.27589852,"('impractical', 'practical')",0.48862442,0.70403016,-0.45781294,-0.07197424,-0.1550867,0.1187191,-0.2738058
15,0.47968668,0.3485965,"('boring', 'funny')",0.53959596,0.5107374,-0.49700657,-0.41837135,0.174092,0.1469875,0.0271045
37,0.47473437,0.24260561,"('fake', 'genuine')",-0.033253398,-0.094854355,-0.13731574,0.077022485,0.1013884,0.0749246,0.0264638
5,0.47399464,0.29981202,"('distant', 'outgoing')",1.2192806,0.974477,-0.8650615,-0.8608911,0.2760712,0.1377993,0.1382719
18,-0.46924457,-0.73450637,"('disagreeable', 'welcoming')",0.09372218,-0.056816213,-0.7517605,-0.84477735,-0.375761,-0.5453666,0.1696056
72,-0.4589747,-0.4392648,"('unambitious', 'ambitious')",-0.60043496,-0.70700264,-0.35872102,-0.16987234,-0.4727102,-0.4387132,-0.033997
88,0.44924057,0.3689524,"('low', 'eminent')",-0.053395428,-0.05462335,-0.42911443,-0.37701714,-0.0110898,-0.020896,0.0098062
71,0.4372228,0.33434454,"('diffident', 'self-confident')",1.3976381,1.3241915,0.5556951,0.40120542,0.796852,0.6865805,0.1102715
49,-0.41846344,-0.524502,"('unable', 'able')",0.68863684,0.80238754,0.14600454,0.19757168,0.138726,0.1584858,-0.0197598
62,-0.3987121,-0.20735985,"('incompetent', 'brilliant')",-0.30803147,-0.06361733,0.5855625,0.9319447,-0.0403937,0.2203225,-0.2607162
74,-0.39193365,-0.11202435,"('undedicated', 'dedicated')",-0.20343766,-0.15472835,-0.286721,-0.2505914,-0.2940308,-0.172448,-0.1215828
31,-0.36082834,-0.579721,"('evil', 'good')",-0.17472221,-0.33135998,-1.4652814,-1.751391,-0.6669439,-0.8874907,0.2205468
6,0.33516008,0.08607739,"('distant', 'open')",0.8630476,0.59936655,-0.5233586,-0.6376884,0.2249497,0.0159185,0.2090312
38,-0.3177696,-0.31030542,"('untruthful', 'truthful')",-0.10095401,-0.08592302,-0.27348244,-0.037332967,-0.2307353,-0.1445205,-0.0862148
39,-0.29975483,-0.6146125,"('exploitative', 'cooperative')",0.6637115,0.49454904,0.21253309,0.13187777,0.1921632,0.0039381,0.1882251
36,0.28321195,-0.15619998,"('hostile', 'amicable')",0.75642353,0.4327945,-0.64613605,-1.0198199,0.1311665,-0.2477418,0.3789083
12,-0.2707707,-0.3020594,"('unsupportive', 'supportive')",0.9393834,0.91904944,-1.8480399,-1.7070305,-0.3931424,-0.3633468,-0.0297956
27,-0.2454065,-0.50437415,"('hardhearted', 'softhearted')",0.23199907,0.11018342,0.996947,0.79966843,0.3278465,0.1351592,0.1926873
80,0.21670692,0.26184827,"('dominated', 'dominating')",-0.8170446,-0.69215363,-0.030092482,0.02448804,-0.2101434,-0.1352724,-0.074871
20,0.19086707,0.14214046,"('rough', 'thoughtful')",0.99549043,0.9277191,0.9137918,0.8468544,0.7000497,0.6389047,0.061145
52,-0.17634957,-0.48618686,"('irrational', 'rational')",0.046242043,-0.26315483,-0.7218854,-0.89167434,-0.2839976,-0.5470053,0.2630077
63,-0.15168333,-0.011701196,"('unperceptive', 'insightful')",0.09032455,0.24606898,0.76787996,0.95732874,0.2355071,0.3972322,-0.1617251
17,0.1412859,-0.17969231,"('nasty', 'nice')",0.8718969,0.6958072,-0.5464084,-0.6169877,0.1555915,-0.0336243,0.1892158
19,0.12320314,0.024436716,"('inhospitable', 'hospitable')",0.054204967,-0.04853127,-0.36772174,-0.3979177,-0.0634379,-0.1406707,0.0772328
34,-0.12054533,-0.183772,"('mean', 'honorable')",0.118231535,0.10794153,5.7706537,5.7646904,1.92278,1.8962866,0.0264934
42,0.11279983,0.16769423,"('unreliable', 'reliable')",-0.2305926,-0.29612318,-2.7953541,-2.6582625,-0.971049,-0.9288971,-0.0421519
2,-0.08694105,-0.11923827,"('unlikable', 'likable')",0.2857095,0.20328853,0.15179805,0.2291606,0.1168555,0.1044036,0.0124519
4,-0.07476127,0.062135357,"('disliked', 'liked')",0.8181846,0.7991686,-7.8626995,-7.759412,-2.373092,-2.2993693,-0.0737227
58,-0.06184952,-0.084329024,"('undiscriminating', 'discriminating')",0.35355973,0.25857902,-0.0826994,-0.07842361,0.0696703,0.0319421,0.0377282
51,-0.046641544,0.24234903,"('uneducated', 'educated')",-0.56652015,-0.4563126,0.970232,1.0168701,0.1190234,0.2676355,-0.1486121
25,0.01984587,-0.15638524,"('egoistic', 'altruistic')",0.5195375,0.4076333,0.81657505,0.63115263,0.4519862,0.2941336,0.1578526
84,0.0078098103,0.15871948,"('inferior', 'superior')",-0.13535833,-0.08904519,0.95939946,1.0129651,0.2772836,0.3608798,-0.0835962
