,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,1.7024097,1.0507628,"('uninfluential', 'influential')",0.11605171,0.16251484,0.9092307,0.6066388,0.3025919
63,1.6650736,1.0241797,"('unperceptive', 'insightful')",1.445897,1.4062195,1.5554852,1.2151996,0.3402856
14,1.6330935,1.2881938,"('antisocial', 'social')",-0.7789753,-0.35444987,0.4270591,0.466872,-0.0398129
72,1.5699763,1.3365779,"('unambitious', 'ambitious')",-0.6054958,-0.8579364,0.4822403,0.2393208,0.2429195
24,1.4710443,1.7463661,"('dishonest', 'honest')",1.1146971,0.93447614,1.2928708,1.3404212,-0.0475504
44,-1.4655228,-1.4201795,"('prejudiced', 'unprejudiced')",-1.312757,-1.2996908,-1.3891399,-1.3599352,-0.0292047
46,1.4089139,0.16610146,"('uncompetitive', 'competitive')",-0.27262232,0.019150881,0.5681458,0.0926262,0.4755196
80,1.3950286,0.40874702,"('dominated', 'dominating')",-1.2062458,-0.967166,0.0943914,-0.2792095,0.3736009
69,-1.3794991,-0.50656366,"('lazy', 'industrious')",-0.81227857,-0.714934,-1.0958889,-0.6107488,-0.4851401
76,1.3692487,0.8981952,"('anxious', 'daring')",0.5537172,0.8198487,0.961483,0.859022,0.102461
11,1.3383346,0.80751395,"('unhelpful', 'helpful')",2.9150565,2.693694,2.1266956,1.750604,0.3760916
0,1.3182724,0.6583042,"('unsociable', 'sociable')",-0.15072209,-0.123838514,0.5837752,0.2672328,0.3165424
29,-1.3152915,-1.1047224,"('unfair', 'fair')",-0.42111987,-0.5452926,-0.8682057,-0.8250075,-0.0431982
51,1.2768252,0.7313429,"('uneducated', 'educated')",0.37455705,0.71146524,0.8256911,0.7214041,0.104287
61,1.2759547,1.1053908,"('illogical', 'logical')",0.27413929,0.16514859,0.775047,0.6352697,0.1397773
32,1.2157571,1.2636442,"('unkind', 'kind')",1.2165364,1.1924852,1.2161467,1.2280648,-0.0119181
12,1.1877098,0.79460925,"('unsupportive', 'supportive')",-1.4125211,-1.2655847,-0.1124057,-0.2354877,0.123082
34,1.1198169,1.0303438,"('mean', 'honorable')",6.4640965,6.056152,3.7919567,3.5432477,0.248709
64,-1.118187,-1.0797851,"('shy', 'confident')",-6.794335,-5.740617,-3.9562609,-3.4102011,-0.5460598
49,1.100407,0.3128906,"('unable', 'able')",0.40989724,-0.01109416,0.7551521,0.1508982,0.6042539
78,1.0983896,0.34626684,"('nonresilient', 'resilient')",0.36626032,0.38550448,0.732325,0.3658857,0.3664393
79,-1.064303,-0.4967661,"('wavering', 'unwavering')",-0.024450906,-0.2229184,-0.544377,-0.3598422,-0.1845348
1,-1.0500876,-0.62992954,"('unfriendly', 'friendly')",1.2568543,0.86809766,0.1033834,0.1190841,-0.0157007
77,0.968174,0.5002509,"('unmotivated', 'motivated')",-0.88343894,-0.6204531,0.0423675,-0.0601011,0.1024686
25,-0.92926556,-0.5830164,"('egoistic', 'altruistic')",0.97565687,1.1016282,0.0231957,0.2593059,-0.2361102
39,0.92543983,1.1754299,"('exploitative', 'cooperative')",-0.022030659,-0.033044156,0.4517046,0.5711929,-0.1194883
28,0.9206189,0.7564085,"('disloyal', 'loyal')",1.4267108,1.1671519,1.1736648,0.9617802,0.2118846
3,0.8930211,0.54360306,"('repellent', 'pleasant')",-0.07453598,0.044961732,0.4092426,0.2942824,0.1149602
27,0.8873261,1.023926,"('hardhearted', 'softhearted')",1.3241539,1.13241,1.1057401,1.078168,0.0275721
45,0.83962125,0.14953752,"('incompetent', 'competent')",0.31410825,0.057430718,0.5768647,0.1034841,0.4733806
8,-0.8253944,-0.2161921,"('unaffectionate', 'affectionate')",0.5965336,0.23444256,-0.1144304,0.0091252,-0.1235556
88,0.8062473,1.1498519,"('low', 'eminent')",0.1443211,0.30906597,0.4752842,0.7294589,-0.2541747
68,0.7935615,0.45704976,"('dependent', 'independent')",-0.18616107,-0.2342172,0.3037002,0.1114163,0.1922839
50,-0.76576024,-0.70531195,"('clumsy', 'skillful')",0.24286482,0.09846013,-0.2614477,-0.3034259,0.0419782
38,0.7644369,0.5975292,"('untruthful', 'truthful')",0.49918553,0.17904152,0.6318112,0.3882853,0.2435259
42,0.74434876,0.7580277,"('unreliable', 'reliable')",-3.083438,-2.513236,-1.1695446,-0.8776042,-0.2919404
20,0.70736235,0.4795813,"('rough', 'thoughtful')",0.75818235,0.8562684,0.7327724,0.6679249,0.0648475
17,-0.67984766,-0.5698296,"('nasty', 'nice')",-0.56298375,-0.5211126,-0.6214157,-0.5454711,-0.0759446
47,0.61692816,0.45563045,"('stupid', 'smart')",5.8851657,5.3150167,3.2510469,2.8853235,0.3657234
41,0.60861224,0.6602838,"('unforgiving', 'forgiving')",-0.18128896,0.026791109,0.2136616,0.3435374,-0.1298758
73,-0.6077828,-0.048442215,"('helpless', 'self-reliant')",-3.4033184,-3.135284,-2.0055506,-1.591863,-0.4136876
9,0.55020857,0.86006874,"('unaffectionate', 'caring')",1.3133842,0.7606083,0.9317964,0.8103385,0.1214579
74,0.54322934,0.31355596,"('undedicated', 'dedicated')",0.1484075,0.40229458,0.3458184,0.3579253,-0.0121069
18,-0.52193964,-0.100311816,"('disagreeable', 'welcoming')",-0.35390994,-0.35870022,-0.4379248,-0.229506,-0.2084188
33,-0.49803573,-0.09074586,"('wrong', 'right')",-0.7373585,-0.9614508,-0.6176971,-0.5260983,-0.0915988
82,0.49354345,0.11791964,"('poor', 'rich')",6.7461104,6.0019054,3.619827,3.0599124,0.5599146
22,0.4546456,-0.0864266,"('untrustworthy', 'trustworthy')",-0.7820313,-0.9330245,-0.1636928,-0.5097256,0.3460328
15,-0.43410861,-0.2736605,"('boring', 'funny')",0.12692375,0.1324906,-0.1535924,-0.070585,-0.0830074
26,-0.35390136,0.2061533,"('hardhearted', 'benevolent')",0.9749768,1.1916142,0.3105377,0.6988837,-0.388346
57,-0.3392114,-0.92998505,"('unimaginative', 'imaginative')",-2.7408924,-2.3802953,-1.5400519,-1.6551402,0.1150883
53,-0.31323448,-0.42097718,"('uncreative', 'creative')",0.76128983,0.5308394,0.2240277,0.0549311,0.1690966
71,0.30711702,0.6369839,"('diffident', 'self-confident')",0.6523036,0.52072084,0.4797103,0.5788524,-0.0991421
37,-0.30174303,-0.06437665,"('fake', 'genuine')",0.49406466,0.39556056,0.0961608,0.165592,-0.0694312
58,0.27142698,0.096433505,"('undiscriminating', 'discriminating')",0.15272881,0.16091579,0.2120779,0.1286747,0.0834032
40,-0.26285794,-0.12684557,"('stingy', 'generous')",-2.3190572,-2.0023143,-1.2909576,-1.06458,-0.2263776
2,-0.09550574,0.25786823,"('unlikable', 'likable')",0.22081275,0.45481497,0.0626535,0.3563416,-0.2936881
84,0.070502855,0.28457183,"('inferior', 'superior')",0.9791529,1.0107462,0.5248279,0.6476591,-0.1228312
87,0.05033674,-0.32174677,"('unsuccessful', 'successful')",0.5974444,0.63774467,0.3238906,0.1579989,0.1658917
67,0.044188447,0.2874117,"('doubtful', 'determined')",-0.27161923,-0.12698062,-0.1137154,0.0802155,-0.1939309
83,0.03387744,-0.054769963,"('powerless', 'powerful')",-0.8808574,-0.7378144,-0.42349,-0.3962922,-0.0271978
54,0.024304524,0.26523447,"('incapable', 'capable')",1.2784805,0.97560257,0.6513925,0.6204185,0.030974
