,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.0728111,-2.1752772,"('hostile', 'amicable')",-0.7682291,-1.0740736,-1.4205201,-1.6246754,0.2041553
6,-1.9630351,-1.8924294,"('distant', 'open')",-0.5283618,-0.45625952,-1.2456985,-1.1743444,-0.0713541
31,-1.9218541,-1.8086227,"('evil', 'good')",-1.7017523,-1.7518256,-1.8118032,-1.7802241,-0.0315791
81,1.8708813,1.614406,"('submissive', 'aggressive')",0.2537551,0.3735713,1.0623182,0.9939886,0.0683296
5,-1.7518594,-1.6593573,"('distant', 'outgoing')",-0.93244123,-0.78188837,-1.3421503,-1.2206228,-0.1215275
53,-1.5207515,-1.3301857,"('uncreative', 'creative')",0.8209755,0.89834607,-0.349888,-0.2159198,-0.1339682
56,1.504792,1.8408426,"('impractical', 'practical')",0.63154835,0.91364676,1.0681702,1.3772447,-0.3090745
79,-1.4535453,-1.4429183,"('wavering', 'unwavering')",-0.55330414,-0.52432114,-1.0034248,-0.9836197,-0.0198051
1,-1.4322319,-1.2675205,"('unfriendly', 'friendly')",1.1031234,1.1315087,-0.1645542,-0.0680059,-0.0965483
62,1.3375524,1.6343163,"('incompetent', 'brilliant')",0.83858216,1.2197392,1.0880673,1.4270277,-0.3389604
30,1.1858574,1.4202214,"('intolerant', 'tolerant')",1.6734287,1.759592,1.429643,1.5899067,-0.1602637
60,1.1649421,1.3604856,"('inefficient', 'efficient')",1.0743566,1.2324806,1.1196494,1.296483,-0.1768336
85,-1.1647786,-1.543555,"('insignificant', 'prestigious')",-0.49344862,-0.74207807,-0.8291136,-1.1428165,0.3137029
25,-1.1225634,-1.225095,"('egoistic', 'altruistic')",0.7743323,0.6745493,-0.1741155,-0.2752729,0.1011574
19,-1.0325834,-0.9072349,"('inhospitable', 'hospitable')",-0.4266325,-0.30244777,-0.7296079,-0.6048414,-0.1247665
70,1.0228776,1.0845547,"('lethargic', 'energetic')",1.4966747,1.5757987,1.2597761,1.3301767,-0.0704006
14,1.0126665,1.0507236,"('antisocial', 'social')",-0.24331349,-0.37796822,0.3846765,0.3363777,0.0482988
88,-1.0016155,-1.1521162,"('low', 'eminent')",0.4078951,0.28909835,-0.2968602,-0.4315089,0.1346487
71,-0.9782611,-0.9187762,"('diffident', 'self-confident')",0.20470986,0.20879313,-0.3867756,-0.3549916,-0.031784
76,0.93069696,0.94908273,"('anxious', 'daring')",0.6869647,0.72973025,0.8088309,0.8394065,-0.0305756
80,0.9171041,0.8720986,"('dominated', 'dominating')",-0.85667664,-0.91144776,0.0302137,-0.0196746,0.0498883
55,0.90922403,0.9384668,"('incompetent', 'clever')",0.6154561,0.41608047,0.7623401,0.6772736,0.0850665
4,-0.89732367,-0.6542614,"('disliked', 'liked')",-5.8579392,-5.4083114,-3.3776314,-3.0312865,-0.3463449
8,-0.8815,-0.8728785,"('unaffectionate', 'affectionate')",0.08652959,0.20324075,-0.3974852,-0.3348189,-0.0626663
43,0.8524017,1.0384746,"('irresponsible', 'responsible')",1.1565953,1.1472847,1.0044985,1.0928797,-0.0883812
37,0.8429917,0.8286898,"('fake', 'genuine')",0.71505165,0.66364807,0.7790217,0.746169,0.0328527
67,0.83486223,0.76686347,"('doubtful', 'determined')",-0.124815345,-0.14755078,0.3550234,0.3096564,0.045367
9,-0.81708246,-0.65325373,"('unaffectionate', 'caring')",0.62272185,0.7266495,-0.0971803,0.0366979,-0.1338782
11,0.8051428,0.96380675,"('unhelpful', 'helpful')",2.336476,2.3967865,1.5708095,1.6802967,-0.1094872
52,-0.79808867,-0.8287896,"('irrational', 'rational')",-0.6122809,-0.75471646,-0.7051848,-0.7917531,0.0865683
84,0.7795969,0.6407854,"('inferior', 'superior')",1.187845,1.181196,0.983721,0.9109907,0.0727303
73,0.7685666,0.91272265,"('helpless', 'self-reliant')",-3.0131586,-2.5377944,-1.122296,-0.8125359,-0.3097601
21,0.7625552,0.8680438,"('immoral', 'moral')",-0.25134382,-0.33610108,0.2556057,0.2659714,-0.0103657
18,-0.7340995,-0.81775194,"('disagreeable', 'welcoming')",-0.42855048,-0.55632585,-0.581325,-0.6870389,0.1057139
74,0.709959,0.71870667,"('undedicated', 'dedicated')",0.5937711,0.47551143,0.651865,0.5971091,0.0547559
27,-0.7019498,-0.44607756,"('hardhearted', 'softhearted')",1.1856269,1.1260827,0.2418385,0.3400025,-0.098164
35,-0.6927898,-0.74148303,"('corrupt', 'incorrupt')",-1.0494572,-1.2104528,-0.8711235,-0.9759679,0.1048444
47,0.6782532,0.7472279,"('stupid', 'smart')",5.033578,4.8847337,2.8559155,2.8159809,0.0399346
42,0.63980114,0.61833185,"('unreliable', 'reliable')",-2.4006217,-2.1911561,-0.8804103,-0.7864121,-0.0939982
86,-0.62605476,-0.7416953,"('uninfluential', 'influential')",0.4831022,0.3665213,-0.0714763,-0.187587,0.1161107
13,0.61045194,0.8859669,"('impolite', 'polite')",0.18440568,0.1827332,0.3974288,0.53435,-0.1369212
2,0.60908294,0.42985615,"('unlikable', 'likable')",0.5417624,0.48546413,0.5754226,0.4576601,0.1177625
22,0.5897747,0.7214627,"('untrustworthy', 'trustworthy')",-0.7040078,-0.68211246,-0.0571165,0.0196751,-0.0767916
7,0.5802332,0.6780325,"('insensitive', 'sensitive')",0.8234866,0.8575136,0.70186,0.767773,-0.065913
66,-0.57685864,-0.9059338,"('inactive', 'active')",0.58324367,0.300722,0.0031925,-0.3026059,0.3057984
23,0.57414573,0.7383693,"('insincere', 'sincere')",5.523113,5.3396325,3.0486293,3.039001,0.0096283
16,-0.5286438,-0.4830077,"('unpopular', 'popular')",0.122652546,0.0363167,-0.2029956,-0.2233455,0.0203499
33,0.5150257,0.4755031,"('wrong', 'right')",-1.1214576,-0.9808384,-0.303216,-0.2526677,-0.0505483
87,0.5122726,0.36186832,"('unsuccessful', 'successful')",0.6291547,0.6112709,0.5707136,0.4865696,0.084144
77,-0.5071479,-0.42960477,"('unmotivated', 'motivated')",-0.8073608,-0.57826066,-0.6572543,-0.5039327,-0.1533216
83,-0.50446296,-0.5572491,"('powerless', 'powerful')",-0.6555443,-0.700341,-0.5800036,-0.628795,0.0487914
65,0.4881686,0.31863734,"('insecure', 'secure')",0.07344392,-0.06964721,0.2808062,0.1244951,0.1563111
15,-0.47684285,-0.36696285,"('boring', 'funny')",0.17558628,0.27759692,-0.1506283,-0.044683,-0.1059453
44,-0.46985346,-0.5504943,"('prejudiced', 'unprejudiced')",-1.6715012,-1.545001,-1.0706773,-1.0477476,-0.0229297
58,0.4484838,0.46128362,"('undiscriminating', 'discriminating')",0.40623236,0.27305856,0.4273581,0.3671711,0.060187
10,0.44771445,0.5857864,"('unsympathetic', 'sympathetic')",0.63315034,0.60486674,0.5404324,0.5953265,-0.0548941
57,-0.44601762,-0.3514969,"('unimaginative', 'imaginative')",-1.8560681,-1.6144537,-1.1510429,-0.9829753,-0.1680676
26,-0.4455951,-0.5523935,"('hardhearted', 'benevolent')",1.5164226,1.3214588,0.5354137,0.3845327,0.150881
46,0.44204772,0.6302844,"('uncompetitive', 'competitive')",0.47496447,0.52348393,0.4585061,0.5768842,-0.1183781
72,-0.44158933,-0.3428917,"('unambitious', 'ambitious')",-1.0123988,-0.7895385,-0.7269941,-0.5662151,-0.160779
45,0.4125321,0.7921115,"('incompetent', 'competent')",0.47212073,0.5573295,0.4423264,0.6747205,-0.2323941
50,0.4033705,0.18643957,"('clumsy', 'skillful')",0.17076088,0.08214051,0.2870657,0.13429,0.1527757
49,-0.3996403,-0.2043662,"('unable', 'able')",-0.2768453,-0.087658465,-0.3382428,-0.1460123,-0.1922305
41,0.3820886,0.58267564,"('unforgiving', 'forgiving')",0.25786182,-0.013668068,0.3199752,0.2845038,0.0354714
78,-0.37422156,-0.34045202,"('nonresilient', 'resilient')",0.48462188,0.48898926,0.0552002,0.0742686,-0.0190684
40,-0.36935464,-0.3347781,"('stingy', 'generous')",-1.3482419,-1.2948734,-0.8587983,-0.8148257,-0.0439726
69,-0.35338965,-0.88950884,"('lazy', 'industrious')",-0.7875109,-0.7977516,-0.5704502,-0.8436302,0.27318
39,0.35049927,0.6223646,"('exploitative', 'cooperative')",-0.19679615,-0.15662053,0.0768516,0.232872,-0.1560204
75,-0.32956666,-0.09747273,"('meek', 'impulsive')",-0.74192756,-0.443269,-0.5357471,-0.2703709,-0.2653762
82,0.32427156,0.44863752,"('poor', 'rich')",5.9193826,5.847167,3.1218271,3.1479023,-0.0260752
68,-0.28782764,-0.23837338,"('dependent', 'independent')",-0.3483668,-0.34274042,-0.3180972,-0.2905569,-0.0275403
59,0.25819907,0.26011512,"('foolish', 'wise')",-0.049429167,-0.04767563,0.104385,0.1062197,-0.0018347
61,-0.24401526,-0.33828804,"('illogical', 'logical')",0.11351656,-0.12426087,-0.0652494,-0.2312745,0.1660251
28,-0.22847152,-0.09845959,"('disloyal', 'loyal')",1.0607703,0.99592245,0.4161494,0.4487314,-0.032582
12,0.21882775,0.49140576,"('unsupportive', 'supportive')",-1.1895658,-1.0342981,-0.485369,-0.2714462,-0.2139228
51,0.21554784,0.058615018,"('uneducated', 'educated')",0.87499213,0.63313943,0.54527,0.3458772,0.1993928
32,-0.21388139,-0.21601024,"('unkind', 'kind')",1.143465,0.98260075,0.4647918,0.3832952,0.0814966
64,-0.21157071,-0.31566316,"('shy', 'confident')",-5.493737,-5.293716,-2.852654,-2.8046896,-0.0479644
34,-0.20712152,-0.16747186,"('mean', 'honorable')",5.906128,5.721229,2.8495033,2.7768786,0.0726247
20,0.16765548,0.1870723,"('rough', 'thoughtful')",1.072887,0.9647789,0.6202712,0.5759256,0.0443456
17,-0.13468243,-6.811693e-05,"('nasty', 'nice')",-0.89222854,-0.8143682,-0.5134555,-0.4072182,-0.1062373
54,-0.13004133,-0.3882668,"('incapable', 'capable')",0.8250046,0.97627884,0.3474816,0.294006,0.0534756
0,0.11832158,0.027071789,"('unsociable', 'sociable')",0.0912192,-0.14193052,0.1047704,-0.0574294,0.1621998
24,0.104059346,0.3656364,"('dishonest', 'honest')",0.8330447,0.89645344,0.468552,0.6310449,-0.1624929
38,0.10118592,0.3535686,"('untruthful', 'truthful')",-0.049834494,0.1470325,0.0256757,0.2503006,-0.2246249
3,0.062414665,0.02505331,"('repellent', 'pleasant')",0.25767013,0.07539976,0.1600424,0.0502265,0.1098159
63,0.023966795,0.42706323,"('unperceptive', 'insightful')",1.5922704,1.7154,0.8081186,1.0712316,-0.263113
29,0.017052647,-0.09065729,"('unfair', 'fair')",-0.57053816,-0.8444693,-0.2767428,-0.4675633,0.1908205
48,-0.012742292,0.018781845,"('unintelligent', 'intelligent')",1.0388889,1.0310026,0.5130733,0.5248923,-0.011819
