,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
69,1.38239,1.6780089,"('lazy', 'industrious')",-1.4063053,-1.6553458,-0.0119576,0.0113316,-0.0232892
10,-1.3727459,-1.4618609,"('unsympathetic', 'sympathetic')",0.41940585,0.6140422,-0.47667,-0.4239093,-0.0527607
13,-1.3614209,-1.479224,"('impolite', 'polite')",-0.29445264,-0.24090517,-0.8279368,-0.8600646,0.0321278
25,1.2262905,1.40727,"('egoistic', 'altruistic')",1.1576332,1.0393552,1.1919618,1.2233126,-0.0313508
2,1.1966078,1.3364503,"('unlikable', 'likable')",0.5717175,0.49398622,0.8841627,0.9152183,-0.0310556
11,-1.1937356,-1.1778718,"('unhelpful', 'helpful')",2.088632,2.2257726,0.4474483,0.5239504,-0.0765021
85,1.1712567,1.2611974,"('insignificant', 'prestigious')",-1.1633394,-1.3670771,0.0039586,-0.0529398,0.0568984
7,-1.1263442,-0.801699,"('insensitive', 'sensitive')",0.7126538,1.0791868,-0.2068452,0.1387439,-0.3455891
26,1.1255672,1.0288113,"('hardhearted', 'benevolent')",1.162749,0.93912196,1.1441581,0.9839666,0.1601915
45,-1.119342,-1.0578024,"('incompetent', 'competent')",-0.0786989,0.27525723,-0.5990204,-0.3912726,-0.2077478
51,-1.0587765,-1.15841,"('uneducated', 'educated')",0.91202414,1.0369344,-0.0733762,-0.0607378,-0.0126384
53,-1.0014731,-0.72965705,"('uncreative', 'creative')",0.25928527,0.271366,-0.3710939,-0.2291455,-0.1419484
86,-0.98712975,-0.97985786,"('uninfluential', 'influential')",0.13432607,0.26360077,-0.4264019,-0.3581285,-0.0682734
63,-0.956905,-0.6431259,"('unperceptive', 'insightful')",0.6358401,0.99688715,-0.1605324,0.1768806,-0.337413
84,0.9344342,0.730507,"('inferior', 'superior')",0.6335192,0.73684734,0.7839767,0.7336771,0.0502996
38,-0.9285183,-0.7523805,"('untruthful', 'truthful')",-0.34357238,-0.4119136,-0.6360453,-0.5821471,-0.0538982
61,-0.8983465,-0.8154728,"('illogical', 'logical')",0.4905703,0.6364339,-0.2038881,-0.0895194,-0.1143687
46,-0.8454974,-0.7800917,"('uncompetitive', 'competitive')",-0.46344247,-0.122360304,-0.65447,-0.451226,-0.203244
81,-0.8158453,-1.1394984,"('submissive', 'aggressive')",-0.27273792,-0.30659983,-0.5442916,-0.7230491,0.1787575
15,0.7819904,0.5101702,"('boring', 'funny')",0.28648317,0.26427126,0.5342368,0.3872207,0.1470161
0,-0.74821216,-0.97347254,"('unsociable', 'sociable')",0.14338604,0.09387042,-0.302413,-0.4398011,0.1373881
57,-0.74148643,-0.91554326,"('unimaginative', 'imaginative')",-2.8987665,-2.8133276,-1.8201265,-1.8644354,0.0443089
43,-0.72703445,-0.6176016,"('irresponsible', 'responsible')",0.61574876,0.75426817,-0.0556428,0.0683333,-0.1239761
75,0.7158562,0.7603393,"('meek', 'impulsive')",-1.0817311,-1.189189,-0.1829374,-0.2144248,0.0314874
73,0.70519525,0.7598534,"('helpless', 'self-reliant')",-3.6637344,-3.521895,-1.4792696,-1.3810208,-0.0982488
83,0.70402503,0.5709574,"('powerless', 'powerful')",-0.70329005,-0.61633986,0.0003675,-0.0226912,0.0230587
33,0.69942456,0.8244244,"('wrong', 'right')",-0.864822,-0.9453846,-0.0826987,-0.0604801,-0.0222186
68,-0.6955559,-0.6303142,"('dependent', 'independent')",-0.60036826,-0.46884447,-0.6479621,-0.5495793,-0.0983828
23,-0.6930443,-0.634949,"('insincere', 'sincere')",6.6310973,6.744333,2.9690266,3.0546918,-0.0856652
59,0.6714897,0.7203086,"('foolish', 'wise')",-0.2427199,-0.52269626,0.2143849,0.0988062,0.1155787
58,0.66943127,0.73705655,"('undiscriminating', 'discriminating')",0.2381971,0.38033205,0.4538142,0.5586943,-0.1048801
42,0.6441179,0.641889,"('unreliable', 'reliable')",-3.0823948,-2.5986423,-1.2191385,-0.9783767,-0.2407618
3,-0.6234081,-0.61075425,"('repellent', 'pleasant')",1.4154882,1.5044392,0.3960401,0.4468425,-0.0508024
56,-0.59065014,-0.63101125,"('impractical', 'practical')",-0.36594403,-0.13347846,-0.4782971,-0.3822449,-0.0960522
52,0.5402824,0.50267637,"('irrational', 'rational')",-0.39829916,-0.58049756,0.0709916,-0.0389106,0.1099022
77,-0.535755,-0.52942026,"('unmotivated', 'motivated')",-1.0279455,-0.93555224,-0.7818502,-0.7324862,-0.049364
64,-0.5296729,-0.54154813,"('shy', 'confident')",-6.4418077,-6.533011,-3.4857404,-3.5372796,0.0515392
37,0.518954,0.6722991,"('fake', 'genuine')",0.5525196,0.57772684,0.5357368,0.625013,-0.0892762
19,-0.5184834,-0.43039045,"('inhospitable', 'hospitable')",-0.60527456,-0.5044277,-0.561879,-0.4674091,-0.0944699
21,-0.49760008,-0.5345713,"('immoral', 'moral')",0.09420824,0.36865655,-0.2016959,-0.0829574,-0.1187385
40,0.48593116,0.58037686,"('stingy', 'generous')",-2.0100675,-1.8028706,-0.7620682,-0.6112469,-0.1508213
36,0.46625087,0.24679704,"('hostile', 'amicable')",-0.7345829,-1.1184998,-0.134166,-0.4358514,0.3016854
34,0.43444508,0.5683961,"('mean', 'honorable')",5.6987853,5.7696314,3.0666151,3.1690137,-0.1023986
1,-0.4263585,-0.18276083,"('unfriendly', 'friendly')",1.0368686,0.96392155,0.3052551,0.3905804,-0.0853253
80,-0.42188588,-0.34208575,"('dominated', 'dominating')",-0.38990727,0.020466123,-0.4058966,-0.1608098,-0.2450868
28,-0.39677027,-0.4630587,"('disloyal', 'loyal')",1.2178375,1.123484,0.4105336,0.3302127,0.0803209
60,-0.391972,-0.6248759,"('inefficient', 'efficient')",0.6637345,0.6602355,0.1358812,0.0176798,0.1182014
55,-0.3746525,-0.57653785,"('incompetent', 'clever')",1.0828803,1.426671,0.3541139,0.4250666,-0.0709527
79,-0.37067553,-0.35028607,"('wavering', 'unwavering')",-0.80902576,-0.89491224,-0.5898507,-0.6225991,0.0327484
74,0.35836327,0.38383847,"('undedicated', 'dedicated')",-0.15122572,-0.019611845,0.1035688,0.1821133,-0.0785445
24,-0.35788414,-0.08871764,"('dishonest', 'honest')",0.9153439,0.95388687,0.2787299,0.4325846,-0.1538547
78,-0.3533534,-0.20702556,"('nonresilient', 'resilient')",0.18131676,0.53086644,-0.0860183,0.1619204,-0.2479387
20,0.35317275,0.17013001,"('rough', 'thoughtful')",0.5788362,0.74368334,0.4660045,0.4569067,0.0090978
65,-0.31914684,-0.6055165,"('insecure', 'secure')",0.3987951,0.604491,0.0398241,-0.0005127,0.0403368
82,-0.29561818,-0.27829462,"('poor', 'rich')",6.774909,6.9383903,3.2396455,3.3300478,-0.0904023
67,0.29509318,0.18718797,"('doubtful', 'determined')",-0.6838704,-0.9152387,-0.1943886,-0.3640254,0.1696368
6,-0.28232282,-0.04882045,"('distant', 'open')",-0.92225826,-1.1273938,-0.6022905,-0.5881072,-0.0141833
9,-0.27945054,-0.1159216,"('unaffectionate', 'caring')",1.2172048,1.184084,0.4688771,0.5340812,-0.0652041
50,0.258853,0.29771042,"('clumsy', 'skillful')",0.0821302,0.18778846,0.1704916,0.2427494,-0.0722578
54,-0.24400978,-0.06548656,"('incapable', 'capable')",0.9417135,0.91065955,0.3488519,0.4225865,-0.0737346
35,0.23946923,0.32361025,"('corrupt', 'incorrupt')",-1.0104357,-1.3445692,-0.3854832,-0.5104795,0.1249963
18,0.23039287,0.27732435,"('disagreeable', 'welcoming')",-0.4632393,-0.60410964,-0.1164232,-0.1633926,0.0469694
70,-0.21760347,-0.26609296,"('lethargic', 'energetic')",0.7391091,1.0647665,0.2607528,0.3993368,-0.138584
48,-0.21259288,-0.25575376,"('unintelligent', 'intelligent')",0.9479399,1.1653818,0.3676735,0.454814,-0.0871405
66,0.21161045,0.40444773,"('inactive', 'active')",0.26408207,0.25513834,0.2378463,0.329793,-0.0919467
31,-0.20720336,-0.1293918,"('evil', 'good')",-1.4217923,-1.6362889,-0.8144978,-0.8828403,0.0683425
44,0.20606105,0.09016698,"('prejudiced', 'unprejudiced')",-1.454412,-1.6354687,-0.6241755,-0.7726509,0.1484754
5,-0.19763549,-0.08302854,"('distant', 'outgoing')",-1.1189853,-1.3137252,-0.6583104,-0.6983769,0.0400665
49,-0.17837596,-0.15120214,"('unable', 'able')",-0.09921557,0.22284673,-0.1387958,0.0358223,-0.1746181
8,-0.16064699,-0.061297808,"('unaffectionate', 'affectionate')",0.486843,0.32116896,0.163098,0.1299356,0.0331624
27,0.151813,0.1839022,"('hardhearted', 'softhearted')",1.4061463,1.5241402,0.7789797,0.8540212,-0.0750415
71,0.14668807,0.58030415,"('diffident', 'self-confident')",-0.23037861,-0.057994165,-0.0418453,0.261155,-0.3030003
72,-0.14369251,-0.13292366,"('unambitious', 'ambitious')",-0.09662899,-0.058125578,-0.1201607,-0.0955246,-0.0246361
76,0.14113474,-0.09237354,"('anxious', 'daring')",0.18399781,0.4960503,0.1625663,0.2018384,-0.0392721
62,-0.13123544,-0.124118835,"('incompetent', 'brilliant')",0.68954194,1.0408258,0.2791533,0.4583535,-0.1792002
87,-0.12029663,-0.0026480332,"('unsuccessful', 'successful')",0.7283022,1.161238,0.3040028,0.579295,-0.2752922
39,-0.08099367,-0.102396026,"('exploitative', 'cooperative')",0.2835735,0.28551173,0.1012899,0.0915579,0.009732
22,-0.07180364,0.10414231,"('untrustworthy', 'trustworthy')",-0.49720842,-0.25262603,-0.284506,-0.0742419,-0.2102641
16,0.060753807,0.04997017,"('unpopular', 'popular')",-0.06624855,-0.16827425,-0.0027474,-0.059152,0.0564046
12,-0.055610176,0.17349881,"('unsupportive', 'supportive')",-1.9239837,-1.7419686,-0.9897969,-0.7842349,-0.205562
47,0.053285286,-0.09846983,"('stupid', 'smart')",5.621762,5.5001936,2.8375235,2.7008619,0.1366616
14,0.050338924,-0.23000428,"('antisocial', 'social')",0.2767657,0.23373228,0.1635523,0.001864,0.1616883
29,-0.03786383,-0.051292248,"('unfair', 'fair')",-0.254998,-0.22558333,-0.1464309,-0.1384378,-0.0079931
88,0.03783135,-0.013690256,"('low', 'eminent')",-0.13232921,-0.14179848,-0.0472489,-0.0777444,0.0304955
41,0.020029582,-0.018826908,"('unforgiving', 'forgiving')",-0.012946612,-0.16210607,0.0035415,-0.0904665,0.094008
4,-0.018586125,0.004416909,"('disliked', 'liked')",-7.8881407,-7.7713785,-3.9533634,-3.8834808,-0.0698826
30,0.008485444,-0.183824,"('intolerant', 'tolerant')",0.8754454,0.7596821,0.4419654,0.2879291,0.1540363
32,0.006902065,0.13854434,"('unkind', 'kind')",1.2237865,1.1744214,0.6153443,0.6564829,-0.0411386
17,-0.00604912,-0.19853485,"('nasty', 'nice')",-0.5676048,-0.68101794,-0.2868269,-0.4397764,0.1529495
