,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
81,6.083313,6.2584076,"('submissive', 'aggressive')",1.1429582,1.2492387,-0.98934114,-0.90505284,2.0789766,2.2008646,-0.121888
60,5.7595687,6.0100727,"('inefficient', 'efficient')",1.8534542,1.914338,-0.2766662,-0.15068775,2.4454522,2.591241,-0.1457888
31,-5.550949,-5.7311764,"('evil', 'good')",-0.5446484,-0.7172458,0.15070532,-0.09732919,-1.9816306,-2.1819172,0.2002866
36,-5.5196214,-5.8267107,"('hostile', 'amicable')",-1.0729921,-1.2559744,1.4688438,1.2402126,-1.7079231,-1.9474909,0.2395678
55,5.4547176,5.5921907,"('incompetent', 'clever')",1.5625079,1.5784519,0.030050509,0.07402092,2.3490918,2.4148879,-0.0657961
10,5.1807675,5.36214,"('unsympathetic', 'sympathetic')",1.1892991,1.2974827,-0.38717946,-0.22803202,1.9942958,2.1438637,-0.1495679
14,5.1220818,5.2174244,"('antisocial', 'social')",1.983436,2.0068252,0.6098581,0.7032065,2.571792,2.6424855,-0.0706935
70,4.9456687,5.2351756,"('lethargic', 'energetic')",0.64437956,0.8944651,0.022584934,0.18399271,1.8708777,2.1045445,-0.2336668
46,4.9041276,5.2186046,"('uncompetitive', 'competitive')",1.6644297,1.8949578,-0.66621274,-0.5026956,1.9674482,2.2036223,-0.2361741
35,-4.5812426,-4.8335385,"('corrupt', 'incorrupt')",-1.4262127,-1.5602036,0.0041043023,-0.13426241,-2.0011171,-2.1760015,0.1748844
52,-4.5053153,-4.6810565,"('irrational', 'rational')",-1.2508104,-1.3403813,-0.041047737,-0.21666408,-1.932391,-2.0793673,0.1469763
80,4.3968186,4.5735106,"('dominated', 'dominating')",0.41618937,0.5104821,0.22944582,0.33646336,1.6808179,1.8068188,-0.1260009
85,-4.3627753,-4.49898,"('insignificant', 'prestigious')",0.096604705,0.099212036,1.1093793,0.90911514,-1.0522637,-1.1635509,0.1112872
62,4.1909857,4.3173304,"('incompetent', 'brilliant')",1.6654056,1.747109,0.13260046,0.10770427,1.9963306,2.0573812,-0.0610506
7,4.1851354,4.4127617,"('insensitive', 'sensitive')",0.87649256,1.0953033,0.8608577,1.0296094,1.9741618,2.179225,-0.2050632
56,3.9795656,4.140822,"('impractical', 'practical')",1.5960282,1.6069113,0.8348265,0.8602689,2.1368068,2.2026674,-0.0658606
45,3.8488047,3.8943737,"('incompetent', 'competent')",1.0159968,1.0742389,0.84456,0.7432936,1.9031205,1.9039688,-0.0008483
86,3.6745212,3.6981416,"('uninfluential', 'influential')",0.024366353,0.051492844,0.52346474,0.41489562,1.4074508,1.3881768,0.019274
6,-3.509494,-3.673235,"('distant', 'open')",-0.9238432,-0.9628693,0.7935097,0.56663257,-1.2132758,-1.3564905,0.1432147
76,3.4287963,3.622933,"('anxious', 'daring')",1.0263478,1.2028911,-0.3548528,-0.19589652,1.3667638,1.5433091,-0.1765453
65,3.3274198,3.5859807,"('insecure', 'secure')",0.52683103,0.6589742,0.14012314,0.41338217,1.331458,1.552779,-0.221321
69,-3.2824683,-3.462294,"('lazy', 'industrious')",-0.33458045,-0.3709251,0.07298861,0.016065322,-1.1813534,-1.2723846,0.0910312
5,-3.2452228,-3.4126916,"('distant', 'outgoing')",-0.71480054,-0.77299154,0.4473414,0.26069495,-1.170894,-1.3083294,0.1374354
59,-3.2213118,-3.2408295,"('foolish', 'wise')",-0.993704,-0.9634041,0.21758126,0.079216585,-1.3324782,-1.3750057,0.0425275
13,2.938273,3.1292737,"('impolite', 'polite')",0.7006929,0.8420566,-0.8778907,-0.73416454,0.9203583,1.0790552,-0.1586969
79,-2.9189107,-3.0271606,"('wavering', 'unwavering')",-1.1115227,-1.082049,0.23422728,0.16669269,-1.2654022,-1.3141723,0.0487701
43,2.8755887,3.137026,"('irresponsible', 'responsible')",0.9253395,1.1117537,0.98762757,1.1302223,1.5961852,1.7930007,-0.1968155
16,-2.8287282,-2.864212,"('unpopular', 'popular')",-1.7922432,-1.6283475,-0.441685,-0.46427566,-1.6875523,-1.6522784,-0.0352739
39,2.7029889,2.6677523,"('exploitative', 'cooperative')",1.6831856,1.6101432,0.9205852,0.872331,1.7689198,1.7167422,0.0521776
57,2.6696496,2.7143188,"('unimaginative', 'imaginative')",0.6510703,0.6542853,-0.68199056,-0.82466596,0.8795764,0.8479794,0.031597
21,2.6534748,2.903796,"('immoral', 'moral')",0.6170284,0.77020663,-1.3996629,-1.2568443,0.6236135,0.8057195,-0.182106
19,-2.6181781,-2.643436,"('inhospitable', 'hospitable')",-1.1058991,-1.106209,-0.07918102,-0.2196901,-1.2677527,-1.3231117,0.055359
4,-2.6028023,-2.791843,"('disliked', 'liked')",-0.0145353135,-0.084469825,-3.7347734,-3.976971,-2.1173703,-2.284428,0.1670577
75,-2.5498233,-2.555756,"('meek', 'impulsive')",-0.91182196,-0.80471617,-0.8697856,-0.89977276,-1.4438103,-1.4200816,-0.0237287
12,2.5182343,2.5758138,"('unsupportive', 'supportive')",1.2700316,1.3710061,-0.7484596,-0.73436975,1.0132687,1.0708167,-0.057548
0,2.4918256,2.5914552,"('unsociable', 'sociable')",0.9538822,0.9586569,-0.55852294,-0.55898017,0.962395,0.997044,-0.034649
30,2.458286,2.6249287,"('intolerant', 'tolerant')",1.9048841,2.0033605,0.32972425,0.37829155,1.5642982,1.6688603,-0.1045621
23,2.4300048,2.5791883,"('insincere', 'sincere')",0.43763298,0.52885514,4.099733,4.22826,2.322457,2.4454346,-0.1229776
51,2.3828204,2.573378,"('uneducated', 'educated')",-0.34280682,-0.21863532,-0.109376475,-0.07873278,0.6435457,0.75867,-0.1151243
11,2.2429588,2.3564327,"('unhelpful', 'helpful')",0.64038694,0.64915895,1.1048388,1.061188,1.3293948,1.3555932,-0.0261984
24,2.1726418,2.257727,"('dishonest', 'honest')",0.4470723,0.48568305,0.94400054,0.9031646,1.1879048,1.2155248,-0.02762
63,2.1601465,2.2632165,"('unperceptive', 'insightful')",0.9145905,1.0366029,0.9204595,0.95406246,1.3317322,1.4179606,-0.0862284
