,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
71,1.9499633,2.103726,"('diffident', 'self-confident')",2.173867,2.2980852,0.31248823,0.54769427,1.4787728,1.6498351,-0.1710623
17,-1.7116566,-1.6612736,"('nasty', 'nice')",-0.23375612,-0.20055772,-0.85735524,-0.8340014,-0.9342559,-0.8986109,-0.035645
68,-1.684239,-1.5938573,"('dependent', 'independent')",-1.8567305,-2.0236678,-1.7101154,-1.6899836,-1.7503616,-1.7691695,0.0188079
45,-1.5631256,-1.3550736,"('incompetent', 'competent')",-0.79033923,-1.0996568,-0.24771038,-0.6040832,-0.8670584,-1.0196045,0.1525461
3,-1.5580796,-1.7003822,"('repellent', 'pleasant')",-1.9178175,-2.180135,0.7816696,0.3549855,-0.8980758,-1.1751773,0.2771015
39,1.5478793,1.2723283,"('exploitative', 'cooperative')",1.6234365,1.3045009,0.3769054,0.4215779,1.1827404,0.999469,0.1832714
57,-1.479634,-1.2190554,"('unimaginative', 'imaginative')",-1.0716978,-1.0552375,-3.7308762,-3.9223647,-2.0940695,-2.0655526,-0.0285169
25,1.4076715,1.5714984,"('egoistic', 'altruistic')",1.864257,2.2590017,1.191932,1.4638498,1.4879535,1.7647832,-0.2768297
10,-1.370826,-1.2838619,"('unsympathetic', 'sympathetic')",-0.8232969,-1.2479808,-0.054814696,-0.48998153,-0.7496459,-1.0072748,0.2576289
67,1.2432345,1.1039436,"('doubtful', 'determined')",0.77039677,0.48750323,0.01458047,-0.0060227737,0.6760706,0.5284747,0.1475959
33,1.2331638,1.5307796,"('wrong', 'right')",1.460033,1.7527169,-0.8148879,-0.4632648,0.626103,0.9400772,-0.3139742
55,-1.225689,-1.3109157,"('incompetent', 'clever')",-0.87266195,-1.4287649,0.48181868,-0.003864091,-0.5388441,-0.9145149,0.3756708
58,-1.1375186,-0.83357906,"('undiscriminating', 'discriminating')",-0.8947447,-0.7687398,-0.42899686,-0.42814785,-0.82042,-0.6768223,-0.1435977
9,1.1290891,1.3422712,"('unaffectionate', 'caring')",1.953308,2.2410681,0.56438947,0.9406428,1.2155955,1.507994,-0.2923985
48,-1.1023867,-0.8373412,"('unintelligent', 'intelligent')",0.40237606,0.25588956,-0.19312946,-0.32726678,-0.2977134,-0.3029062,0.0051928
28,-1.076112,-0.7851957,"('disloyal', 'loyal')",0.5164394,0.61004865,0.97087324,0.86457974,0.1370669,0.2298109,-0.092744
69,1.0302685,1.2438413,"('lazy', 'industrious')",1.4788114,1.7383898,-1.2327116,-0.5868665,0.4254561,0.7984549,-0.3729988
53,1.0182496,1.4452083,"('uncreative', 'creative')",0.69848996,1.1336561,0.2354476,0.40139273,0.6507291,0.9934191,-0.34269
56,1.0022523,0.47260115,"('impractical', 'practical')",1.0073956,0.40275025,-0.10303314,-0.5182358,0.6355382,0.1190385,0.5164997
29,-0.9899977,-0.67486155,"('unfair', 'fair')",-1.259751,-1.1168379,-1.1587126,-1.0217723,-1.1361538,-0.9378239,-0.1983299
30,-0.962792,-1.0882523,"('intolerant', 'tolerant')",-0.31821772,-0.6409103,0.26675996,0.047311857,-0.3380832,-0.5606169,0.2225337
75,-0.94960946,-0.879673,"('meek', 'impulsive')",0.53938043,0.6530097,-0.47019058,-0.3120334,-0.2934732,-0.1795656,-0.1139076
