,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
59,0.94498134,1.0470226,"('foolish', 'wise')",1.2901065,1.4660791,-0.34503046,0.023497324,0.6300191,0.845533,-0.2155139
76,-0.8828814,-1.1698049,"('anxious', 'daring')",-0.30866385,-0.70713866,0.3264031,-0.17395912,-0.2883807,-0.6836342,0.3952535
34,-0.8789904,-1.0461018,"('mean', 'honorable')",-0.15030278,-0.24970551,5.3159075,5.219958,1.4288715,1.3080502,0.1208213
40,-0.873073,-0.02239192,"('stingy', 'generous')",-0.071003444,0.40845084,-3.1918116,-2.6911888,-1.3786294,-0.7683767,-0.6102527
84,0.8620732,0.973295,"('inferior', 'superior')",1.1912409,1.1776904,0.3212203,0.37987852,0.7915115,0.8436213,-0.0521098
49,-0.846995,-0.75819623,"('unable', 'able')",-0.14558774,-0.18477309,-0.7219771,-0.85227567,-0.5715199,-0.598415,0.0268951
27,-0.8314019,-0.48059708,"('hardhearted', 'softhearted')",-0.14767842,0.026716782,0.25358853,0.5263712,-0.2418306,0.0241636,-0.2659942
87,0.81246585,0.40715986,"('unsuccessful', 'successful')",0.120391905,-0.15126151,0.45013154,0.31989208,0.4609964,0.1919301,0.2690663
81,-0.7886873,-1.2762074,"('submissive', 'aggressive')",-0.7672806,-1.4566419,-0.4727441,-1.0775517,-0.6762373,-1.2701337,0.5938964
85,0.756947,1.2517184,"('insignificant', 'prestigious')",2.1753333,2.8282566,-0.8193586,-0.3598635,0.7043072,1.2400372,-0.53573
51,-0.7511222,-0.67826176,"('uneducated', 'educated')",-1.0497993,-1.0286876,0.2335889,0.08045955,-0.5224442,-0.5421633,0.0197191
74,0.7201837,0.6135328,"('undedicated', 'dedicated')",1.0694383,0.9413258,-0.20018427,-0.13414633,0.5298126,0.4735707,0.0562419
0,-0.71979743,-0.82174724,"('unsociable', 'sociable')",-0.23291045,-0.6589604,-0.15948012,-0.36367154,-0.3707293,-0.6147931,0.2440638
15,0.7019969,0.5993308,"('boring', 'funny')",1.7601591,1.765407,0.2167261,0.17666844,0.8929607,0.8471354,0.0458253
72,0.69984776,0.57050234,"('unambitious', 'ambitious')",-0.52250797,-0.60312015,-0.5692903,-0.4997796,-0.1306502,-0.1774658,0.0468156
62,-0.68911767,-0.8172818,"('incompetent', 'brilliant')",0.048463076,-0.42953765,0.2590953,-0.052460127,-0.1271864,-0.4330932,0.3059068
1,0.65986675,1.3519182,"('unfriendly', 'friendly')",1.679105,2.361802,1.0385413,1.4322504,1.1258377,1.7153236,-0.5894859
20,-0.6035233,-0.43124393,"('rough', 'thoughtful')",-0.41727528,-0.62533116,0.58694637,0.5233161,-0.1446174,-0.177753,0.0331356
73,0.60295445,0.80137664,"('helpless', 'self-reliant')",0.77942795,1.1103783,-3.8620892,-3.525661,-0.8265689,-0.5379687,-0.2886002
31,-0.5893024,0.0059887157,"('evil', 'good')",0.18808351,0.96833277,-1.5806558,-1.0696492,-0.6606249,-0.0317759,-0.628849
8,0.56778955,0.9022059,"('unaffectionate', 'affectionate')",1.7632017,2.3248384,0.17375474,0.6631846,0.8349153,1.296743,-0.4618277
18,-0.55485636,-0.17000379,"('disagreeable', 'welcoming')",0.08298522,0.34316015,-1.0129297,-0.8027091,-0.4949336,-0.2098509,-0.2850827
66,-0.5533779,-0.41431576,"('inactive', 'active')",0.25498196,0.4041739,0.3172181,0.43677992,0.006274,0.1422127,-0.1359387
70,-0.54670423,-0.6054845,"('lethargic', 'energetic')",-0.73961145,-0.9585595,0.40640092,0.06895422,-0.2933049,-0.4983633,0.2050584
36,0.5376807,0.83526874,"('hostile', 'amicable')",0.76753014,1.4682405,-0.55330276,-0.2793604,0.250636,0.6747163,-0.4240803
7,-0.5347696,-0.4868331,"('insensitive', 'sensitive')",-0.35497144,-0.5118669,-0.05299809,-0.07321344,-0.3142464,-0.3573045,0.0430581
32,0.5274483,0.38813794,"('unkind', 'kind')",0.66816986,0.43774438,1.3534015,1.3172929,0.8496733,0.7143917,0.1352816
26,0.5229594,0.88543695,"('hardhearted', 'benevolent')",1.4640462,1.8046006,1.095656,1.3872228,1.0275539,1.3590867,-0.3315328
41,-0.5171447,-0.18847722,"('unforgiving', 'forgiving')",-0.21036088,-0.12561984,0.20820853,0.15121764,-0.173099,-0.0542931,-0.1188059
11,-0.51662403,-0.9581424,"('unhelpful', 'helpful')",-0.058615603,-0.6983876,2.4728403,2.0778623,0.6325336,0.1404441,0.4920895
4,-0.5160715,0.0849966,"('disliked', 'liked')",0.31097656,0.85482943,-7.686139,-7.399636,-2.6304113,-2.1532699,-0.4771414
82,-0.5056057,-0.66126466,"('poor', 'rich')",-1.3046242,-1.4532634,6.508505,5.9445596,1.5660917,1.2766771,0.2894146
64,-0.4808419,-0.45091304,"('shy', 'confident')",-0.5969403,-0.7631575,-6.2722855,-6.2026834,-2.4500225,-2.4722513,0.0222288
22,-0.4612822,-0.35677034,"('untrustworthy', 'trustworthy')",-0.7452809,-0.9867791,-0.9975763,-1.1052262,-0.7347132,-0.8162586,0.0815454
14,-0.44802254,-0.7211654,"('antisocial', 'social')",-0.84207344,-1.2412748,-0.18029895,-0.50234026,-0.4901317,-0.8215935,0.3314618
65,-0.3984558,-0.9230642,"('insecure', 'secure')",-0.93559736,-1.4879876,0.53849167,0.09108861,-0.2651872,-0.7733211,0.5081339
78,-0.38934332,-0.123429045,"('nonresilient', 'resilient')",0.20460638,0.2557602,-0.1142686,-0.11903876,-0.0996685,0.0044308,-0.1040993
50,-0.35071373,-0.016818076,"('clumsy', 'skillful')",-0.32611826,-0.054609768,0.21233216,0.40831876,-0.1548333,0.112297,-0.2671303
83,-0.35047716,-0.37025768,"('powerless', 'powerful')",-0.43799847,-0.7014598,-1.1988422,-1.2364655,-0.6624393,-0.7693943,0.106955
63,-0.34701854,-0.26131397,"('unperceptive', 'insightful')",-0.31042227,-0.43410325,0.23008159,0.18088903,-0.1424531,-0.1715094,0.0290563
43,-0.32782537,-0.57633126,"('irresponsible', 'responsible')",-0.21958624,-0.67367214,0.6996917,0.41853258,0.05076,-0.2771569,0.3279169
54,0.31622222,0.3536374,"('incapable', 'capable')",0.86343735,1.001949,0.98007643,0.9595429,0.7199121,0.7717098,-0.0517977
52,0.2998429,0.50063825,"('irrational', 'rational')",0.80177116,1.2385428,-0.70196825,-0.36181733,0.1332152,0.4591212,-0.325906
46,-0.29889944,-0.55753773,"('uncompetitive', 'competitive')",-0.7149328,-1.3581129,-0.36148256,-0.9123115,-0.4584382,-0.9426541,0.4842159
60,0.2965442,0.014929572,"('inefficient', 'efficient')",-0.4085049,-1.085053,0.3697382,0.039212678,0.0859258,-0.3436369,0.4295627
24,0.26860356,0.34706223,"('dishonest', 'honest')",0.8679982,0.7392638,0.6955631,0.6996125,0.6107216,0.5953128,0.0154088
5,0.26796097,0.7632066,"('distant', 'outgoing')",1.4825246,2.1117363,-1.2809944,-0.80477834,0.1564971,0.6900548,-0.5335577
19,-0.24690294,0.056904085,"('inhospitable', 'hospitable')",0.16793892,0.6054267,-0.5474063,-0.23514383,-0.2087901,0.1423957,-0.3511858
80,0.22672376,-0.19669713,"('dominated', 'dominating')",-0.2312187,-0.7834588,-0.35654914,-0.62143934,-0.120348,-0.5338651,0.4135171
47,0.20238581,-0.037417278,"('stupid', 'smart')",0.28318918,0.027217738,5.374245,5.256597,1.9532735,1.7487992,0.2044743
38,0.18845132,0.0014368836,"('untruthful', 'truthful')",0.7383152,0.6208003,0.2316155,0.18605067,0.3861274,0.2694293,0.1166981
2,0.1862969,0.12216453,"('unlikable', 'likable')",0.3619629,0.26626703,0.8003356,0.88078886,0.4495318,0.4230735,0.0264583
42,-0.18302543,0.013343271,"('unreliable', 'reliable')",-0.18771183,-0.26125276,-3.1150181,-3.0831962,-1.1619185,-1.1103686,-0.0515499
16,-0.17381452,-0.07157424,"('unpopular', 'popular')",-0.22018307,-0.15771326,0.5141304,0.43518212,0.0400443,0.0686315,-0.0285872
86,-0.14613841,0.11206938,"('uninfluential', 'influential')",0.2034334,0.18011434,-0.6579823,-0.7030373,-0.2002291,-0.1369512,-0.0632779
77,-0.1292975,-0.20886411,"('unmotivated', 'motivated')",0.30819854,-0.11272993,-0.9051008,-1.12707,-0.2420666,-0.482888,0.2408214
44,-0.11790397,-0.54756767,"('prejudiced', 'unprejudiced')",-1.0737886,-1.3836551,-0.96360826,-1.1060528,-0.7184336,-1.0124251,0.2939915
37,-0.096474886,-0.0057042073,"('fake', 'genuine')",-0.19796921,-0.17674133,0.0044927355,0.13980237,-0.0966505,-0.0142144,-0.0824361
35,0.09616752,0.3459865,"('corrupt', 'incorrupt')",0.7422194,1.2439274,-1.0925333,-0.652557,-0.0847155,0.3124523,-0.3971678
61,0.09487453,0.091053694,"('illogical', 'logical')",0.40448526,0.26335043,-0.12470174,-0.07937433,0.124886,0.0916766,0.0332094
21,-0.09236449,-0.44421375,"('immoral', 'moral')",0.10268577,-0.5415283,-0.28790286,-0.79791355,-0.0925272,-0.5945519,0.5020247
88,0.087433964,-0.005925989,"('low', 'eminent')",0.106481984,0.061924785,-0.13132237,-0.41374147,0.0208645,-0.1192476,0.1401121
23,0.06450997,-0.29987353,"('insincere', 'sincere')",0.09832764,-0.42765757,6.5314875,5.995485,2.2314417,1.7559846,0.4754571
79,0.050649416,0.10989958,"('wavering', 'unwavering')",0.8711316,1.2763214,-0.37466428,-0.28999093,0.1823723,0.36541,-0.1830377
12,-0.041433923,0.15138383,"('unsupportive', 'supportive')",1.1137444,1.065891,-2.2203002,-2.0269997,-0.3826632,-0.2699083,-0.1127549
13,0.03549006,-0.22687478,"('impolite', 'polite')",0.18868159,-0.34827045,-0.066944234,-0.43617302,0.0524091,-0.3371061,0.3895152
6,-0.0002933517,0.5215543,"('distant', 'open')",1.182392,1.9048632,-0.9334761,-0.42580053,0.0828742,0.6668723,-0.5839981
