,international_male,international_female,tuple,flavors_male,flavors_female,&_male,&_female,frag_male,frag_female,inc_male,inc_female,average_male,average_female,male-female
15,0.24779494,0.34028804,"('boring', 'funny')",1.0969331,1.1171721,0.49637252,0.47262865,0.39982727,0.4242199,0.37115052,0.37467876,0.5224157,0.5457975,-0.0233818
23,0.2205987,0.1813462,"('insincere', 'sincere')",0.56891054,0.49793518,0.46769387,0.4349798,-1.4548557,-1.5895512,4.7185054,4.7015066,0.9041706,0.8452433,0.0589273
49,-0.21410993,-0.35889152,"('unable', 'able')",0.2807491,0.1910102,0.029629521,0.018367663,-0.0781618,-0.1454661,-0.26406163,-0.40998176,-0.0491909,-0.1409923,0.0918014
58,-0.2050006,-0.15623471,"('undiscriminating', 'discriminating')",-0.030833203,0.0513696,-0.5916307,-0.694343,-0.7692788,-0.73329234,-0.25222477,-0.07184946,-0.3697936,-0.32087,-0.0489236
28,-0.17964338,-0.16923097,"('disloyal', 'loyal')",0.2524504,0.14315692,0.85684866,0.84263504,-1.8452467,-1.8153447,0.46951163,0.5558543,-0.0892159,-0.0885859,-0.00063
72,-0.14108574,-0.22074522,"('unambitious', 'ambitious')",-0.7031102,-0.7573389,-0.5970424,-0.7039081,-0.8407617,-0.887731,-1.0332001,-1.0755465,-0.6630401,-0.7290539,0.0660138
54,0.1348277,0.11259122,"('incapable', 'capable')",1.1133481,1.0338304,0.14685163,0.15984029,-0.25271267,-0.28580877,1.2760395,1.2905619,0.4836709,0.462203,0.0214679
0,0.13148381,0.23912567,"('unsociable', 'sociable')",1.0345819,1.1128151,1.6398785,1.582107,-0.72283924,-0.66542083,-0.40411675,-0.4217361,0.3357977,0.3693782,-0.0335805
36,-0.12970686,0.009502396,"('hostile', 'amicable')",-1.3129286,-1.1666254,-2.0739446,-1.9176612,-0.85666424,-0.6908419,-0.26827854,0.13922131,-0.9283046,-0.725281,-0.2030236
59,-0.12851398,-0.19186892,"('foolish', 'wise')",0.42348382,0.32728398,0.12310324,0.1859316,0.019982766,0.13639383,0.430189,0.45854157,0.173649,0.1832564,-0.0096074
45,0.12481459,0.04061894,"('incompetent', 'competent')",0.16086468,0.18054287,1.2887768,1.1433648,-0.36323607,-0.46976504,-0.18926306,-0.21816659,0.2043914,0.135319,0.0690724
38,-0.120713316,-0.20126697,"('untruthful', 'truthful')",0.70347005,0.5949983,0.13138163,0.07088529,-0.4970159,-0.5453408,0.14295962,0.15334782,0.0720164,0.0145247,0.0574917
6,-0.119268924,0.052999698,"('distant', 'open')",0.89302164,0.9648028,-0.5684536,-0.4566404,-0.66098845,-0.5445462,0.22453049,0.45445636,-0.0462318,0.0942145,-0.1404463
32,0.11137226,0.0956697,"('unkind', 'kind')",0.7589138,0.65131056,1.0436424,1.013346,-0.7084745,-0.7815478,0.7185869,0.68465656,0.3848082,0.332687,0.0521212
22,-0.10583344,-0.057915457,"('untrustworthy', 'trustworthy')",0.02259735,-0.038056906,2.0515003,1.9449155,0.6366949,0.49962792,-0.7204956,-0.67679226,0.3768927,0.3343558,0.0425369
37,0.09708982,0.28178164,"('fake', 'genuine')",0.99307936,0.96759695,0.43511593,0.52911603,0.742559,0.7049672,0.46135947,0.5653036,0.5458407,0.6097531,-0.0639124
47,-0.076699935,-0.1478004,"('stupid', 'smart')",1.2486339,1.1592779,1.4226959,1.4004776,0.41225216,0.34354213,4.7612867,4.7172904,1.5536337,1.4945576,0.0590761
83,0.074420944,0.009419899,"('powerless', 'powerful')",0.4706538,0.36027244,-0.20350549,-0.25395304,-0.38517448,-0.3838266,-0.8022622,-0.81211746,-0.1691735,-0.2160409,0.0468674
75,-0.0657932,-0.263876,"('meek', 'impulsive')",-1.0687889,-1.1200259,-0.5323011,-0.51956284,0.47539854,0.37198445,-0.06662442,-0.098898076,-0.2516218,-0.3260756,0.0744538
40,0.06421709,0.19408262,"('stingy', 'generous')",-0.18440677,-0.19066516,-0.98454326,-0.9817057,-1.0250479,-1.1277198,-1.8178927,-1.7623479,-0.7895347,-0.7736712,-0.0158635
48,0.04261203,-0.0026949607,"('unintelligent', 'intelligent')",-0.4212186,-0.3871388,-0.6253719,-0.70029444,-1.5279714,-1.6300194,0.5751111,0.5575115,-0.3913678,-0.4325272,0.0411594
55,-0.040406607,-0.1323602,"('incompetent', 'clever')",0.7697559,0.72646874,2.1050415,1.9226738,-0.33703274,-0.53174216,0.38000232,0.17121825,0.5754721,0.4312517,0.1442204
50,-0.03950064,-0.029895548,"('clumsy', 'skillful')",-0.39391333,-0.46787408,1.0293728,1.0615613,-0.10310526,-0.14397821,0.73955333,0.78871626,0.2464814,0.241706,0.0047754
30,-0.037293926,-0.018255942,"('intolerant', 'tolerant')",1.243078,1.2199281,0.71316326,0.68250346,-0.1631772,-0.13448712,0.8100754,0.7099507,0.5131691,0.4919278,0.0212413
81,0.036657587,-0.2084075,"('submissive', 'aggressive')",0.051654667,-0.21852088,1.6686009,1.3826326,-0.33353388,-0.52088803,-0.8026656,-1.2303219,0.1241427,-0.1591011,0.2832438
7,0.02977904,-0.035432294,"('insensitive', 'sensitive')",-0.09195716,-0.18550335,0.7582458,0.6090828,-0.51914835,-0.73625714,0.36996335,0.19353089,0.1093765,-0.0309158,0.1402923
