,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
39,1.3975303,1.4539515,"('exploitative', 'cooperative')",1.6184961,1.4827867,1.0009716,0.87583613,1.3389994,1.270858,0.0681414
0,-1.2754226,-1.2127781,"('unsociable', 'sociable')",-0.26324528,-0.29646713,-0.19457668,-0.18769823,-0.5777482,-0.5656478,-0.0121004
33,1.2747207,1.2866075,"('wrong', 'right')",1.2907021,1.2895309,-0.379027,-0.19285211,0.7287985,0.7944288,-0.0656303
63,1.2034901,1.106647,"('unperceptive', 'insightful')",0.5178069,0.3604653,0.034464464,-0.14622356,0.5852538,0.4402963,0.1449575
27,1.1039546,1.2877281,"('hardhearted', 'softhearted')",0.057923466,0.08739768,1.0712302,1.1714492,0.7443693,0.8488584,-0.1044891
42,1.0981407,0.9987994,"('unreliable', 'reliable')",-0.08235264,-0.20889105,-2.22132,-2.361659,-0.4018439,-0.5239169,0.122073
81,-1.0584589,-1.0935986,"('submissive', 'aggressive')",-1.2369912,-1.3320309,-0.9917528,-1.169824,-1.0957344,-1.1984846,0.1027502
44,-1.0457772,-1.0712056,"('prejudiced', 'unprejudiced')",-0.90151525,-0.84321314,-0.85561776,-0.80149674,-0.9343034,-0.9053051,-0.0289983
73,1.0418302,0.9770869,"('helpless', 'self-reliant')",0.7095703,0.7046712,-3.362318,-3.1736403,-0.5369725,-0.497294,-0.0396785
47,-1.0076371,-0.7678593,"('stupid', 'smart')",0.31052688,0.44124874,5.0711446,5.083417,1.4580115,1.5856021,-0.1275906
37,0.99521863,0.84793484,"('fake', 'genuine')",-0.40944797,-0.4299838,-0.04376015,0.039210584,0.1806702,0.1523872,0.028283
24,0.98370767,1.1787101,"('dishonest', 'honest')",0.19268781,0.1743234,1.0426399,1.0724255,0.7396784,0.8084863,-0.0688079
26,0.97927606,1.2598759,"('hardhearted', 'benevolent')",2.0302699,2.083861,1.4188286,1.3843259,1.4761248,1.576021,-0.0998962
16,-0.97857124,-0.99116516,"('unpopular', 'popular')",-0.013296682,0.02433796,0.25806114,0.31471473,-0.2446022,-0.2173708,-0.0272314
7,0.9754282,1.0053174,"('insensitive', 'sensitive')",0.51471704,0.46583873,0.28612077,0.30487078,0.5920887,0.592009,7.97e-05
49,-0.9127814,-0.93115306,"('unable', 'able')",-0.8240651,-0.82599515,-0.7845539,-0.7092292,-0.8404668,-0.8221258,-0.018341
82,-0.9008452,-0.8125593,"('poor', 'rich')",-0.19595687,-0.15356609,5.7398887,5.828271,1.5476955,1.6207151,-0.0730196
9,0.88811475,1.0544311,"('unaffectionate', 'caring')",0.6010386,0.58547866,0.88297445,1.1592342,0.7907093,0.9330479,-0.1423386
85,0.858269,0.80049074,"('insignificant', 'prestigious')",0.5951151,0.59429455,-0.58399475,-0.39163914,0.2897965,0.3343821,-0.0445856
25,0.8293356,0.734356,"('egoistic', 'altruistic')",1.1727517,1.215708,1.3232192,1.3776293,1.1084355,1.1092311,-0.0007956
40,0.8274705,0.9165635,"('stingy', 'generous')",0.051698904,0.15449232,-2.1953318,-2.1782124,-0.4387208,-0.3690522,-0.0696686
67,0.8168216,0.73207486,"('doubtful', 'determined')",-0.48923346,-0.49722353,-0.27125987,-0.33704785,0.0187761,-0.0340655,0.0528416
74,0.81584936,0.75621456,"('undedicated', 'dedicated')",1.0908382,0.8904232,0.043558612,-0.05679515,0.650082,0.5299475,0.1201345
69,0.79983777,0.6873044,"('lazy', 'industrious')",0.69850814,0.59933263,-0.6917452,-0.7323048,0.2688669,0.1847774,0.0840895
64,-0.79213256,-0.8253295,"('shy', 'confident')",-0.37096268,-0.524127,-5.487607,-5.625841,-2.2169008,-2.3250993,0.1081985
12,0.753096,0.670214,"('unsupportive', 'supportive')",0.24404171,0.07604253,-2.0070143,-1.9952096,-0.3366255,-0.4163177,0.0796922
72,0.74774754,0.8867071,"('unambitious', 'ambitious')",0.32383615,0.30701104,-0.35636947,-0.17558804,0.2384048,0.3393767,-0.1009719
87,-0.7420022,-0.99672925,"('unsuccessful', 'successful')",0.11673851,-0.12214223,0.09403956,-0.07513172,-0.1770747,-0.3980011,0.2209264
13,-0.6869569,-0.64641726,"('impolite', 'polite')",0.12282796,0.09065659,-0.064279266,-0.17855015,-0.2094694,-0.2447703,0.0353009
4,-0.68415254,-0.6577707,"('disliked', 'liked')",0.5380621,0.50134945,-7.127796,-7.125399,-2.4246289,-2.4272734,0.0026445
71,0.6315076,0.6049876,"('diffident', 'self-confident')",1.7958664,1.7633665,0.50324184,0.59794587,0.9768719,0.9887667,-0.0118948
28,0.6258618,0.5136682,"('disloyal', 'loyal')",-0.09827366,-0.25369015,0.80884254,0.8592417,0.4454769,0.3730733,0.0724036
23,0.62479377,0.68586046,"('insincere', 'sincere')",-0.17340012,-0.27392244,5.4760213,5.562759,1.975805,1.9915657,-0.0157607
58,0.61947536,0.5720455,"('undiscriminating', 'discriminating')",0.1546829,0.21849711,-0.024148576,-0.20108598,0.2500032,0.1964855,0.0535177
17,-0.6168556,-0.5436998,"('nasty', 'nice')",0.05435811,0.0034765936,-0.35328943,-0.34629244,-0.3052623,-0.2955052,-0.0097571
57,-0.59359646,-0.61782086,"('unimaginative', 'imaginative')",-0.507563,-0.62241155,-3.5689704,-3.548243,-1.5567099,-1.5961585,0.0394486
65,-0.5887823,-0.5449326,"('insecure', 'secure')",-0.07792456,-0.16257873,0.42242655,0.30546564,-0.0814268,-0.1340152,0.0525884
75,-0.58792317,-0.6184388,"('meek', 'impulsive')",0.057816572,0.10169245,-0.6993415,-0.5425983,-0.409816,-0.3531149,-0.0567011
22,-0.5843848,-0.36035317,"('untrustworthy', 'trustworthy')",-0.19639602,-0.14487436,-0.47356185,-0.46509755,-0.4181142,-0.3234417,-0.0946725
80,-0.58188105,-0.7912487,"('dominated', 'dominating')",-0.27875924,-0.44709083,-0.596454,-0.79789394,-0.4856981,-0.6787445,0.1930464
14,-0.572352,-0.35161987,"('antisocial', 'social')",-0.48096418,-0.43407193,-0.4309081,-0.451642,-0.4947414,-0.4124446,-0.0822968
45,-0.55160975,-0.448175,"('incompetent', 'competent')",-0.94288576,-0.8905054,-0.4470769,-0.4974103,-0.6471908,-0.6120302,-0.0351606
2,0.5469222,0.53464687,"('unlikable', 'likable')",0.43098223,0.37234002,0.97512156,0.86525,0.6510087,0.5907456,0.0602631
66,0.5277594,0.39044636,"('inactive', 'active')",0.050177135,-0.11067872,0.9738647,0.8070125,0.5172671,0.36226,0.1550071
20,0.5224263,0.5347769,"('rough', 'thoughtful')",-0.33242705,-0.3209904,0.5806627,0.61641467,0.2568873,0.2767337,-0.0198464
70,-0.48029202,-0.40373603,"('lethargic', 'energetic')",-0.52519816,-0.5390394,0.49414945,0.24256806,-0.1704469,-0.2334024,0.0629555
79,0.4793893,0.29395148,"('wavering', 'unwavering')",-0.82240736,-0.9566286,-0.6712641,-0.67431813,-0.3380941,-0.4456651,0.107571
56,0.46436286,0.4583035,"('impractical', 'practical')",0.5197534,0.44490755,-0.47699597,-0.4804473,0.1690401,0.1409213,0.0281188
43,-0.46019515,-0.41259867,"('irresponsible', 'responsible')",-0.03007449,-0.1409165,0.5314192,0.47805694,0.0137165,-0.0251528,0.0388693
32,0.45782018,0.56349015,"('unkind', 'kind')",0.060172103,-0.058349855,0.92380905,0.9784754,0.4806004,0.4945385,-0.0139381
52,-0.41748697,-0.39330065,"('irrational', 'rational')",0.7693092,0.7377537,0.055066176,0.2591695,0.1356295,0.2012075,-0.065578
36,-0.41498068,-0.45289427,"('hostile', 'amicable')",0.55818194,0.6562392,0.08617364,0.28315452,0.0764583,0.1621665,-0.0857082
3,-0.41360244,-0.34222507,"('repellent', 'pleasant')",-0.49083418,-0.40173852,0.69626576,0.6175771,-0.0693903,-0.0421288,-0.0272615
31,-0.4134914,-0.23170823,"('evil', 'good')",0.1719833,0.32591948,-0.79316455,-0.6448553,-0.3448909,-0.183548,-0.1613429
77,0.4094913,0.09168242,"('unmotivated', 'motivated')",0.18587205,0.07869694,-1.1873081,-1.247197,-0.1973149,-0.3589392,0.1616243
10,0.39076254,0.36496186,"('unsympathetic', 'sympathetic')",-0.8183427,-0.96730196,-0.14141355,-0.21833235,-0.1896646,-0.2735575,0.0838929
18,0.35404193,0.49928766,"('disagreeable', 'welcoming')",0.3832665,0.48315284,-0.49752268,-0.41021967,0.0799286,0.1907403,-0.1108117
19,0.3523017,0.46793595,"('inhospitable', 'hospitable')",0.057768803,-0.014064215,-0.5073635,-0.40222996,-0.032431,0.0172139,-0.0496449
29,-0.3497807,-0.30834243,"('unfair', 'fair')",-0.122250155,-0.038945176,-0.3946799,-0.42063543,-0.2889036,-0.2559743,-0.0329293
38,0.3446269,0.21453929,"('untruthful', 'truthful')",0.058365397,-0.11273369,-0.08694109,-0.047459163,0.1053504,0.0181155,0.0872349
35,-0.29713988,-0.385407,"('corrupt', 'incorrupt')",0.14243895,0.049426097,-0.58271235,-0.48784155,-0.2458044,-0.2746075,0.0288031
5,-0.28313208,-0.14439204,"('distant', 'outgoing')",0.80828345,0.7969617,-0.54623026,-0.401716,-0.0070263,0.0836179,-0.0906442
84,0.23373444,0.24924006,"('inferior', 'superior')",-0.01462684,-0.0062359236,0.45701513,0.37056157,0.2253742,0.2045219,0.0208523
78,-0.22888811,-0.42975256,"('nonresilient', 'resilient')",-0.16403583,-0.26523763,-0.4130641,-0.57904583,-0.2686627,-0.4246786,0.1560159
76,0.21928704,0.14255223,"('anxious', 'daring')",-1.0474389,-1.1408018,-0.08062504,-0.24783646,-0.3029256,-0.415362,0.1124364
53,-0.21404356,-0.3041461,"('uncreative', 'creative')",0.65310603,0.5754279,0.54761493,0.56748956,0.3288925,0.2795904,0.0493021
1,0.21254224,0.3710432,"('unfriendly', 'friendly')",1.5713295,1.6622784,1.3602563,1.6734384,1.0480426,1.2355866,-0.187544
59,-0.18961316,-0.25666454,"('foolish', 'wise')",0.4175432,0.22046185,0.29888612,0.42147383,0.1756054,0.1284237,0.0471817
15,-0.18665427,-0.044289634,"('boring', 'funny')",-0.041636087,0.07760658,0.08039974,0.02452169,-0.0492969,0.0192795,-0.0685764
55,-0.18276878,-0.12780693,"('incompetent', 'clever')",-1.2611021,-1.2682863,0.10377539,-0.029957172,-0.4466985,-0.4753501,0.0286516
62,0.1814493,0.26508662,"('incompetent', 'brilliant')",-0.2209077,-0.29670286,-0.2604935,-0.29007027,-0.099984,-0.1072288,0.0072448
51,-0.1764207,-0.17120755,"('uneducated', 'educated')",-0.14883694,-0.18572284,0.10712924,-0.023436835,-0.0727095,-0.1267891,0.0540796
61,-0.1661857,-0.12903588,"('illogical', 'logical')",0.06549493,-0.118005835,0.3382556,0.1961683,0.0791883,-0.0169578,0.0961461
86,-0.16582412,-0.21270874,"('uninfluential', 'influential')",0.52257437,0.33348858,-0.2640203,-0.2970474,0.03091,-0.0587559,0.0896659
50,0.15867043,-0.20790227,"('clumsy', 'skillful')",-0.5614177,-0.72181123,-0.23023598,-0.21708614,-0.2109944,-0.3822665,0.1712721
68,-0.1506599,-0.2253002,"('dependent', 'independent')",-0.9419507,-1.0042747,-1.2334862,-1.4343063,-0.7753656,-0.8879604,0.1125948
54,0.13782054,0.11343145,"('incapable', 'capable')",-0.19081844,-0.33567187,0.64721274,0.65884906,0.1980716,0.1455362,0.0525354
34,0.121445894,0.12307577,"('mean', 'honorable')",0.7027791,0.7069389,5.106189,5.0490823,1.9768046,1.959699,0.0171056
46,0.10886196,-0.025528595,"('uncompetitive', 'competitive')",0.054967683,-0.15839978,-1.0199728,-1.2209895,-0.2853811,-0.4683059,0.1829248
21,0.0963728,0.022132691,"('immoral', 'moral')",-0.120991156,-0.20359442,-0.64423305,-0.77226806,-0.2229505,-0.3179099,0.0949594
41,-0.09232023,0.17241484,"('unforgiving', 'forgiving')",0.33586347,0.4329217,0.34065422,0.3696293,0.1947325,0.3249886,-0.1302561
88,-0.08737892,-0.0656499,"('low', 'eminent')",-0.2390285,-0.29381105,-0.63195014,-0.5652816,-0.3194525,-0.3082475,-0.011205
83,0.07981737,0.014167927,"('powerless', 'powerful')",0.33423823,0.21262002,-1.1133605,-1.0282891,-0.2331016,-0.2671671,0.0340655
48,0.07959747,0.03725607,"('unintelligent', 'intelligent')",-0.31311524,-0.35023138,-0.4047074,-0.4311057,-0.2127417,-0.248027,0.0352853
8,0.07310692,0.27093896,"('unaffectionate', 'affectionate')",0.2590006,0.3036942,0.05914475,0.43671572,0.1304174,0.3371163,-0.2066989
60,0.046259735,0.12553373,"('inefficient', 'efficient')",-0.073733315,-0.1358067,-0.054927364,-0.14145708,-0.027467,-0.0505767,0.0231097
30,0.026005793,0.21380445,"('intolerant', 'tolerant')",-0.016465634,-0.0026663616,0.3449259,0.40269756,0.1181554,0.2046119,-0.0864565
11,-0.023392305,-0.12315036,"('unhelpful', 'helpful')",0.10259403,-0.11249715,1.7236333,1.6810627,0.600945,0.481805,0.11914
6,0.021864466,0.18140718,"('distant', 'open')",0.5735155,0.6344407,0.059916615,0.25512296,0.2184322,0.3569903,-0.1385581
