,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
8,-2.0786343,-1.6055022,"('unaffectionate', 'affectionate')",0.53828853,0.64846784,-0.21431446,-0.10228008,0.16904318,0.40553823,-0.3964042,-0.1634441,-0.2329601
23,2.0669687,1.87941,"('insincere', 'sincere')",0.13900176,0.07765216,1.0116792,1.0057405,6.774971,6.652353,2.4981551,2.403789,0.0943661
52,-2.0172243,-1.637674,"('irrational', 'rational')",0.45009366,0.58334583,-1.5020224,-1.5280824,-0.8266613,-0.6799973,-0.9739536,-0.8156019,-0.1583517
7,1.9697278,1.5975349,"('insensitive', 'sensitive')",0.3668576,0.28667995,1.2016383,1.1511285,1.3988264,1.2984569,1.2342625,1.0834501,0.1508124
81,1.9400711,1.3697641,"('submissive', 'aggressive')",0.53115153,0.24427757,2.7725854,2.6422236,0.2989423,0.065703735,1.3856875,1.0804923,0.3051952
14,1.9000345,1.3338804,"('antisocial', 'social')",1.1942413,1.0490345,1.771621,1.6850864,-0.20084473,-0.48197642,1.1662631,0.8965062,0.2697569
42,1.7796421,1.6133461,"('unreliable', 'reliable')",1.1346844,1.1762815,2.0882463,2.06123,-2.4425724,-2.6052706,0.6400002,0.5613968,0.0786034
4,-1.7694169,-1.5021954,"('disliked', 'liked')",0.4222524,0.44101983,-0.30439106,-0.35104814,-6.8938885,-6.848769,-2.1363611,-2.0652483,-0.0711128
76,1.7084461,1.2357491,"('anxious', 'daring')",-0.41827083,-0.53931767,1.1617754,1.094429,0.6698371,0.54305464,0.7804469,0.5834787,0.1969682
45,1.6664169,1.2634765,"('incompetent', 'competent')",-0.88044566,-1.0040532,0.27444947,0.28865457,0.10814625,-0.15096468,0.2921417,0.0992783,0.1928634
25,-1.6126407,-1.1985943,"('egoistic', 'altruistic')",0.38585037,0.59603,-0.24915239,-0.094811365,0.95784605,1.1992515,-0.1295242,0.125469,-0.2549932
11,1.5710963,1.3928508,"('unhelpful', 'helpful')",-0.26008326,-0.32107747,0.24347164,0.3246766,2.3379383,2.3461177,0.9731057,0.9356419,0.0374638
32,1.4739413,1.4271307,"('unkind', 'kind')",-0.20892398,-0.10651867,1.1482835,1.2332609,1.4171197,1.4196837,0.9576052,0.9933892,-0.035784
83,1.3981134,1.3395774,"('powerless', 'powerful')",1.0895034,1.1094815,0.36267978,0.33861968,-0.80709606,-0.8299482,0.5108001,0.4894326,0.0213675
16,-1.3977106,-1.2664585,"('unpopular', 'popular')",-0.10551071,-0.02270025,-0.23161432,-0.26765573,0.45679235,0.5229175,-0.3195108,-0.2584743,-0.0610365
73,1.3430219,1.706633,"('helpless', 'self-reliant')",1.6011728,1.6836172,0.04458347,0.18793073,-3.7146158,-3.552485,-0.1814594,0.006424,-0.1878834
69,-1.3391795,-1.2825874,"('lazy', 'industrious')",1.2711428,1.3502033,0.36891836,0.40119973,-1.0179272,-0.8745397,-0.1792614,-0.101431,-0.0778304
77,1.313435,1.0293618,"('unmotivated', 'motivated')",0.8585693,0.8880914,1.2811048,1.3398426,-0.71599674,-0.71335816,0.6842781,0.6359844,0.0482937
72,1.3024428,1.2412508,"('unambitious', 'ambitious')",0.46410632,0.4532575,0.8515047,0.8069724,-0.4184349,-0.4761124,0.5499048,0.5063421,0.0435627
74,1.2987566,1.2994485,"('undedicated', 'dedicated')",0.7167596,0.8730514,1.096223,1.2422091,0.24326524,0.39312848,0.8387511,0.9519594,-0.1132083
75,-1.2853084,-1.2452673,"('meek', 'impulsive')",0.22679472,0.24434912,-0.50111187,-0.57561755,-0.6058987,-0.5612035,-0.5413811,-0.5344348,-0.0069463
24,1.2712284,1.4047261,"('dishonest', 'honest')",-0.026186854,0.12714158,-0.27452517,-0.091397464,1.1318777,1.1255863,0.5255985,0.6415141,-0.1159156
67,1.1921333,1.0855247,"('doubtful', 'determined')",0.25778386,0.17195517,0.6924244,0.6401917,-0.5825605,-0.64067584,0.3899453,0.3142489,0.0756964
22,1.182771,0.8405833,"('untrustworthy', 'trustworthy')",-0.152475,-0.2709787,1.1802251,1.0521631,-0.35899448,-0.58767664,0.4628817,0.2585228,0.2043589
84,1.1717311,1.2644588,"('inferior', 'superior')",0.31990284,0.3927777,0.11107295,0.16280074,0.28721678,0.40479904,0.4724809,0.5562091,-0.0837282
61,1.1431042,1.0886708,"('illogical', 'logical')",1.0047331,1.1227733,0.4992708,0.5524585,0.28537822,0.28619745,0.7331216,0.762525,-0.0294034
2,1.096883,1.1919091,"('unlikable', 'likable')",2.4813437,2.56847,1.7373625,1.7871264,0.5586138,0.6612947,1.4685508,1.5522001,-0.0836493
53,-1.0670983,-0.84397924,"('uncreative', 'creative')",1.0977141,1.2663753,0.18540365,0.2359997,1.0862291,1.1794362,0.3255621,0.459458,-0.1338959
59,-0.96815795,-0.59129167,"('foolish', 'wise')",1.2728367,1.3155982,-1.2394758,-1.2129565,0.0385939,0.29100183,-0.2240508,-0.049412,-0.1746388
63,0.95020777,0.8025697,"('unperceptive', 'insightful')",1.2820139,1.3229707,2.8853528,2.9063768,1.5958543,1.5378871,1.6783572,1.6424512,0.035906
87,0.9443753,0.5221089,"('unsuccessful', 'successful')",1.2775873,1.1191074,1.5322499,1.4595382,0.91201997,0.9265082,1.166558,1.0068157,0.1597423
79,-0.9289057,-0.7223827,"('wavering', 'unwavering')",0.23407777,0.3431212,-1.1691364,-1.1574755,-0.5724648,-0.40795407,-0.6091073,-0.4861728,-0.1229345
58,0.9225049,0.80236256,"('undiscriminating', 'discriminating')",1.5480931,1.5176334,1.2619905,1.2797434,0.036414884,-0.034238607,0.9422508,0.8913752,0.0508756
34,0.8892135,0.8924312,"('mean', 'honorable')",0.16196936,0.29828793,0.80986047,0.88819677,6.325063,6.3892336,2.0465267,2.1170373,-0.0705106
47,0.86887497,0.5973049,"('stupid', 'smart')",0.54630256,0.58829796,0.66967976,0.70539063,6.3703485,6.333897,2.1138015,2.0562227,0.0575788
78,-0.8202901,-0.8671744,"('nonresilient', 'resilient')",0.9792527,1.0025312,1.747007,1.7374046,0.32359353,0.38442007,0.5573908,0.5642954,-0.0069046
3,0.73928404,0.5595918,"('repellent', 'pleasant')",-0.79848343,-0.85173464,1.3570771,1.2219293,0.644029,0.43722877,0.4854767,0.3417538,0.1437229
37,0.7329136,0.58842677,"('fake', 'genuine')",-0.65921307,-0.6771435,0.040172894,0.023646627,0.42822227,0.37202397,0.1355239,0.0767385,0.0587854
29,-0.66231185,-0.51526153,"('unfair', 'fair')",-0.39804563,-0.31420788,-0.51692724,-0.5773695,-1.0148411,-1.1509063,-0.6480315,-0.6394363,-0.0085952
9,-0.61530155,-0.11220903,"('unaffectionate', 'caring')",1.2024738,1.3747984,0.58698094,0.7913051,1.1930295,1.444454,0.5917957,0.8745871,-0.2827914
0,0.58605474,0.32241386,"('unsociable', 'sociable')",-0.37871736,-0.4170449,0.9062744,0.93404996,0.080437064,-0.1372443,0.2985122,0.1755437,0.1229685
48,0.54459006,0.37761897,"('unintelligent', 'intelligent')",-1.2595706,-1.2908361,-0.62281674,-0.5451004,0.5533511,0.5964526,-0.1961115,-0.2154662,0.0193547
41,0.5283033,0.714727,"('unforgiving', 'forgiving')",0.87329626,0.89547586,0.80545723,0.819986,0.21637191,0.05215677,0.6058573,0.6205863,-0.014729
64,0.5212076,0.41585273,"('shy', 'confident')",1.0342532,0.87432617,1.9172573,1.798765,-6.240583,-6.4972825,-0.6919662,-0.8520846,0.1601184
86,0.5100237,0.33882508,"('uninfluential', 'influential')",-0.44806707,-0.44239008,0.7249158,0.76875055,0.47395876,0.33595195,0.3152078,0.2502844,0.0649234
28,0.49636948,0.5717716,"('disloyal', 'loyal')",0.08006351,0.12709194,-0.2551403,-0.09127302,0.88667405,1.0347387,0.3019917,0.4105823,-0.1085906
19,-0.47088143,-0.14717126,"('inhospitable', 'hospitable')",-0.18844163,-0.00039837696,-1.6404802,-1.4545871,-0.5403905,-0.34907153,-0.7100484,-0.4878071,-0.2222413
20,0.42984414,0.30812478,"('rough', 'thoughtful')",-0.03777116,0.0003430918,0.69781166,0.6352587,0.9383938,0.96498847,0.5070696,0.4771788,0.0298908
49,-0.40633926,-0.33324647,"('unable', 'able')",-1.109128,-1.0037594,-0.3261709,-0.2742697,-0.072758585,0.07711254,-0.4785992,-0.3835407,-0.0950585
38,0.3806504,0.5134052,"('untruthful', 'truthful')",0.9383838,1.0750585,0.15125468,0.24012779,0.08804241,0.20628685,0.3895828,0.5087196,-0.1191368
44,-0.32109696,-0.50710815,"('prejudiced', 'unprejudiced')",-0.4926589,-0.5052753,-0.38670594,-0.43083718,-1.4988109,-1.5383121,-0.6748182,-0.7453831,0.0705649
68,0.2987334,0.23847532,"('dependent', 'independent')",-1.7637918,-1.6623027,0.14187594,0.18717362,-0.47125542,-0.51495177,-0.4486094,-0.4379014,-0.010708
50,0.2836858,0.27261937,"('clumsy', 'skillful')",0.98191845,1.1145446,0.36601004,0.43965754,0.13927886,0.31048676,0.4427233,0.5343271,-0.0916038
26,0.23675594,0.47827768,"('hardhearted', 'benevolent')",1.8425812,1.8788126,0.5044737,0.7106037,1.1178143,1.303151,0.9254063,1.0927112,-0.1673049
18,-0.20366646,0.09980284,"('disagreeable', 'welcoming')",-0.036531277,0.09130866,-0.5764663,-0.38789448,-0.6035276,-0.5521965,-0.3550479,-0.1872449,-0.167803
33,0.18604931,0.3528454,"('wrong', 'right')",1.7034036,1.7409271,-0.2253174,-0.11219299,-0.9182824,-0.68824315,0.1864633,0.3233341,-0.1368708
27,-0.1529431,-0.029007941,"('hardhearted', 'softhearted')",-0.65904355,-0.54007083,-0.3420701,-0.24191782,1.4345169,1.4369539,0.070115,0.1564893,-0.0863743
40,0.11949079,0.23534186,"('stingy', 'generous')",1.6165053,1.6369889,0.9359904,0.88707143,-1.7354573,-1.8891625,0.2341323,0.2175599,0.0165724
15,-0.10860887,-0.08690728,"('boring', 'funny')",0.5327761,0.47956884,-0.8220971,-0.79012156,0.15527365,0.22805177,-0.0606641,-0.0423521,-0.018312
54,-0.096101284,-0.051000837,"('incapable', 'capable')",1.1170911,1.2085658,0.33866528,0.37272376,1.0274205,1.2045264,0.5967689,0.6837038,-0.0869349
57,0.073171966,-0.18477556,"('unimaginative', 'imaginative')",-0.4272143,-0.5198914,-0.15265374,-0.2544344,-2.5827093,-2.730061,-0.7723513,-0.9222906,0.1499393
88,-0.056903444,-0.06032465,"('low', 'eminent')",-0.9915612,-0.9129711,-1.0035712,-0.83676314,0.08373857,0.2705482,-0.4920743,-0.3848777,-0.1071966
71,0.055577904,0.35303122,"('diffident', 'self-confident')",1.6658436,1.7644862,0.7451654,0.9050319,0.4675277,0.60307103,0.7335286,0.9064051,-0.1728765
82,-0.045788854,-0.21542576,"('poor', 'rich')",-0.60113317,-0.50723493,0.050537735,0.12608224,6.8693194,6.9204893,1.5682337,1.5809777,-0.012744
66,0.044311166,-0.16299197,"('inactive', 'active')",1.4404063,1.4908988,1.6537421,1.6323115,0.68426156,0.7902887,0.9556803,0.9376268,0.0180535
17,0.04183934,0.13181739,"('nasty', 'nice')",-0.45573032,-0.46885177,-1.0481879,-1.1081944,-0.40695438,-0.46530375,-0.4672583,-0.4776331,0.0103748
