,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
31,-3.3878868,-2.875226,"('evil', 'good')",-0.32369345,-0.18508235,-1.9114484,-1.8565536,-1.778078,-1.6870241,-1.8502767,-1.6509715,-0.1993052
6,-3.2138972,-2.4741292,"('distant', 'open')",-0.0029196143,0.39012194,-1.7650611,-1.5276213,-0.22316228,0.035843913,-1.3012601,-0.8939462,-0.4073139
70,3.0314043,2.558903,"('lethargic', 'energetic')",0.04114049,0.055134,1.8521016,1.8079954,1.5714788,1.3830165,1.6240313,1.4512622,0.1727691
60,2.8954146,2.5647368,"('inefficient', 'efficient')",-0.61306113,-0.55399585,1.6871202,1.8082664,0.8745181,0.7045288,1.2109979,1.1308841,0.0801138
39,2.7107975,2.6823802,"('exploitative', 'cooperative')",0.68176407,0.7624975,1.4582922,1.4510442,0.1381967,0.1120642,1.2472627,1.2519965,-0.0047338
36,-2.6999226,-2.2510443,"('hostile', 'amicable')",0.5648512,0.6884477,-1.5886424,-1.5708755,-0.5608316,-0.37534392,-1.0711364,-0.8772039,-0.1939325
21,2.656006,2.167564,"('immoral', 'moral')",0.32431597,0.2163859,1.1948091,1.1561689,-0.50106907,-0.53752494,0.9185156,0.7506484,0.1678672
62,2.6182034,2.3530903,"('incompetent', 'brilliant')",0.27786034,0.2914542,1.1201049,1.2303449,0.85880476,0.7638546,1.2187433,1.159686,0.0590573
46,2.5879982,1.9182334,"('uncompetitive', 'competitive')",0.46087474,0.3513349,2.6327128,2.4701848,-0.09986979,-0.23965517,1.395429,1.1250244,0.2704046
65,2.519266,2.0778759,"('insecure', 'secure')",-0.68196726,-0.7859658,1.353066,1.2350457,0.5037334,0.26586843,0.9235245,0.698206,0.2253185
5,-2.490832,-1.8333077,"('distant', 'outgoing')",0.90728414,1.2065719,-1.1972878,-0.9891109,-0.7329572,-0.47739434,-0.8784482,-0.5233102,-0.355138
30,2.4575171,2.4183545,"('intolerant', 'tolerant')",0.028571293,0.09409712,0.25303543,0.4105743,1.2892418,1.280673,1.0070914,1.0509248,-0.0438334
43,2.361267,2.2100916,"('irresponsible', 'responsible')",0.47841725,0.55741674,1.5044403,1.5245283,1.274067,1.2211256,1.4045479,1.3782905,0.0262574
80,2.3463466,1.6157701,"('dominated', 'dominating')",-0.1562271,-0.38905746,2.2220707,1.9930711,-0.6410145,-0.86969775,0.942794,0.5875215,0.3552725
13,2.340545,2.151491,"('impolite', 'polite')",-0.14823274,-0.11682263,0.59484255,0.6904021,0.31944668,0.17219877,0.7766503,0.7243173,0.052333
12,2.3325577,2.3370004,"('unsupportive', 'supportive')",1.3030471,1.3620322,1.7885332,1.894734,-1.4599829,-1.4964371,0.9910388,1.0243324,-0.0332936
55,2.2241366,1.6608995,"('incompetent', 'clever')",-1.1890427,-1.2939365,0.75008893,0.6911626,0.5549178,0.31136855,0.5850252,0.3423735,0.2426517
1,-2.214562,-1.5518787,"('unfriendly', 'friendly')",1.3260064,1.5326831,0.04735548,0.2577823,1.3183297,1.6221597,0.1192824,0.4651866,-0.3459042
35,-2.2071872,-1.7889948,"('corrupt', 'incorrupt')",-0.3370259,-0.11674729,-1.9619422,-1.8042024,-1.1792151,-0.82194746,-1.4213425,-1.132973,-0.2883695
85,-2.1920989,-1.5392342,"('insignificant', 'prestigious')",1.9240216,2.1025212,-0.63175565,-0.48202226,-0.82201475,-0.4700241,-0.4304619,-0.0971898,-0.3332721
51,2.1579785,1.7255054,"('uneducated', 'educated')",-0.4273111,-0.35568377,0.6146811,0.6438208,1.0217786,0.8828951,0.8417818,0.7241343,0.1176475
56,2.1476836,1.9438933,"('impractical', 'practical')",0.25435254,0.24195614,1.2635753,1.2454789,0.5909606,0.43971264,1.0641431,0.9677602,0.0963829
10,2.141945,1.8442264,"('unsympathetic', 'sympathetic')",-1.2831522,-1.2781236,0.82570046,0.8263681,0.6534449,0.48473287,0.5844845,0.4693009,0.1151836
