,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,male-female
16,-1.0830729,-1.109816,"('unpopular', 'popular')",-0.2845869,-0.31172943,-0.74018526,-0.7336142,0.78149587,0.66129607,-0.3315873,-0.3734658,0.0418785
80,1.0715882,0.9554045,"('dominated', 'dominating')",-0.140757,-0.16375959,1.0530648,1.117422,-0.38995028,-0.38118643,0.3984864,0.3819701,0.0165163
1,-1.0526466,-0.9611935,"('unfriendly', 'friendly')",-0.5715285,-0.66675663,-0.41065988,-0.36206293,1.3476708,1.2834535,-0.171791,-0.1766399,0.0048489
25,-1.0383301,-0.9883497,"('egoistic', 'altruistic')",0.7915334,0.7378439,-0.16651845,-0.35634702,0.85242844,0.74834514,0.1097783,0.0353731,0.0744052
60,1.0320835,0.5622249,"('inefficient', 'efficient')",-0.5511592,-0.705024,0.85251397,0.857936,0.370789,0.21458006,0.4260568,0.2324293,0.1936275
29,-1.0220441,-1.0123967,"('unfair', 'fair')",-0.6964104,-0.7384742,0.25634718,0.08434787,-0.9346371,-1.021391,-0.5991861,-0.6719785,0.0727924
85,-0.98281157,-0.9234398,"('insignificant', 'prestigious')",0.30734035,0.2253618,-0.97830576,-1.0736183,-0.3873903,-0.43454227,-0.5102918,-0.5515596,0.0412678
68,-0.97150135,-1.0038676,"('dependent', 'independent')",-1.967965,-2.046148,-0.7989345,-0.8206703,-0.36436284,-0.33020175,-1.0256909,-1.0502219,0.024531
6,-0.96449035,-0.92062527,"('distant', 'open')",0.34459686,0.39925984,-0.8191236,-1.1337003,-0.21441111,-0.18968289,-0.413357,-0.4611871,0.0478301
52,-0.96224624,-0.91257155,"('irrational', 'rational')",-0.2050595,-0.21277662,-0.6510978,-0.6715237,1.0883317,1.0432143,-0.1825179,-0.1884144,0.0058965
63,0.94671655,0.8293039,"('unperceptive', 'insightful')",-0.3392873,-0.4468771,0.5308049,0.6080125,1.3505547,1.3316569,0.6221972,0.5805241,0.0416731
40,0.93817127,0.85953057,"('stingy', 'generous')",1.3371469,1.1925981,0.49739438,0.36469343,-1.5314528,-1.6607673,0.3103149,0.1890137,0.1213012
53,-0.92818815,-0.9126676,"('uncreative', 'creative')",-0.74586046,-0.82772774,0.17701615,0.08971223,0.484384,0.37340277,-0.2531621,-0.3193201,0.066158
39,0.9216103,0.91165006,"('exploitative', 'cooperative')",0.5643669,0.5008397,0.5554332,0.31974384,-0.5856535,-0.5848224,0.3639392,0.2868528,0.0770864
49,-0.91734236,-0.8574751,"('unable', 'able')",-0.85061824,-0.91732776,0.27821934,0.45886418,0.30437958,0.2344478,-0.2963404,-0.2703727,-0.0259677
2,0.9059799,0.96930534,"('unlikable', 'likable')",1.5383381,1.5060859,1.459545,1.5440176,0.84790695,0.689442,1.1879425,1.1772127,0.0107298
38,0.882601,0.76482856,"('untruthful', 'truthful')",0.1569009,0.12094088,0.5304749,0.4659342,1.181985,1.1297497,0.6879904,0.6203634,0.067627
62,0.8793462,0.63585013,"('incompetent', 'brilliant')",-0.42176008,-0.51685345,1.6713871,1.8109359,1.2935311,1.1561459,0.8556261,0.7715197,0.0841064
73,0.86676615,0.7092592,"('helpless', 'self-reliant')",1.1953555,1.1598582,-0.43149257,-0.6556841,-3.6401443,-3.6444025,-0.5023788,-0.6077423,0.1053635
75,-0.85227394,-0.707797,"('meek', 'impulsive')",0.6868092,0.8869447,-1.0224714,-0.89355206,-0.7891227,-0.78974617,-0.4942647,-0.3760376,-0.1182271
5,-0.81030196,-0.75676435,"('distant', 'outgoing')",0.74516296,0.8140543,-0.68784773,-0.99547774,-0.95585966,-0.9153985,-0.4272116,-0.4633965,0.0361849
84,-0.80943906,-1.0721301,"('inferior', 'superior')",-0.72102743,-0.8189558,-0.22085018,-0.5562711,-0.64236623,-0.6228951,-0.5984207,-0.767563,0.1691423
11,0.79349226,0.6921205,"('unhelpful', 'helpful')",-0.70517653,-0.7524157,1.0589851,1.2263902,2.1707897,2.1188014,0.8295226,0.8212241,0.0082985
19,-0.77586776,-0.666253,"('inhospitable', 'hospitable')",-1.2158245,-1.1358184,-0.16830808,-0.17718926,-0.37069905,-0.3199545,-0.6326748,-0.5748038,-0.057871
88,-0.7643797,-0.6401938,"('low', 'eminent')",-1.3775448,-1.2811981,-0.44989637,-0.14421627,-0.61767304,-0.6317473,-0.8023734,-0.6743389,-0.1280345
70,0.74930686,0.7427143,"('lethargic', 'energetic')",-0.94637823,-0.90998983,1.3050982,1.4488828,0.74433684,0.81735283,0.4630909,0.52474,-0.0616491
61,-0.7258074,-0.97650945,"('illogical', 'logical')",-0.39396185,-0.4912819,0.696843,0.64331037,0.9025588,0.7791454,0.1199081,-0.0113339,0.131242
76,0.6882054,0.6096667,"('anxious', 'daring')",0.045855515,0.03016583,0.36196604,0.6350481,-0.8365012,-0.81576395,0.0648815,0.1147792,-0.0498977
21,0.66475475,0.49622047,"('immoral', 'moral')",-0.82437676,-0.87619245,1.2360533,1.5096703,0.33789468,0.33921716,0.3535815,0.3672289,-0.0136474
41,0.65186024,0.7441033,"('unforgiving', 'forgiving')",0.49114302,0.43244594,0.14600523,0.4945792,0.44933936,0.38139486,0.434587,0.5131308,-0.0785438
72,0.6326008,0.4874643,"('unambitious', 'ambitious')",-0.6945605,-0.7255613,0.73561335,0.6875164,0.93716955,0.9480997,0.4027058,0.3493798,0.053326
14,0.59368247,0.6560623,"('antisocial', 'social')",0.16160889,0.1050479,1.5336368,1.6382014,-0.06288384,-0.14083199,0.556511,0.5646199,-0.0081089
51,0.58355975,0.60138994,"('uneducated', 'educated')",-1.5876086,-1.661914,2.1345525,2.2879674,0.74035347,0.59235257,0.4677143,0.454949,0.0127653
65,0.56429416,0.4622491,"('insecure', 'secure')",-0.5395643,-0.6018918,1.0765654,1.1062161,0.47109058,0.4492149,0.3930964,0.3539471,0.0391493
47,-0.5266303,-0.5050927,"('stupid', 'smart')",0.06458637,0.06194466,1.0415751,1.0576043,5.465826,5.5857615,1.5113393,1.5500544,-0.0387151
32,0.5110094,0.4678734,"('unkind', 'kind')",0.22355832,0.19781497,1.3527415,1.515791,1.439651,1.3301,0.88174,0.8778949,0.0038451
13,0.5105807,0.30559355,"('impolite', 'polite')",0.045928832,-0.04569591,0.48661557,0.38501137,0.3997492,0.38848466,0.3607186,0.2583484,0.1023702
17,-0.5098901,-0.51234317,"('nasty', 'nice')",0.34270537,0.33289987,-0.69708264,-0.8551339,-0.80792034,-0.7928726,-0.4180469,-0.4568624,0.0388155
50,-0.49254072,-0.31990644,"('clumsy', 'skillful')",0.05430389,0.054699786,-0.17320243,-0.13024536,0.6552042,0.58339274,0.0109412,0.0469852,-0.036044
26,0.48495644,1.0134546,"('hardhearted', 'benevolent')",0.9141383,0.99152654,0.78295505,0.8487094,0.7353874,0.90395045,0.7293593,0.9394102,-0.2100509
86,0.4828588,0.5189208,"('uninfluential', 'influential')",-1.9881757,-2.0154114,0.0797317,0.2921484,0.91495776,0.8323465,-0.1276569,-0.0929989,-0.034658
54,-0.4798348,-0.49937373,"('incapable', 'capable')",0.10394781,0.1038868,0.3350987,0.53229773,1.4289999,1.4836246,0.3470529,0.4051088,-0.0580559
30,0.4695075,0.46476564,"('intolerant', 'tolerant')",-0.44504613,-0.4497444,0.22054623,0.46323237,0.44892472,0.45113865,0.1734831,0.2323481,-0.058865
4,-0.44931442,-0.2441133,"('disliked', 'liked')",0.38130817,0.32732967,0.2715772,0.24010336,-6.31526,-6.456135,-1.5279223,-1.5332037,0.0052814
87,0.4470498,0.23608974,"('unsuccessful', 'successful')",0.6539314,0.6154442,2.1551075,1.9907227,1.3844912,1.3769917,1.160145,1.0548121,0.1053329
20,-0.446459,-0.39047167,"('rough', 'thoughtful')",-0.218281,-0.20237961,-0.42266607,-0.31809855,0.09797664,0.03750503,-0.2473574,-0.2183612,-0.0289962
42,0.44463667,0.5958112,"('unreliable', 'reliable')",0.4875861,0.47120717,-0.17710015,-0.07581994,-3.7199123,-3.7402942,-0.7411974,-0.687274,-0.0539234
83,-0.44396496,-0.49400184,"('powerless', 'powerful')",0.28226748,0.2599028,-1.1127847,-1.0309354,-1.0783222,-1.0735334,-0.5882011,-0.5846419,-0.0035592
81,0.4120813,0.3309436,"('submissive', 'aggressive')",-0.92185473,-0.93034893,0.71064335,1.0429378,-0.04393114,0.05454024,0.0392347,0.1245182,-0.0852835
57,-0.38794142,-0.4268491,"('unimaginative', 'imaginative')",-1.0051799,-1.028304,0.15031296,0.4477917,-2.9218476,-2.9591506,-1.0411639,-0.991628,-0.0495359
10,0.3249883,0.16092785,"('unsympathetic', 'sympathetic')",-2.115146,-2.223863,0.29004475,0.6207262,0.6024307,0.48466796,-0.2244205,-0.2393852,0.0149647
82,-0.3186856,-0.2202771,"('poor', 'rich')",-0.9437337,-0.8446932,1.4247602,1.6483955,6.7082605,6.6546063,1.7176504,1.8095078,-0.0918574
55,0.2864342,0.06514378,"('incompetent', 'clever')",-1.9932373,-2.101433,0.9157806,1.1356132,0.66132027,0.5322293,-0.0324256,-0.0921117,0.0596861
58,-0.27806643,-0.17983845,"('undiscriminating', 'discriminating')",0.5243156,0.53831834,-0.5713832,-0.32561016,-0.20760715,-0.1825988,-0.1331853,-0.0374323,-0.095753
8,-0.2759902,-0.30024514,"('unaffectionate', 'affectionate')",-1.043848,-1.0664572,-0.4377385,-0.4339193,0.68035614,0.6332677,-0.2693052,-0.2918385,0.0225333
67,0.26571706,0.24361295,"('doubtful', 'determined')",0.91881967,0.96245444,0.53584075,0.28205362,-0.86827576,-0.8062506,0.2130254,0.1704676,0.0425578
24,0.25898656,0.13059372,"('dishonest', 'honest')",-1.5079896,-1.5233148,-0.30057693,-0.2592512,1.3954613,1.3230319,-0.0385297,-0.0822351,0.0437054
46,0.25172094,-0.0899819,"('uncompetitive', 'competitive')",-0.88318133,-0.99469936,-0.29699862,-0.023198925,0.069073625,0.042629212,-0.2148464,-0.2663127,0.0514663
79,0.25120577,0.36606014,"('wavering', 'unwavering')",-0.069979765,0.02750938,-0.36134166,-0.2777373,-0.112951525,0.030043313,-0.0732668,0.0364689,-0.1097357
0,0.24346805,0.038573064,"('unsociable', 'sociable')",-0.32967207,-0.49652138,1.459291,1.3651206,0.29268172,0.13141283,0.4164422,0.2596463,0.1567959
33,0.21838214,0.04370103,"('wrong', 'right')",1.1870109,1.1313165,0.5129667,0.36454424,-0.3333074,-0.23942277,0.3962631,0.3250348,0.0712283
34,0.20595253,-0.016671546,"('mean', 'honorable')",0.42739803,0.4262107,0.7926692,0.6654685,5.470238,5.343647,1.7240645,1.6046636,0.1194009
64,-0.20426047,-0.4502088,"('shy', 'confident')",-0.36540574,-0.48527068,-0.10962708,-0.3854411,-6.174608,-6.351608,-1.7134753,-1.9181321,0.2046568
71,0.19847691,0.12784038,"('diffident', 'self-confident')",0.6107788,0.47495842,0.0977476,-0.23821485,-0.46407625,-0.36980537,0.1107318,-0.0013053,0.1120371
78,-0.1853926,-0.28571653,"('nonresilient', 'resilient')",-0.0007924028,-0.12514755,-0.10038817,-0.085456535,0.002598565,-0.08468174,-0.0709937,-0.1452506,0.0742569
28,0.17633891,0.048017442,"('disloyal', 'loyal')",-1.1775582,-1.3223014,0.74919856,0.875729,1.5192395,1.4496818,0.3168047,0.2627817,0.054023
18,0.16777053,0.2900033,"('disagreeable', 'welcoming')",0.15139136,0.08849583,-0.27432922,-0.21000469,-0.13198599,-0.2576639,-0.0217883,-0.0222924,0.0005041
59,0.15367898,0.3188303,"('foolish', 'wise')",0.12984721,0.16486359,0.35923117,0.16245699,0.89770657,0.9942934,0.385116,0.4101111,-0.0249951
9,0.14488736,0.018400446,"('unaffectionate', 'caring')",-0.14653224,-0.2347112,0.12201998,0.08222683,1.6769334,1.6025186,0.4493271,0.3671086,0.0822185
15,-0.12583205,0.16019568,"('boring', 'funny')",0.79592437,0.9471514,1.0987381,1.0718462,-0.20195355,-0.08972798,0.3917192,0.5223664,-0.1306472
77,-0.10835796,-0.42412305,"('unmotivated', 'motivated')",0.15942302,0.11190293,-0.9113177,-0.7763875,-0.34757236,-0.44083393,-0.3019562,-0.3823604,0.0804042
27,0.10169592,0.17430925,"('hardhearted', 'softhearted')",-0.1598436,-0.21565679,-0.3778785,-0.546184,1.2567803,1.2295067,0.2051885,0.1604938,0.0446947
69,-0.09690407,-0.10664316,"('lazy', 'industrious')",2.393781,2.3846273,-0.5723421,-1.1235247,-1.4049441,-1.403145,0.0798977,-0.0621714,0.1420691
66,-0.07279272,-0.2748721,"('inactive', 'active')",0.8521583,0.79091966,0.077051885,-0.24072245,0.60488254,0.50974333,0.365325,0.1962671,0.1690579
3,0.06921014,-0.030663647,"('repellent', 'pleasant')",-0.10959441,-0.124213,1.055266,1.184489,1.6351486,1.4453467,0.6625076,0.6187397,0.0437679
37,0.026829148,-0.21769911,"('fake', 'genuine')",-1.2737943,-1.3102819,-0.042542294,-0.16229148,0.46101126,0.40507627,-0.2071241,-0.3212991,0.114175
22,-0.021899054,0.0059544854,"('untrustworthy', 'trustworthy')",-0.8933523,-0.941218,0.7153268,0.8449463,-0.73686445,-0.8003061,-0.2341973,-0.2226558,-0.0115415
48,-0.014200989,-0.083327964,"('unintelligent', 'intelligent')",-1.754511,-1.8443516,-0.29089946,-0.089898884,0.9131752,0.8451507,-0.2866091,-0.293107,0.0064979
45,-0.0011143666,-0.04674385,"('incompetent', 'competent')",-1.5340891,-1.6450948,1.094821,1.2961452,0.70100856,0.6240758,0.0651565,0.0570956,0.0080609
