,fidelity_male,fidelity_female,tuple,national_male,national_female,info_male,info_female,svcs_male,svcs_female,inc_male,inc_female,average_male,average_female,male-female
32,0.8874887,0.5359796,"('unkind', 'kind')",1.230793,1.0698493,0.45118618,0.21968716,0.57707864,0.3370509,1.0176116,0.93772525,0.8328317,0.6200584,0.2127733
55,0.85041356,0.96422863,"('incompetent', 'clever')",0.7326906,0.6037661,1.5340998,1.4443936,1.4118141,0.7995452,-0.1276743,-0.11043763,0.8802688,0.7402992,0.1399696
17,0.8452781,0.7913068,"('nasty', 'nice')",-1.1697785,-1.0857751,-0.32364708,-0.40003598,-0.8126394,-0.8892248,-0.9086214,-0.9936139,-0.4738816,-0.5154686,0.041587
50,0.84340024,0.6391766,"('clumsy', 'skillful')",-0.08916431,-0.20568621,0.76115465,0.63936234,0.12219547,0.21560965,0.20588815,0.20601483,0.3686949,0.2988955,0.0697994
76,0.8269682,1.0463085,"('anxious', 'daring')",1.3260603,1.34519,-0.04932917,0.023602579,1.6122477,1.2790849,0.31003162,0.47914487,0.8051957,0.8346662,-0.0294705
25,-0.7780519,-0.7945233,"('egoistic', 'altruistic')",-1.5542496,-1.362982,-1.2646278,-1.3128886,-1.5361277,-1.382772,1.5076714,1.3639938,-0.7250772,-0.6978344,-0.0272428
14,0.73140603,0.68269384,"('antisocial', 'social')",1.7307467,1.5389324,1.9144677,1.7166865,1.3871063,1.0632648,-0.8844217,-0.7683518,0.975861,0.8466452,0.1292158
19,-0.7297904,-0.8250233,"('inhospitable', 'hospitable')",-1.2537878,-1.2042975,-0.8796485,-0.8753987,-1.4877219,-1.1493877,-0.2579016,-0.2879202,-0.92177,-0.8684054,-0.0533646
2,0.7199004,0.90860593,"('unlikable', 'likable')",0.60086524,0.88572234,1.1416829,1.2400069,0.7561837,0.9619082,0.42897335,0.71267307,0.7295211,0.9417833,-0.2122622
72,0.7110891,1.0296248,"('unambitious', 'ambitious')",-0.20212376,-0.078125805,0.1372538,0.14828663,-1.2016163,-1.0669615,-1.3253847,-1.2753997,-0.3761564,-0.2485151,-0.1276413
20,0.70577466,0.7941837,"('rough', 'thoughtful')",0.33595023,0.21698056,-0.277087,-0.16673292,0.4928894,0.31389475,0.6899613,0.7326768,0.3894977,0.3782006,0.0112971
84,0.70200753,0.7589952,"('inferior', 'superior')",0.75261396,0.7751726,0.44722787,0.5039842,-0.03270682,-0.12826721,0.7724686,0.7344404,0.5283222,0.5288651,-0.0005429
33,0.6993014,0.6356989,"('wrong', 'right')",-0.045245595,0.24471764,-0.045281284,0.05449161,0.26507968,0.41805407,-0.5459454,-0.6092131,0.0655818,0.1487498,-0.083168
86,0.6550129,0.4480405,"('uninfluential', 'influential')",0.32421175,0.14864099,0.6108225,0.24418786,-0.46818566,-0.9388585,-0.06747651,-0.41918787,0.210877,-0.1034354,0.3143124
42,0.6434427,0.79495746,"('unreliable', 'reliable')",1.1299663,1.4075781,-0.12482202,0.04295373,0.99369264,1.0812551,-2.3794982,-2.1860983,0.0525563,0.2281292,-0.1755729
88,0.6353003,0.4279482,"('low', 'eminent')",0.56208944,0.49230957,-0.04016037,-0.21754579,-0.32893872,-0.41763914,0.4683115,0.24534154,0.2593204,0.1060829,0.1532375
15,-0.6169998,-0.80206656,"('boring', 'funny')",-0.93547475,-0.65068537,-0.35132346,-0.25697702,-0.10155454,0.07415612,0.2892897,0.32481802,-0.3432126,-0.262151,-0.0810616
63,0.60527134,0.5696926,"('unperceptive', 'insightful')",1.0605161,1.0351827,0.5212574,0.5065856,0.2326781,0.20125727,0.92345995,0.87002087,0.6686366,0.6365478,0.0320888
87,0.60517764,0.68639815,"('unsuccessful', 'successful')",0.9460263,1.0482286,0.8591755,0.8564806,0.90665007,0.84081703,0.4676666,0.5618697,0.7569392,0.7987588,-0.0418196
57,-0.60351837,-0.58839285,"('unimaginative', 'imaginative')",-0.78293747,-0.8616932,-0.45069328,-0.55913377,0.27820227,-0.24594527,-1.8668739,-2.0396552,-0.6851641,-0.8589641,0.1738
53,-0.5902671,-0.71163625,"('uncreative', 'creative')",-1.4504374,-1.384534,-0.6878035,-0.85702556,-0.6322269,-0.9115761,1.2930676,1.1159734,-0.4135335,-0.5497597,0.1362262
18,-0.57134837,-0.85818475,"('disagreeable', 'welcoming')",0.9352579,0.88822913,0.16616434,0.030883431,-0.4046095,-0.3938114,-0.029470924,-0.11108052,0.0191987,-0.0887928,0.1079915
40,0.5662579,0.49666852,"('stingy', 'generous')",0.15422738,0.19742005,-0.963644,-1.0606714,0.7522023,0.429663,-0.7822342,-0.9872793,-0.0546381,-0.1848398,0.1302017
73,0.56353956,0.78302044,"('helpless', 'self-reliant')",-0.19132595,0.050311048,-0.118168265,-0.006421663,-0.2812849,0.066888005,-3.0589488,-2.8141823,-0.6172377,-0.3840769,-0.2331608
66,-0.5525906,-0.37140977,"('inactive', 'active')",0.04035797,0.2166796,-1.025776,-0.90308154,-0.47024506,-0.3502183,1.0777597,1.1099653,-0.1860988,-0.0596129,-0.1264859
71,0.52334017,0.5886305,"('diffident', 'self-confident')",0.3914481,0.5434194,0.87937903,0.8666333,-1.0748955,-0.8074882,0.104319364,0.08634427,0.1647182,0.2555079,-0.0907897
49,-0.4654358,-0.49157417,"('unable', 'able')",-1.2250096,-1.3481796,-0.49144936,-0.524535,-0.7497652,-0.90022635,-0.96735585,-0.76312596,-0.7798032,-0.8055283,0.0257251
27,0.45005277,0.25534064,"('hardhearted', 'softhearted')",-1.5794137,-1.676938,-0.97507197,-1.0936121,-0.22839202,-0.43973267,1.1559002,0.8897801,-0.2353849,-0.4130324,0.1776475
70,0.44053066,0.66189015,"('lethargic', 'energetic')",1.294693,1.2349304,0.008261085,0.08082847,1.7407391,1.3990048,0.69304466,0.8881393,0.8354537,0.8529586,-0.0175049
48,0.42219752,0.1783788,"('unintelligent', 'intelligent')",-0.28464818,-0.50931233,0.18362127,-0.07049219,-0.82702386,-1.1198239,0.05489503,-0.04724802,-0.0901916,-0.3136995,0.2235079
85,0.4208801,0.312064,"('insignificant', 'prestigious')",-2.0127556,-1.7277689,-2.266145,-2.2020724,-2.4036927,-1.8929505,0.774747,0.46993986,-1.0973932,-1.0081576,-0.0892356
69,-0.41993254,-0.5174447,"('lazy', 'industrious')",-0.78436154,-0.4529775,-0.81239104,-0.70114934,0.49954993,0.6463821,-0.15133998,-0.12873487,-0.333695,-0.2307848,-0.1029102
47,0.4177063,0.5733571,"('stupid', 'smart')",0.54286957,0.5902382,1.0200455,1.0515283,0.59373707,0.61564356,4.267616,4.4481373,1.3683949,1.4557809,-0.087386
41,-0.40134057,-0.6702674,"('unforgiving', 'forgiving')",0.035732374,-0.09033229,-0.37556267,-0.501285,0.14625789,0.015926719,0.13923681,-0.00030967314,-0.0911352,-0.2492535,0.1581183
0,0.39754316,0.16135849,"('unsociable', 'sociable')",0.4684652,0.030236602,1.2087426,0.94258916,0.5647917,-0.024020493,-0.16361833,-0.3669591,0.4951849,0.1486409,0.346544
80,0.34969527,0.43758512,"('dominated', 'dominating')",1.2260154,1.0706818,0.6275973,0.5804438,2.0581477,1.5999006,-1.5261371,-1.5430392,0.5470637,0.4291144,0.1179493
58,0.33295387,0.45622393,"('undiscriminating', 'discriminating')",-0.05385214,-0.011295076,0.82577914,0.84730387,0.2806565,0.069328964,0.15715745,-0.010445984,0.3085389,0.2702232,0.0383157
22,0.3024857,0.4821992,"('untrustworthy', 'trustworthy')",1.1571974,1.1895982,0.7628645,0.75672615,1.2559148,1.0550054,-0.7272996,-0.63131666,0.5502325,0.5704425,-0.02021
81,-0.29967782,-0.28828573,"('submissive', 'aggressive')",1.2974172,1.2819015,1.3603652,1.3381941,1.2854239,0.9420075,-1.049835,-0.91589195,0.5187387,0.4715851,0.0471536
59,0.2598504,0.11607678,"('foolish', 'wise')",-0.44478738,-0.033579864,0.41150692,0.5490826,-0.9377294,-0.56133765,0.2763001,0.15465975,-0.0869719,0.0449803,-0.1319522
54,-0.20845222,-0.1425778,"('incapable', 'capable')",-0.71343875,-0.6382145,0.10077058,0.16493976,-0.41494578,-0.23553526,0.44813567,0.6488233,-0.1575861,-0.0405129,-0.1170732
45,0.20214874,0.34102768,"('incompetent', 'competent')",-0.039010864,0.044054806,0.75628334,0.6977556,0.8188488,0.50996596,-0.15583047,-0.27705887,0.3164879,0.263149,0.0533389
79,0.19083594,0.23571694,"('wavering', 'unwavering')",-0.28622103,-0.11706203,-0.698026,-0.62906766,-2.252371,-1.7194067,-0.06913493,-0.12450239,-0.6229834,-0.4708644,-0.152119
36,-0.18956667,-0.3756253,"('hostile', 'amicable')",-2.1848538,-2.1269996,-1.049569,-1.074474,-2.3753095,-2.070937,0.46305722,0.30951014,-1.0672483,-1.0677052,0.0004569
64,-0.18437481,-0.072244525,"('shy', 'confident')",0.14055555,0.3379218,0.48369166,0.5271435,1.5808998,1.4014846,-5.3144484,-5.1594253,-0.6587352,-0.593024,-0.0657112
77,0.18423374,0.24342105,"('unmotivated', 'motivated')",-0.6674795,-0.7157491,0.19463715,0.22158507,0.9584572,0.5358867,-0.97460574,-1.0270866,-0.0609514,-0.1483886,0.0874372
82,0.1719689,0.38252935,"('poor', 'rich')",-0.35427356,-0.33282244,0.57111084,0.5372968,-0.57514215,-0.5803974,5.3531704,5.529688,1.0333669,1.1072588,-0.0738919
3,-0.16989946,-0.12102184,"('repellent', 'pleasant')",0.08185542,-0.29154968,-0.6934507,-0.6625184,0.67227006,0.3160013,0.06624895,0.044459015,-0.0085951,-0.1429259,0.1343308
37,-0.14629538,-0.106228754,"('fake', 'genuine')",0.16196887,0.14958297,-0.17784274,-0.29889253,0.4314736,0.19591469,0.49895945,0.38594553,0.1536528,0.0652644,0.0883884
51,0.14444128,0.061537303,"('uneducated', 'educated')",1.0358647,0.93020386,0.7342951,0.56668526,0.08392786,-0.11027981,0.21440649,0.17670779,0.4425871,0.3249709,0.1176162
67,0.1351695,0.28591415,"('doubtful', 'determined')",0.3133397,0.63939744,0.6022142,0.7952571,1.2232764,1.3691341,-0.5193537,-0.35891265,0.3509292,0.546158,-0.1952288
8,-0.068755254,-0.21532378,"('unaffectionate', 'affectionate')",-1.7619965,-1.6590323,-1.0995518,-1.2574037,-3.0401156,-2.7729163,0.6136599,0.3455396,-1.0713518,-1.1118274,0.0404756
1,0.058935188,-0.34812385,"('unfriendly', 'friendly')",-1.4662211,-1.5843867,-0.46008936,-0.6787489,-1.6634582,-1.7276103,1.7232672,1.2332171,-0.3615133,-0.6211306,0.2596173
52,0.045089286,-0.19224395,"('irrational', 'rational')",-1.617655,-1.5548328,-0.07334776,-0.12650843,-0.73027027,-0.5654137,-0.07645893,-0.33434132,-0.4905286,-0.554668,0.0641394
26,-0.033895493,-0.14398058,"('hardhearted', 'benevolent')",0.7851959,0.8314276,-0.087601304,-0.2960949,-0.80233914,-0.78304505,1.6309899,1.4100115,0.29847,0.2036637,0.0948063
