,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,male-female
24,1.2638476,1.4591095,"('dishonest', 'honest')",-1.0594798,-0.93123615,0.754109,0.92746544,0.3194923,0.4851129,-0.1656206
70,1.243717,2.0140686,"('lethargic', 'energetic')",0.44635215,0.6901233,1.0816381,1.4363539,0.9239024,1.3801819,-0.4562795
25,-1.2065053,-1.7632893,"('egoistic', 'altruistic')",0.18489385,0.09865183,1.0445486,0.7812886,0.0076457,-0.2944496,0.3020953
84,1.1998233,1.306061,"('inferior', 'superior')",0.7512564,0.74008286,1.137816,1.0423203,1.0296319,1.0294881,0.0001438
4,-1.182778,-1.7005563,"('disliked', 'liked')",-0.45847246,-0.5538278,-5.082108,-5.188521,-2.2411195,-2.4809683,0.2398488
5,-1.1534231,-1.3945509,"('distant', 'outgoing')",-1.1694224,-1.2014582,-0.4593002,-0.6164364,-0.9273819,-1.0708152,0.1434333
11,1.1533617,1.2780367,"('unhelpful', 'helpful')",1.0412993,1.079515,2.3413749,2.4603236,1.512012,1.6059583,-0.0939463
62,1.103457,1.3987753,"('incompetent', 'brilliant')",1.1966398,1.1294491,0.40449443,0.18322372,0.9015304,0.9038161,-0.0022857
47,1.0953317,1.2753782,"('stupid', 'smart')",1.018765,1.0182713,4.9398293,4.8723316,2.3513087,2.3886604,-0.0373517
50,-1.0601647,-1.0543007,"('clumsy', 'skillful')",0.23128432,0.40337926,0.18579689,0.11842543,-0.2143612,-0.1774987,-0.0368625
21,1.0576261,1.3594892,"('immoral', 'moral')",0.87307227,1.1784862,-0.5882628,-0.3417498,0.4474785,0.7320752,-0.2845967
23,1.0280635,1.4361753,"('insincere', 'sincere')",0.8436784,1.0506006,5.0066166,5.101391,2.2927863,2.5293889,-0.2366026
55,1.027165,1.6923721,"('incompetent', 'clever')",0.801687,1.0409158,0.19731164,0.472322,0.6753879,1.0685366,-0.3931487
77,-1.0223911,-1.0371381,"('unmotivated', 'motivated')",0.7107157,0.7281735,-0.488063,-0.5091161,-0.2665795,-0.2726936,0.0061141
19,-1.0179026,-1.316209,"('inhospitable', 'hospitable')",-1.1660812,-0.9743085,-0.054178074,-0.023483228,-0.7460539,-0.7713335,0.0252796
26,0.98996526,0.6939869,"('hardhearted', 'benevolent')",0.5296192,0.62514323,1.0016229,1.3478806,0.8404024,0.8890036,-0.0486012
75,-0.9697902,-1.3348367,"('meek', 'impulsive')",-1.3745319,-1.5984697,-0.22005177,-0.5185158,-0.8547913,-1.1506074,0.2958161
72,0.90501004,0.8158695,"('unambitious', 'ambitious')",-0.7707137,-0.7925097,-1.1449223,-1.2319782,-0.3368753,-0.4028728,0.0659975
37,0.9048838,1.4582357,"('fake', 'genuine')",0.44717172,0.7612842,0.24588425,0.50761384,0.5326466,0.9090446,-0.376398
18,-0.8761397,-1.1047183,"('disagreeable', 'welcoming')",-1.343814,-1.49462,-0.9217751,-0.9052677,-1.047243,-1.168202,0.120959
15,0.8755306,0.95704305,"('boring', 'funny')",-0.28294662,-0.37135354,0.20595407,0.13202375,0.2661794,0.2392378,0.0269416
39,0.8304998,0.9252356,"('exploitative', 'cooperative')",-0.0973962,-0.08640673,-0.45409524,-0.48732087,0.0930028,0.1171694,-0.0241666
48,0.779526,0.78117806,"('unintelligent', 'intelligent')",0.3406845,0.09228749,0.52211744,0.4886232,0.5474427,0.4540296,0.0934131
40,-0.7781802,-1.1159883,"('stingy', 'generous')",-0.18734393,-0.36063576,-1.3102443,-1.1499599,-0.7585894,-0.875528,0.1169386
8,-0.7556356,-1.1375595,"('unaffectionate', 'affectionate')",-1.58772,-1.6885628,-0.16903026,-0.13396034,-0.8374619,-0.9866942,0.1492323
42,-0.7519482,-0.36684173,"('unreliable', 'reliable')",-0.026268609,0.34274268,-2.4340267,-2.1509416,-1.0707479,-0.7250136,-0.3457343
65,0.7352269,1.3069273,"('insecure', 'secure')",0.29835537,0.61792845,-0.18827765,0.0037738197,0.2817682,0.6428765,-0.3611083
53,-0.7249872,-0.43109086,"('uncreative', 'creative')",-0.92636794,-0.7118932,0.837988,1.1186947,-0.2711224,-0.0080965,-0.2630259
66,-0.7095455,-0.5855364,"('inactive', 'active')",-0.9633966,-0.87167495,0.9850707,0.9925722,-0.2292905,-0.1548797,-0.0744108
43,0.70317054,1.0791719,"('irresponsible', 'responsible')",0.11122209,0.3522068,0.4683751,0.80189914,0.4275893,0.7444259,-0.3168366
45,0.6275175,1.014459,"('incompetent', 'competent')",0.88943666,1.1867371,0.35436463,0.6377718,0.6237729,0.9463227,-0.3225498
41,-0.57576793,-0.6675222,"('unforgiving', 'forgiving')",-0.9560878,-0.8637697,-0.12054959,0.035097778,-0.5508018,-0.4987314,-0.0520704
7,0.575587,1.1712732,"('insensitive', 'sensitive')",-0.1911447,0.082290374,0.574066,1.0034761,0.3195028,0.7523466,-0.4328438
57,0.56084275,0.81508464,"('unimaginative', 'imaginative')",-0.6963305,-0.5548092,-1.9880397,-1.596681,-0.7078425,-0.4454685,-0.262374
3,-0.55941004,-0.4669973,"('repellent', 'pleasant')",0.7829282,0.81361586,-0.032224998,0.21623209,0.0637644,0.1876169,-0.1238525
67,0.52446496,0.9148932,"('doubtful', 'determined')",0.46615335,0.6866095,-0.3076525,-0.22010094,0.2276553,0.4604673,-0.232812
54,-0.5163994,-0.69750476,"('incapable', 'capable')",-0.11812195,-0.18330367,0.90746754,0.69976544,0.0909821,-0.0603477,0.1513298
27,0.5125387,0.72191775,"('hardhearted', 'softhearted')",-0.2410585,-0.15471092,1.2238381,1.5126494,0.4984394,0.6932855,-0.1948461
9,0.51215607,0.28411573,"('unaffectionate', 'caring')",-0.58547044,-0.5940861,0.6074161,0.6744515,0.1780339,0.1214937,0.0565402
0,0.500477,0.9404243,"('unsociable', 'sociable')",0.28060573,0.56656486,-0.3116338,-0.051413164,0.156483,0.485192,-0.328709
17,-0.4985102,-0.6015132,"('nasty', 'nice')",0.076985225,0.0040540956,-0.78288126,-0.7950949,-0.4014688,-0.4641847,0.0627159
49,0.46783066,0.3102227,"('unable', 'able')",0.3730668,0.14606187,-0.264496,-0.41673076,0.1921338,0.0131846,0.1789492
80,0.4634775,0.9142095,"('dominated', 'dominating')",1.3910385,1.4959693,-0.7565629,-0.5513862,0.3659844,0.6195975,-0.2536131
87,0.4143157,0.40444198,"('unsuccessful', 'successful')",1.5346044,1.5546489,0.95084924,0.8406664,0.9665898,0.9332524,0.0333374
59,-0.39058888,-0.95099485,"('foolish', 'wise')",-1.002903,-0.9300092,-0.30687645,-0.37891123,-0.5667894,-0.7533051,0.1865157
20,-0.35810882,-0.124474,"('rough', 'thoughtful')",0.80674136,0.8856808,0.4923051,0.6457349,0.3136459,0.4689806,-0.1553347
2,-0.32310346,-0.49690992,"('unlikable', 'likable')",-0.23570475,-0.19280931,0.48322555,0.23521265,-0.0251942,-0.1515022,0.126308
58,-0.32159352,-0.21263832,"('undiscriminating', 'discriminating')",0.38127223,0.7476806,0.11124779,0.3425838,0.0569755,0.292542,-0.2355665
14,0.2889469,0.8007225,"('antisocial', 'social')",0.54583216,0.7537757,-0.9408613,-0.61011773,-0.0353608,0.3147935,-0.3501543
33,0.26973227,-0.010549188,"('wrong', 'right')",-0.061239753,-0.030197985,-0.92782867,-1.0253288,-0.2397787,-0.3553586,0.1155799
38,-0.2648047,-0.55038315,"('untruthful', 'truthful')",-0.43158185,-0.44933242,0.07251805,-0.13625154,-0.2079562,-0.3786557,0.1706995
61,0.2589467,0.5898774,"('illogical', 'logical')",0.013176998,0.14971538,-0.11361492,0.08998897,0.0528363,0.2765272,-0.2236909
78,0.25049457,0.20064779,"('nonresilient', 'resilient')",1.4959104,1.6027149,0.7328469,0.62958497,0.8264173,0.8109825,0.0154348
22,0.2316228,0.56414557,"('untrustworthy', 'trustworthy')",-0.27044538,-0.17482789,-1.059741,-0.8633021,-0.3661879,-0.1579948,-0.2081931
1,0.22133526,-0.17062089,"('unfriendly', 'friendly')",-0.8214087,-0.7074434,1.0535854,1.1640856,0.1511707,0.0953405,0.0558302
83,0.2128813,0.27643585,"('powerless', 'powerful')",-0.40254146,-0.3277864,-0.83047324,-0.90778756,-0.3400445,-0.3197127,-0.0203318
64,0.21239007,0.35125262,"('shy', 'confident')",0.17654982,0.31490105,-5.3396955,-5.2168784,-1.6502519,-1.5169083,-0.1333436
76,0.19516173,0.8291564,"('anxious', 'daring')",0.81562555,0.90515417,0.4005194,0.6210847,0.4704355,0.7851318,-0.3146963
34,0.17792524,0.1490961,"('mean', 'honorable')",0.4913175,0.44698128,5.8832703,5.70001,2.184171,2.0986958,0.0854752
63,0.17685765,0.37697437,"('unperceptive', 'insightful')",0.6789702,0.9534446,1.4085966,1.5274723,0.7548082,0.9526304,-0.1978222
68,-0.16416289,-0.008990668,"('dependent', 'independent')",-0.18581451,-0.21850751,-0.3011429,-0.38169092,-0.2170401,-0.203063,-0.0139771
51,-0.1486226,-0.10548931,"('uneducated', 'educated')",0.33590248,0.30392557,0.48782215,0.4517481,0.225034,0.2167281,0.0083059
32,0.14405233,0.3022169,"('unkind', 'kind')",-0.016316354,0.15952174,0.8415314,1.1556056,0.3230891,0.5391147,-0.2160256
88,0.1360841,0.00035082642,"('low', 'eminent')",0.113190874,0.02402455,-0.0059024226,-0.042728003,0.0811242,-0.0061175,0.0872417
28,0.09279272,0.16139568,"('disloyal', 'loyal')",0.46552128,0.61636436,1.243508,1.5594547,0.6006073,0.7790716,-0.1784643
82,0.016898714,0.019308936,"('poor', 'rich')",0.565156,0.46051157,6.1732583,5.9566355,2.251771,2.1454852,0.1062858
