,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,male-female
13,0.760662,0.6720196,"('impolite', 'polite')",0.6448574,0.2806772,-0.8728721,-0.9141296,0.1775491,0.0128557,0.1646934
53,-0.74624,-1.1718554,"('uncreative', 'creative')",-0.7573466,-1.3317271,0.60828745,0.37206852,-0.298433,-0.7105047,0.4120717
57,-0.7460688,-0.8327186,"('unimaginative', 'imaginative')",-0.6837701,-0.82768,-3.4541607,-3.3919563,-1.6279999,-1.6841183,0.0561184
42,0.7066949,0.7458954,"('unreliable', 'reliable')",-0.12830302,0.041685097,-3.2081718,-3.0320294,-0.8765933,-0.7481496,-0.1284437
63,0.7049816,0.54832053,"('unperceptive', 'insightful')",1.0175511,0.85764277,0.27619883,0.12110781,0.6662439,0.5090237,0.1572202
43,0.68912935,0.77890563,"('irresponsible', 'responsible')",0.18978244,0.09052457,0.019553093,0.2583891,0.2994883,0.3759398,-0.0764515
0,-0.6549738,-0.8358958,"('unsociable', 'sociable')",-0.45657367,-0.8320978,-0.29224485,-0.47364596,-0.4679308,-0.7138798,0.245949
52,-0.64629954,-0.83564675,"('irrational', 'rational')",-0.18139751,-0.41892633,0.4370076,0.09238005,-0.1302298,-0.3873977,0.2571679
73,0.6432309,0.8656361,"('helpless', 'self-reliant')",0.7157839,1.1300778,-3.4563363,-3.4694736,-0.6991072,-0.4912532,-0.207854
11,0.61306643,0.74717045,"('unhelpful', 'helpful')",-0.07656883,-0.008120229,1.3907745,1.6350847,0.642424,0.7913783,-0.1489543
32,0.5989314,0.34861264,"('unkind', 'kind')",-0.11729583,-0.32589346,0.46368143,0.53760433,0.3151057,0.1867745,0.1283312
55,0.5816866,0.7922703,"('incompetent', 'clever')",0.29671073,0.4088535,-0.06333335,0.062190074,0.271688,0.4211046,-0.1494166
10,0.54276705,0.3742817,"('unsympathetic', 'sympathetic')",-0.45262006,-0.526036,-0.4945486,-0.2775569,-0.1348005,-0.1431037,0.0083032
17,-0.53141916,-0.52373385,"('nasty', 'nice')",-0.006307058,-0.08982764,-0.63815475,-0.6827164,-0.3919603,-0.4320927,0.0401324
30,0.5193182,0.7278493,"('intolerant', 'tolerant')",1.0180207,0.9052014,0.3462211,0.43891767,0.6278534,0.6906561,-0.0628027
2,0.5021299,0.6351619,"('unlikable', 'likable')",0.782461,0.9540928,0.6076293,0.72314423,0.6307401,0.7707996,-0.1400595
3,0.4974726,0.2991374,"('repellent', 'pleasant')",0.31157973,0.10758969,0.935216,0.9731171,0.5814228,0.4599481,0.1214747
38,-0.49681047,-0.38695112,"('untruthful', 'truthful')",0.0958792,-0.04775489,-0.39541954,-0.35315123,-0.2654503,-0.2626191,-0.0028312
64,0.46640742,0.35560176,"('shy', 'confident')",0.46532485,0.5623882,-6.850098,-6.9214034,-1.9727887,-2.0011377,0.028349
66,-0.46328008,-0.42619038,"('inactive', 'active')",-0.22670142,-0.20089969,0.7006638,0.5235757,0.0035608,-0.0345048,0.0380656
27,0.44254598,0.31540206,"('hardhearted', 'softhearted')",-0.19021796,-0.5562727,1.5043789,1.1479902,0.585569,0.3023732,0.2831958
84,0.42446393,0.51014274,"('inferior', 'superior')",0.7152414,0.55398834,0.5853764,0.38160366,0.5750272,0.4819116,0.0931156
58,-0.41780293,-0.4130547,"('undiscriminating', 'discriminating')",-0.4514006,-0.49091494,0.10433836,-0.22303958,-0.2549551,-0.3756698,0.1207147
86,-0.41437897,-0.8866604,"('uninfluential', 'influential')",-0.08816002,-0.74479085,-0.6366621,-0.744836,-0.3797337,-0.7920957,0.412362
33,0.40628904,0.1582621,"('wrong', 'right')",0.8373994,0.3112854,-0.44507366,-0.64931,0.2662049,-0.0599208,0.3261257
54,-0.39234594,-0.3201883,"('incapable', 'capable')",0.7004761,0.4255888,0.84543616,1.0312331,0.3845221,0.3788778,0.0056443
45,-0.389407,-0.28682917,"('incompetent', 'competent')",0.23636213,0.15944153,-0.25549042,-0.27644968,-0.1361784,-0.1346124,-0.001566
40,0.3730767,0.14561781,"('stingy', 'generous')",0.018573428,-0.054829903,-2.156563,-2.5676785,-0.5883043,-0.8256302,0.2373259
59,-0.37074825,-0.4563744,"('foolish', 'wise')",0.9717735,0.80864674,0.38077405,0.25158614,0.3272664,0.2012862,0.1259802
50,-0.36938182,-0.29977655,"('clumsy', 'skillful')",0.27793273,0.38101295,0.28879097,0.26877624,0.0657806,0.1166709,-0.0508903
83,0.34894684,0.615931,"('powerless', 'powerful')",0.62678444,0.6615835,-1.1190103,-0.8859359,-0.0477597,0.1305262,-0.1782859
28,0.33962113,0.02209062,"('disloyal', 'loyal')",0.10490471,-0.1927203,1.0704271,1.0175762,0.5049843,0.2823155,0.2226688
18,-0.30856544,-0.35052064,"('disagreeable', 'welcoming')",-0.24546327,-0.23690361,-0.29638654,-0.4475555,-0.2834717,-0.3449933,0.0615216
68,0.28551042,0.13719968,"('dependent', 'independent')",0.17069434,-0.1364231,-0.9566587,-1.1890944,-0.166818,-0.3961059,0.2292879
87,0.27540854,0.3859641,"('unsuccessful', 'successful')",0.7898026,0.8648674,0.6328754,0.5343449,0.5660288,0.5950588,-0.02903
41,0.27146497,0.32151112,"('unforgiving', 'forgiving')",-0.23120238,-0.14514299,-0.047799427,-0.32332683,-0.0025123,-0.0489862,0.0464739
74,0.2429127,0.37829834,"('undedicated', 'dedicated')",0.6504716,0.69936323,-0.644882,-0.58425087,0.0828341,0.1644702,-0.0816361
22,0.2306195,0.06969413,"('untrustworthy', 'trustworthy')",-0.22923446,-0.40352833,-1.2460319,-1.1765449,-0.4148823,-0.5034597,0.0885774
14,0.22575213,0.39659303,"('antisocial', 'social')",0.3752123,0.5199685,-0.49680683,-0.44953528,0.0347192,0.1556754,-0.1209562
88,0.20246133,0.07301172,"('low', 'eminent')",0.16324718,0.12329691,-0.59362125,-0.48006213,-0.0759709,-0.0945845,0.0186136
44,0.19723193,0.78081256,"('prejudiced', 'unprejudiced')",-0.6544955,-0.100212455,-1.1676269,-0.8447094,-0.5416301,-0.0547031,-0.486927
48,0.18053964,0.08514929,"('unintelligent', 'intelligent')",0.7860929,0.72494173,0.4580868,0.4833273,0.4749064,0.4311394,0.043767
65,0.17585133,0.38903043,"('insecure', 'secure')",0.35347542,0.53448856,-0.41050878,-0.07688335,0.039606,0.2822119,-0.2426059
61,0.160508,0.017270997,"('illogical', 'logical')",0.8650995,0.4431092,0.62051827,0.38673082,0.5487086,0.2823703,0.2663383
77,0.121830195,-0.038696945,"('unmotivated', 'motivated')",1.1165057,0.9155114,-1.1404622,-1.1877902,0.0326246,-0.1036586,0.1362832
34,-0.11182514,-0.038557917,"('mean', 'honorable')",0.20143461,0.008505827,5.812282,5.9048114,1.9672972,1.9582531,0.0090441
47,-0.10322198,0.09102885,"('stupid', 'smart')",0.548063,0.45595962,5.8330674,6.1592684,2.0926361,2.235419,-0.1427829
29,-0.08660125,-0.07198227,"('unfair', 'fair')",-0.02552548,-0.21004514,-0.15216586,-0.313163,-0.0880975,-0.1983968,0.1102993
71,0.08415069,-0.3475225,"('diffident', 'self-confident')",1.849001,1.3417491,0.501503,0.44902226,0.8115516,0.481083,0.3304686
72,0.08225155,0.25893345,"('unambitious', 'ambitious')",0.9847038,1.1462005,-0.42783254,-0.09362814,0.2130409,0.4371686,-0.2241277
15,-0.023483146,-0.03329578,"('boring', 'funny')",-0.25834057,-0.27769294,-0.50301313,-0.43710604,-0.2616123,-0.2493649,-0.0122474
9,0.023337655,-0.4288307,"('unaffectionate', 'caring')",0.032362536,-0.54175085,1.426463,1.2264626,0.4940544,0.0852937,0.4087607
20,-0.012783138,0.032065444,"('rough', 'thoughtful')",0.5930206,0.5660983,0.8832916,0.7631842,0.487843,0.4537826,0.0340604
51,0.0032628998,-0.12066282,"('uneducated', 'educated')",-0.22440465,-0.16478454,-0.3278684,-0.41637936,-0.1830034,-0.2339422,0.0509388
