,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.1030557,-2.2734048,"('hostile', 'amicable')",-0.5426601,-0.7919722,0.3464741,-0.011873592,-0.7664138,-1.0257502,0.2593364
35,-1.7887808,-1.6528347,"('corrupt', 'incorrupt')",-0.5779333,-0.6445614,-0.44431943,-0.62240046,-0.9370112,-0.9732656,0.0362544
39,1.7138461,1.5922285,"('exploitative', 'cooperative')",1.3475705,1.0918347,0.02826336,0.11584738,1.0298933,0.9333035,0.0965898
21,1.6440337,1.7444553,"('immoral', 'moral')",0.42301923,0.47618738,-0.6740836,-0.51191074,0.4643231,0.5695774,-0.1052543
60,1.4637347,1.6928666,"('inefficient', 'efficient')",1.3961892,1.4332232,-0.30264702,-0.00770903,0.8524256,1.0394603,-0.1870347
31,-1.4542826,-1.8482168,"('evil', 'good')",-0.83407354,-1.16709,-0.7241912,-1.0964736,-1.0041825,-1.3705935,0.366411
5,-1.4006644,-1.4117771,"('distant', 'outgoing')",-1.0388863,-1.2499399,-0.40370637,-0.4841794,-0.9477524,-1.0486321,0.1008797
16,-1.383481,-1.5321057,"('unpopular', 'popular')",-0.07116461,-0.23024762,0.55066156,0.31259817,-0.301328,-0.4832517,0.1819237
82,-1.3615627,-1.2370012,"('poor', 'rich')",-0.848028,-0.85442096,6.591443,6.880537,1.4606174,1.5963717,-0.1357543
85,-1.3186541,-1.5585777,"('insignificant', 'prestigious')",0.77757484,0.3440644,0.09854502,-0.4665781,-0.1475114,-0.5603638,0.4128524
7,1.3066801,0.96362996,"('insensitive', 'sensitive')",1.1063355,0.7140956,0.44183174,0.3877896,0.9516158,0.688505,0.2631108
6,-1.2944249,-1.3740765,"('distant', 'open')",-1.3607925,-1.7095399,-0.045070667,-0.1203109,-0.900096,-1.0679757,0.1678797
80,1.2896388,1.4078691,"('dominated', 'dominating')",0.8106221,1.1965159,-1.1660558,-0.964889,0.3114016,0.5464986,-0.235097
19,-1.2894214,-1.5061045,"('inhospitable', 'hospitable')",-0.90947455,-1.2071747,-0.5557604,-0.64974415,-0.9182188,-1.1210078,0.202789
37,1.2194066,1.016671,"('fake', 'genuine')",0.053589694,-0.16024673,0.11942363,0.121104375,0.46414,0.3258429,0.1382971
62,1.2071542,1.6308774,"('incompetent', 'brilliant')",1.2844776,1.5859665,0.052366387,0.46216562,0.8479994,1.2263365,-0.3783371
1,-1.1777089,-1.8487895,"('unfriendly', 'friendly')",-0.4819171,-1.3734465,1.617406,1.2018093,-0.0140733,-0.6734756,0.6594023
67,1.1441753,1.2546122,"('doubtful', 'determined')",0.22711912,0.32499015,-0.673074,-0.60280967,0.2327401,0.3255976,-0.0928575
46,1.1003385,1.1304458,"('uncompetitive', 'competitive')",0.32373345,0.23636548,-1.2349217,-1.1433985,0.0630501,0.0744709,-0.0114208
49,-1.0299324,-0.42935193,"('unable', 'able')",-0.18178555,0.022063673,-0.30445263,-0.05872085,-0.5053902,-0.1553364,-0.3500538
79,-1.0238218,-1.0011065,"('wavering', 'unwavering')",-0.67289877,-0.6769717,-0.41353512,-0.3323383,-0.7034186,-0.6701388,-0.0332798
81,1.003059,1.3896353,"('submissive', 'aggressive')",0.54300267,0.9742389,-1.1900028,-0.86242586,0.1186863,0.5004828,-0.3817965
8,-0.9773533,-1.4426652,"('unaffectionate', 'affectionate')",-0.6261661,-1.0224062,0.9008502,0.7182623,-0.2342231,-0.5822697,0.3480466
56,0.9380117,1.1962694,"('impractical', 'practical')",0.8859815,0.9416906,-1.0527254,-0.5916418,0.2570893,0.5154394,-0.2583501
25,-0.9317919,-1.2882485,"('egoistic', 'altruistic')",0.08745569,-0.4185755,1.4291524,1.1506214,0.1949387,-0.1854009,0.3803396
76,0.91855425,1.6089376,"('anxious', 'daring')",-0.1959253,0.30774623,-0.45522177,0.021797612,0.0891357,0.6461605,-0.5570248
70,0.91360044,0.9722605,"('lethargic', 'energetic')",0.5794824,0.60578644,0.062927336,0.31143862,0.51867,0.6298285,-0.1111585
75,-0.90025353,-0.3334808,"('meek', 'impulsive')",-0.2943734,0.20128302,-0.9236728,-0.7072602,-0.7060999,-0.2798193,-0.4262806
12,0.8901725,0.6311082,"('unsupportive', 'supportive')",1.0275673,0.80515635,-2.205813,-2.348922,-0.0960244,-0.3042192,0.2081948
26,-0.8136045,-0.985428,"('hardhearted', 'benevolent')",0.7543602,0.5059948,1.4378643,1.2181853,0.45954,0.2462507,0.2132893
4,-0.8059314,-0.8243257,"('disliked', 'liked')",-0.42232785,-0.2550531,-7.711503,-7.9903965,-2.9799207,-3.0232585,0.0433378
78,-0.77721363,-1.0143756,"('nonresilient', 'resilient')",0.2902167,0.03577884,0.35857034,0.07477335,-0.0428089,-0.3012745,0.2584656
69,-0.7736244,-0.64985037,"('lazy', 'industrious')",1.363391,1.4351633,-0.42386976,-0.7279707,0.055299,0.0191141,0.0361849
23,0.76862013,0.6462009,"('insincere', 'sincere')",0.7328679,0.4310514,6.0266914,6.22243,2.5093931,2.4332275,0.0761656
24,0.7665937,0.4782917,"('dishonest', 'honest')",-0.050348748,-0.34909794,0.3397825,0.50331736,0.3520091,0.210837,0.1411721
