,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
31,1.9798837,1.6362554,"('evil', 'good')",0.17865658,-0.018979091,-0.97117436,-1.3663427,0.3957886,0.0836445,0.3121441
45,-1.9624375,-1.8925484,"('incompetent', 'competent')",-1.4842882,-1.512443,-0.5232115,-0.41943252,-1.3233124,-1.2748079,-0.0485045
60,-1.9056239,-1.4917818,"('inefficient', 'efficient')",-0.0072450247,0.30916333,0.15433039,0.5715516,-0.5861795,-0.203689,-0.3824905
69,1.8383921,1.773932,"('lazy', 'industrious')",0.9831282,0.9060251,-0.6643018,-1.0219979,0.7190728,0.5526531,0.1664197
42,-1.8069559,-1.6331342,"('unreliable', 'reliable')",-1.8887135,-1.7187979,-3.273209,-3.0685754,-2.3229596,-2.1401691,-0.1827905
55,-1.7361884,-1.4937286,"('incompetent', 'clever')",-1.130839,-0.99985784,0.33506876,0.40034375,-0.8439862,-0.6977476,-0.1462386
9,1.7236202,1.60384,"('unaffectionate', 'caring')",0.010193095,-0.08342123,0.74893004,0.7219657,0.8275811,0.7474615,0.0801196
25,1.6957191,1.4781779,"('egoistic', 'altruistic')",0.8871097,0.7737574,1.4955181,1.3915523,1.3594489,1.2144958,0.1449531
43,-1.634399,-1.306148,"('irresponsible', 'responsible')",-1.9177988,-1.873917,-0.2595238,-0.06415652,-1.2705739,-1.0814072,-0.1891667
84,1.6323198,1.6474178,"('inferior', 'superior')",-0.14520091,-0.19807838,0.92929375,0.8620705,0.8054709,0.77047,0.0350009
44,-1.5618852,-1.264733,"('prejudiced', 'unprejudiced')",-0.5805553,-0.42122704,-0.9765939,-0.87396663,-1.0396782,-0.8533089,-0.1863693
21,-1.5267829,-1.3773981,"('immoral', 'moral')",-0.2980455,-0.40368167,-0.75906837,-0.6426156,-0.8612989,-0.8078984,-0.0534005
53,1.5127014,1.3819885,"('uncreative', 'creative')",0.8393907,0.7274223,0.8768142,0.69883776,1.0763021,0.9360828,0.1402193
57,-1.4295957,-1.5869491,"('unimaginative', 'imaginative')",-1.5851557,-1.5515732,-2.242797,-2.5224364,-1.7525161,-1.8869861,0.13447
39,1.4153666,1.4589889,"('exploitative', 'cooperative')",1.5285435,1.473161,0.5021104,0.42964545,1.1486735,1.1205985,0.028075
19,1.3753483,1.1821282,"('inhospitable', 'hospitable')",-0.40516987,-0.52581275,-0.39112085,-0.4996647,0.1930192,0.0522169,0.1408023
65,-1.3696606,-1.1668766,"('insecure', 'secure')",-0.090883285,-0.11599043,-0.06377674,0.16098763,-0.5081069,-0.3739598,-0.1341471
56,-1.3635716,-1.0867656,"('impractical', 'practical')",-1.1899476,-1.04537,-0.46813464,-0.15571134,-1.007218,-0.7626157,-0.2446023
61,1.2963128,1.2525707,"('illogical', 'logical')",0.9837941,0.8900571,0.38709873,0.3682817,0.8890686,0.8369698,0.0520988
8,1.285631,1.0604285,"('unaffectionate', 'affectionate')",-0.57985663,-0.6580401,-0.030979693,-0.15249634,0.2249315,0.0832974,0.1416341
73,1.2524016,1.3594403,"('helpless', 'self-reliant')",-0.108026,-0.17482136,-3.1549506,-3.287695,-0.6701917,-0.7010253,0.0308336
62,-1.2421285,-0.85975677,"('incompetent', 'brilliant')",-0.31445244,0.060394194,-0.231978,0.16735372,-0.5961863,-0.2106696,-0.3855167
79,1.228577,1.1733067,"('wavering', 'unwavering')",0.13881725,0.13272178,-0.2635571,-0.21261005,0.3679457,0.3644728,0.0034729
0,-1.2204828,-1.2486254,"('unsociable', 'sociable')",-0.66260624,-0.8111892,-0.27722052,-0.19893734,-0.7201032,-0.7529173,0.0328141
22,-1.2162995,-1.1506351,"('untrustworthy', 'trustworthy')",-0.5681875,-0.64764184,-0.81926763,-0.7603332,-0.8679182,-0.85287,-0.0150482
13,-1.2152419,-1.1229073,"('impolite', 'polite')",-0.54178417,-0.59685844,-0.13970816,0.057578415,-0.6322447,-0.5540624,-0.0781823
54,1.1860118,1.2872248,"('incapable', 'capable')",0.033221167,0.047588862,1.0155109,1.1004493,0.7449146,0.8117543,-0.0668397
77,-1.1768849,-1.0335107,"('unmotivated', 'motivated')",-0.058446433,-0.013133489,-0.89099884,-0.7991219,-0.7087767,-0.6152554,-0.0935213
15,1.1614563,0.9430299,"('boring', 'funny')",-1.505989,-1.5047405,-0.0024352502,-0.047082655,-0.1156559,-0.2029311,0.0872752
37,-1.1580366,-1.1502267,"('fake', 'genuine')",-0.77951217,-0.71596164,0.20383123,0.17281805,-0.5779059,-0.5644567,-0.0134492
72,-1.1291704,-1.0222847,"('unambitious', 'ambitious')",-2.045284,-2.0169606,-1.3096931,-1.0592355,-1.4947158,-1.3661602,-0.1285556
82,-1.1166584,-0.8800599,"('poor', 'rich')",-0.7962937,-0.6146512,5.1731377,5.599496,1.0867285,1.3682617,-0.2815332
14,-1.0290502,-0.97807926,"('antisocial', 'social')",-0.9964682,-1.0395336,-0.76693505,-0.626579,-0.9308178,-0.8813973,-0.0494205
51,-1.00131,-1.020521,"('uneducated', 'educated')",-0.90996873,-0.83933604,0.6306119,0.71641344,-0.4268889,-0.3811479,-0.045741
35,0.94989896,0.69573706,"('corrupt', 'incorrupt')",0.2333053,0.10966128,-0.050075613,-0.37101606,0.3777095,0.1447941,0.2329154
75,-0.8927116,-0.7298196,"('meek', 'impulsive')",-0.26907447,-0.08730579,-0.39600247,-0.3359607,-0.5192629,-0.384362,-0.1349009
41,-0.88200027,-1.2731864,"('unforgiving', 'forgiving')",-1.1150111,-1.443065,0.06649748,-0.15042995,-0.6435047,-0.9555604,0.3120557
88,0.71227646,0.55435944,"('low', 'eminent')",-0.5284301,-0.5504277,-0.13692763,-0.17096451,0.0156396,-0.0556776,0.0713172
12,0.62585044,0.7714004,"('unsupportive', 'supportive')",-0.20621847,-0.13817081,-1.8180209,-1.8671286,-0.4661297,-0.4112997,-0.05483
18,0.5985304,0.30873206,"('disagreeable', 'welcoming')",0.08752923,-0.041560486,-0.5952643,-0.7753164,0.0302651,-0.1693816,0.1996467
68,-0.5978364,-0.5646973,"('dependent', 'independent')",0.09947713,-0.0272718,-0.128507,-0.15825129,-0.2089554,-0.2500735,0.0411181
30,-0.5099392,-0.52368736,"('intolerant', 'tolerant')",-0.29211113,-0.37223855,0.41361013,0.40217966,-0.1294801,-0.1645821,0.035102
11,-0.5089932,-0.14451295,"('unhelpful', 'helpful')",0.41843036,0.75871706,1.7921307,2.0233083,0.5671893,0.8791708,-0.3119815
17,-0.49553514,-0.66601527,"('nasty', 'nice')",-0.3909258,-0.4010779,-0.6388709,-0.64484984,-0.5084439,-0.5706476,0.0622037
74,0.48508295,0.5224827,"('undedicated', 'dedicated')",-0.50223625,-0.43376487,0.21354681,0.29335704,0.0654645,0.1273583,-0.0618938
23,-0.4748943,-0.32156068,"('insincere', 'sincere')",0.3293632,0.32420698,4.9809794,5.37429,1.6118161,1.7923121,-0.180496
29,-0.47263673,-0.46766216,"('unfair', 'fair')",-0.13954452,-0.14528215,-0.74399626,-0.80031466,-0.4520592,-0.4710863,0.0190271
7,-0.45637265,-0.50760496,"('insensitive', 'sensitive')",-0.6798626,-0.66827947,0.27554846,0.34292728,-0.2868956,-0.2776524,-0.0092432
47,0.44537994,0.55832434,"('stupid', 'smart')",0.54979575,0.49161154,4.9360876,5.231764,1.9770878,2.0938999,-0.1168121
24,-0.42576683,-0.36411443,"('dishonest', 'honest')",-1.7812363,-1.9543157,0.42894998,0.6390844,-0.5926844,-0.5597819,-0.0329025
49,-0.40261498,-0.40884456,"('unable', 'able')",0.023022398,0.032899052,-0.47924355,-0.40864417,-0.2862787,-0.2615299,-0.0247488
20,0.40161815,0.39788386,"('rough', 'thoughtful')",0.06900836,-0.057640046,1.3337674,1.0534055,0.6014646,0.4645498,0.1369148
16,0.39563444,0.37887707,"('unpopular', 'popular')",1.003289,0.953419,0.74111015,0.5296789,0.7133445,0.6206583,0.0926862
2,0.38937104,0.47721323,"('unlikable', 'likable')",0.60740304,0.51858765,0.3098482,0.45246363,0.4355408,0.4827548,-0.047214
58,0.35388485,0.19444144,"('undiscriminating', 'discriminating')",-0.089820676,-0.09134814,-0.024317656,-0.023675118,0.0799155,0.0264727,0.0534428
38,-0.34860453,-0.09903228,"('untruthful', 'truthful')",0.005928682,0.041383483,-0.09702539,-0.015607957,-0.1465671,-0.0244189,-0.1221482
27,-0.32528618,-0.44797194,"('hardhearted', 'softhearted')",-0.6580119,-0.778782,0.80768704,0.6718573,-0.058537,-0.1849656,0.1264286
63,-0.32157117,-0.10441038,"('unperceptive', 'insightful')",-0.0114520565,0.15113327,0.58998907,0.78711593,0.0856553,0.2779463,-0.192291
28,0.2925829,0.15693998,"('disloyal', 'loyal')",-0.6321677,-0.7862036,0.91374034,0.95008665,0.1913852,0.106941,0.0844442
4,0.27587673,0.012144413,"('disliked', 'liked')",-1.0459338,-1.2192363,-5.951294,-6.315184,-2.2404504,-2.5074253,0.2669749
83,0.2412656,0.5057456,"('powerless', 'powerful')",0.20205176,0.37511343,-0.6749039,-0.4973946,-0.0771955,0.1278215,-0.205017
87,-0.23564881,-0.048952453,"('unsuccessful', 'successful')",0.732551,0.913877,0.5490513,0.5997029,0.3486512,0.4882092,-0.139558
34,0.19291437,0.30933186,"('mean', 'honorable')",0.37029848,0.3970966,5.5801034,5.860148,2.0477721,2.1888588,-0.1410867
66,0.1670653,0.20212448,"('inactive', 'active')",-0.68249625,-0.5948912,0.9644581,0.9308586,0.1496757,0.179364,-0.0296883
50,0.11767053,0.06439774,"('clumsy', 'skillful')",0.8685318,0.8179742,-0.039925165,-0.13625872,0.3154257,0.2487044,0.0667213
78,0.11710723,0.08333514,"('nonresilient', 'resilient')",1.5930481,1.704957,0.5136719,0.396711,0.7412758,0.7283344,0.0129414
48,0.09365381,0.079393834,"('unintelligent', 'intelligent')",-0.34742692,-0.34547022,0.25531268,0.26753122,0.0005132,0.0004849,2.83e-05
40,0.07721145,-0.07994087,"('stingy', 'generous')",0.3349994,0.27686736,-1.203641,-1.576068,-0.2638101,-0.4597139,0.1959038
32,-0.0705829,-0.00579907,"('unkind', 'kind')",-0.5938896,-0.63351,0.52277374,0.58809406,-0.0472329,-0.0170717,-0.0301612
86,-0.016079592,-0.07007414,"('uninfluential', 'influential')",-0.91171,-0.9437227,0.0013866685,0.057995006,-0.308801,-0.3186006,0.0097996
67,0.0013606586,0.12679528,"('doubtful', 'determined')",-0.51026386,-0.4469637,-0.8762576,-0.69553745,-0.4617203,-0.3385686,-0.1231517
